"Ind","POP","FAM","LAT","LON","POPNAME","BLOCK","Treatment","Year","FVeg","FT","BT","FertT","FlwrVeg","Weight","PropDam","OH","StemTotal"
"E12-202",12,"12-69",44.54749,-76.12868903,"ONLY","E12","Sprayed","2018",85,185,171,213,86,8.86704347826087,0,NA,4
"E12-21",13,"13-53",44.6076,-76.27898502,"ONCQ","E12","Sprayed","2018",78,171,171,213,77,NA,0,NA,7
"E12-22",2,"2-25",38.7966,-77.29988901,"VAFF","E12","Sprayed","2018",116.5,193,171,213,118,29.8370434782609,0.25,NA,4
"E12-23",12,"12-22",44.54749,-76.12868903,"ONLY","E12","Sprayed","2018",91.5,185,171,213,90.5,26.7670434782609,0,NA,7
"E12-24",1,"1-71",38.8235,-77.71118397,"VABR","E12","Sprayed","2018",136,193,178,222,136,29.0170434782609,0.25,NA,4
"E12-25",20,"20-30",48.10384,-80.19977597,"ONKE","E12","Sprayed","2018",98.56,200,185,213,101,1.11704347826087,0.166666666666667,NA,6
"E12-26",8,"8-13",41.97527,-75.19598002,"NYEB","E12","Sprayed","2018",127,193,171,213,127.5,36.6270434782609,0.166666666666667,NA,6
"E12-27",15,"15-22",44.2915,-79.04909003,"ONBV","E12","Sprayed","2018",124,178,171,213,122,10.8470434782609,0,NA,2
"E12-28",2,"2-21",38.7966,-77.29988901,"VAFF","E12","Sprayed","2018",53,NA,NA,NA,NA,NA,1,NA,1
"E12-29",18,"18-71",45.76868,-79.39777502,"ONSU","E12","Sprayed","2018",98,185,171,213,99,12.1370434782609,0,NA,5
"E12-3",15,"15-42",44.2915,-79.04909003,"ONBV","E12","Sprayed","2018",100,178,171,213,104.5,40.6570434782609,0,NA,5
"E12-30",16,"16-38",44.75284,-79.33799797,"ONWA","E12","Sprayed","2018",111,193,171,213,113.5,10.7770434782609,0.428571428571429,NA,7
"E12-31",4,"4-46",40.06813,-76.90717204,"PAGP","E12","Sprayed","2018",111.5,193,171,213,115,50.6670434782609,0,NA,8
"E12-32",5,"5-33",41.42692,-75.63466896,"PASC","E12","Sprayed","2018",107.5,185,171,213,94.5,6.18704347826087,0.666666666666667,NA,3
"E12-33",15,"15-29",44.2915,-79.04909003,"ONBV","E12","Sprayed","2018",104.5,178,171,213,106,12.8770434782609,0,NA,4
"E12-34",14,"14-30",44.29771,-78.300041,"ONPB","E12","Sprayed","2018",95,178,171,213,96,17.0070434782609,0,NA,5
"E12-35",10,"10-29",43.69717,-76.19529499,"NYLV","E12","Sprayed","2018",128.5,193,178,213,128.5,14.1570434782609,0,NA,5
"E12-36",19,"19-60",47.73136,-80.32791398,"ONEL","E12","Sprayed","2018",63,171,171,213,64,19.7570434782609,0.166666666666667,NA,12
"E12-37",12,"12-3",44.54749,-76.12868903,"ONLY","E12","Sprayed","2018",101.5,185,171,213,102,7.29704347826087,0,NA,3
"E12-38",8,"8-63",41.97527,-75.19598002,"NYEB","E12","Sprayed","2018",109,185,171,213,109,10.6970434782609,0.5,NA,6
"E12-39",5,"5-28",41.42692,-75.63466896,"PASC","E12","Sprayed","2018",114,185,178,213,115,8.29704347826087,0.25,NA,4
"E12-4",19,"19-25",47.73136,-80.32791398,"ONEL","E12","Sprayed","2018",77,193,178,213,79,0.58704347826087,0,NA,3
"E12-40",1,"1-59",38.8235,-77.71118397,"VABR","E12","Sprayed","2018",108.5,200,178,213,110,3.49704347826087,0,NA,5
"E12-41",5,"5-50",41.42692,-75.63466896,"PASC","E12","Sprayed","2018",89,178,171,213,92,19.1970434782609,0,NA,4
"E12-42",9,"9-36",42.79109,-76.135327,"NYTY","E12","Sprayed","2018",103.5,193,171,213,99,NA,0.2,NA,5
"E12-43",8,"8-32",41.97527,-75.19598002,"NYEB","E12","Sprayed","2018",115.5,193,171,213,116,21.3870434782609,0.25,NA,8
"E12-44",5,"5-37",41.42692,-75.63466896,"PASC","E12","Sprayed","2018",99,185,171,213,102.5,9.85704347826087,0.2,NA,5
"E12-45",14,"14-21",44.29771,-78.300041,"ONPB","E12","Sprayed","2018",98,234,234,234,98,NA,NA,NA,NA
"E12-46",4,"4-80",40.06813,-76.90717204,"PAGP","E12","Sprayed","2018",129,185,171,213,128,50.5770434782609,0,NA,6
"E12-47",14,"14-16",44.29771,-78.300041,"ONPB","E12","Sprayed","2018",72,178,171,213,71.5,5.70704347826087,0,NA,6
"E12-48",6,"6-44",41.57154,-74.48428896,"NYWU","E12","Sprayed","2018",96.5,185,171,213,100,29.1170434782609,0.111111111111111,NA,9
"E12-49",18,"18-80",45.76868,-79.39777502,"ONSU","E12","Sprayed","2018",109.5,200,185,213,110.5,12.9770434782609,0.2,NA,5
"E12-5",20,"20-41",48.10384,-80.19977597,"ONKE","E12","Sprayed","2018",90.5,200,185,213,91,3.00704347826087,0,NA,4
"E12-50",1,"1-26",38.8235,-77.71118397,"VABR","E12","Sprayed","2018",107,200,178,222,109,7.10704347826087,0.2,NA,5
"E12-51",11,"11-63",43.28958,-76.128568,"NYWM","E12","Sprayed","2018",84,185,171,213,85,10.7970434782609,0,NA,3
"E12-52",18,"18-50",45.76868,-79.39777502,"ONSU","E12","Sprayed","2018",72,178,171,213,69.5,5.08704347826087,0,NA,5
"E12-53",15,"15-39",44.2915,-79.04909003,"ONBV","E12","Sprayed","2018",124.5,185,171,213,125,21.5170434782609,0,NA,7
"E12-54",5,"5-34",41.42692,-75.63466896,"PASC","E12","Sprayed","2018",94,213,193,227,94.5,0.17704347826087,0,NA,3
"E12-55",20,"20-7",48.10384,-80.19977597,"ONKE","E12","Sprayed","2018",90,185,171,213,92.5,11.0870434782609,0,NA,6
"E12-56",22,"22-60",46.75552,-79.04650404,"QCTM","E12","Sprayed","2018",83,193,178,213,88,43.0970434782609,0.117647058823529,NA,17
"E12-57",17,"17-74",45.02376,-79.31190301,"ONBB","E12","Sprayed","2018",90,185,171,222,91,NA,NA,NA,NA
"E12-58",8,"8-59",41.97527,-75.19598002,"NYEB","E12","Sprayed","2018",111.5,213,193,234,107.5,1.17704347826087,0.4,NA,5
"E12-59",19,"19-53",47.73136,-80.32791398,"ONEL","E12","Sprayed","2018",75.5,185,171,213,75,2.99704347826087,0.666666666666667,NA,3
"E12-6",22,"22-46",46.75552,-79.04650404,"QCTM","E12","Sprayed","2018",108.5,185,171,213,109,28.1570434782609,0,NA,6
"E12-60",1,"1-20",38.8235,-77.71118397,"VABR","E12","Sprayed","2018",87,200,178,213,87,3.69704347826087,0,NA,4
"E12-61",13,"13-27",44.6076,-76.27898502,"ONCQ","E12","Sprayed","2018",81,178,171,213,82,26.5070434782609,0,NA,8
"E12-62",17,"17-76",45.02376,-79.31190301,"ONBB","E12","Sprayed","2018",108,178,171,213,105.5,12.0970434782609,0.25,NA,8
"E12-63",6,"6-21",41.57154,-74.48428896,"NYWU","E12","Sprayed","2018",115,193,178,213,116,14.9370434782609,0,NA,3
"E12-64",12,"12-29",44.54749,-76.12868903,"ONLY","E12","Sprayed","2018",94.5,178,171,213,93.5,13.4770434782609,0,NA,7
"E12-65",2,"2-12",38.7966,-77.29988901,"VAFF","E12","Sprayed","2018",112,213,185,213,112.5,5.13704347826087,0,NA,6
"E12-66",12,"12-36",44.54749,-76.12868903,"ONLY","E12","Sprayed","2018",101,185,171,213,99,18.0570434782609,0,NA,10
"E12-67",2,"2-35",38.7966,-77.29988901,"VAFF","E12","Sprayed","2018",137,200,178,213,135.5,5.79704347826087,0.333333333333333,NA,3
"E12-68",3,"3-46",40.23327,-77.280415,"PAOL","E12","Sprayed","2018",122.5,213,193,222,112,2.68704347826087,0.428571428571429,NA,7
"E12-69",1,"1-2",38.8235,-77.71118397,"VABR","E12","Sprayed","2018",119,222,200,227,116,2.16704347826087,0,NA,5
"E12-7",15,"15-13",44.2915,-79.04909003,"ONBV","E12","Sprayed","2018",83,185,171,213,81,2.52704347826087,0.333333333333333,NA,3
"E12-70",19,"19-69",47.73136,-80.32791398,"ONEL","E12","Sprayed","2018",66.5,178,171,213,65,9.28704347826087,0,NA,6
"E12-71",13,"13-45",44.6076,-76.27898502,"ONCQ","E12","Sprayed","2018",135,193,178,213,131.5,30.7270434782609,0.333333333333333,NA,9
"E12-72",13,"13-26",44.6076,-76.27898502,"ONCQ","E12","Sprayed","2018",104,185,171,213,102,14.2170434782609,0,NA,3
"E12-73",10,"10-35",43.69717,-76.19529499,"NYLV","E12","Sprayed","2018",112.5,193,185,213,111.5,21.4770434782609,0.666666666666667,NA,3
"E12-74",6,"6-41",41.57154,-74.48428896,"NYWU","E12","Sprayed","2018",104,193,178,213,104,6.29704347826087,0,NA,3
"E12-75",8,"8-60",41.97527,-75.19598002,"NYEB","E12","Sprayed","2018",90.5,193,171,213,90.5,9.43704347826087,0.25,NA,4
"E12-76",19,"19-31",47.73136,-80.32791398,"ONEL","E12","Sprayed","2018",74.5,178,171,213,72.5,11.3870434782609,0.125,NA,8
"E12-77",8,"8-58",41.97527,-75.19598002,"NYEB","E12","Sprayed","2018",93,185,171,213,91,20.2170434782609,0.2,NA,5
"E12-78",17,"17-21",45.02376,-79.31190301,"ONBB","E12","Sprayed","2018",100,185,171,213,96.5,7.06704347826087,0.75,NA,4
"E12-79",12,"12-51",44.54749,-76.12868903,"ONLY","E12","Sprayed","2018",110.5,185,171,213,105,15.7070434782609,0.25,NA,4
"E12-8",14,"14-72",44.29771,-78.300041,"ONPB","E12","Sprayed","2018",130,185,171,213,125,12.1570434782609,0.333333333333333,NA,3
"E12-80",13,"13-78",44.6076,-76.27898502,"ONCQ","E12","Sprayed","2018",96,193,171,213,96,13.0570434782609,0.142857142857143,NA,7
"E12-81",18,"18-69",45.76868,-79.39777502,"ONSU","E12","Sprayed","2018",90,193,178,213,78,17.3370434782609,0.5,NA,4
"E12-82",20,"20-5",48.10384,-80.19977597,"ONKE","E12","Sprayed","2018",113,213,193,NA,108,NA,0.166666666666667,NA,6
"E12-83",4,"4-65",40.06813,-76.90717204,"PAGP","E12","Sprayed","2018",107.5,193,171,213,105.5,28.3570434782609,0.0909090909090909,NA,11
"E12-84",9,"9-33",42.79109,-76.135327,"NYTY","E12","Sprayed","2018",74,213,185,213,74,NA,0,NA,3
"E12-85",8,"8-55",41.97527,-75.19598002,"NYEB","E12","Sprayed","2018",94,200,185,213,85.5,4.86704347826087,0.571428571428571,NA,7
"E12-86",3,"3-76",40.23327,-77.280415,"PAOL","E12","Sprayed","2018",84.5,222,200,NA,82,22.8370434782609,0.666666666666667,NA,3
"E12-87",14,"14-79",44.29771,-78.300041,"ONPB","E12","Sprayed","2018",97,185,171,213,97,17.3070434782609,0.2,NA,5
"E12-88",14,"14-70",44.29771,-78.300041,"ONPB","E12","Sprayed","2018",99.5,185,171,213,100,23.2370434782609,0.5,NA,8
"E12-89",9,"9-49",42.79109,-76.135327,"NYTY","E12","Sprayed","2018",87.5,213,178,222,89,4.50704347826087,0.333333333333333,NA,3
"E12-9",4,"4-66",40.06813,-76.90717204,"PAGP","E12","Sprayed","2018",85.5,200,185,213,119.5,8.64704347826087,0.375,NA,8
"E12-90",14,"14-9",44.29771,-78.300041,"ONPB","E12","Sprayed","2018",80,185,171,213,80.5,17.5970434782609,0,NA,10
"E12-91",12,"12-6",44.54749,-76.12868903,"ONLY","E12","Sprayed","2018",61,234,200,234,61,NA,NA,NA,NA
"E12-92",6,"6-36",41.57154,-74.48428896,"NYWU","E12","Sprayed","2018",113,185,171,213,114,40.0570434782609,0.5,NA,2
"E12-93",16,"16-60",44.75284,-79.33799797,"ONWA","E12","Sprayed","2018",113,185,171,213,107.5,41.5970434782609,0,NA,6
"E12-94",22,"22-32",46.75552,-79.04650404,"QCTM","E12","Sprayed","2018",51,NA,234,NA,NA,NA,NA,NA,NA
"E12-95",12,"12-68",44.54749,-76.12868903,"ONLY","E12","Sprayed","2018",93,185,171,213,92.5,16.3170434782609,0,NA,4
"E12-96",19,"19-70",47.73136,-80.32791398,"ONEL","E12","Sprayed","2018",63,171,171,213,66,36.1270434782609,0.375,NA,8
"E12-97",3,"3-24",40.23327,-77.280415,"PAOL","E12","Sprayed","2018",71.5,NA,213,NA,NA,NA,0.5,NA,4
"E12-98",18,"18-61",45.76868,-79.39777502,"ONSU","E12","Sprayed","2018",91.5,185,171,213,81,8.78704347826087,0.4,NA,5
"E12-99",11,"11-30",43.28958,-76.128568,"NYWM","E12","Sprayed","2018",101.5,200,193,213,104,55.4970434782609,0.666666666666667,NA,6
"E2-1",6,"6-5",41.57154,-74.48428896,"NYWU","E2","Unsprayed","2018",88.5,184,179,211,88,14.4070434782609,0.333333333333333,NA,9
"E2-10",4,"4-14",40.06813,-76.90717204,"PAGP","E2","Unsprayed","2018",87,197,184,211,88,1.39704347826087,0.125,NA,8
"E2-100",14,"14-72",44.29771,-78.300041,"ONPB","E2","Unsprayed","2018",150.5,190,190,211,127.5,83.1570434782609,0.7,NA,10
"E2-103",5,"5-34",41.42692,-75.63466896,"PASC","E2","Unsprayed","2018",160,211,190,211,159.5,58.6570434782609,0.333333333333333,NA,6
"E2-108",15,"15-23",44.2915,-79.04909003,"ONBV","E2","Unsprayed","2018",93,190,179,211,93,50.8270434782609,0.3,NA,10
"E2-109",20,"20-9",48.10384,-80.19977597,"ONKE","E2","Unsprayed","2018",121,211,184,211,119,30.3370434782609,1,NA,3
"E2-11",12,"12-29",44.54749,-76.12868903,"ONLY","E2","Unsprayed","2018",81,197,184,211,80.5,8.71704347826087,0.1,NA,10
"E2-111",18,"18-19",45.76868,-79.39777502,"ONSU","E2","Unsprayed","2018",113,197,179,211,112,4.48704347826087,0,NA,3
"E2-112",11,"11-68",43.28958,-76.128568,"NYWM","E2","Unsprayed","2018",113.5,224,211,232,109.5,3.17704347826087,1,NA,1
"E2-113",17,"17-76",45.02376,-79.31190301,"ONBB","E2","Unsprayed","2018",120,197,184,211,120,22.0570434782609,0.375,NA,8
"E2-114",18,"18-80",45.76868,-79.39777502,"ONSU","E2","Unsprayed","2018",99.5,197,184,211,95,10.3570434782609,0.666666666666667,NA,3
"E2-115",1,"1-71",38.8235,-77.71118397,"VABR","E2","Unsprayed","2018",118.5,NA,219,NA,NA,0.967043478260869,0,NA,4
"E2-116",22,"22-46",46.75552,-79.04650404,"QCTM","E2","Unsprayed","2018",112,190,179,211,112.5,27.3070434782609,0.285714285714286,NA,7
"E2-117",19,"19-70",47.73136,-80.32791398,"ONEL","E2","Unsprayed","2018",76,190,171,211,78,5.95704347826087,0.5,NA,8
"E2-118",2,"2-46",38.7966,-77.29988901,"VAFF","E2","Unsprayed","2018",125.5,211,197,211,125,1.87704347826087,0.666666666666667,NA,6
"E2-119",12,"12-52",44.54749,-76.12868903,"ONLY","E2","Unsprayed","2018",66,NA,NA,NA,NA,NA,0,NA,1
"E2-12",18,"18-2",45.76868,-79.39777502,"ONSU","E2","Unsprayed","2018",88,184,171,211,86,2.72704347826087,0.142857142857143,NA,7
"E2-120",10,"10-2",43.69717,-76.19529499,"NYLV","E2","Unsprayed","2018",105.5,211,197,219,107,3.93704347826087,0.5,NA,4
"E2-121",13,"13-33",44.6076,-76.27898502,"ONCQ","E2","Unsprayed","2018",108.5,184,171,211,104.5,14.4570434782609,0.4,NA,5
"E2-122",17,"17-70",45.02376,-79.31190301,"ONBB","E2","Unsprayed","2018",108.5,211,197,219,108,1.87704347826087,0,NA,5
"E2-123",22,"22-48",46.75552,-79.04650404,"QCTM","E2","Unsprayed","2018",111.5,211,190,219,112,43.8670434782609,0.714285714285714,NA,14
"E2-124",4,"4-64",40.06813,-76.90717204,"PAGP","E2","Unsprayed","2018",105,190,171,211,102.5,7.84704347826087,0.333333333333333,NA,9
"E2-125",3,"3-24",40.23327,-77.280415,"PAOL","E2","Unsprayed","2018",125,211,184,211,124.5,38.4270434782609,0.444444444444444,NA,9
"E2-126",12,"12-3",44.54749,-76.12868903,"ONLY","E2","Unsprayed","2018",91.5,190,179,211,91.5,3.92704347826087,0.666666666666667,NA,9
"E2-127",13,"13-2",44.6076,-76.27898502,"ONCQ","E2","Unsprayed","2018",105.5,211,190,219,106.5,3.78704347826087,0.142857142857143,NA,7
"E2-128",8,"8-63",41.97527,-75.19598002,"NYEB","E2","Unsprayed","2018",143.5,190,179,211,135.5,42.5470434782609,0.363636363636364,NA,11
"E2-129",6,"6-56",41.57154,-74.48428896,"NYWU","E2","Unsprayed","2018",108,211,211,219,106.5,3.86704347826087,0.4,NA,5
"E2-13",19,"19-69",47.73136,-80.32791398,"ONEL","E2","Unsprayed","2018",71.5,184,171,211,74.5,7.53704347826087,0,NA,3
"E2-130",16,"16-59",44.75284,-79.33799797,"ONWA","E2","Unsprayed","2018",106.5,211,190,219,110,14.2070434782609,0.777777777777778,NA,9
"E2-131",3,"3-31",40.23327,-77.280415,"PAOL","E2","Unsprayed","2018",127,211,179,211,125,19.6370434782609,0.6,NA,5
"E2-132",3,"3-76",40.23327,-77.280415,"PAOL","E2","Unsprayed","2018",126,211,184,211,103,5.57704347826087,0.571428571428571,NA,7
"E2-133",1,"1-64",38.8235,-77.71118397,"VABR","E2","Unsprayed","2018",107.5,219,211,232,105,2.80704347826087,0.5,NA,2
"E2-134",2,"2-74",38.7966,-77.29988901,"VAFF","E2","Unsprayed","2018",113.5,211,184,211,113,3.02704347826087,0.4,NA,5
"E2-135",6,"6-55",41.57154,-74.48428896,"NYWU","E2","Unsprayed","2018",152,197,184,219,148.5,18.9170434782609,0.428571428571429,NA,7
"E2-136",5,"5-14",41.42692,-75.63466896,"PASC","E2","Unsprayed","2018",102,197,184,211,101,6.39704347826087,0.6,NA,5
"E2-137",8,"8-36",41.97527,-75.19598002,"NYEB","E2","Unsprayed","2018",100,211,184,224,93.5,1.22704347826087,0.363636363636364,NA,11
"E2-138",16,"16-38",44.75284,-79.33799797,"ONWA","E2","Unsprayed","2018",105.5,197,179,211,106.5,21.4170434782609,0.75,NA,4
"E2-139",4,"4-66",40.06813,-76.90717204,"PAGP","E2","Unsprayed","2018",89.5,211,190,219,95.5,0.247043478260871,0.5,NA,4
"E2-14",10,"10-29",43.69717,-76.19529499,"NYLV","E2","Unsprayed","2018",95,190,179,211,92,6.98704347826087,0.333333333333333,NA,3
"E2-140",10,"10-80",43.69717,-76.19529499,"NYLV","E2","Unsprayed","2018",82,179,171,211,80,11.0470434782609,0.75,NA,4
"E2-141",20,"20-5",48.10384,-80.19977597,"ONKE","E2","Unsprayed","2018",92,NA,219,NA,NA,0.26704347826087,0.5,NA,2
"E2-142",4,"4-80",40.06813,-76.90717204,"PAGP","E2","Unsprayed","2018",135.5,197,179,211,132.5,13.8570434782609,0.5,NA,4
"E2-143",11,"11-46",43.28958,-76.128568,"NYWM","E2","Unsprayed","2018",168,211,197,224,167,30.1770434782609,0.666666666666667,NA,6
"E2-144",20,"20-7",48.10384,-80.19977597,"ONKE","E2","Unsprayed","2018",90.5,197,179,219,94.5,7.93704347826087,0.428571428571429,NA,7
"E2-145",14,"14-16",44.29771,-78.300041,"ONPB","E2","Unsprayed","2018",104,184,171,211,103,30.3270434782609,0.384615384615385,NA,13
"E2-146",13,"13-26",44.6076,-76.27898502,"ONCQ","E2","Unsprayed","2018",103.5,197,184,211,100,9.60704347826087,0.2,NA,5
"E2-147",2,"2-77",38.7966,-77.29988901,"VAFF","E2","Unsprayed","2018",131,211,190,211,125,2.03704347826087,0.5,NA,6
"E2-148",15,"15-39",44.2915,-79.04909003,"ONBV","E2","Unsprayed","2018",129,184,171,211,119,40.8470434782609,0.333333333333333,NA,6
"E2-149",15,"15-72",44.2915,-79.04909003,"ONBV","E2","Unsprayed","2018",119,197,171,211,116,8.82704347826087,0.5,NA,4
"E2-15",17,"17-59",45.02376,-79.31190301,"ONBB","E2","Unsprayed","2018",72,190,179,211,72,5.60704347826087,0,NA,2
"E2-150",17,"17-21",45.02376,-79.31190301,"ONBB","E2","Unsprayed","2018",94,219,197,NA,91,NA,0,NA,1
"E2-151",17,"17-13",45.02376,-79.31190301,"ONBB","E2","Unsprayed","2018",133,197,179,211,128.5,4.23704347826087,0.25,NA,4
"E2-152",20,"20-30",48.10384,-80.19977597,"ONKE","E2","Unsprayed","2018",132.5,211,190,219,131,8.05704347826087,0.5,NA,4
"E2-153",13,"13-60",44.6076,-76.27898502,"ONCQ","E2","Unsprayed","2018",100.5,197,184,211,97,15.9970434782609,0.833333333333333,NA,6
"E2-154",20,"20-23",48.10384,-80.19977597,"ONKE","E2","Unsprayed","2018",138,197,179,211,134,3.72704347826087,0.333333333333333,NA,3
"E2-155",13,"13-53",44.6076,-76.27898502,"ONCQ","E2","Unsprayed","2018",110.5,179,171,211,97,21.4370434782609,0.5,NA,4
"E2-156",10,"10-37",43.69717,-76.19529499,"NYLV","E2","Unsprayed","2018",90,197,184,211,90,9.53704347826087,1,NA,2
"E2-157",6,"6-65",41.57154,-74.48428896,"NYWU","E2","Unsprayed","2018",103.5,NA,NA,NA,NA,1.39704347826087,0.5,NA,6
"E2-158",15,"15-56",44.2915,-79.04909003,"ONBV","E2","Unsprayed","2018",90.5,190,171,211,93,15.6370434782609,0.222222222222222,NA,9
"E2-159",8,"8-75",41.97527,-75.19598002,"NYEB","E2","Unsprayed","2018",92,219,197,224,88,1.17704347826087,0.571428571428571,NA,7
"E2-16",10,"10-76",43.69717,-76.19529499,"NYLV","E2","Unsprayed","2018",134.5,197,184,211,130,25.4370434782609,0.166666666666667,NA,6
"E2-160",14,"14-9",44.29771,-78.300041,"ONPB","E2","Unsprayed","2018",112,211,197,219,111,5.96704347826087,1,NA,4
"E2-161",20,"20-73",48.10384,-80.19977597,"ONKE","E2","Unsprayed","2018",103,197,171,211,103,7.89704347826087,0.333333333333333,NA,6
"E2-162",4,"4-65",40.06813,-76.90717204,"PAGP","E2","Unsprayed","2018",105.5,211,184,211,93.5,2.77704347826087,0.3,NA,10
"E2-163",17,"17-1",45.02376,-79.31190301,"ONBB","E2","Unsprayed","2018",127,211,190,219,121,15.3270434782609,0.777777777777778,NA,9
"E2-164",2,"2-35",38.7966,-77.29988901,"VAFF","E2","Unsprayed","2018",110.5,232,211,232,110.5,1.04704347826087,0.666666666666667,NA,3
"E2-165",10,"10-54",43.69717,-76.19529499,"NYLV","E2","Unsprayed","2018",133,197,184,211,134,23.0170434782609,0.6,NA,5
"E2-166",9,"9-72",42.79109,-76.135327,"NYTY","E2","Unsprayed","2018",70,211,184,211,71,0.807043478260869,0.25,NA,4
"E2-167",14,"14-20",44.29771,-78.300041,"ONPB","E2","Unsprayed","2018",100,211,184,211,98.5,5.48704347826087,0.5,NA,4
"E2-168",15,"15-22",44.2915,-79.04909003,"ONBV","E2","Unsprayed","2018",74.5,184,171,211,68,22.8170434782609,0.5,NA,12
"E2-169",12,"12-6",44.54749,-76.12868903,"ONLY","E2","Unsprayed","2018",86.5,197,179,211,85,6.39704347826087,0.333333333333333,NA,9
"E2-17",14,"14-39",44.29771,-78.300041,"ONPB","E2","Unsprayed","2018",77.5,184,171,211,76,9.63704347826087,0,NA,5
"E2-170",12,"12-68",44.54749,-76.12868903,"ONLY","E2","Unsprayed","2018",98,197,184,211,97,4.92704347826087,0.285714285714286,NA,7
"E2-171",15,"15-7",44.2915,-79.04909003,"ONBV","E2","Unsprayed","2018",92,197,179,211,91,9.82704347826087,0.333333333333333,NA,6
"E2-172",12,"12-22",44.54749,-76.12868903,"ONLY","E2","Unsprayed","2018",88,211,184,211,89,4.27704347826087,0.333333333333333,NA,6
"E2-173",17,"17-48",45.02376,-79.31190301,"ONBB","E2","Unsprayed","2018",97,197,184,211,95.5,18.0470434782609,1,NA,4
"E2-174",1,"1-59",38.8235,-77.71118397,"VABR","E2","Unsprayed","2018",109.5,211,197,232,109,0.477043478260871,0.4,NA,5
"E2-175",1,"1-7",38.8235,-77.71118397,"VABR","E2","Unsprayed","2018",130.5,211,197,219,129,7.78704347826087,0.125,NA,8
"E2-176",11,"11-15",43.28958,-76.128568,"NYWM","E2","Unsprayed","2018",105,211,184,219,104,12.8270434782609,0.5,NA,4
"E2-177",22,"22-57",46.75552,-79.04650404,"QCTM","E2","Unsprayed","2018",95.5,211,184,219,95,4.42704347826087,0.25,NA,8
"E2-178",22,"22-45",46.75552,-79.04650404,"QCTM","E2","Unsprayed","2018",82.5,184,171,211,79.5,20.2870434782609,0.5,NA,6
"E2-179",12,"12-47",44.54749,-76.12868903,"ONLY","E2","Unsprayed","2018",83,211,190,211,61,1.33704347826087,0.5,NA,6
"E2-18",19,"19-59",47.73136,-80.32791398,"ONEL","E2","Unsprayed","2018",55,171,171,211,56,2.48704347826087,0,NA,2
"E2-180",19,"19-38",47.73136,-80.32791398,"ONEL","E2","Unsprayed","2018",66,179,171,211,59.5,8.09704347826087,0.5,NA,6
"E2-181",22,"22-15",46.75552,-79.04650404,"QCTM","E2","Unsprayed","2018",77,190,179,211,76,7.37704347826087,0.6,NA,5
"E2-182",18,"18-69",45.76868,-79.39777502,"ONSU","E2","Unsprayed","2018",79.5,190,179,211,78,5.07704347826087,0.625,NA,8
"E2-183",16,"16-66",44.75284,-79.33799797,"ONWA","E2","Unsprayed","2018",115.5,190,171,211,110,12.3670434782609,1,NA,2
"E2-184",20,"20-37",48.10384,-80.19977597,"ONKE","E2","Unsprayed","2018",76.5,197,184,211,75,1.23704347826087,0.625,NA,8
"E2-185",1,"1-20",38.8235,-77.71118397,"VABR","E2","Unsprayed","2018",137,219,211,224,138,5.93704347826087,0.8,NA,5
"E2-186",8,"8-14",41.97527,-75.19598002,"NYEB","E2","Unsprayed","2018",85,219,211,224,78,1.54704347826087,0.571428571428571,NA,7
"E2-187",3,"3-53",40.23327,-77.280415,"PAOL","E2","Unsprayed","2018",24,NA,NA,NA,NA,0.87704347826087,0,NA,1
"E2-188",12,"12-75",44.54749,-76.12868903,"ONLY","E2","Unsprayed","2018",108.5,190,171,211,108,17.2570434782609,0.333333333333333,NA,6
"E2-189",4,"4-73",40.06813,-76.90717204,"PAGP","E2","Unsprayed","2018",104,224,190,224,105,8.10704347826087,0.6,NA,5
"E2-19",10,"10-72",43.69717,-76.19529499,"NYLV","E2","Unsprayed","2018",108.5,190,184,211,102,9.11704347826087,0.166666666666667,NA,6
"E2-190",22,"22-24",46.75552,-79.04650404,"QCTM","E2","Unsprayed","2018",84,184,171,211,76,10.5370434782609,0.714285714285714,NA,7
"E2-191",16,"16-52",44.75284,-79.33799797,"ONWA","E2","Unsprayed","2018",87,197,184,211,89.5,39.0870434782609,0.25,NA,4
"E2-192",18,"18-22",45.76868,-79.39777502,"ONSU","E2","Unsprayed","2018",136,219,184,219,124.5,5.21704347826087,1,NA,4
"E2-193",15,"15-14",44.2915,-79.04909003,"ONBV","E2","Unsprayed","2018",105.5,190,179,211,104.5,4.85704347826087,0.666666666666667,NA,9
"E2-194",19,"19-26",47.73136,-80.32791398,"ONEL","E2","Unsprayed","2018",66,NA,171,NA,NA,3.71704347826087,0.5,NA,4
"E2-195",1,"1-12",38.8235,-77.71118397,"VABR","E2","Unsprayed","2018",107,219,211,232,104,4.81704347826087,0.2,NA,5
"E2-196",19,"19-25",47.73136,-80.32791398,"ONEL","E2","Unsprayed","2018",64,190,179,211,64,3.85704347826087,0.4,NA,5
"E2-197",4,"4-26",40.06813,-76.90717204,"PAGP","E2","Unsprayed","2018",100.5,219,211,232,100,13.9670434782609,0.5,NA,6
"E2-198",18,"18-77",45.76868,-79.39777502,"ONSU","E2","Unsprayed","2018",67.5,211,184,211,67,16.3170434782609,0,NA,3
"E2-199",6,"6-20",41.57154,-74.48428896,"NYWU","E2","Unsprayed","2018",94,197,184,211,95,32.7270434782609,0.5,NA,6
"E2-2",15,"15-74",44.2915,-79.04909003,"ONBV","E2","Unsprayed","2018",109,190,179,211,107,15.7870434782609,0.166666666666667,NA,6
