"Ind","POP","FAM","LAT","LON","POPNAME","BLOCK","Treatment","Year","FVeg","FT","BT","FertT","FlwrVeg","Weight","PropDam","OH","StemTotal"
"E9-27",8,"8-60",41.97527,-75.19598002,"NYEB","E9","Unsprayed","2022",107,227,181,227,104,1.4928813559322,NA,1,NA
"E9-28",1,"1-59",38.8235,-77.71118397,"VABR","E9","Unsprayed","2022",129,235,161,235,111,4.7328813559322,0.75,3,4
"E9-29",15,"15-29",44.2915,-79.04909003,"ONBV","E9","Unsprayed","2022",82,187,165,207,79,14.2328813559322,0.666666666666667,1,3
"E9-3",15,"15-72",44.2915,-79.04909003,"ONBV","E9","Unsprayed","2022",87,193,168,200,87,11.8428813559322,NA,3,NA
"E9-30",17,"17-48",45.02376,-79.31190301,"ONBB","E9","Unsprayed","2022",90,200,187,207,90,11.1928813559322,NA,1,NA
"E9-31",17,"17-59",45.02376,-79.31190301,"ONBB","E9","Unsprayed","2022",110,207,187,207,112,5.8728813559322,NA,2,NA
"E9-32",16,"16-70",44.75284,-79.33799797,"ONWA","E9","Unsprayed","2022",80,NA,179,227,NA,2.2128813559322,NA,1,NA
"E9-33",8,"8-32",41.97527,-75.19598002,"NYEB","E9","Unsprayed","2022",96,NA,161,NA,NA,8.7028813559322,NA,3,NA
"E9-34",4,"4-47",40.06813,-76.90717204,"PAGP","E9","Unsprayed","2022",119,193,173,207,117,10.0728813559322,0.5,2,2
"E9-35",18,"18-76",45.76868,-79.39777502,"ONSU","E9","Unsprayed","2022",74,227,189,207,92,0.3028813559322,NA,2,NA
"E9-36",9,"9-27",42.79109,-76.135327,"NYTY","E9","Unsprayed","2022",90,193,189,207,86,8.9228813559322,NA,2,NA
"E9-38",8,"8-63",41.97527,-75.19598002,"NYEB","E9","Unsprayed","2022",88,207,161,207,76,8.5328813559322,NA,4,NA
"E9-4",6,"6-56",41.57154,-74.48428896,"NYWU","E9","Unsprayed","2022",130,227,200,221,120,8.2228813559322,NA,1,NA
"E9-40",14,"14-16",44.29771,-78.300041,"ONPB","E9","Unsprayed","2022",70,235,207,221,70,1.1528813559322,NA,3,NA
"E9-41",9,"9-35",42.79109,-76.135327,"NYTY","E9","Unsprayed","2022",107,235,173,235,107,2.4328813559322,0.666666666666667,1,3
"E9-42",12,"12-22",44.54749,-76.12868903,"ONLY","E9","Unsprayed","2022",84,221,207,221,83,2.4528813559322,1,4,1
"E9-43",9,"9-49",42.79109,-76.135327,"NYTY","E9","Unsprayed","2022",54,227,227,227,54,0,NA,NA,NA
"E9-44",1,"1-26",38.8235,-77.71118397,"VABR","E9","Unsprayed","2022",112,221,161,221,109,13.5628813559322,NA,2,NA
"E9-47",4,"4-14",40.06813,-76.90717204,"PAGP","E9","Unsprayed","2022",85,NA,NA,NA,NA,0,NA,3,NA
"E9-48",15,"15-7",44.2915,-79.04909003,"ONBV","E9","Unsprayed","2022",115,187,161,200,115,6.3028813559322,NA,4,NA
"E9-49",10,"10-29",43.69717,-76.19529499,"NYLV","E9","Unsprayed","2022",109,221,207,221,94,7.2728813559322,NA,2,NA
"E9-5",22,"22-32",46.75552,-79.04650404,"QCTM","E9","Unsprayed","2022",100,187,168,200,99,6.0028813559322,NA,2,NA
"E9-50",15,"15-56",44.2915,-79.04909003,"ONBV","E9","Unsprayed","2022",85,189,175,207,77,7.3128813559322,NA,3,NA
"E9-51",1,"1-17",38.8235,-77.71118397,"VABR","E9","Unsprayed","2022",100,245,245,245,100,0.652881355932202,NA,3,NA
"E9-52",22,"22-64",46.75552,-79.04650404,"QCTM","E9","Unsprayed","2022",80,200,187,207,85,0.592881355932199,NA,3,NA
"E9-53",8,"8-55",41.97527,-75.19598002,"NYEB","E9","Unsprayed","2022",67,NA,NA,NA,NA,0,NA,4,NA
"E9-54",3,"3-34",40.23327,-77.280415,"PAOL","E9","Unsprayed","2022",114,245,245,264,111,0,NA,2,NA
"E9-55",1,"1-7",38.8235,-77.71118397,"VABR","E9","Unsprayed","2022",96,245,235,256,90,1.0728813559322,NA,3,NA
"E9-56",3,"3-76",40.23327,-77.280415,"PAOL","E9","Unsprayed","2022",109,227,227,227,100,0.0728813559322035,0.5,1,2
"E9-57",13,"13-60",44.6076,-76.27898502,"ONCQ","E9","Unsprayed","2022",38,NA,NA,NA,NA,0,NA,NA,NA
"E9-58",15,"15-13",44.2915,-79.04909003,"ONBV","E9","Unsprayed","2022",7,NA,NA,NA,NA,0,NA,NA,NA
"E9-59",14,"14-70",44.29771,-78.300041,"ONPB","E9","Unsprayed","2022",127,245,207,227,127,0,0.666666666666667,3,3
"E9-6",20,"20-5",48.10384,-80.19977597,"ONKE","E9","Unsprayed","2022",125,193,181,207,119,12.1528813559322,NA,2,NA
"E9-60",16,"16-48",44.75284,-79.33799797,"ONWA","E9","Unsprayed","2022",105,181,168,207,77,7.9428813559322,NA,2,NA
"E9-61",10,"10-2",43.69717,-76.19529499,"NYLV","E9","Unsprayed","2022",112,227,221,227,114,30.6928813559322,NA,2,NA
"E9-62",17,"17-74",45.02376,-79.31190301,"ONBB","E9","Unsprayed","2022",86,227,221,227,86,0,0.5,2,2
"E9-63",17,"17-21",45.02376,-79.31190301,"ONBB","E9","Unsprayed","2022",113,221,207,227,115,5.4728813559322,NA,3,NA
"E9-64",14,"14-79",44.29771,-78.300041,"ONPB","E9","Unsprayed","2022",94,207,200,207,97,3.1428813559322,NA,3,NA
"E9-65",14,"14-30",44.29771,-78.300041,"ONPB","E9","Unsprayed","2022",91,193,187,200,82,15.7328813559322,NA,2,NA
"E9-66",6,"6-44",41.57154,-74.48428896,"NYWU","E9","Unsprayed","2022",5,NA,NA,NA,NA,0,NA,NA,NA
"E9-67",8,"8-13",41.97527,-75.19598002,"NYEB","E9","Unsprayed","2022",80,221,207,221,84,8.4528813559322,NA,2,NA
"E9-68",11,"11-9",43.28958,-76.128568,"NYWM","E9","Unsprayed","2022",101,245,207,227,100,8.8728813559322,NA,2,NA
"E9-69",4,"4-80",40.06813,-76.90717204,"PAGP","E9","Unsprayed","2022",90,NA,NA,227,NA,0,NA,1,NA
"E9-7",6,"6-62",41.57154,-74.48428896,"NYWU","E9","Unsprayed","2022",145,207,181,207,99,11.0228813559322,0.5,1,2
"E9-70",6,"6-41",41.57154,-74.48428896,"NYWU","E9","Unsprayed","2022",91,245,245,NA,91,0.0928813559321995,NA,2,NA
"E9-71",16,"16-5",44.75284,-79.33799797,"ONWA","E9","Unsprayed","2022",90,187,168,200,62,24.0428813559322,NA,3,NA
"E9-72",8,"8-59",41.97527,-75.19598002,"NYEB","E9","Unsprayed","2022",113,NA,NA,NA,NA,0,NA,NA,NA
"E9-73",2,"2-35",38.7966,-77.29988901,"VAFF","E9","Unsprayed","2022",98,NA,221,NA,NA,0,NA,3,NA
"E9-74",5,"5-50",41.42692,-75.63466896,"PASC","E9","Unsprayed","2022",104,245,165,245,109,6.2928813559322,NA,4,NA
"E9-75",19,"19-31",47.73136,-80.32791398,"ONEL","E9","Unsprayed","2022",81,NA,NA,NA,NA,0,NA,NA,NA
"E9-76",13,"13-78",44.6076,-76.27898502,"ONCQ","E9","Unsprayed","2022",71,NA,NA,NA,NA,0,NA,NA,NA
"E9-77",17,"17-76",45.02376,-79.31190301,"ONBB","E9","Unsprayed","2022",90,NA,NA,227,NA,0,NA,NA,NA
"E9-78",14,"14-72",44.29771,-78.300041,"ONPB","E9","Unsprayed","2022",100,221,207,221,90,6.7728813559322,NA,2,NA
"E9-8",13,"13-2",44.6076,-76.27898502,"ONCQ","E9","Unsprayed","2022",130,179,161,200,100,5.6228813559322,NA,3,NA
"E9-80",12,"12-47",44.54749,-76.12868903,"ONLY","E9","Unsprayed","2022",88,221,207,227,88,1.7928813559322,NA,1,NA
"E9-81",14,"14-9",44.29771,-78.300041,"ONPB","E9","Unsprayed","2022",80,227,193,227,80,2.7028813559322,0.5,2,2
"E9-82",15,"15-60",44.2915,-79.04909003,"ONBV","E9","Unsprayed","2022",74,221,207,221,76,4.2328813559322,NA,2,NA
"E9-83",17,"17-70",45.02376,-79.31190301,"ONBB","E9","Unsprayed","2022",94,221,200,221,90,3.5128813559322,NA,3,NA
"E9-84",14,"14-21",44.29771,-78.300041,"ONPB","E9","Unsprayed","2022",131,193,193,207,93,10.7928813559322,0.666666666666667,1,3
"E9-85",16,"16-13",44.75284,-79.33799797,"ONWA","E9","Unsprayed","2022",133,207,189,207,79,1.1328813559322,NA,3,NA
"E9-86",3,"3-31",40.23327,-77.280415,"PAOL","E9","Unsprayed","2022",106,207,161,207,99,24.8428813559322,0.333333333333333,1,3
"E9-87",11,"11-37",43.28958,-76.128568,"NYWM","E9","Unsprayed","2022",133,245,207,221,146,15.6328813559322,0.333333333333333,1,3
"E9-88",2,"2-21",38.7966,-77.29988901,"VAFF","E9","Unsprayed","2022",133,235,NA,NA,133,0,NA,4,NA
"E9-89",10,"10-62",43.69717,-76.19529499,"NYLV","E9","Unsprayed","2022",121,227,NA,235,105,0.152881355932202,NA,0,NA
"E9-9",22,"22-46",46.75552,-79.04650404,"QCTM","E9","Unsprayed","2022",104,193,173,200,100,14.5128813559322,NA,1,NA
"E9-90",13,"13-61",44.6076,-76.27898502,"ONCQ","E9","Unsprayed","2022",96,207,187,207,98,15.1528813559322,0.75,1,4
"E9-91",3,"3-45",40.23327,-77.280415,"PAOL","E9","Unsprayed","2022",98,NA,227,NA,NA,0,NA,0,NA
"E9-92",8,"8-58",41.97527,-75.19598002,"NYEB","E9","Unsprayed","2022",158,235,207,227,108,0.622881355932201,NA,2,NA
"E9-93",20,"20-41",48.10384,-80.19977597,"ONKE","E9","Unsprayed","2022",93,221,207,227,153,0.972881355932202,NA,1,NA
"E9-94",2,"2-19",38.7966,-77.29988901,"VAFF","E9","Unsprayed","2022",154,227,221,227,152,22.9828813559322,0.8,1,5
"E9-95",12,"12-52",44.54749,-76.12868903,"ONLY","E9","Unsprayed","2022",96,227,207,227,127,4.8128813559322,0.5,1,2
"E9-96",1,"1-2",38.8235,-77.71118397,"VABR","E9","Unsprayed","2022",155,227,207,227,154,31.5528813559322,NA,1,NA
"E9-97",15,"15-23",44.2915,-79.04909003,"ONBV","E9","Unsprayed","2022",111,221,193,221,111,12.7428813559322,NA,1,NA
"E9-98",4,"4-46",40.06813,-76.90717204,"PAGP","E9","Unsprayed","2022",107,221,207,221,109,43.2028813559322,NA,2,NA
"E9-99",16,"16-59",44.75284,-79.33799797,"ONWA","E9","Unsprayed","2022",116,227,NA,227,116,20.0728813559322,NA,NA,NA
"E10-1",5,"5-74",41.42692,-75.63466896,"PASC","E10","Sprayed","2023",130,221,208,221,129,8.85864864864865,1,3,9
"E10-10",3,"3-24",40.23327,-77.280415,"PAOL","E10","Sprayed","2023",135,199,187,240,110,3.50864864864865,1,2,3
"E10-100",19,"19-59",47.73136,-80.32791398,"ONEL","E10","Sprayed","2023",76,208,192,208,120,4.77864864864866,1,1,2
"E10-101",2,"2-46",38.7966,-77.29988901,"VAFF","E10","Sprayed","2023",146,208,192,208,140,29.7786486486487,0.846153846153846,1,13
"E10-102",17,"17-48",45.02376,-79.31190301,"ONBB","E10","Sprayed","2023",87,187,179,208,80,17.5786486486487,0.75,1,4
"E10-103",11,"11-63",43.28958,-76.128568,"NYWM","E10","Sprayed","2023",140,187,179,208,135,30.5986486486487,0.6,2,5
"E10-104",4,"4-46",40.06813,-76.90717204,"PAGP","E10","Sprayed","2023",119,192,187,233,116,22.2386486486486,0.714285714285714,1,7
"E10-105",8,"8-63",41.97527,-75.19598002,"NYEB","E10","Sprayed","2023",129,208,192,208,130,13.0786486486487,1,2,4
"E10-106",5,"5-34",41.42692,-75.63466896,"PASC","E10","Sprayed","2023",126,208,192,208,132,5.64864864864865,1,2,4
"E10-107",13,"13-27",44.6076,-76.27898502,"ONCQ","E10","Sprayed","2023",100,192,179,208,97,3.70864864864865,0.5,1,4
"E10-108",11,"11-15",43.28958,-76.128568,"NYWM","E10","Sprayed","2023",148,208,192,208,145,20.5886486486487,0.714285714285714,1,7
"E10-109",14,"14-30",44.29771,-78.300041,"ONPB","E10","Sprayed","2023",115,213,208,226,101,4.90864864864865,0.666666666666667,1,3
"E10-11",16,"16-66",44.75284,-79.33799797,"ONWA","E10","Sprayed","2023",96,199,179,208,93,10.2186486486487,0.25,2,4
"E10-110",17,"17-62",45.02376,-79.31190301,"ONBB","E10","Sprayed","2023",99,192,187,208,99,16.3286486486487,0.285714285714286,1,7
"E10-111",3,"3-75",40.23327,-77.280415,"PAOL","E10","Sprayed","2023",135,208,192,213,132,2.76864864864865,1,2,3
"E10-112",16,"16-13",44.75284,-79.33799797,"ONWA","E10","Sprayed","2023",96,187,179,208,90,14.6286486486486,0.75,1,4
"E10-113",14,"14-79",44.29771,-78.300041,"ONPB","E10","Sprayed","2023",106,192,179,208,101,9.25864864864865,0.6,1,5
"E10-114",5,"5-37",41.42692,-75.63466896,"PASC","E10","Sprayed","2023",109,192,179,208,106,6.24864864864865,0.5,1,2
"E10-115",22,"22-32",46.75552,-79.04650404,"QCTM","E10","Sprayed","2023",87,187,179,208,81,8.07864864864865,1,2,3
"E10-116",22,"22-15",46.75552,-79.04650404,"QCTM","E10","Sprayed","2023",115,199,187,208,111,18.2186486486487,0.8,1,5
"E10-117",6,"6-19",41.57154,-74.48428896,"NYWU","E10","Sprayed","2023",139,208,187,208,137,5.06864864864865,0.5,2,2
"E10-118",12,"12-3",44.54749,-76.12868903,"ONLY","E10","Sprayed","2023",114,192,179,208,106,7.63864864864865,1,2,3
"E10-119",8,"8-12",41.97527,-75.19598002,"NYEB","E10","Sprayed","2023",114,213,199,221,128,10.6586486486487,1,2,4
"E10-12",14,"14-11",44.29771,-78.300041,"ONPB","E10","Sprayed","2023",44,NA,NA,NA,NA,0.00864864864865211,NA,NA,NA
"E10-120",20,"20-30",48.10384,-80.19977597,"ONKE","E10","Sprayed","2023",112,213,208,226,116,11.8486486486487,0.666666666666667,1,3
"E10-121",1,"1-2",38.8235,-77.71118397,"VABR","E10","Sprayed","2023",117,208,192,208,121,2.77864864864866,0.75,1,4
"E10-122",20,"20-41",48.10384,-80.19977597,"ONKE","E10","Sprayed","2023",137,226,208,233,128,5.59864864864866,1,2,3
"E10-123",3,"3-45",40.23327,-77.280415,"PAOL","E10","Sprayed","2023",150,208,187,208,155,33.4286486486486,1,2,5
"E10-124",3,"3-34",40.23327,-77.280415,"PAOL","E10","Sprayed","2023",160,208,187,208,160,22.8286486486487,0.8,1,5
"E10-125",8,"8-60",41.97527,-75.19598002,"NYEB","E10","Sprayed","2023",129,208,208,208,124,14.4486486486486,1,2,4
"E10-126",10,"10-35",43.69717,-76.19529499,"NYLV","E10","Sprayed","2023",174,208,187,221,173,23.6486486486487,1,1,5
"E10-127",13,"13-45",44.6076,-76.27898502,"ONCQ","E10","Sprayed","2023",101,221,208,221,97,1.92864864864865,1,1,4
"E10-128",19,"19-60",47.73136,-80.32791398,"ONEL","E10","Sprayed","2023",76,192,187,208,75,8.46864864864865,0.6,1,5
"E10-129",6,"6-62",41.57154,-74.48428896,"NYWU","E10","Sprayed","2023",118,221,208,221,121,5.68864864864865,0.6,1,5
"E10-13",6,"6-65",41.57154,-74.48428896,"NYWU","E10","Sprayed","2023",120,208,192,213,117,9.43864864864865,1,2,3
"E10-130",17,"17-74",45.02376,-79.31190301,"ONBB","E10","Sprayed","2023",106,192,179,208,103,10.8186486486487,0.6,2,5
"E10-131",9,"9-49",42.79109,-76.135327,"NYTY","E10","Sprayed","2023",115,199,187,208,110,1.39864864864865,1,2,3
"E10-132",18,"18-19",45.76868,-79.39777502,"ONSU","E10","Sprayed","2023",123,208,192,213,124,8.55864864864865,1,1,3
"E10-133",1,"1-25",38.8235,-77.71118397,"VABR","E10","Sprayed","2023",160,208,192,208,158,52.3686486486487,0.666666666666667,2,15
"E10-134",11,"11-41",43.28958,-76.128568,"NYWM","E10","Sprayed","2023",106,208,208,208,101,1.08864864864865,1,1,2
"E10-135",5,"5-28",41.42692,-75.63466896,"PASC","E10","Sprayed","2023",136,199,187,208,137,17.9686486486487,1,2,9
"E10-136",14,"14-16",44.29771,-78.300041,"ONPB","E10","Sprayed","2023",87,187,179,208,89,4.66864864864866,1,1,3
"E10-137",13,"13-21",44.6076,-76.27898502,"ONCQ","E10","Sprayed","2023",112,208,192,208,111,6.47864864864865,1,2,6
"E10-138",10,"10-54",43.69717,-76.19529499,"NYLV","E10","Sprayed","2023",103,192,192,208,103,20.1186486486487,1,1,10
"E10-139",10,"10-30",43.69717,-76.19529499,"NYLV","E10","Sprayed","2023",147,208,192,208,144,7.12864864864865,0.5,1,2
"E10-14",11,"11-60",43.28958,-76.128568,"NYWM","E10","Sprayed","2023",116,226,226,226,116,0.19864864864865,1,1,2
"E10-140",8,"8-55",41.97527,-75.19598002,"NYEB","E10","Sprayed","2023",85,226,208,221,91,2.29864864864865,1,2,2
"E10-141",4,"4-26",40.06813,-76.90717204,"PAGP","E10","Sprayed","2023",103,192,192,208,103,5.04864864864865,0.857142857142857,2,7
"E10-142",6,"6-5",41.57154,-74.48428896,"NYWU","E10","Sprayed","2023",110,187,179,208,107,10.5986486486487,0.666666666666667,1,6
"E10-143",9,"9-33",42.79109,-76.135327,"NYTY","E10","Sprayed","2023",101,192,179,208,93,4.58864864864865,1,1,4
"E10-144",11,"11-68",43.28958,-76.128568,"NYWM","E10","Sprayed","2023",96,208,187,208,100,0.788648648648653,1,2,3
"E10-145",2,"2-35",38.7966,-77.29988901,"VAFF","E10","Sprayed","2023",137,199,187,208,137,9.64864864864865,1,1,4
"E10-146",13,"13-2",44.6076,-76.27898502,"ONCQ","E10","Sprayed","2023",107,192,179,208,105,2.83864864864865,0.909090909090909,1,11
"E10-147",5,"5-33",41.42692,-75.63466896,"PASC","E10","Sprayed","2023",147,208,208,208,156,15.3786486486486,1,1,6
"E10-148",18,"18-22",45.76868,-79.39777502,"ONSU","E10","Sprayed","2023",111,192,187,208,107,6.07864864864865,1,1,1
"E10-149",9,"9-47",42.79109,-76.135327,"NYTY","E10","Sprayed","2023",88,208,187,208,79,1.26864864864865,1,1,3
"E10-15",11,"11-26",43.28958,-76.128568,"NYWM","E10","Sprayed","2023",114,208,192,213,118,5.19864864864865,1,2,3
"E10-150",16,"16-52",44.75284,-79.33799797,"ONWA","E10","Sprayed","2023",92,208,187,208,87,4.60864864864865,0.25,0,4
"E10-151",15,"15-39",44.2915,-79.04909003,"ONBV","E10","Sprayed","2023",110,187,179,208,106,4.19864864864865,1,2,1
"E10-152",18,"18-71",45.76868,-79.39777502,"ONSU","E10","Sprayed","2023",103,221,208,221,101,4.78864864864865,1,1,1
"E10-153",4,"4-14",40.06813,-76.90717204,"PAGP","E10","Sprayed","2023",124,199,187,208,132,29.0986486486487,1,1,9
"E10-154",22,"22-48",46.75552,-79.04650404,"QCTM","E10","Sprayed","2023",98,199,187,208,95,6.23864864864865,0.8125,1,16
"E10-155",8,"8-59",41.97527,-75.19598002,"NYEB","E10","Sprayed","2023",107,187,179,208,103,5.84864864864866,1,1,3
"E10-156",12,"12-60",44.54749,-76.12868903,"ONLY","E10","Sprayed","2023",96,199,187,208,101,3.59864864864866,0.666666666666667,1,3
"E10-157",3,"3-46",40.23327,-77.280415,"PAOL","E10","Sprayed","2023",109,213,208,233,105,3.55864864864865,0.666666666666667,1,3
"E10-158",15,"15-72",44.2915,-79.04909003,"ONBV","E10","Sprayed","2023",101,187,179,208,90,12.4786486486487,1,2,5
"E10-159",19,"19-31",47.73136,-80.32791398,"ONEL","E10","Sprayed","2023",77,187,171,208,76,2.81864864864865,1,1,1
"E10-16",6,"6-21",41.57154,-74.48428896,"NYWU","E10","Sprayed","2023",124,208,192,208,130,11.1786486486487,1,2,3
"E10-160",17,"17-76",45.02376,-79.31190301,"ONBB","E10","Sprayed","2023",98,208,187,208,100,2.00864864864865,1,3,4
"E10-161",1,"1-17",38.8235,-77.71118397,"VABR","E10","Sprayed","2023",129,208,192,208,130,16.0586486486486,0.285714285714286,1,7
"E10-162",14,"14-17",44.29771,-78.300041,"ONPB","E10","Sprayed","2023",101,192,179,208,100,6.12864864864865,1,2,3
"E10-163",20,"20-73",48.10384,-80.19977597,"ONKE","E10","Sprayed","2023",124,208,192,208,120,9.81864864864865,1,3,3
"E10-164",12,"12-29",44.54749,-76.12868903,"ONLY","E10","Sprayed","2023",113,199,187,208,104,4.13864864864865,0.666666666666667,2,3
"E10-165",19,"19-38",47.73136,-80.32791398,"ONEL","E10","Sprayed","2023",92,187,179,208,82,6.66864864864866,1,2,4
"E10-166",12,"12-6",44.54749,-76.12868903,"ONLY","E10","Sprayed","2023",109,192,179,208,115,5.81864864864865,1,2,3
"E10-167",20,"20-7",48.10384,-80.19977597,"ONKE","E10","Sprayed","2023",98,187,179,208,95,9.47864864864865,0.5,1,4
"E10-168",19,"19-53",47.73136,-80.32791398,"ONEL","E10","Sprayed","2023",81,187,179,208,73,4.59864864864866,0.666666666666667,1,3
"E10-169",18,"18-76",45.76868,-79.39777502,"ONSU","E10","Sprayed","2023",82,226,226,226,82,0.788648648648653,0.5,1,2
"E10-17",13,"13-60",44.6076,-76.27898502,"ONCQ","E10","Sprayed","2023",112,208,187,208,101,8.02864864864866,0.25,1,4
"E10-170",19,"19-6",47.73136,-80.32791398,"ONEL","E10","Sprayed","2023",73,187,179,208,61,2.02864864864866,1,1,1
"E10-171",18,"18-61",45.76868,-79.39777502,"ONSU","E10","Sprayed","2023",74,208,192,208,82,2.48864864864865,0.666666666666667,0,3
"E10-172",19,"19-70",47.73136,-80.32791398,"ONEL","E10","Sprayed","2023",81,226,226,NA,81,0,NA,NA,NA
"E10-173",10,"10-62",43.69717,-76.19529499,"NYLV","E10","Sprayed","2023",116,199,187,208,118,19.4886486486486,0.6,1,5
"E10-174",16,"16-59",44.75284,-79.33799797,"ONWA","E10","Sprayed","2023",121,208,192,208,120,8.47864864864865,0.666666666666667,1,3
"E10-175",8,"8-13",41.97527,-75.19598002,"NYEB","E10","Sprayed","2023",108,208,192,208,109,7.99864864864865,0.6,1,5
"E10-176",14,"14-21",44.29771,-78.300041,"ONPB","E10","Sprayed","2023",129,199,187,208,108,3.47864864864865,0,0,1
"E10-177",12,"12-51",44.54749,-76.12868903,"ONLY","E10","Sprayed","2023",92,192,179,208,89,1.16864864864866,1,1,2
"E10-178",1,"1-26",38.8235,-77.71118397,"VABR","E10","Sprayed","2023",119,226,208,233,110,13.3686486486487,0.846153846153846,3,13
"E10-179",2,"2-74",38.7966,-77.29988901,"VAFF","E10","Sprayed","2023",132,199,192,208,127,4.37864864864865,1,2,6
"E10-18",18,"18-50",45.76868,-79.39777502,"ONSU","E10","Sprayed","2023",99,208,192,208,93.5,2.70864864864865,1,1,2
"E10-180",22,"22-64",46.75552,-79.04650404,"QCTM","E10","Sprayed","2023",87,208,192,208,83,5.11864864864865,1,1,1
"E10-181",11,"11-30",43.28958,-76.128568,"NYWM","E10","Sprayed","2023",122,199,187,208,125,18.8886486486487,1,1,5
"E10-182",19,"19-69",47.73136,-80.32791398,"ONEL","E10","Sprayed","2023",73,208,192,208,82,0.978648648648651,1,1,1
"E10-183",13,"13-61",44.6076,-76.27898502,"ONCQ","E10","Sprayed","2023",81,208,192,208,106,7.71864864864865,1,2,4
"E10-184",13,"13-37",44.6076,-76.27898502,"ONCQ","E10","Sprayed","2023",127,179,171,208,81,11.4986486486487,1,1,5
"E10-185",12,"12-47",44.54749,-76.12868903,"ONLY","E10","Sprayed","2023",79,192,179,208,71,4.14864864864865,1,1,3
"E10-186",6,"6-41",41.57154,-74.48428896,"NYWU","E10","Sprayed","2023",102,208,192,221,96,7.19864864864865,1,1,3
"E10-187",11,"11-37",43.28958,-76.128568,"NYWM","E10","Sprayed","2023",124,199,187,208,121,6.16864864864866,1,2,2
"E10-188",9,"9-35",42.79109,-76.135327,"NYTY","E10","Sprayed","2023",108,199,179,208,96,6.57864864864865,1,2,5
"E10-189",4,"4-65",40.06813,-76.90717204,"PAGP","E10","Sprayed","2023",98,199,187,208,91,10.6286486486486,1,2,3
"E10-19",10,"10-2",43.69717,-76.19529499,"NYLV","E10","Sprayed","2023",118,213,208,221,119,13.0386486486487,1,2,5
"E10-190",12,"12-75",44.54749,-76.12868903,"ONLY","E10","Sprayed","2023",100,208,192,208,73,0.76864864864865,1,2,2
"E10-191",22,"22-6",46.75552,-79.04650404,"QCTM","E10","Sprayed","2023",100,199,187,208,96,4.79864864864865,1,2,5
"E10-192",10,"10-29",43.69717,-76.19529499,"NYLV","E10","Sprayed","2023",118,208,192,208,115,4.61864864864865,1,2,3
"E10-193",11,"11-66",43.28958,-76.128568,"NYWM","E10","Sprayed","2023",140,208,192,208,143,28.5686486486487,1,3,7
"E10-194",4,"4-47",40.06813,-76.90717204,"PAGP","E10","Sprayed","2023",132,208,187,208,138,16.4286486486487,1,1,1
"E10-195",14,"14-70",44.29771,-78.300041,"ONPB","E10","Sprayed","2023",92,208,199,208,87,4.22864864864865,1,1,9
"E10-196",12,"12-52",44.54749,-76.12868903,"ONLY","E10","Sprayed","2023",185,221,208,221,106,1.33864864864865,1,1,2
"E10-197",2,"2-77",38.7966,-77.29988901,"VAFF","E10","Sprayed","2023",121,213,187,213,127,12.0086486486487,1,1,7
"E10-198",13,"13-53",44.6076,-76.27898502,"ONCQ","E10","Sprayed","2023",98,192,179,208,103,10.0786486486487,1,1,3
"E10-199",20,"20-50",48.10384,-80.19977597,"ONKE","E10","Sprayed","2023",117,208,192,208,117,7.58864864864865,0.75,2,4
"E10-20",3,"3-76",40.23327,-77.280415,"PAOL","E10","Sprayed","2023",98,221,208,221,100,3.11864864864865,1,3,3
"E10-200",19,"19-40",47.73136,-80.32791398,"ONEL","E10","Sprayed","2023",81,199,192,208,90,6.27864864864866,0.928571428571429,1,14
"E10-201",10,"10-8",43.69717,-76.19529499,"NYLV","E10","Sprayed","2023",125,213,213,226,119,15.4686486486487,1,2,6
"E10-21",9,"9-27",42.79109,-76.135327,"NYTY","E10","Sprayed","2023",105,192,179,208,110,7.92864864864865,0.666666666666667,1,3
"E10-22",1,"1-12",38.8235,-77.71118397,"VABR","E10","Sprayed","2023",120,213,213,226,120,4.86864864864865,1,2,5
"E10-23",22,"22-46",46.75552,-79.04650404,"QCTM","E10","Sprayed","2023",108,199,187,208,106,3.19864864864865,1,3,2
"E10-24",17,"17-30",45.02376,-79.31190301,"ONBB","E10","Sprayed","2023",113,208,192,NA,114,1.27864864864866,1,2,1
"E10-25",2,"2-31",38.7966,-77.29988901,"VAFF","E10","Sprayed","2023",133,221,213,221,130,3.31864864864865,0.714285714285714,2,7
"E10-26",8,"8-43",41.97527,-75.19598002,"NYEB","E10","Sprayed","2023",65,233,213,NA,67,0,1,1,3
"E10-27",11,"11-58",43.28958,-76.128568,"NYWM","E10","Sprayed","2023",126,208,192,226,101,4.01864864864865,1,2,2
"E10-28",20,"20-43",48.10384,-80.19977597,"ONKE","E10","Sprayed","2023",111,192,179,208,107,4.74864864864865,1,1,2
"E10-29",15,"15-56",44.2915,-79.04909003,"ONBV","E10","Sprayed","2023",73,213,192,NA,68,0.548648648648651,1,2,1
"E10-3",3,"3-53",40.23327,-77.280415,"PAOL","E10","Sprayed","2023",120,208,192,208,119,42.1386486486487,0.785714285714286,2,14
"E10-30",16,"16-9",44.75284,-79.33799797,"ONWA","E10","Sprayed","2023",114,208,192,208,110,5.84864864864866,1,2,7
"E10-31",14,"14-9",44.29771,-78.300041,"ONPB","E10","Sprayed","2023",99,208,192,226,112,5.23864864864865,0.6,1,5
"E10-32",15,"15-29",44.2915,-79.04909003,"ONBV","E10","Sprayed","2023",100,192,179,208,98,3.74864864864865,1,2,4
