"","Ind","Treatment","LAT","POP","FAM","FT","FlwrVeg","PC1_avg","PC2_avg","PC1_skew","PC2_skew","PC1_var","PC2_var","Fit","Dam"
"280","E10-172","Sprayed",47.73136,"19","19-70",782.875,90,0.275580341154975,-0.78901494467687,0.645670818087613,-0.159106618924955,3.10957380894797,2.89876467542887,4.63704741709654,0
"281","E10-173","Sprayed",43.69717,"10","10-62",516.35,101.083333333333,-0.486962929251115,0.638660586386447,0.488704982223377,0.378648262226153,0.373492778901015,0.682775126161786,105.635659071738,0.324537037037037
"282","E10-174","Sprayed",44.75284,"16","16-59",598.65,94.6666666666667,-0.341343430105818,0.107964515281487,1.01845489646475,-0.487091975174341,0.491886267170612,0.846793240884505,17.1256590717376,0.152777777777778
"283","E10-175","Sprayed",41.97527,"8","8-13",659.016666666667,98.5,0.0217166023708173,-0.0250497729072293,0.1070024865768,0.758559020363906,0.654238085557645,0.785896806026973,32.8306590717376,0.242222222222222
"284","E10-176","Sprayed",44.29771,"14","14-21",561.2,90.1666666666667,-0.630246453196511,0.126813838556028,0.0235793901332115,-1.0991260213481,0.332033831001125,0.344313495906353,21.2706590717376,0.107142857142857
"285","E10-177","Sprayed",44.54749,"12","12-51",553.633333333333,85,-0.816367526807636,0.00287325682278705,0.857070664866328,0.36753356596408,0.0451841319035467,0.922050837960758,16.4856590717376,0.291666666666667
"286","E10-178","Sprayed",38.8235,"1","1-26",936.76,106.8,1.41196989750628,-0.917204021714495,0.115980001332228,-0.340363296388722,0.10611603314662,0.729461906433256,37.0056590717376,0.209230769230769
"287","E10-179","Sprayed",38.7966,"2","2-74",696.408888888889,120.166666666667,0.825484653066066,0.471440731067458,0.803816528856467,0.301285548291619,0.0676435774537171,0.81462748423629,14.8406590717376,0.25
"288","E10-18","Sprayed",45.76868,"18","18-50",561.083333333333,82.9166666666667,-0.848269076407067,-0.0902500546037046,0.750135581351782,-0.147768858247996,0.346497178589604,1.47694718425346,18.3606590717376,0.312698412698413
"289","E10-180","Sprayed",46.75552,"22","22-64",580.066666666667,84.25,-0.730261583159544,-0.128241636794566,-0.249657990681813,0.237363832757624,0.850961832623868,0.543102249751164,43.0506590717376,0.301587301587302
"290","E10-181","Sprayed",43.28958,"11","11-30",619.85,120,0.505915198135219,0.781008197116001,-0.456337886119932,-0.621786807153748,0.137526997481465,0.725629246172535,57.7206590717376,0.333333333333333
"291","E10-182","Sprayed",47.73136,"19","19-69",469.575,73.75,-1.49931715244408,0.0106886329188766,1.09126825178836,-0.157017729009031,0.741970932529609,0.388379872035925,5.76637174142086,0.4
"292","E10-183","Sprayed",44.6076,"13","13-61",571.083333333333,84.0833333333333,-0.772173684563414,-0.0963315242727985,0.532299058205069,0.343772592046963,0.579278117868062,1.04973640956448,35.1756590717376,0.339285714285714
"293","E10-184","Sprayed",44.6076,"13","13-37",434.783333333333,68.1666666666667,-1.8098039648921,-0.0138911821827423,0.957166888458977,-0.905402708479582,0.00872159582348145,0.695523089568552,22.0206590717376,0.355555555555556
"294","E10-185","Sprayed",44.54749,"12","12-47",493.6,71.5833333333333,-1.46561512528529,-0.15303924970682,-0.303565739879443,-0.210934133189996,0.127633211548464,0.813025913751196,26.8806590717376,0.222222222222222
"295","E10-186","Sprayed",41.57154,"6","6-41",609.6,87.5833333333333,-0.508893862171587,-0.149569580140923,0.655432406044545,0.23890776654666,0.190957788317929,0.669499781776785,19.3956590717376,0.266666666666667
"296","E10-187","Sprayed",43.28958,"11","11-37",583.166666666667,96.5833333333333,-0.347450580988399,0.22909453830789,0.326579126180681,-0.681881013765524,0.319280372843897,1.07853188952809,18.8756590717376,0.2
"297","E10-188","Sprayed",42.79109,"9","9-35",632.483333333333,88.4166666666667,-0.389864864252176,-0.218588633649888,-0.299296917045653,-0.695036427807511,0.327311122621341,1.09327207067204,20.7456590717376,0.372685185185185
"298","E10-189","Sprayed",40.06813,"4","4-65",594.3,89.75,-0.506746233495413,-0.0216913533501601,-0.493220599274084,-0.500461392705839,0.0532991962873049,0.801540111159594,39.3456590717376,0.35
"299","E10-19","Sprayed",43.69717,"10","10-2",731.442222222222,116.666666666667,0.86441023888757,0.222473378722473,0.0280055100119927,0.270242446553017,0.245106279395266,0.642896626566828,30.0606590717376,0.5
"300","E10-190","Sprayed",44.54749,"12","12-75",517.6,68.8333333333333,-1.44951929974702,-0.334167891799264,0.542222937584177,-0.0291186689234559,0.378774271869177,0.796233562712761,16.4856590717376,0.2
"301","E10-191","Sprayed",46.75552,"22","22-6",584.9,79.75,-0.845429024868588,-0.283127894901548,0.545886105530498,-0.262723279159227,0.158253698281405,0.636884460402365,12.7556590717376,0.316666666666667
"302","E10-192","Sprayed",43.69717,"10","10-29",703.216666666667,94.4166666666667,0.0808031025087294,-0.32918500065586,-0.271954473901901,-0.0107546277059745,0.277264259950882,0.641441805315577,19.4385740717376,0.277777777777778
"303","E10-193","Sprayed",43.28958,"11","11-66",698.183333333333,129.75,1.1203327471943,0.751706997658578,0.187911892426358,-0.886461045529304,0.11018554521034,0.957982980270643,80.6056590717376,0.488425925925926
"304","E10-194","Sprayed",40.06813,"4","4-47",652.633333333333,119.666666666667,0.630614781416215,0.636304636070952,0.449811632332079,-0.898310976491679,0.267993857156247,0.98448846832839,49.2356590717376,0.297619047619048
"305","E10-195","Sprayed",44.29771,"14","14-70",616.508888888889,92.4166666666667,-0.335477483110067,-0.0329282816222313,0.159272404173952,0.251769254625043,0.277370958417203,0.520583831692451,21.1356590717376,0.266666666666667
"306","E10-196","Sprayed",44.54749,"12","12-52",599.016666666667,79.3333333333333,-0.799928342886725,-0.353633549088557,1.56727130756165,-0.063642389966921,0.838135775940507,0.92349506373861,9.7606590717376,0.349206349206349
"307","E10-197","Sprayed",38.7966,"2","2-77",707.992222222222,104.833333333333,0.412987263450256,-0.0362448564676491,-0.29229640579147,-0.318581143949205,0.530524627312568,0.779918648825662,40.2656590717376,0.486111111111111
"308","E10-198","Sprayed",44.6076,"13","13-53",496.816666666667,88,-0.959800394283275,0.326341924175616,-0.780675736019968,-0.530290357145545,0.408975244466194,1.40997999268726,47.8856590717376,0.459325396825397
"309","E10-199","Sprayed",48.10384,"20","20-50",635.3,90.9166666666667,-0.303276706306917,-0.155146958364005,0.568956657404406,-0.700883562110909,0.473480468964253,1.32364260254762,15.2156590717376,0.288888888888889
"310","E10-20","Sprayed",40.23327,"3","3-76",785.675555555556,94.5,0.422114234365336,-0.665495138071182,-0.597319458380491,0.00355005287917028,0.186999202783935,0.4228391263418,14.8406590717376,0.333333333333333
"311","E10-200","Sprayed",47.73136,"19","19-40",600.466666666667,77.1666666666667,-0.858983448160515,-0.424604299281746,0.519300920123724,-0.251181658730358,0.121849450820359,0.907054294079964,10.9606590717376,0.356150793650794
"312","E10-201","Sprayed",43.69717,"10","10-8",685.808888888889,117.75,0.70941649706926,0.442480048274137,-1.51013352287193,0.596387455155354,1.10030672842754,0.356957624375446,84.8806590717377,0.391203703703704
"313","E10-21","Sprayed",42.79109,"9","9-27",471.85,97.9166666666667,-0.764825340496784,0.726485208872546,-0.647426908803853,-0.319150753524408,0.442513396664049,1.89317333626339,48.5956590717376,0.133333333333333
"314","E10-22","Sprayed",38.8235,"1","1-12",764.98,111.2,0.83817908721617,-0.0793607049381053,-0.74877115726943,-0.118892884174506,0.275969790548621,0.262060234378556,20.4256590717376,0.473333333333333
"315","E10-23","Sprayed",46.75552,"22","22-46",578.65,100,-0.26348846950547,0.350173198907497,0.366026402013257,-0.445327104906883,0.461680683923143,0.972120216581483,12.8256590717376,0.322222222222222
"316","E10-24","Sprayed",45.02376,"17","17-30",597.28,118.5,0.368169659948697,0.828735835363774,-1.20206194021415,0.094102829640882,0.246219715361515,0.629090050491763,7.50065907173761,0.333333333333333
"317","E10-25","Sprayed",38.7966,"2","2-31",792.46,120.8,1.23914737473843,0.0957855671472684,-0.801283180236543,0.087499250232171,0.483837366450248,0.675582607883788,13.9435740717376,0.378571428571429
"318","E10-26","Sprayed",41.97527,"8","8-43",670.78,84.5,-0.35003323996309,-0.493466996667634,0.843886588267377,0.0701262828229855,0.171476485127075,1.98611752832819,9.48633474741327,0.266666666666667
"319","E10-27","Sprayed",43.28958,"11","11-58",677.66,100.4,0.155330470072145,-0.0446409673528391,-1.12815084110602,-1.12613538378841,0.078540293975695,0.934654859502357,17.1006590717376,0.406666666666667
"320","E10-28","Sprayed",48.10384,"20","20-43",568.833333333333,98.9166666666667,-0.336330076231404,0.35800187789991,1.1429935825318,-0.368068571864418,0.19457325374646,1.10225583641808,10.1706590717376,0.333333333333333
"321","E10-29","Sprayed",44.2915,"15","15-56",589.35,77.5,-0.894658098135975,-0.368925671542168,-0.258425764250815,-0.1084227975746,0.308901610337194,1.44909068892371,16.0806590717376,0.305555555555555
"322","E10-3","Sprayed",40.23327,"3","3-53",641.816666666667,111.916666666667,0.353624553973202,0.448202380497418,-0.00397616696790324,-0.1607365647299,0.344231651684766,0.693925110372553,89.7306590717376,0.39021164021164
"323","E10-30","Sprayed",44.75284,"16","16-9",677.725555555556,94.3333333333333,-0.0264363700910506,-0.226946522497195,0.360751413862906,-1.17196999789992,0.604313015710863,0.754329205064649,18.3406590717376,0.261111111111111
"324","E10-31","Sprayed",44.29771,"14","14-9",616.333333333333,87.75,-0.476226657687908,-0.172234795742507,-0.196757057463088,-0.0188057651868432,0.702252267759345,0.931186646963221,22.2206590717376,0.233333333333333
"325","E10-32","Sprayed",44.2915,"15","15-29",616.35,89.25,-0.431149227000657,-0.127294326491078,0.320314326982498,-0.553811863845689,0.322850182012118,0.94229927542415,4.40065907173761,0.583333333333333
"326","E10-33","Sprayed",41.97527,"8","8-32",593.25,96.4166666666667,-0.311020741083397,0.182662709520843,0.119550909112807,-0.683761526220686,0.490665701474778,0.686664441294074,29.7406590717376,0.419444444444444
"327","E10-34","Sprayed",38.8235,"1","1-20",877.425555555555,95.6666666666667,0.834107547642566,-1.00747452917361,0.550230868899699,-0.593014496078606,0.946262248034213,0.9576064446694,13.5985740717376,0.194444444444444
"328","E10-35","Sprayed",43.69717,"10","10-72",575.783333333333,101.833333333333,-0.220256214137576,0.416962821242426,0.651795533296787,-0.303514084269264,0.08533734508967,0.43407160906859,55.7706590717376,0.342857142857143
"329","E10-36","Sprayed",44.2915,"15","15-13",538.333333333333,86.4166666666667,-0.836724373116125,0.108247008628872,0.643109504534075,-0.0348440280701362,0.433023375285363,1.59761232886332,23.2206590717376,0.222222222222222
