"","Ind","Treatment","LAT","POP","FAM","FT","FlwrVeg","PC1_avg","PC2_avg","PC1_skew","PC2_skew","PC1_var","PC2_var","Fit","Dam"
"26","E1-121","Sprayed",48.10384,"20","20-9",498.466666666667,102.5,-0.51793428683834,0.75464884947126,-0.564372670128921,-0.0806043851728864,0.85405922920594,0.689393361265324,8.86390578595317,0.166666666666667
"27","E1-122","Sprayed",46.75552,"22","22-64",542.333333333333,88.1666666666667,-0.767778559182686,0.144322077957239,0.60931548136161,0.102885469918548,0.088739718594049,0.594293687115773,11.2539057859532,0.0666666666666667
"28","E1-123","Sprayed",43.28958,"11","11-41",853.551111111111,119.166666666667,1.44115141808833,-0.204237967246786,-0.0259496104314654,0.632959504493247,0.0375713024822606,0.67546345530458,58.8039057859532,0.0833333333333333
"29","E1-124","Sprayed",41.97527,"8","8-36",691.333333333333,111,0.529575297509617,0.217240698109735,-0.33889674350509,0.707069181637347,0.239563674153562,0.563076131086121,9.20390578595317,0.133333333333333
"30","E1-125","Sprayed",40.06813,"4","4-26",660.051111111111,130.166666666667,0.97615591606034,0.920888800997611,-0.665540426070265,-0.268171307992732,0.186985717354149,0.37644735756058,28.9639057859532,0.0555555555555557
"31","E1-126","Sprayed",40.06813,"4","4-66",749.317777777778,104.333333333333,0.567784502918573,-0.221048062582069,-0.588390050434725,-0.21152897030502,0.177914707680117,0.699841014786544,60.1739057859532,0
"32","E1-127","Sprayed",47.73136,"19","19-53",542.333333333333,74,-1.19286308667074,-0.280762449531128,0.698984816276269,0.199383357372984,0.08876177987852,0.575214047437043,9.58390578595317,0
"33","E1-128","Sprayed",44.2915,"15","15-7",466.8,76,-1.443205767025,0.0896040974078045,-0.706991134527467,-0.384310621401904,0.174266941896106,0.685278539264036,33.9439057859532,0.0476190476190477
"34","E1-129","Sprayed",40.23327,"3","3-34",782.884444444444,105,0.72570864658837,-0.338964250723463,0.290855166235557,0.576905510756636,0.137864159125442,0.247529621660663,7.30390578595318,0.111111111111111
"35","E1-13","Sprayed",42.79109,"9","9-49",492.3,92.6666666666667,-0.838330824492576,0.484928043083019,-0.705992273761712,0.139086032287783,0.0709329577689169,0.675632480450611,31.1439057859532,0
"36","E1-130","Sprayed",44.75284,"16","16-13",603.333333333333,107.333333333333,0.0579752291504961,0.46879701106293,0.627647416035965,-0.696727230465604,0.081409783419672,0.521168090921323,26.4639057859532,0.0833333333333333
"37","E1-131","Sprayed",47.73136,"19","19-31",542.333333333333,78.3333333333333,-1.06283723120381,-0.150736594064098,0.556609500918946,0.103268447883584,0.0185781494764681,0.348879765185103,13.8639057859532,0
"38","E1-132","Sprayed",43.69717,"10","10-29",782.884444444444,123.166666666667,1.27081704066129,0.206144143349854,0.127076348270478,0.547687929198636,0.0859172967503503,0.172676060861351,9.10390578595318,0
"39","E1-133","Sprayed",44.29771,"14","14-79",603.333333333333,98.1666666666667,-0.217079465106482,0.193742316805752,0.199384354289179,-0.587714405820644,0.784578012025176,1.6560807894913,6.37390578595317,0.133333333333333
"40","E1-134","Sprayed",43.69717,"10","10-72",628.584444444444,138.5,1.09691404266533,1.30023011849631,-0.435651672616306,0.39810887921849,0.582323643175321,0.0665588127321259,66.4839057859532,0.122222222222222
"41","E1-135","Sprayed",42.79109,"9","9-36",579.033333333333,114.833333333333,0.18317509225906,0.793686647647695,0.120996483138172,-0.623521609060102,0.514992178043359,0.648732852408376,16.4739057859532,0
"42","E1-136","Sprayed",44.6076,"13","13-26",492.3,103,-0.528269169148346,0.794989698427475,-0.702936643424449,-0.567698912401893,0.0367845561138752,1.05446794959868,27.1639057859532,0
"43","E1-137","Sprayed",47.73136,"19","19-59",493.2,72.1666666666667,-1.44975518197192,-0.133892231932927,-0.612733645245862,-0.698192846199348,0.16395043151571,0.446136144711836,3.56390578595318,0.111111111111111
"44","E1-138","Sprayed",41.57154,"6","6-55",746.517777777778,117.333333333333,0.946357308707586,0.180534264430804,0.0358799311871575,0.0164852745650885,0.315632457324936,0.18581102897749,62.3239057859532,0
"45","E1-139","Sprayed",44.54749,"12","12-52",604.284444444444,96.5,-0.263181443213789,0.139824406092306,0.624573604332862,-0.691912161694288,0.620653200835387,0.265728144617131,17.2239057859532,0
"46","E1-14","Sprayed",48.10384,"20","20-43",746.517777777778,95,0.276224053608767,-0.489598990668504,-0.707040995820168,-0.366971030737299,0.790041241251104,0.189792480648958,1.4826923076923,0
"47","E1-140","Sprayed",40.06813,"4","4-65",660.051111111111,109.833333333333,0.366034594253952,0.310767479190778,0.179436234396284,-0.617615861179792,0.0520058518897844,0.108066823625183,54.1639057859532,0.080952380952381
"48","E1-141","Sprayed",43.28958,"11","11-46",790.884444444444,136.833333333333,1.71376932943136,0.583354942910005,0.705449247240488,-0.421050932185856,0.0617327850875113,0.916641850266809,32.0139057859532,0.2
"49","E1-142","Sprayed",46.75552,"22","22-32",543,113.666666666667,0.000112819012909086,0.906734998719208,0.51819189049112,-0.698876249434353,0.259522251048133,0.227491558856081,27.2239057859532,0
"50","E1-143","Sprayed",43.69717,"10","10-7",610.5,123.333333333333,0.567517404198703,0.919445768694,-0.506032271917097,-0.176384680532583,0.484260191926529,0.506008514108219,36.1139057859532,0.0833333333333333
"51","E1-144","Sprayed",40.06813,"4","4-73",542.333333333333,127,0.397453145578693,1.30955378271947,0.0173615964030629,-0.602475998110213,0.0248357632384747,0.362279968506938,41.0439057859532,0
"52","E1-145","Sprayed",40.06813,"4","4-48",610.5,135.666666666667,0.937590992835364,1.28951935733093,0.451938592585124,0.11596932360759,0.257607302525151,0.165435841853681,39.9739057859532,0.0833333333333333
"53","E1-146","Sprayed",41.57154,"6","6-56",639.7,114.666666666667,0.427443911073524,0.539415839951337,-0.107083057023643,-0.681544500763343,0.127292164795233,1.09077735855893,20.2139057859532,0
"54","E1-147","Sprayed",41.97527,"8","8-58",660.051111111111,89.8333333333333,-0.234084738670363,-0.289351853733975,0.634334254445115,-0.553994381746632,0.115869628332805,0.128836702413363,4.23390578595318,0
"55","E1-148","Sprayed",41.97527,"8","8-32",603.333333333333,120.666666666667,0.458054784433373,0.868876566346099,0.623133466502847,-0.667532720359286,0.212645613272651,0.703256857030659,66.4239057859532,0.0476190476190477
"56","E1-149","Sprayed",43.69717,"10","10-30",634.8,139,1.13745576839414,1.28969435941374,0.379102108371332,0.00378673461974553,0.0736785776044213,0.364272655725783,35.7039057859532,0
"57","E1-15","Sprayed",38.8235,"1","1-47",658.517777777778,100.833333333333,0.0896806683886954,0.0470140054239491,0.65902275659315,0.318013637194632,0.444259112801165,0.274157260223493,16.9139057859532,0.166666666666667
"58","E1-150","Sprayed",41.42692,"5","5-14",782.884444444444,126,1.3558339461589,0.291161048847528,-0.288720300851923,0.146838310132393,0.0197251995566287,0.0793547262983954,6.95973578595318,0.0833333333333333
"59","E1-151","Sprayed",44.54749,"12","12-36",727.7,111.666666666667,0.699004201791207,0.0878197493565574,-0.196105836989254,0.319963327580306,0.168400632117209,1.07201629497933,9.76390578595317,0.0666666666666667
"60","E1-152","Sprayed",44.6076,"13","13-47",566.633333333333,101.333333333333,-0.272855111602791,0.439555752061386,-0.64512029759999,-0.57285890290362,0.0819173807651375,1.23054276996636,23.7039057859532,0.0555555555555557
"61","E1-153","Sprayed",46.75552,"22","22-57",727.7,106.666666666667,0.548974368560128,-0.0622100838746309,0.369449492861057,0.588159960896619,0.0471605247173119,0.820508176148193,47.4839057859532,0.158333333333333
"62","E1-154","Sprayed",38.8235,"1","1-71",752.951111111111,120.333333333333,1.06280876576618,0.244118607249585,-0.630013533803235,0.422489921957069,0.145119972722167,0.7205524127595,14.2939057859532,0
"63","E1-155","Sprayed",43.69717,"10","10-37",542.333333333333,101.833333333333,-0.357697015017738,0.554403622122487,-0.409484006712419,-0.282401268620054,0.00317677079609542,0.302606618510824,45.4339057859532,0.0555555555555557
"64","E1-157","Sprayed",44.54749,"12","12-22",566.633333333333,89.6666666666667,-0.622924722475308,0.0894861411886137,0.0915714584356508,-0.475626072282656,0.0170491413915308,0.899253474215205,13.3039057859532,0.0666666666666667
"65","E1-158","Sprayed",44.2915,"15","15-72",515.933333333333,101.5,-0.476172461096709,0.652875090437228,-0.103307784272228,-0.383288705773112,0.146758404500032,1.08504316145123,44.6139057859532,0.111111111111111
"66","E1-159","Sprayed",41.57154,"6","6-44",782.884444444444,125.833333333333,1.35083295171787,0.286160054406488,0.273521867700944,0.623461706012331,0.0701705176712762,0.154209234634195,41.4539057859532,0
"67","E1-16","Sprayed",41.57154,"6","6-19",820.817777777778,106.5,0.926579710560309,-0.449817414756608,0.682571708171496,-0.248997933490274,0.0210580451160192,0.484918688204718,15.5739057859532,0.166666666666667
