"Ind","FVeg","Year","POP","FAM","LAT","LON","POPNAME","BLOCK","Treatment","FT","BT","FertT","FT_GDD10","FT_GDD5","BT_GDD10","BT_GDD5","FertT_GDD10","FertT_GDD5","FlwrVeg","FlwrVeg_GDD10","FlwrVeg_GDD5","Weight","PropDam","OH","StemTotal"
"E9-191",101,"2018",13,"13-21",44.6076,-76.27898502,"ONCQ","E9","Unsprayed",192,179,211,557.7,959.4,386,722.7,797.4,1294.1,101,101,101,11.8070434782609,0.857142857142857,NA,7
"E9-192",83,"2018",12,"12-36",44.54749,-76.12868903,"ONLY","E9","Unsprayed",192,179,211,557.7,959.4,386,722.7,797.4,1294.1,84,84,84,3.59704347826087,1,NA,5
"E9-193",91,"2018",3,"3-24",40.23327,-77.280415,"PAOL","E9","Unsprayed",233,220,233,1069.1,1675.8,920.9,1462.6,1069.1,1675.8,91,91,91,1.39704347826087,0.2,NA,5
"E9-194",88,"2018",18,"18-77",45.76868,-79.39777502,"ONSU","E9","Unsprayed",200,185,211,660.9,1102.6,479,845.7,797.4,1294.1,89,89,89,1.50704347826087,0.2,NA,5
"E9-195",117.5,"2018",4,"4-66",40.06813,-76.90717204,"PAGP","E9","Unsprayed",200,185,211,660.9,1102.6,479,845.7,797.4,1294.1,119,119,119,22.1370434782609,0.375,NA,8
"E9-196",97,"2018",4,"4-26",40.06813,-76.90717204,"PAGP","E9","Unsprayed",211,179,226,797.4,1294.1,386,722.7,988.4,1560.1,98,98,98,1.12704347826087,0.5,NA,4
"E9-197",76,"2018",18,"18-22",45.76868,-79.39777502,"ONSU","E9","Unsprayed",NA,211,NA,NA,NA,797.4,1294.1,NA,NA,NA,NA,NA,NA,0.5,NA,2
"E9-198",78,"2018",20,"20-47",48.10384,-80.19977597,"ONKE","E9","Unsprayed",200,185,211,660.9,1102.6,479,845.7,797.4,1294.1,79.5,79.5,79.5,1.43704347826087,0.75,NA,4
"E9-199",97,"2018",6,"6-36",41.57154,-74.48428896,"NYWU","E9","Unsprayed",192,185,211,557.7,959.4,479,845.7,797.4,1294.1,90,90,90,0.847043478260872,0.333333333333333,NA,3
"E9-2",122,"2018",5,"5-37",41.42692,-75.63466896,"PASC","E9","Unsprayed",185,172,211,479,845.7,331.1,632.8,797.4,1294.1,111,111,111,27.9770434782609,0.5,NA,4
"E9-20",108,"2018",11,"11-68",43.28958,-76.128568,"NYWM","E9","Unsprayed",211,192,220,797.4,1294.1,557.7,959.4,920.9,1462.6,112,112,112,18.7370434782609,0.714285714285714,NA,7
"E9-200",103.5,"2018",18,"18-69",45.76868,-79.39777502,"ONSU","E9","Unsprayed",211,200,211,797.4,1294.1,660.9,1102.6,797.4,1294.1,100.5,100.5,100.5,3.75704347826087,0.5,NA,4
"E9-201",100,"2018",10,"10-8",43.69717,-76.19529499,"NYLV","E9","Unsprayed",211,185,220,797.4,1294.1,479,845.7,920.9,1462.6,103.5,103.5,103.5,17.9270434782609,0.285714285714286,NA,7
"E9-202",113.5,"2018",6,"6-21",41.57154,-74.48428896,"NYWU","E9","Unsprayed",226,185,233,988.4,1560.1,479,845.7,1069.1,1675.8,117,117,117,NA,0.666666666666667,NA,3
"E9-22",97,"2018",12,"12-68",44.54749,-76.12868903,"ONLY","E9","Unsprayed",192,179,211,557.7,959.4,386,722.7,797.4,1294.1,98,98,98,5.02704347826087,0.25,NA,4
"E9-23",75.5,"2018",13,"13-53",44.6076,-76.27898502,"ONCQ","E9","Unsprayed",172,172,211,331.1,632.8,331.1,632.8,797.4,1294.1,68,68,68,22.5970434782609,0.6,NA,5
"E9-24",83,"2018",11,"11-41",43.28958,-76.128568,"NYWM","E9","Unsprayed",200,179,211,660.9,1102.6,386,722.7,797.4,1294.1,81,81,81,6.14704347826087,0,NA,5
"E9-25",75,"2018",22,"22-48",46.75552,-79.04650404,"QCTM","E9","Unsprayed",200,185,211,660.9,1102.6,479,845.7,797.4,1294.1,75.5,75.5,75.5,2.12704347826087,0.666666666666667,NA,6
"E9-26",73,"2018",16,"16-52",44.75284,-79.33799797,"ONWA","E9","Unsprayed",211,185,220,797.4,1294.1,479,845.7,920.9,1462.6,60,60,60,1.76704347826087,0.666666666666667,NA,6
"E9-27",82.5,"2018",8,"8-60",41.97527,-75.19598002,"NYEB","E9","Unsprayed",211,192,220,797.4,1294.1,557.7,959.4,920.9,1462.6,79.5,79.5,79.5,4.38704347826087,0.4,NA,5
"E9-28",101,"2018",1,"1-59",38.8235,-77.71118397,"VABR","E9","Unsprayed",200,185,211,660.9,1102.6,479,845.7,797.4,1294.1,101.5,101.5,101.5,5.47704347826087,0.166666666666667,NA,6
"E9-29",111.5,"2018",15,"15-29",44.2915,-79.04909003,"ONBV","E9","Unsprayed",185,172,211,479,845.7,331.1,632.8,797.4,1294.1,99.5,99.5,99.5,10.8370434782609,0.75,NA,4
"E9-3",104.5,"2018",15,"15-72",44.2915,-79.04909003,"ONBV","E9","Unsprayed",185,179,211,479,845.7,386,722.7,797.4,1294.1,106,106,106,38.9370434782609,0.5,NA,8
"E9-30",95,"2018",17,"17-48",45.02376,-79.31190301,"ONBB","E9","Unsprayed",185,179,211,479,845.7,386,722.7,797.4,1294.1,94.5,94.5,94.5,16.3770434782609,0.285714285714286,NA,7
"E9-31",98.5,"2018",17,"17-59",45.02376,-79.31190301,"ONBB","E9","Unsprayed",200,185,211,660.9,1102.6,479,845.7,797.4,1294.1,102,102,102,7.62704347826087,0.125,NA,8
"E9-32",78,"2018",16,"16-70",44.75284,-79.33799797,"ONWA","E9","Unsprayed",185,172,211,479,845.7,331.1,632.8,797.4,1294.1,80,80,80,7.31704347826087,0.25,NA,4
"E9-33",96,"2018",8,"8-32",41.97527,-75.19598002,"NYEB","E9","Unsprayed",200,185,211,660.9,1102.6,479,845.7,797.4,1294.1,95.5,95.5,95.5,16.7470434782609,0.545454545454545,NA,11
"E9-34",84,"2018",4,"4-47",40.06813,-76.90717204,"PAGP","E9","Unsprayed",192,179,211,557.7,959.4,386,722.7,797.4,1294.1,81.5,81.5,81.5,10.4270434782609,0,NA,11
"E9-35",91,"2018",18,"18-76",45.76868,-79.39777502,"ONSU","E9","Unsprayed",200,185,211,660.9,1102.6,479,845.7,797.4,1294.1,92.5,92.5,92.5,2.93704347826087,1,NA,3
"E9-36",83,"2018",9,"9-27",42.79109,-76.135327,"NYTY","E9","Unsprayed",185,179,211,479,845.7,386,722.7,797.4,1294.1,82.5,82.5,82.5,26.4470434782609,0,NA,12
"E9-37",167,"2018",16,"16-38",44.75284,-79.33799797,"ONWA","E9","Unsprayed",211,179,220,797.4,1294.1,386,722.7,920.9,1462.6,161,161,161,5.32704347826087,0.5,NA,2
"E9-38",101,"2018",8,"8-63",41.97527,-75.19598002,"NYEB","E9","Unsprayed",185,172,211,479,845.7,331.1,632.8,797.4,1294.1,104.5,104.5,104.5,29.6570434782609,0.166666666666667,NA,6
"E9-39",71.5,"2018",12,"12-29",44.54749,-76.12868903,"ONLY","E9","Unsprayed",192,172,211,557.7,959.4,331.1,632.8,797.4,1294.1,69,69,69,4.66704347826087,0,NA,4
"E9-4",93,"2018",6,"6-56",41.57154,-74.48428896,"NYWU","E9","Unsprayed",200,179,220,660.9,1102.6,386,722.7,920.9,1462.6,92,92,92,7.86704347826087,0.222222222222222,NA,9
"E9-40",87.5,"2018",14,"14-16",44.29771,-78.300041,"ONPB","E9","Unsprayed",185,172,211,479,845.7,331.1,632.8,797.4,1294.1,82,82,82,14.3370434782609,0.181818181818182,NA,11
"E9-41",89.5,"2018",9,"9-35",42.79109,-76.135327,"NYTY","E9","Unsprayed",185,179,211,479,845.7,386,722.7,797.4,1294.1,93,93,93,9.47704347826087,0,NA,6
"E9-42",102.5,"2018",12,"12-22",44.54749,-76.12868903,"ONLY","E9","Unsprayed",192,179,211,557.7,959.4,386,722.7,797.4,1294.1,118.5,118.5,118.5,29.6870434782609,0.181818181818182,NA,11
"E9-43",109,"2018",9,"9-49",42.79109,-76.135327,"NYTY","E9","Unsprayed",185,172,211,479,845.7,331.1,632.8,797.4,1294.1,100.5,100.5,100.5,22.0070434782609,0.375,NA,8
"E9-44",110,"2018",1,"1-26",38.8235,-77.71118397,"VABR","E9","Unsprayed",192,179,211,557.7,959.4,386,722.7,797.4,1294.1,104.5,104.5,104.5,16.3870434782609,0.4,NA,5
"E9-45",89.5,"2018",2,"2-7",38.7966,-77.29988901,"VAFF","E9","Unsprayed",233,211,NA,1069.1,1675.8,797.4,1294.1,NA,NA,89.5,89.5,89.5,0.727043478260871,0.333333333333333,NA,3
"E9-46",101.5,"2018",12,"12-51",44.54749,-76.12868903,"ONLY","E9","Unsprayed",211,172,211,797.4,1294.1,331.1,632.8,797.4,1294.1,97.5,97.5,97.5,12.1670434782609,0.285714285714286,NA,7
"E9-47",117,"2018",4,"4-14",40.06813,-76.90717204,"PAGP","E9","Unsprayed",200,185,211,660.9,1102.6,479,845.7,797.4,1294.1,111.5,111.5,111.5,6.76704347826087,0.5,NA,8
"E9-48",113,"2018",15,"15-7",44.2915,-79.04909003,"ONBV","E9","Unsprayed",185,172,211,479,845.7,331.1,632.8,797.4,1294.1,113,113,113,15.7270434782609,0.285714285714286,NA,7
"E9-49",111,"2018",10,"10-29",43.69717,-76.19529499,"NYLV","E9","Unsprayed",192,179,211,557.7,959.4,386,722.7,797.4,1294.1,111,111,111,12.5570434782609,0.375,NA,8
"E9-5",92,"2018",22,"22-32",46.75552,-79.04650404,"QCTM","E9","Unsprayed",185,179,211,479,845.7,386,722.7,797.4,1294.1,92,92,92,10.0470434782609,0,NA,6
"E9-50",79,"2018",15,"15-56",44.2915,-79.04909003,"ONBV","E9","Unsprayed",179,172,211,386,722.7,331.1,632.8,797.4,1294.1,77.5,77.5,77.5,17.7670434782609,0.25,NA,12
"E9-51",131.5,"2018",1,"1-17",38.8235,-77.71118397,"VABR","E9","Unsprayed",NA,185,NA,NA,NA,479,845.7,NA,NA,NA,NA,NA,4.69704347826087,0.5,NA,4
"E9-52",82,"2018",22,"22-64",46.75552,-79.04650404,"QCTM","E9","Unsprayed",192,179,211,557.7,959.4,386,722.7,797.4,1294.1,79,79,79,3.22704347826087,0.363636363636364,NA,11
"E9-53",118,"2018",8,"8-55",41.97527,-75.19598002,"NYEB","E9","Unsprayed",NA,185,NA,NA,NA,479,845.7,NA,NA,NA,NA,NA,0.19704347826087,0.833333333333333,NA,6
"E9-54",129,"2018",3,"3-34",40.23327,-77.280415,"PAOL","E9","Unsprayed",220,185,NA,920.9,1462.6,479,845.7,NA,NA,121.5,121.5,121.5,10.0870434782609,0.2,NA,10
"E9-55",81.5,"2018",1,"1-7",38.8235,-77.71118397,"VABR","E9","Unsprayed",NA,185,NA,NA,NA,479,845.7,NA,NA,NA,NA,NA,0.28704347826087,0.6,NA,5
"E9-56",99,"2018",3,"3-76",40.23327,-77.280415,"PAOL","E9","Unsprayed",200,179,220,660.9,1102.6,386,722.7,920.9,1462.6,98.5,98.5,98.5,20.2770434782609,0,NA,10
"E9-57",100,"2018",13,"13-60",44.6076,-76.27898502,"ONCQ","E9","Unsprayed",185,172,211,479,845.7,331.1,632.8,797.4,1294.1,97,97,97,11.2170434782609,0.333333333333333,NA,9
"E9-58",64,"2018",15,"15-13",44.2915,-79.04909003,"ONBV","E9","Unsprayed",220,185,220,920.9,1462.6,479,845.7,920.9,1462.6,62,62,62,0.94704347826087,0.285714285714286,NA,7
"E9-59",120.5,"2018",14,"14-70",44.29771,-78.300041,"ONPB","E9","Unsprayed",192,179,211,557.7,959.4,386,722.7,797.4,1294.1,114,114,114,4.84704347826087,0.4,NA,5
"E9-6",99.5,"2018",20,"20-5",48.10384,-80.19977597,"ONKE","E9","Unsprayed",220,211,220,920.9,1462.6,797.4,1294.1,920.9,1462.6,99,99,99,3.11704347826087,0,NA,5
"E9-60",104.5,"2018",16,"16-48",44.75284,-79.33799797,"ONWA","E9","Unsprayed",179,172,211,386,722.7,331.1,632.8,797.4,1294.1,100,100,100,25.2370434782609,0.285714285714286,NA,7
"E9-61",100,"2018",10,"10-2",43.69717,-76.19529499,"NYLV","E9","Unsprayed",NA,200,NA,NA,NA,660.9,1102.6,NA,NA,NA,NA,NA,NA,0.428571428571429,NA,7
"E9-62",101,"2018",17,"17-74",45.02376,-79.31190301,"ONBB","E9","Unsprayed",200,185,211,660.9,1102.6,479,845.7,797.4,1294.1,100,100,100,1.80704347826087,0.5,NA,6
"E9-63",115,"2018",17,"17-21",45.02376,-79.31190301,"ONBB","E9","Unsprayed",192,179,211,557.7,959.4,386,722.7,797.4,1294.1,114,114,114,6.28704347826087,0.5,NA,6
"E9-64",84,"2018",14,"14-79",44.29771,-78.300041,"ONPB","E9","Unsprayed",185,172,211,479,845.7,331.1,632.8,797.4,1294.1,86,86,86,9.37704347826087,0.166666666666667,NA,6
"E9-65",103,"2018",14,"14-30",44.29771,-78.300041,"ONPB","E9","Unsprayed",179,172,211,386,722.7,331.1,632.8,797.4,1294.1,90.5,90.5,90.5,31.9670434782609,0.25,NA,8
"E9-67",100.5,"2018",8,"8-13",41.97527,-75.19598002,"NYEB","E9","Unsprayed",200,179,211,660.9,1102.6,386,722.7,797.4,1294.1,101,101,101,12.8870434782609,0.0909090909090909,NA,11
"E9-68",102,"2018",11,"11-9",43.28958,-76.128568,"NYWM","E9","Unsprayed",192,179,211,557.7,959.4,386,722.7,797.4,1294.1,101,101,101,11.6470434782609,0.333333333333333,NA,3
"E9-69",78.5,"2018",4,"4-80",40.06813,-76.90717204,"PAGP","E9","Unsprayed",200,172,211,660.9,1102.6,331.1,632.8,797.4,1294.1,79,79,79,2.16704347826087,0.2,NA,5
"E9-7",105,"2018",6,"6-62",41.57154,-74.48428896,"NYWU","E9","Unsprayed",NA,211,NA,NA,NA,797.4,1294.1,NA,NA,NA,NA,NA,1.47704347826087,0.5,NA,4
"E9-70",81,"2018",6,"6-41",41.57154,-74.48428896,"NYWU","E9","Unsprayed",185,172,211,479,845.7,331.1,632.8,797.4,1294.1,79,79,79,5.21704347826087,0.8,NA,5
"E9-71",85.5,"2018",16,"16-5",44.75284,-79.33799797,"ONWA","E9","Unsprayed",179,172,211,386,722.7,331.1,632.8,797.4,1294.1,77.5,77.5,77.5,47.0470434782609,0.307692307692308,NA,13
"E9-72",65,"2018",8,"8-59",41.97527,-75.19598002,"NYEB","E9","Unsprayed",200,185,211,660.9,1102.6,479,845.7,797.4,1294.1,69,69,69,0.387043478260871,0.4,NA,5
"E9-73",113,"2018",2,"2-35",38.7966,-77.29988901,"VAFF","E9","Unsprayed",200,179,211,660.9,1102.6,386,722.7,797.4,1294.1,115,115,115,6.04704347826087,0.6,NA,5
"E9-74",141.5,"2018",5,"5-50",41.42692,-75.63466896,"PASC","E9","Unsprayed",179,172,211,386,722.7,331.1,632.8,797.4,1294.1,114,114,114,10.5970434782609,0.428571428571429,NA,7
"E9-75",72.5,"2018",19,"19-31",47.73136,-80.32791398,"ONEL","E9","Unsprayed",185,172,211,479,845.7,331.1,632.8,797.4,1294.1,71,71,71,4.97704347826087,0.2,NA,5
"E9-76",83,"2018",13,"13-78",44.6076,-76.27898502,"ONCQ","E9","Unsprayed",192,179,211,557.7,959.4,386,722.7,797.4,1294.1,81,81,81,8.21704347826087,0.2,NA,5
"E9-77",127.5,"2018",17,"17-76",45.02376,-79.31190301,"ONBB","E9","Unsprayed",192,179,211,557.7,959.4,386,722.7,797.4,1294.1,120,120,120,10.7670434782609,0.636363636363636,NA,11
"E9-78",136.5,"2018",14,"14-72",44.29771,-78.300041,"ONPB","E9","Unsprayed",185,172,211,479,845.7,331.1,632.8,797.4,1294.1,138,138,138,13.2770434782609,0.5,NA,2
"E9-79",54,"2018",19,"19-40",47.73136,-80.32791398,"ONEL","E9","Unsprayed",192,179,211,557.7,959.4,386,722.7,797.4,1294.1,54.5,54.5,54.5,0.617043478260872,0,NA,2
"E9-8",90,"2018",13,"13-2",44.6076,-76.27898502,"ONCQ","E9","Unsprayed",185,172,211,479,845.7,331.1,632.8,797.4,1294.1,89,89,89,33.4570434782609,0.25,NA,8
"E9-80",116.5,"2018",12,"12-47",44.54749,-76.12868903,"ONLY","E9","Unsprayed",211,192,220,797.4,1294.1,557.7,959.4,920.9,1462.6,116.5,116.5,116.5,3.13704347826087,0.222222222222222,NA,9
"E9-81",90.5,"2018",14,"14-9",44.29771,-78.300041,"ONPB","E9","Unsprayed",179,172,211,386,722.7,331.1,632.8,797.4,1294.1,91.5,91.5,91.5,18.6270434782609,0.4,NA,10
"E9-82",75.5,"2018",15,"15-60",44.2915,-79.04909003,"ONBV","E9","Unsprayed",200,179,220,660.9,1102.6,386,722.7,920.9,1462.6,76.5,76.5,76.5,2.19704347826087,0.25,NA,12
"E9-83",111,"2018",17,"17-70",45.02376,-79.31190301,"ONBB","E9","Unsprayed",200,185,220,660.9,1102.6,479,845.7,920.9,1462.6,108.5,108.5,108.5,11.8570434782609,0.777777777777778,NA,9
"E9-84",106.5,"2018",14,"14-21",44.29771,-78.300041,"ONPB","E9","Unsprayed",185,172,211,479,845.7,331.1,632.8,797.4,1294.1,108,108,108,26.5170434782609,0.2,NA,10
"E9-85",92,"2018",16,"16-13",44.75284,-79.33799797,"ONWA","E9","Unsprayed",179,172,211,386,722.7,331.1,632.8,797.4,1294.1,86,86,86,17.0170434782609,0.2,NA,5
"E9-86",98,"2018",3,"3-31",40.23327,-77.280415,"PAOL","E9","Unsprayed",200,179,211,660.9,1102.6,386,722.7,797.4,1294.1,98,98,98,45.9670434782609,0.2,NA,15
"E9-87",130,"2018",11,"11-37",43.28958,-76.128568,"NYWM","E9","Unsprayed",192,179,211,557.7,959.4,386,722.7,797.4,1294.1,126,126,126,10.0470434782609,0.142857142857143,NA,7
"E9-88",138,"2018",2,"2-21",38.7966,-77.29988901,"VAFF","E9","Unsprayed",192,172,211,557.7,959.4,331.1,632.8,797.4,1294.1,130.5,130.5,130.5,31.9570434782609,0.222222222222222,NA,9
"E9-89",131.5,"2018",10,"10-62",43.69717,-76.19529499,"NYLV","E9","Unsprayed",211,200,220,797.4,1294.1,660.9,1102.6,920.9,1462.6,136,136,136,6.87704347826087,0.375,NA,8
"E9-9",81,"2018",22,"22-46",46.75552,-79.04650404,"QCTM","E9","Unsprayed",200,185,220,660.9,1102.6,479,845.7,920.9,1462.6,80,80,80,8.24704347826087,0.4,NA,5
"E9-90",95.5,"2018",13,"13-61",44.6076,-76.27898502,"ONCQ","E9","Unsprayed",185,172,211,479,845.7,331.1,632.8,797.4,1294.1,91.5,91.5,91.5,26.4170434782609,0.272727272727273,NA,11
"E9-91",40,"2018",3,"3-45",40.23327,-77.280415,"PAOL","E9","Unsprayed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3
"E9-92",104,"2018",8,"8-58",41.97527,-75.19598002,"NYEB","E9","Unsprayed",211,185,211,797.4,1294.1,479,845.7,797.4,1294.1,105.5,105.5,105.5,15.6370434782609,0.2,NA,5
"E9-93",102,"2018",20,"20-41",48.10384,-80.19977597,"ONKE","E9","Unsprayed",192,179,211,557.7,959.4,386,722.7,797.4,1294.1,102,102,102,30.7170434782609,0.333333333333333,NA,6
"E9-94",134,"2018",2,"2-19",38.7966,-77.29988901,"VAFF","E9","Unsprayed",200,179,211,660.9,1102.6,386,722.7,797.4,1294.1,134,134,134,26.4170434782609,0.636363636363636,NA,11
"E9-95",84,"2018",12,"12-52",44.54749,-76.12868903,"ONLY","E9","Unsprayed",220,185,226,920.9,1462.6,479,845.7,988.4,1560.1,87,87,87,12.3070434782609,0.555555555555556,NA,9
"E9-96",138.5,"2018",1,"1-2",38.8235,-77.71118397,"VABR","E9","Unsprayed",211,192,220,797.4,1294.1,557.7,959.4,920.9,1462.6,135.5,135.5,135.5,51.7070434782609,0.5,NA,4
"E9-97",90.5,"2018",15,"15-23",44.2915,-79.04909003,"ONBV","E9","Unsprayed",200,179,211,660.9,1102.6,386,722.7,797.4,1294.1,90,90,90,7.21704347826087,0.142857142857143,NA,7
"E9-98",87,"2018",4,"4-46",40.06813,-76.90717204,"PAGP","E9","Unsprayed",211,179,220,797.4,1294.1,386,722.7,920.9,1462.6,91,91,91,7.18704347826087,0.5,NA,4
"E9-99",85,"2018",16,"16-59",44.75284,-79.33799797,"ONWA","E9","Unsprayed",200,185,211,660.9,1102.6,479,845.7,797.4,1294.1,85,85,85,16.6070434782609,0.333333333333333,NA,6
"E1-1",112,"2019",15,"15-22",44.2915,-79.04909003,"ONBV","E1","Sprayed",204,196,210,597.3,1055.3,487.2,905.2,673.053333333333,1161.05333333333,113.5,113.5,113.5,1.02417,0,NA,3
"E1-10",155,"2019",1,"1-7",38.8235,-77.71118397,"VABR","E1","Sprayed",218,204,224,762.853333333333,1290.85333333333,597.3,1055.3,821.253333333333,1379.25333333333,156,156,156,2.16417,0,NA,1
"E1-100",131,"2019",14,"14-39",44.29771,-78.300041,"ONPB","E1","Sprayed",196,185,196,487.2,905.2,356.5,719.5,487.2,905.2,129,129,129,34.04417,0,NA,6
"E1-101",149,"2019",6,"6-36",41.57154,-74.48428896,"NYWU","E1","Sprayed",196,183,204,487.2,905.2,330,683,597.3,1055.3,146,146,146,54.07417,0,NA,7
"E1-102",155,"2019",18,"18-19",45.76868,-79.39777502,"ONSU","E1","Sprayed",204,183,204,597.3,1055.3,330,683,597.3,1055.3,154,154,154,14.12417,0,NA,3
"E1-103",143,"2019",20,"20-5",48.10384,-80.19977597,"ONKE","E1","Sprayed",224,185,224,821.253333333333,1379.25333333333,356.5,719.5,821.253333333333,1379.25333333333,150,150,150,31.92417,0.714285714285714,NA,7
"E1-104",161,"2019",2,"2-77",38.7966,-77.29988901,"VAFF","E1","Sprayed",204,185,204,597.3,1055.3,356.5,719.5,597.3,1055.3,160,160,160,18.26417,0,NA,6
"E1-105",126,"2019",14,"14-70",44.29771,-78.300041,"ONPB","E1","Sprayed",196,178,196,487.2,905.2,275.2,603.2,487.2,905.2,126,126,126,12.08417,0.5,NA,2
"E1-106",104,"2019",18,"18-22",45.76868,-79.39777502,"ONSU","E1","Sprayed",204,196,204,597.3,1055.3,487.2,905.2,597.3,1055.3,114,114,114,0,0,NA,2
"E1-107",129,"2019",11,"11-37",43.28958,-76.128568,"NYWM","E1","Sprayed",204,183,204,597.3,1055.3,330,683,597.3,1055.3,130,130,130,17.36417,0,NA,5
"E1-108",125,"2019",1,"1-64",38.8235,-77.71118397,"VABR","E1","Sprayed",210,189,210,673.053333333333,1161.05333333333,408,791,673.053333333333,1161.05333333333,132,132,132,10.08417,0.5,NA,2
"E1-109",129,"2019",6,"6-20",41.57154,-74.48428896,"NYWU","E1","Sprayed",204,183,204,597.3,1055.3,330,683,597.3,1055.3,132,132,132,6.78417,0.5,NA,2
"E1-11",101,"2019",16,"16-9",44.75284,-79.33799797,"ONWA","E1","Sprayed",204,183,204,597.3,1055.3,330,683,597.3,1055.3,102,102,102,1.53417,0,NA,4
"E1-110",123,"2019",20,"20-41",48.10384,-80.19977597,"ONKE","E1","Sprayed",204,183,204,597.3,1055.3,330,683,597.3,1055.3,128,128,128,9.72417,0,NA,2
"E1-111",114,"2019",8,"8-13",41.97527,-75.19598002,"NYEB","E1","Sprayed",204,183,204,597.3,1055.3,330,683,597.3,1055.3,112,112,112,12.72417,0,NA,6
"E1-112",80,"2019",20,"20-23",48.10384,-80.19977597,"ONKE","E1","Sprayed",210,189,210,673.053333333333,1161.05333333333,408,791,673.053333333333,1161.05333333333,109,109,109,10.83417,0.333333333333333,NA,3
"E1-113",143,"2019",11,"11-26",43.28958,-76.128568,"NYWM","E1","Sprayed",204,189,210,597.3,1055.3,408,791,673.053333333333,1161.05333333333,143,143,143,17.05417,0,NA,2
"E1-114",91,"2019",17,"17-13",45.02376,-79.31190301,"ONBB","E1","Sprayed",224,204,233,821.253333333333,1379.25333333333,597.3,1055.3,922.153333333333,1525.15333333333,89,89,89,0,0,NA,1
"E1-115",206,"2019",8,"8-63",41.97527,-75.19598002,"NYEB","E1","Sprayed",210,196,224,673.053333333333,1161.05333333333,487.2,905.2,821.253333333333,1379.25333333333,207,207,207,6.84417,0,NA,2
"E1-116",120,"2019",9,"9-54",42.79109,-76.135327,"NYTY","E1","Sprayed",204,183,204,597.3,1055.3,330,683,597.3,1055.3,121,121,121,4.57417,0,NA,3
"E1-117",132,"2019",1,"1-25",38.8235,-77.71118397,"VABR","E1","Sprayed",210,183,218,673.053333333333,1161.05333333333,330,683,762.853333333333,1290.85333333333,137,137,137,4.54417,0,NA,4
"E1-118",127,"2019",17,"17-74",45.02376,-79.31190301,"ONBB","E1","Sprayed",196,178,204,487.2,905.2,275.2,603.2,597.3,1055.3,130,130,130,10.34417,0,NA,2
"E1-119",101,"2019",16,"16-28",44.75284,-79.33799797,"ONWA","E1","Sprayed",218,204,224,762.853333333333,1290.85333333333,597.3,1055.3,821.253333333333,1379.25333333333,101,101,101,1.02417,0,NA,3
"E1-12",111,"2019",15,"15-42",44.2915,-79.04909003,"ONBV","E1","Sprayed",196,183,204,487.2,905.2,330,683,597.3,1055.3,110,110,110,2.81417,0,NA,3
"E1-120",110,"2019",22,"22-46",46.75552,-79.04650404,"QCTM","E1","Sprayed",204,185,210,597.3,1055.3,356.5,719.5,673.053333333333,1161.05333333333,120,120,120,4.73417,0,NA,2
"E1-121",126,"2019",20,"20-9",48.10384,-80.19977597,"ONKE","E1","Sprayed",196,178,196,487.2,905.2,275.2,603.2,487.2,905.2,128,128,128,3.12417,0,NA,3
"E1-122",106,"2019",22,"22-64",46.75552,-79.04650404,"QCTM","E1","Sprayed",196,183,204,487.2,905.2,330,683,597.3,1055.3,107,107,107,4.54417,0,NA,3
"E1-123",134,"2019",11,"11-41",43.28958,-76.128568,"NYWM","E1","Sprayed",218,204,218,762.853333333333,1290.85333333333,597.3,1055.3,762.853333333333,1290.85333333333,138,138,138,10.97417,0,NA,5
"E1-124",128,"2019",8,"8-36",41.97527,-75.19598002,"NYEB","E1","Sprayed",204,185,204,597.3,1055.3,356.5,719.5,597.3,1055.3,127,127,127,2.41417,0,NA,2
"E1-125",134,"2019",4,"4-26",40.06813,-76.90717204,"PAGP","E1","Sprayed",210,185,218,673.053333333333,1161.05333333333,356.5,719.5,762.853333333333,1290.85333333333,135,135,135,3.97417,0,NA,6
"E1-126",117,"2019",4,"4-66",40.06813,-76.90717204,"PAGP","E1","Sprayed",210,196,218,673.053333333333,1161.05333333333,487.2,905.2,762.853333333333,1290.85333333333,120,120,120,12.22417,0,NA,8
"E1-127",91,"2019",19,"19-53",47.73136,-80.32791398,"ONEL","E1","Sprayed",196,175,204,487.2,905.2,239.9,552.9,597.3,1055.3,93,93,93,2.36417,0,NA,2
"E1-128",95,"2019",15,"15-7",44.2915,-79.04909003,"ONBV","E1","Sprayed",189,175,196,408,791,239.9,552.9,487.2,905.2,92,92,92,10.64417,0,NA,5
"E1-129",121,"2019",3,"3-34",40.23327,-77.280415,"PAOL","E1","Sprayed",218,196,218,762.853333333333,1290.85333333333,487.2,905.2,762.853333333333,1290.85333333333,121,121,121,2.74417,0,NA,2
"E1-13",115,"2019",9,"9-49",42.79109,-76.135327,"NYTY","E1","Sprayed",189,175,196,408,791,239.9,552.9,487.2,905.2,109.5,109.5,109.5,6.63417,0,NA,2
"E1-130",117,"2019",16,"16-13",44.75284,-79.33799797,"ONWA","E1","Sprayed",204,183,204,597.3,1055.3,330,683,597.3,1055.3,119,119,119,6.64417,0.25,NA,4
"E1-131",92,"2019",19,"19-31",47.73136,-80.32791398,"ONEL","E1","Sprayed",196,183,204,487.2,905.2,330,683,597.3,1055.3,91,91,91,3.42417,0,NA,3
