"ind","pop","fam","lat","lon"
"E10-128","19","60",47.73136,-80.32791398
"E10-129","6","62",41.57154,-74.48428896
"E10-130","17","74",45.02376,-79.31190301
"E10-131","9","49",42.79109,-76.135327
"E10-132","18","19",45.76868,-79.39777502
"E10-133","1","25",38.8235,-77.71118397
"E10-134","11","41",43.28958,-76.128568
"E10-135","5","28",41.42692,-75.63466896
"E10-136","14","16",44.29771,-78.300041
"E10-137","13","21",44.6076,-76.27898502
"E10-138","10","54",43.69717,-76.19529499
"E10-139","10","30",43.69717,-76.19529499
"E10-140","8","55",41.97527,-75.19598002
"E10-141","4","26",40.06813,-76.90717204
"E10-142","6","5",41.57154,-74.48428896
"E10-143","9","33",42.79109,-76.135327
"E10-144","11","68",43.28958,-76.128568
"E10-145","2","35",38.7966,-77.29988901
"E10-146","13","2",44.6076,-76.27898502
"E10-147","5","33",41.42692,-75.63466896
"E10-148","18","22",45.76868,-79.39777502
"E10-149","9","47",42.79109,-76.135327
"E10-150","16","52",44.75284,-79.33799797
"E10-151","15","39",44.2915,-79.04909003
"E10-152","18","71",45.76868,-79.39777502
"E10-153","4","14",40.06813,-76.90717204
"E10-154","22","48",46.75552,-79.04650404
"E10-155","8","59",41.97527,-75.19598002
"E10-156","12","60",44.54749,-76.12868903
"E10-157","3","46",40.23327,-77.280415
"E10-158","15","72",44.2915,-79.04909003
"E10-159","19","31",47.73136,-80.32791398
"E10-160","17","76",45.02376,-79.31190301
"E10-161","1","17",38.8235,-77.71118397
"E10-162","14","17",44.29771,-78.300041
"E10-163","20","73",48.10384,-80.19977597
"E10-164","12","29",44.54749,-76.12868903
"E10-165","19","38",47.73136,-80.32791398
"E10-166","12","6",44.54749,-76.12868903
"E10-167","20","7",48.10384,-80.19977597
"E10-168","19","53",47.73136,-80.32791398
"E10-169","18","76",45.76868,-79.39777502
"E10-170","19","6",47.73136,-80.32791398
"E10-171","18","61",45.76868,-79.39777502
"E10-172","19","70",47.73136,-80.32791398
"E10-173","10","62",43.69717,-76.19529499
"E10-174","16","59",44.75284,-79.33799797
"E10-175","8","13",41.97527,-75.19598002
"E10-176","14","21",44.29771,-78.300041
"E10-177","12","51",44.54749,-76.12868903
"E10-178","1","26",38.8235,-77.71118397
"E10-179","2","74",38.7966,-77.29988901
"E10-180","22","64",46.75552,-79.04650404
"E10-181","11","30",43.28958,-76.128568
"E10-182","19","69",47.73136,-80.32791398
"E10-183","13","61",44.6076,-76.27898502
"E10-184","13","37",44.6076,-76.27898502
"E10-185","12","47",44.54749,-76.12868903
"E10-186","6","41",41.57154,-74.48428896
"E10-187","11","37",43.28958,-76.128568
"E10-188","9","35",42.79109,-76.135327
"E10-189","4","65",40.06813,-76.90717204
"E10-190","12","75",44.54749,-76.12868903
"E10-191","22","6",46.75552,-79.04650404
"E10-192","10","29",43.69717,-76.19529499
"E10-193","11","66",43.28958,-76.128568
"E10-194","4","47",40.06813,-76.90717204
"E10-195","14","70",44.29771,-78.300041
"E10-196","12","52",44.54749,-76.12868903
"E10-197","2","77",38.7966,-77.29988901
"E10-198","13","53",44.6076,-76.27898502
"E10-199","20","50",48.10384,-80.19977597
"E10-200","19","40",47.73136,-80.32791398
"E10-201","10","8",43.69717,-76.19529499
"E11-1","10","35",43.69717,-76.19529499
"E11-2","20","7",48.10384,-80.19977597
"E11-3","8","59",41.97527,-75.19598002
"E11-4","12","47",44.54749,-76.12868903
"E11-5","10","29",43.69717,-76.19529499
"E11-6","15","7",44.2915,-79.04909003
"E11-7","5","74",41.42692,-75.63466896
"E11-8","20","41",48.10384,-80.19977597
"E11-9","10","8",43.69717,-76.19529499
"E11-10","20","30",48.10384,-80.19977597
"E11-11","16","38",44.75284,-79.33799797
"E11-12","22","46",46.75552,-79.04650404
"E11-13","11","60",43.28958,-76.128568
"E11-14","3","34",40.23327,-77.280415
"E11-15","8","43",41.97527,-75.19598002
"E11-16","5","33",41.42692,-75.63466896
"E11-17","3","75",40.23327,-77.280415
"E11-18","4","66",40.06813,-76.90717204
"E11-19","18","76",45.76868,-79.39777502
"E11-20","17","30",45.02376,-79.31190301
"E11-21","14","61",44.29771,-78.300041
"E11-22","15","13",44.2915,-79.04909003
"E11-23","12","75",44.54749,-76.12868903
"E11-24","9","27",42.79109,-76.135327
"E11-25","4","80",40.06813,-76.90717204
"E11-26","9","49",42.79109,-76.135327
"E11-27","8","12",41.97527,-75.19598002
"E11-28","1","26",38.8235,-77.71118397
"E11-29","11","30",43.28958,-76.128568
"E11-30","14","16",44.29771,-78.300041
"E11-31","8","55",41.97527,-75.19598002
"E11-32","4","65",40.06813,-76.90717204
"E11-33","15","39",44.2915,-79.04909003
"E11-34","12","36",44.54749,-76.12868903
"E11-35","19","69",47.73136,-80.32791398
"E11-36","14","21",44.29771,-78.300041
"E11-37","3","53",40.23327,-77.280415
"E11-38","10","76",43.69717,-76.19529499
"E11-39","17","1",45.02376,-79.31190301
"E11-40","2","12",38.7966,-77.29988901
"E11-41","8","32",41.97527,-75.19598002
"E11-42","22","15",46.75552,-79.04650404
"E11-43","19","59",47.73136,-80.32791398
"E11-44","17","59",45.02376,-79.31190301
"E11-45","8","63",41.97527,-75.19598002
"E11-46","11","26",43.28958,-76.128568
"E11-47","20","5",48.10384,-80.19977597
"E11-48","2","35",38.7966,-77.29988901
"E11-49","19","25",47.73136,-80.32791398
"E11-50","8","36",41.97527,-75.19598002
"E11-52","15","72",44.2915,-79.04909003
"E11-53","6","62",41.57154,-74.48428896
"E11-54","12","60",44.54749,-76.12868903
"E11-55","13","27",44.6076,-76.27898502
"E11-56","1","17",38.8235,-77.71118397
"E11-57","19","6",47.73136,-80.32791398
"E11-58","19","70",47.73136,-80.32791398
"E11-59","9","33",42.79109,-76.135327
"E11-60","1","47",38.8235,-77.71118397
"E11-61","14","17",44.29771,-78.300041
"E11-62","9","35",42.79109,-76.135327
"E11-63","11","9",43.28958,-76.128568
"E11-64","14","30",44.29771,-78.300041
"E11-65","16","48",44.75284,-79.33799797
"E11-66","18","71",45.76868,-79.39777502
"E11-67","14","9",44.29771,-78.300041
"E11-68","19","31",47.73136,-80.32791398
"E11-69","1","25",38.8235,-77.71118397
"E11-70","12","69",44.54749,-76.12868903
"E11-71","11","58",43.28958,-76.128568
"E11-72","2","7",38.7966,-77.29988901
"E11-73","6","65",41.57154,-74.48428896
"E11-74","17","21",45.02376,-79.31190301
"E11-75","2","21",38.7966,-77.29988901
"E11-76","15","42",44.2915,-79.04909003
"E11-77","2","25",38.7966,-77.29988901
"E11-78","13","21",44.6076,-76.27898502
"E11-79","12","52",44.54749,-76.12868903
"E11-80","14","72",44.29771,-78.300041
"E11-81","17","48",45.02376,-79.31190301
"E11-82","1","64",38.8235,-77.71118397
"E11-83","5","14",41.42692,-75.63466896
"E11-84","17","76",45.02376,-79.31190301
"E11-85","6","44",41.57154,-74.48428896
"E11-86","2","19",38.7966,-77.29988901
"E11-87","3","76",40.23327,-77.280415
"E11-88","1","20",38.8235,-77.71118397
"E11-89","19","60",47.73136,-80.32791398
"E11-90","11","63",43.28958,-76.128568
"E11-91","18","61",45.76868,-79.39777502
"E11-92","16","59",44.75284,-79.33799797
"E11-93","15","22",44.2915,-79.04909003
"E11-94","17","74",45.02376,-79.31190301
"E11-95","15","23",44.2915,-79.04909003
"E11-96","19","53",47.73136,-80.32791398
"E11-97","6","56",41.57154,-74.48428896
"E11-98","6","41",41.57154,-74.48428896
"E11-99","13","45",44.6076,-76.27898502
"E11-100","14","11",44.29771,-78.300041
"E11-101","13","60",44.6076,-76.27898502
"E11-102","22","64",46.75552,-79.04650404
"E11-103","8","60",41.97527,-75.19598002
"E11-104","18","69",45.76868,-79.39777502
"E11-105","3","31",40.23327,-77.280415
"E11-106","22","57",46.75552,-79.04650404
"E11-107","15","56",44.2915,-79.04909003
"E11-108","2","74",38.7966,-77.29988901
"E11-109","4","26",40.06813,-76.90717204
"E11-110","20","59",48.10384,-80.19977597
"E11-111","12","51",44.54749,-76.12868903
"E11-112","10","30",43.69717,-76.19529499
"E11-113","15","29",44.2915,-79.04909003
"E11-114","5","50",41.42692,-75.63466896
"E11-115","22","48",46.75552,-79.04650404
"E11-116","10","72",43.69717,-76.19529499
"E11-117","20","47",48.10384,-80.19977597
"E11-118","4","46",40.06813,-76.90717204
"E11-119","4","14",40.06813,-76.90717204
"E11-120","6","19",41.57154,-74.48428896
"E11-121","20","23",48.10384,-80.19977597
"E11-122","18","80",45.76868,-79.39777502
"E11-123","22","60",46.75552,-79.04650404
"E11-124","2","46",38.7966,-77.29988901
"E11-125","11","68",43.28958,-76.128568
"E11-126","4","73",40.06813,-76.90717204
"E11-127","2","77",38.7966,-77.29988901
"E11-128","13","78",44.6076,-76.27898502
"E11-129","4","47",40.06813,-76.90717204
"E11-130","14","20",44.29771,-78.300041
"E11-131","22","11",46.75552,-79.04650404
"E11-132","6","21",41.57154,-74.48428896
"E11-133","11","15",43.28958,-76.128568
"E11-134","22","73",46.75552,-79.04650404
"E11-135","18","2",45.76868,-79.39777502
"E11-136","16","66",44.75284,-79.33799797
"E11-137","16","9",44.75284,-79.33799797
"E11-138","3","45",40.23327,-77.280415
"E11-139","18","50",45.76868,-79.39777502
"E11-140","13","37",44.6076,-76.27898502
"E11-141","10","37",43.69717,-76.19529499
"E11-142","11","41",43.28958,-76.128568
"E11-143","5","37",41.42692,-75.63466896
"E11-144","15","14",44.2915,-79.04909003
"E11-145","3","24",40.23327,-77.280415
"E11-146","8","58",41.97527,-75.19598002
"E11-147","6","5",41.57154,-74.48428896
"E11-148","16","60",44.75284,-79.33799797
"E11-149","17","70",45.02376,-79.31190301
"E11-150","10","7",43.69717,-76.19529499
"E11-151","16","5",44.75284,-79.33799797
"E11-152","8","13",41.97527,-75.19598002
"E11-153","12","6",44.54749,-76.12868903
"E11-154","2","31",38.7966,-77.29988901
"E11-155","18","30",45.76868,-79.39777502
"E11-156","22","24",46.75552,-79.04650404
"E11-157","18","22",45.76868,-79.39777502
"E11-158","12","68",44.54749,-76.12868903
"E11-159","1","12",38.8235,-77.71118397
"E11-160","10","62",43.69717,-76.19529499
"E11-161","12","29",44.54749,-76.12868903
"E11-162","16","70",44.75284,-79.33799797
"E11-163","19","75",47.73136,-80.32791398
"E11-164","17","62",45.02376,-79.31190301
"E11-165","1","59",38.8235,-77.71118397
"E11-166","22","32",46.75552,-79.04650404
"E11-167","1","2",38.8235,-77.71118397
"E11-168","18","19",45.76868,-79.39777502
"E11-169","18","77",45.76868,-79.39777502
"E11-170","16","52",44.75284,-79.33799797
"E11-171","20","73",48.10384,-80.19977597
"E11-172","6","36",41.57154,-74.48428896
"E11-173","14","79",44.29771,-78.300041
"E11-174","11","37",43.28958,-76.128568
"E11-175","13","26",44.6076,-76.27898502
"E11-176","10","2",43.69717,-76.19529499
"E11-177","4","48",40.06813,-76.90717204
"E11-178","9","47",42.79109,-76.135327
"E11-179","20","43",48.10384,-80.19977597
"E11-180","3","46",40.23327,-77.280415
"E11-181","10","54",43.69717,-76.19529499
"E11-182","19","38",47.73136,-80.32791398
"E11-183","15","60",44.2915,-79.04909003
"E11-184","13","61",44.6076,-76.27898502
"E11-185","1","71",38.8235,-77.71118397
"E11-186","20","50",48.10384,-80.19977597
"E11-187","9","36",42.79109,-76.135327
"E11-188","22","6",46.75552,-79.04650404
"E11-189","1","7",38.8235,-77.71118397
"E11-190","16","13",44.75284,-79.33799797
"E11-191","13","2",44.6076,-76.27898502
"E11-192","11","66",43.28958,-76.128568
"E11-193","13","53",44.6076,-76.27898502
"E11-194","12","22",44.54749,-76.12868903
"E11-195","14","70",44.29771,-78.300041
"E11-196","4","64",40.06813,-76.90717204
"E11-197","6","20",41.57154,-74.48428896
"E11-198","12","3",44.54749,-76.12868903
"E11-199","22","45",46.75552,-79.04650404
"E11-200","17","13",45.02376,-79.31190301
"E11-201","19","40",47.73136,-80.32791398
"E12-1","10","76",43.69717,-76.19529499
"E12-2","8","12",41.97527,-75.19598002
"E12-3","15","42",44.2915,-79.04909003
"E12-4","19","25",47.73136,-80.32791398
"E12-5","20","41",48.10384,-80.19977597
"E12-6","22","46",46.75552,-79.04650404
"E12-7","15","13",44.2915,-79.04909003
"E12-8","14","72",44.29771,-78.300041
"E12-9","4","66",40.06813,-76.90717204
"E12-10","22","24",46.75552,-79.04650404
"E12-11","15","60",44.2915,-79.04909003
"E12-12","11","9",43.28958,-76.128568
"E12-13","4","26",40.06813,-76.90717204
"E12-14","18","30",45.76868,-79.39777502
"E12-15","2","77",38.7966,-77.29988901
"E12-16","10","37",43.69717,-76.19529499
"E12-17","16","52",44.75284,-79.33799797
"E12-18","11","26",43.28958,-76.128568
"E12-19","1","25",38.8235,-77.71118397
"E12-20","4","48",40.06813,-76.90717204
"E12-21","13","53",44.6076,-76.27898502
"E12-22","2","25",38.7966,-77.29988901
"E12-23","12","22",44.54749,-76.12868903
"E12-24","1","71",38.8235,-77.71118397
"E12-25","20","30",48.10384,-80.19977597
"E12-26","8","13",41.97527,-75.19598002
"E12-27","15","22",44.2915,-79.04909003
"E12-28","2","21",38.7966,-77.29988901
"E12-29","18","71",45.76868,-79.39777502
"E12-30","16","38",44.75284,-79.33799797
"E12-31","4","46",40.06813,-76.90717204
"E12-32","5","33",41.42692,-75.63466896
"E12-33","15","29",44.2915,-79.04909003
"E12-34","14","30",44.29771,-78.300041
"E12-35","10","29",43.69717,-76.19529499
"E12-36","19","60",47.73136,-80.32791398
"E12-37","12","3",44.54749,-76.12868903
"E12-38","8","63",41.97527,-75.19598002
"E12-39","5","28",41.42692,-75.63466896
"E12-40","1","59",38.8235,-77.71118397
"E12-41","5","50",41.42692,-75.63466896
"E12-42","9","36",42.79109,-76.135327
"E12-43","8","32",41.97527,-75.19598002
"E12-44","5","37",41.42692,-75.63466896
"E12-45","14","21",44.29771,-78.300041
"E12-46","4","80",40.06813,-76.90717204
"E12-47","14","16",44.29771,-78.300041
"E12-48","6","44",41.57154,-74.48428896
"E12-49","18","80",45.76868,-79.39777502
"E12-50","1","26",38.8235,-77.71118397
"E12-51","11","63",43.28958,-76.128568
"E12-52","18","50",45.76868,-79.39777502
"E12-53","15","39",44.2915,-79.04909003
"E12-54","5","34",41.42692,-75.63466896
"E12-55","20","7",48.10384,-80.19977597
"E12-56","22","60",46.75552,-79.04650404
"E12-57","17","74",45.02376,-79.31190301
"E12-58","8","59",41.97527,-75.19598002
"E12-59","19","53",47.73136,-80.32791398
"E12-60","1","20",38.8235,-77.71118397
"E12-61","13","27",44.6076,-76.27898502
"E12-62","17","76",45.02376,-79.31190301
"E12-63","6","21",41.57154,-74.48428896
"E12-64","12","29",44.54749,-76.12868903
"E12-65","2","12",38.7966,-77.29988901
"E12-66","12","36",44.54749,-76.12868903
"E12-67","2","35",38.7966,-77.29988901
"E12-68","3","46",40.23327,-77.280415
"E12-69","1","2",38.8235,-77.71118397
"E12-70","19","69",47.73136,-80.32791398
"E12-71","13","45",44.6076,-76.27898502
"E12-72","13","26",44.6076,-76.27898502
"E12-73","10","35",43.69717,-76.19529499
"E12-74","6","41",41.57154,-74.48428896
"E12-75","8","60",41.97527,-75.19598002
"E12-76","19","31",47.73136,-80.32791398
"E12-77","8","58",41.97527,-75.19598002
"E12-78","17","21",45.02376,-79.31190301
"E12-79","12","51",44.54749,-76.12868903
"E12-80","13","78",44.6076,-76.27898502
"E12-81","18","69",45.76868,-79.39777502
"E12-82","20","5",48.10384,-80.19977597
"E12-83","4","65",40.06813,-76.90717204
"E12-84","9","33",42.79109,-76.135327
"E12-85","8","55",41.97527,-75.19598002
"E12-86","3","76",40.23327,-77.280415
"E12-87","14","79",44.29771,-78.300041
"E12-88","14","70",44.29771,-78.300041
"E12-89","9","49",42.79109,-76.135327
"E12-90","14","9",44.29771,-78.300041
"E12-91","12","6",44.54749,-76.12868903
"E12-92","6","36",41.57154,-74.48428896
"E12-93","16","60",44.75284,-79.33799797
"E12-94","22","32",46.75552,-79.04650404
"E12-95","12","68",44.54749,-76.12868903
"E12-96","19","70",47.73136,-80.32791398
"E12-97","3","24",40.23327,-77.280415
"E12-98","18","61",45.76868,-79.39777502
"E12-99","11","30",43.28958,-76.128568
"E12-100","17","48",45.02376,-79.31190301
"E12-101","17","1",45.02376,-79.31190301
"E12-102","5","74",41.42692,-75.63466896
"E12-103","9","35",42.79109,-76.135327
"E12-104","15","14",44.2915,-79.04909003
"E12-105","22","6",46.75552,-79.04650404
"E12-106","13","60",44.6076,-76.27898502
"E12-107","17","62",45.02376,-79.31190301
"E12-108","6","56",41.57154,-74.48428896
"E12-109","4","47",40.06813,-76.90717204
"E12-110","20","59",48.10384,-80.19977597
"E12-111","22","64",46.75552,-79.04650404
"E12-112","22","11",46.75552,-79.04650404
"E12-113","11","37",43.28958,-76.128568
"E12-114","13","61",44.6076,-76.27898502
"E12-115","10","62",43.69717,-76.19529499
"E12-116","8","43",41.97527,-75.19598002
"E12-117","11","41",43.28958,-76.128568
"E12-118","16","9",44.75284,-79.33799797
"E12-119","13","2",44.6076,-76.27898502
"E12-120","14","17",44.29771,-78.300041
"E12-121","4","73",40.06813,-76.90717204
"E12-122","22","15",46.75552,-79.04650404
"E12-123","14","61",44.29771,-78.300041
"E12-124","11","15",43.28958,-76.128568
"E12-125","10","7",43.69717,-76.19529499
"E12-126","2","7",38.7966,-77.29988901
"E12-127","15","56",44.2915,-79.04909003
"E12-128","3","75",40.23327,-77.280415
"E12-129","9","27",42.79109,-76.135327
"E12-130","16","70",44.75284,-79.33799797
"E12-131","17","13",45.02376,-79.31190301
"E12-132","12","52",44.54749,-76.12868903
"E12-133","18","19",45.76868,-79.39777502
"E12-134","20","23",48.10384,-80.19977597
"E12-135","9","47",42.79109,-76.135327
"E12-136","17","70",45.02376,-79.31190301
"E12-137","19","38",47.73136,-80.32791398
"E12-138","11","66",43.28958,-76.128568
"E12-139","11","58",43.28958,-76.128568
"E12-140","10","8",43.69717,-76.19529499
"E12-141","16","13",44.75284,-79.33799797
"E12-142","20","50",48.10384,-80.19977597
"E12-143","2","74",38.7966,-77.29988901
"E12-144","3","53",40.23327,-77.280415
"E12-145","18","22",45.76868,-79.39777502
"E12-146","17","30",45.02376,-79.31190301
"E12-147","1","64",38.8235,-77.71118397
"E12-148","22","45",46.75552,-79.04650404
"E12-149","13","21",44.6076,-76.27898502
"E12-150","10","54",43.69717,-76.19529499
"E12-151","18","77",45.76868,-79.39777502
"E12-152","2","19",38.7966,-77.29988901
"E12-153","12","47",44.54749,-76.12868903
"E12-154","2","46",38.7966,-77.29988901
"E12-155","3","31",40.23327,-77.280415
"E12-156","16","5",44.75284,-79.33799797
"E12-157","18","76",45.76868,-79.39777502
"E12-158","1","12",38.8235,-77.71118397
"E12-159","4","14",40.06813,-76.90717204
"E12-160","20","73",48.10384,-80.19977597
"E12-161","15","7",44.2915,-79.04909003
"E12-162","3","34",40.23327,-77.280415
"E12-163","20","43",48.10384,-80.19977597
"E12-164","1","47",38.8235,-77.71118397
"E12-165","20","47",48.10384,-80.19977597
"E12-166","13","37",44.6076,-76.27898502
"E12-167","6","62",41.57154,-74.48428896
"E12-168","22","48",46.75552,-79.04650404
"E12-169","19","75",47.73136,-80.32791398
"E12-170","10","2",43.69717,-76.19529499
"E12-171","8","36",41.97527,-75.19598002
"E12-172","6","20",41.57154,-74.48428896
"E12-173","3","45",40.23327,-77.280415
"E12-174","22","57",46.75552,-79.04650404
"E12-175","10","72",43.69717,-76.19529499
"E12-176","19","59",47.73136,-80.32791398
"E12-177","6","65",41.57154,-74.48428896
"E12-178","18","2",45.76868,-79.39777502
"E12-179","2","31",38.7966,-77.29988901
"E12-180","6","19",41.57154,-74.48428896
"E12-181","12","60",44.54749,-76.12868903
"E12-182","1","7",38.8235,-77.71118397
"E12-183","11","68",43.28958,-76.128568
"E12-184","16","48",44.75284,-79.33799797
"E12-185","22","73",46.75552,-79.04650404
"E12-186","16","59",44.75284,-79.33799797
"E12-187","12","75",44.54749,-76.12868903
"E12-188","17","59",45.02376,-79.31190301
"E12-189","10","30",43.69717,-76.19529499
"E12-190","19","6",47.73136,-80.32791398
"E12-191","14","20",44.29771,-78.300041
"E12-192","4","64",40.06813,-76.90717204
"E12-193","15","72",44.2915,-79.04909003
"E12-194","19","40",47.73136,-80.32791398
"E12-195","16","66",44.75284,-79.33799797
"E12-196","14","11",44.29771,-78.300041
"E12-197","1","17",38.8235,-77.71118397
"E12-198","15","23",44.2915,-79.04909003
"E12-199","11","60",43.28958,-76.128568
"E12-200","6","5",41.57154,-74.48428896
"E12-201","1","59",38.8235,-77.71118397
"E12-202","12","69",44.54749,-76.12868903
