"ind","FFDAYS","FLOWER"
"E3-147",211,TRUE
"E3-148",190,TRUE
"E3-149",184,TRUE
"E3-15",211,TRUE
"E3-150",190,TRUE
"E3-151",190,TRUE
"E3-152",184,TRUE
"E3-153",198,TRUE
"E3-154",190,TRUE
"E3-155",NA,FALSE
"E3-156",190,TRUE
"E3-157",190,TRUE
"E3-158",178,TRUE
"E3-159",190,TRUE
"E3-16",184,TRUE
"E3-160",198,TRUE
"E3-161",190,TRUE
"E3-162",184,TRUE
"E3-163",184,TRUE
"E3-164",190,TRUE
"E3-165",190,TRUE
"E3-166",184,TRUE
"E3-167",NA,FALSE
"E3-168",198,TRUE
"E3-169",190,TRUE
"E3-17",184,TRUE
"E3-170",198,TRUE
"E3-171",184,TRUE
"E3-172",211,TRUE
"E3-173",184,TRUE
"E3-174",172,TRUE
"E3-175",211,TRUE
"E3-176",184,TRUE
"E3-177",178,TRUE
"E3-178",184,TRUE
"E3-179",190,TRUE
"E3-18",184,TRUE
"E3-180",198,TRUE
"E3-181",178,TRUE
"E3-182",184,TRUE
"E3-183",190,TRUE
"E3-184",190,TRUE
"E3-185",190,TRUE
"E3-186",184,TRUE
"E3-187",184,TRUE
"E3-188",211,TRUE
"E3-189",178,TRUE
"E3-19",190,TRUE
"E3-190",184,TRUE
"E3-191",198,TRUE
"E3-192",198,TRUE
"E3-193",190,TRUE
"E3-194",190,TRUE
"E3-195",190,TRUE
"E3-196",190,TRUE
"E3-197",184,TRUE
"E3-198",190,TRUE
"E3-199",184,TRUE
"E3-2",184,TRUE
"E3-20",198,TRUE
"E3-200",178,TRUE
"E3-21",178,TRUE
"E3-22",190,TRUE
"E3-23",178,TRUE
"E3-24",211,TRUE
"E3-25",198,TRUE
"E3-26",190,TRUE
"E3-27",184,TRUE
"E3-28",184,TRUE
"E3-29",184,TRUE
"E3-3",184,TRUE
"E3-30",190,TRUE
"E3-31",198,TRUE
"E3-32",184,TRUE
"E3-33",184,TRUE
"E3-34",211,TRUE
"E3-35",184,TRUE
"E3-36",190,TRUE
"E3-37",184,TRUE
"E3-38",190,TRUE
"E3-39",198,TRUE
"E3-4",190,TRUE
"E3-40",178,TRUE
"E3-41",211,TRUE
"E3-42",198,TRUE
"E3-43",198,TRUE
"E3-44",184,TRUE
"E3-45",190,TRUE
"E3-46",184,TRUE
"E3-47",198,TRUE
"E3-48",184,TRUE
"E3-49",211,TRUE
"E3-5",190,TRUE
"E3-50",178,TRUE
"E3-51",172,TRUE
"E3-52",184,TRUE
"E3-53",190,TRUE
"E3-54",198,TRUE
"E3-55",178,TRUE
"E3-56",198,TRUE
"E3-57",184,TRUE
"E3-58",198,TRUE
"E3-59",184,TRUE
"E3-6",198,TRUE
"E3-60",190,TRUE
"E3-61",198,TRUE
"E3-62",190,TRUE
"E3-63",211,TRUE
"E3-64",198,TRUE
"E3-65",198,TRUE
"E3-66",184,TRUE
"E3-67",178,TRUE
"E3-68",184,TRUE
"E3-69",211,TRUE
"E3-7",184,TRUE
"E3-70",190,TRUE
"E3-71",190,TRUE
"E3-72",211,TRUE
"E3-73",178,TRUE
"E3-74",211,TRUE
"E3-75",184,TRUE
"E3-76",184,TRUE
"E3-77",211,TRUE
"E3-78",211,TRUE
"E3-79",219,TRUE
"E3-8",184,TRUE
"E3-80",190,TRUE
"E3-81",198,TRUE
"E3-82",211,TRUE
"E3-83",178,TRUE
"E3-84",184,TRUE
"E3-85",178,TRUE
"E3-86",184,TRUE
"E3-87",190,TRUE
"E3-88",190,TRUE
"E3-89",219,TRUE
"E3-9",219,TRUE
"E3-90",184,TRUE
"E3-91",184,TRUE
"E3-92",178,TRUE
"E3-93",178,TRUE
"E3-94",NA,FALSE
"E3-95",190,TRUE
"E3-96",198,TRUE
"E3-97",178,TRUE
"E3-98",190,TRUE
"E3-99",190,TRUE
"E4-1",NA,FALSE
"E4-10",198,TRUE
"E4-100",211,TRUE
"E4-101",191,TRUE
"E4-102",184,TRUE
"E4-103",211,TRUE
"E4-104",191,TRUE
"E4-105",198,TRUE
"E4-106",219,TRUE
"E4-107",184,TRUE
"E4-108",184,TRUE
"E4-109",198,TRUE
"E4-11",184,TRUE
"E4-110",198,TRUE
"E4-111",191,TRUE
"E4-112",226,TRUE
"E4-113",191,TRUE
"E4-114",198,TRUE
"E4-115",198,TRUE
"E4-116",219,TRUE
"E4-117",191,TRUE
"E4-118",198,TRUE
"E4-119",211,TRUE
"E4-12",211,TRUE
"E4-120",232,TRUE
"E4-121",211,TRUE
"E4-122",NA,FALSE
"E4-123",184,TRUE
"E4-124",198,TRUE
"E4-125",184,TRUE
"E4-126",211,TRUE
"E4-127",191,TRUE
"E4-128",211,TRUE
"E4-129",198,TRUE
"E4-13",211,TRUE
"E4-130",198,TRUE
"E4-131",211,TRUE
"E4-132",211,TRUE
"E4-133",191,TRUE
"E4-134",198,TRUE
"E4-135",219,TRUE
"E4-136",211,TRUE
"E4-137",198,TRUE
"E4-138",198,TRUE
"E4-139",184,TRUE
"E4-14",184,TRUE
"E4-140",211,TRUE
"E4-141",211,TRUE
"E4-142",211,TRUE
"E4-143",198,TRUE
"E4-144",NA,FALSE
"E4-145",198,TRUE
"E4-146",184,TRUE
"E4-147",226,TRUE
"E4-148",184,TRUE
"E4-149",219,TRUE
"E4-15",NA,FALSE
"E4-150",191,TRUE
"E4-151",191,TRUE
"E4-152",211,TRUE
"E4-153",211,TRUE
"E4-154",184,TRUE
"E4-155",178,TRUE
"E4-156",198,TRUE
"E4-157",211,TRUE
"E4-158",198,TRUE
"E4-159",172,TRUE
"E4-16",211,TRUE
"E4-160",226,TRUE
"E4-161",191,TRUE
"E4-162",211,TRUE
"E4-163",191,TRUE
"E4-164",211,TRUE
"E4-165",211,TRUE
"E4-166",184,TRUE
"E4-167",211,TRUE
"E4-168",211,TRUE
"E4-169",184,TRUE
"E4-17",191,TRUE
"E4-170",184,TRUE
"E4-171",184,TRUE
"E4-172",211,TRUE
"E4-173",191,TRUE
"E4-174",211,TRUE
"E4-175",198,TRUE
"E4-176",191,TRUE
"E4-177",198,TRUE
"E4-178",178,TRUE
"E4-179",191,TRUE
"E4-18",191,TRUE
"E4-180",NA,FALSE
"E4-181",172,TRUE
"E4-182",198,TRUE
"E4-183",191,TRUE
"E4-184",219,TRUE
"E4-185",184,TRUE
"E4-186",NA,FALSE
"E4-187",184,TRUE
"E4-188",191,TRUE
"E4-189",211,TRUE
"E4-19",198,TRUE
"E4-190",211,TRUE
"E4-191",219,TRUE
"E4-192",219,TRUE
"E4-193",211,TRUE
"E4-194",191,TRUE
"E4-195",219,TRUE
"E4-196",219,TRUE
"E4-197",211,TRUE
"E4-198",178,TRUE
"E4-199",178,TRUE
"E4-2",NA,FALSE
"E4-20",198,TRUE
"E4-200",172,TRUE
"E4-201",198,TRUE
"E4-21",211,TRUE
"E4-22",NA,FALSE
"E4-23",198,TRUE
"E4-24",184,TRUE
"E4-25",178,TRUE
"E4-26",211,TRUE
"E4-27",198,TRUE
"E4-28",211,TRUE
"E4-29",198,TRUE
"E4-3",198,TRUE
"E4-30",198,TRUE
"E4-31",191,TRUE
"E4-32",198,TRUE
"E4-33",191,TRUE
"E4-34",211,TRUE
"E4-35",211,TRUE
"E4-36",198,TRUE
"E4-37",211,TRUE
"E4-38",211,TRUE
"E4-39",211,TRUE
"E4-4",211,TRUE
"E4-40",198,TRUE
"E4-41",178,TRUE
"E4-42",198,TRUE
"E4-43",184,TRUE
"E4-44",191,TRUE
"E4-45",211,TRUE
"E4-46",198,TRUE
"E4-47",NA,FALSE
"E4-48",226,TRUE
"E4-49",219,TRUE
"E4-5",198,TRUE
"E4-50",191,TRUE
"E4-51",191,TRUE
"E4-52",211,TRUE
"E4-53",198,TRUE
"E4-54",211,TRUE
"E4-55",178,TRUE
"E4-56",211,TRUE
"E4-57",184,TRUE
"E4-58",198,TRUE
"E4-59",211,TRUE
"E4-6",219,TRUE
"E4-60",211,TRUE
"E4-61",191,TRUE
"E4-62",191,TRUE
"E4-63",211,TRUE
"E4-64",198,TRUE
"E4-65",191,TRUE
"E4-66",198,TRUE
"E4-67",219,TRUE
"E4-68",191,TRUE
"E4-69",191,TRUE
"E4-7",191,TRUE
"E4-70",211,TRUE
"E4-71",211,TRUE
"E4-72",198,TRUE
"E4-73",219,TRUE
"E4-74",232,TRUE
"E4-75",198,TRUE
"E4-76",NA,FALSE
"E4-77",211,TRUE
"E4-78",211,TRUE
"E4-79",191,TRUE
"E4-8",NA,FALSE
"E4-80",184,TRUE
"E4-81",191,TRUE
"E4-82",184,TRUE
"E4-83",198,TRUE
"E4-84",184,TRUE
"E4-85",NA,FALSE
"E4-86",219,TRUE
"E4-87",211,TRUE
"E4-88",191,TRUE
"E4-89",211,TRUE
"E4-9",184,TRUE
"E4-90",NA,FALSE
"E4-91",178,TRUE
"E4-92",191,TRUE
"E4-93",226,TRUE
"E4-94",172,TRUE
"E4-95",211,TRUE
"E4-96",198,TRUE
"E4-97",191,TRUE
"E4-98",184,TRUE
"E4-99",211,TRUE
"E5-1",191,TRUE
"E5-10",212,TRUE
"E5-100",198,TRUE
"E5-101",NA,FALSE
"E5-102",219,TRUE
"E5-103",212,TRUE
"E5-104",NA,FALSE
"E5-105",198,TRUE
"E5-106",NA,FALSE
"E5-107",NA,FALSE
"E5-108",NA,FALSE
"E5-109",212,TRUE
"E5-11",212,TRUE
"E5-110",NA,FALSE
"E5-111",212,TRUE
"E5-112",212,TRUE
"E5-113",212,TRUE
"E5-114",191,TRUE
"E5-115",212,TRUE
"E5-116",212,TRUE
"E5-117",212,TRUE
"E5-118",191,TRUE
"E5-119",191,TRUE
"E5-12",191,TRUE
"E5-120",191,TRUE
"E5-121",184,TRUE
"E5-122",198,TRUE
"E5-123",212,TRUE
"E5-124",191,TRUE
"E5-125",191,TRUE
"E5-126",212,TRUE
"E5-127",184,TRUE
"E5-128",191,TRUE
"E5-129",184,TRUE
"E5-13",212,TRUE
"E5-130",191,TRUE
"E5-131",191,TRUE
"E5-132",184,TRUE
"E5-133",NA,FALSE
"E5-134",191,TRUE
"E5-135",NA,FALSE
"E5-136",184,TRUE
"E5-137",191,TRUE
"E5-138",191,TRUE
"E5-139",191,TRUE
"E5-14",212,TRUE
"E5-140",NA,FALSE
"E5-141",191,TRUE
"E5-142",198,TRUE
"E5-143",212,TRUE
"E5-144",191,TRUE
"E5-145",191,TRUE
"E5-146",NA,FALSE
"E5-147",NA,FALSE
"E5-148",184,TRUE
"E5-149",212,TRUE
"E5-15",191,TRUE
"E5-150",NA,FALSE
"E5-151",198,TRUE
"E5-152",212,TRUE
"E5-153",212,TRUE
"E5-154",NA,FALSE
"E5-155",198,TRUE
"E5-156",212,TRUE
"E5-157",198,TRUE
"E5-158",191,TRUE
"E5-159",191,TRUE
"E5-16",225,TRUE
"E5-160",184,TRUE
"E5-161",184,TRUE
"E5-162",198,TRUE
"E5-163",212,TRUE
"E5-164",198,TRUE
"E5-165",212,TRUE
"E5-166",212,TRUE
"E5-167",191,TRUE
"E5-168",184,TRUE
"E5-169",NA,FALSE
"E5-17",212,TRUE
"E5-170",212,TRUE
"E5-171",NA,FALSE
"E5-172",NA,FALSE
"E5-173",212,TRUE
"E5-174",198,TRUE
"E5-175",NA,FALSE
"E5-176",179,TRUE
"E5-177",225,TRUE
"E5-178",NA,FALSE
"E5-179",191,TRUE
"E5-18",NA,FALSE
"E5-180",212,TRUE
"E5-181",191,TRUE
"E5-182",232,TRUE
"E5-183",212,TRUE
"E5-184",198,TRUE
"E5-185",212,TRUE
"E5-186",184,TRUE
"E5-187",198,TRUE
"E5-188",191,TRUE
"E5-189",198,TRUE
"E5-19",184,TRUE
"E5-190",NA,FALSE
"E5-191",212,TRUE
"E5-192",198,TRUE
"E5-193",225,TRUE
"E5-194",NA,FALSE
"E5-195",NA,FALSE
"E5-196",232,TRUE
"E5-197",212,TRUE
"E5-198",212,TRUE
"E5-199",184,TRUE
"E5-2",212,TRUE
"E5-20",191,TRUE
"E5-200",212,TRUE
"E5-21",198,TRUE
"E5-22",184,TRUE
"E5-23",212,TRUE
"E5-24",232,TRUE
"E5-25",NA,FALSE
"E5-26",179,TRUE
"E5-27",191,TRUE
"E5-28",212,TRUE
"E5-29",212,TRUE
"E5-3",184,TRUE
"E5-30",212,TRUE
"E5-31",212,TRUE
"E5-32",NA,FALSE
"E5-33",191,TRUE
"E5-34",191,TRUE
"E5-35",191,TRUE
"E5-36",184,TRUE
"E5-37",212,TRUE
"E5-38",198,TRUE
"E5-39",225,TRUE
"E5-4",212,TRUE
"E5-40",212,TRUE
"E5-41",191,TRUE
"E5-42",191,TRUE
"E5-43",191,TRUE
"E5-44",212,TRUE
"E5-45",198,TRUE
"E5-46",198,TRUE
"E5-47",NA,FALSE
"E5-48",191,TRUE
"E5-49",198,TRUE
"E5-5",184,TRUE
"E5-50",191,TRUE
"E5-51",219,TRUE
"E5-52",212,TRUE
"E5-53",NA,FALSE
"E5-54",219,TRUE
"E5-55",191,TRUE
"E5-56",191,TRUE
"E5-57",212,TRUE
"E5-58",212,TRUE
"E5-59",198,TRUE
"E5-6",212,TRUE
"E5-60",191,TRUE
"E5-61",191,TRUE
"E5-62",198,TRUE
"E5-63",191,TRUE
"E5-64",198,TRUE
"E5-65",198,TRUE
"E5-66",212,TRUE
"E5-67",NA,FALSE
"E5-68",212,TRUE
"E5-69",198,TRUE
"E5-7",NA,FALSE
"E5-70",212,TRUE
"E5-71",212,TRUE
"E5-72",212,TRUE
"E5-73",198,TRUE
"E5-74",198,TRUE
"E5-75",212,TRUE
"E5-76",212,TRUE
"E5-77",191,TRUE
"E5-78",NA,FALSE
"E5-79",212,TRUE
"E5-8",NA,FALSE
"E5-80",191,TRUE
"E5-81",184,TRUE
"E5-82",232,TRUE
"E5-83",198,TRUE
"E5-84",NA,FALSE
"E5-85",198,TRUE
"E5-86",198,TRUE
"E5-87",212,TRUE
"E5-88",198,TRUE
"E5-89",212,TRUE
"E5-9",191,TRUE
"E5-90",198,TRUE
"E5-91",198,TRUE
"E5-92",198,TRUE
"E5-93",198,TRUE
"E5-94",212,TRUE
"E5-95",NA,FALSE
"E5-96",NA,FALSE
"E5-97",225,TRUE
"E5-98",212,TRUE
"E5-99",212,TRUE
"E6-1",198,TRUE
"E6-10",NA,FALSE
"E6-100",198,TRUE
"E6-101",185,TRUE
"E6-102",185,TRUE
"E6-103",NA,FALSE
"E6-104",191,TRUE
"E6-105",212,TRUE
"E6-106",185,TRUE
"E6-107",179,TRUE
"E6-108",185,TRUE
"E6-109",191,TRUE
"E6-11",198,TRUE
"E6-110",185,TRUE
"E6-111",191,TRUE
"E6-112",212,TRUE
"E6-113",198,TRUE
"E6-114",212,TRUE
"E6-115",179,TRUE
"E6-116",198,TRUE
"E6-117",185,TRUE
"E6-118",185,TRUE
"E6-119",191,TRUE
"E6-12",198,TRUE
"E6-120",191,TRUE
"E6-121",212,TRUE
"E6-122",185,TRUE
"E6-123",212,TRUE
"E6-124",179,TRUE
"E6-125",185,TRUE
"E6-126",185,TRUE
"E6-127",179,TRUE
"E6-128",191,TRUE
"E6-129",185,TRUE
"E6-13",185,TRUE
"E6-130",191,TRUE
"E6-131",185,TRUE
"E6-132",198,TRUE
"E6-133",198,TRUE
"E6-134",NA,FALSE
"E6-135",185,TRUE
"E6-136",232,TRUE
"E6-137",179,TRUE
"E6-138",185,TRUE
"E6-139",NA,FALSE
"E6-14",191,TRUE
"E6-140",185,TRUE
"E6-141",185,TRUE
"E6-142",191,TRUE
"E6-143",185,TRUE
"E6-144",191,TRUE
"E6-145",191,TRUE
"E6-146",179,TRUE
"E6-147",198,TRUE
"E6-148",185,TRUE
"E6-149",198,TRUE
"E6-15",191,TRUE
"E6-150",191,TRUE
"E6-151",191,TRUE
"E6-152",185,TRUE
"E6-153",185,TRUE
"E6-154",185,TRUE
"E6-155",198,TRUE
"E6-156",191,TRUE
"E6-157",191,TRUE
"E6-158",179,TRUE
"E6-159",198,TRUE
"E6-16",198,TRUE
"E6-160",212,TRUE
"E6-161",191,TRUE
"E6-162",191,TRUE
"E6-163",191,TRUE
"E6-164",191,TRUE
"E6-165",185,TRUE
"E6-166",225,TRUE
"E6-167",191,TRUE
"E6-168",185,TRUE
"E6-169",198,TRUE
"E6-17",185,TRUE
"E6-170",185,TRUE
"E6-171",225,TRUE
"E6-172",198,TRUE
"E6-173",212,TRUE
"E6-174",NA,FALSE
"E6-175",191,TRUE
"E6-176",198,TRUE
"E6-177",212,TRUE
"E6-178",191,TRUE
"E6-179",191,TRUE
"E6-18",185,TRUE
"E6-180",191,TRUE
"E6-181",179,TRUE
"E6-182",198,TRUE
"E6-183",198,TRUE
"E6-184",212,TRUE
"E6-185",179,TRUE
"E6-186",212,TRUE
"E6-187",191,TRUE
"E6-188",185,TRUE
"E6-189",198,TRUE
"E6-19",191,TRUE
"E6-190",191,TRUE
"E6-191",185,TRUE
"E6-192",212,TRUE
"E6-193",212,TRUE
"E6-194",198,TRUE
"E6-195",198,TRUE
"E6-196",185,TRUE
"E6-197",212,TRUE
"E6-198",191,TRUE
"E6-199",172,TRUE
"E6-2",NA,FALSE
"E6-20",198,TRUE
"E6-200",212,TRUE
"E6-21",185,TRUE
"E6-22",191,TRUE
"E6-23",198,TRUE
"E6-24",191,TRUE
"E6-25",191,TRUE
"E6-26",191,TRUE
"E6-27",NA,FALSE
"E6-28",198,TRUE
"E6-29",185,TRUE
"E6-3",185,TRUE
"E6-30",225,TRUE
"E6-31",185,TRUE
"E6-32",212,TRUE
"E6-33",191,TRUE
"E6-34",212,TRUE
"E6-35",198,TRUE
"E6-36",212,TRUE
"E6-37",191,TRUE
"E6-38",212,TRUE
"E6-39",212,TRUE
"E6-4",NA,FALSE
"E6-40",191,TRUE
"E6-41",179,TRUE
"E6-42",212,TRUE
"E6-43",219,TRUE
"E6-44",191,TRUE
"E6-45",191,TRUE
"E6-46",191,TRUE
"E6-47",191,TRUE
"E6-48",191,TRUE
"E6-49",191,TRUE
"E6-5",198,TRUE
"E6-50",219,TRUE
"E6-51",198,TRUE
"E6-52",191,TRUE
"E6-53",191,TRUE
"E6-54",NA,FALSE
"E6-55",NA,FALSE
"E6-56",191,TRUE
"E6-57",191,TRUE
"E6-58",212,TRUE
"E6-59",NA,FALSE
"E6-6",179,TRUE
"E6-60",191,TRUE
"E6-61",185,TRUE
"E6-62",185,TRUE
"E6-63",198,TRUE
"E6-64",NA,FALSE
"E6-65",212,TRUE
"E6-66",212,TRUE
"E6-67",198,TRUE
"E6-68",185,TRUE
"E6-69",185,TRUE
"E6-7",185,TRUE
"E6-70",179,TRUE
"E6-71",191,TRUE
"E6-72",212,TRUE
"E6-73",198,TRUE
"E6-74",NA,FALSE
"E6-75",185,TRUE
"E6-76",185,TRUE
"E6-77",212,TRUE
"E6-78",185,TRUE
"E6-79",198,TRUE
"E6-8",179,TRUE
"E6-80",185,TRUE
"E6-81",179,TRUE
"E6-82",185,TRUE
"E6-83",185,TRUE
"E6-84",179,TRUE
"E6-85",191,TRUE
"E6-86",191,TRUE
"E6-87",191,TRUE
"E6-88",185,TRUE
"E6-89",179,TRUE
"E6-9",191,TRUE
"E6-90",198,TRUE
"E6-91",198,TRUE
"E6-92",198,TRUE
"E6-93",179,TRUE
"E6-94",185,TRUE
"E6-95",198,TRUE
"E6-96",179,TRUE
"E6-97",185,TRUE
"E6-98",212,TRUE
"E6-99",191,TRUE
"E7-1",212,TRUE
"E7-10",197,TRUE
"E7-100",192,TRUE
"E7-101",192,TRUE
"E7-102",226,TRUE
"E7-103",192,TRUE
"E7-104",212,TRUE
"E7-105",212,TRUE
"E7-106",219,TRUE
"E7-107",212,TRUE
"E7-108",212,TRUE
"E7-109",212,TRUE
"E7-11",226,TRUE
"E7-110",197,TRUE
"E7-111",212,TRUE
"E7-112",178,TRUE
"E7-113",185,TRUE
"E7-114",NA,FALSE
"E7-115",185,TRUE
"E7-116",212,TRUE
"E7-117",192,TRUE
"E7-118",232,TRUE
"E7-119",192,TRUE
"E7-12",192,TRUE
"E7-120",NA,FALSE
"E7-121",212,TRUE
"E7-122",212,TRUE
"E7-123",185,TRUE
"E7-124",NA,FALSE
"E7-125",192,TRUE
"E7-126",212,TRUE
"E7-127",212,TRUE
"E7-128",NA,FALSE
"E7-129",192,TRUE
"E7-13",212,TRUE
"E7-130",212,TRUE
"E7-131",219,TRUE
"E7-132",219,TRUE
"E7-133",NA,FALSE
"E7-134",197,TRUE
"E7-135",212,TRUE
"E7-136",192,TRUE
"E7-137",192,TRUE
"E7-138",219,TRUE
"E7-139",219,TRUE
"E7-14",197,TRUE
"E7-140",192,TRUE
"E7-141",212,TRUE
"E7-142",185,TRUE
"E7-143",NA,FALSE
"E7-144",212,TRUE
"E7-145",212,TRUE
"E7-146",212,TRUE
"E7-147",197,TRUE
"E7-148",226,TRUE
"E7-149",212,TRUE
"E7-15",212,TRUE
"E7-150",192,TRUE
"E7-151",212,TRUE
"E7-152",219,TRUE
"E7-153",219,TRUE
"E7-154",NA,FALSE
"E7-155",NA,FALSE
"E7-156",192,TRUE
"E7-157",197,TRUE
"E7-158",192,TRUE
"E7-159",219,TRUE
"E7-16",212,TRUE
"E7-160",NA,FALSE
"E7-161",NA,FALSE
"E7-162",212,TRUE
"E7-163",212,TRUE
"E7-164",212,TRUE
"E7-165",185,TRUE
"E7-166",212,TRUE
"E7-167",212,TRUE
"E7-168",192,TRUE
"E7-169",192,TRUE
"E7-17",192,TRUE
"E7-170",197,TRUE
"E7-171",192,TRUE
"E7-172",219,TRUE
"E7-173",212,TRUE
"E7-174",185,TRUE
"E7-175",212,TRUE
"E7-176",232,TRUE
"E7-177",226,TRUE
"E7-178",219,TRUE
"E7-179",232,TRUE
"E7-18",212,TRUE
"E7-180",212,TRUE
"E7-181",192,TRUE
"E7-182",212,TRUE
"E7-183",NA,FALSE
"E7-184",219,TRUE
"E7-185",NA,FALSE
"E7-186",NA,FALSE
"E7-187",226,TRUE
"E7-188",192,TRUE
"E7-189",226,TRUE
"E7-19",232,TRUE
"E7-190",192,TRUE
"E7-191",192,TRUE
"E7-192",212,TRUE
"E7-193",212,TRUE
"E7-194",212,TRUE
"E7-195",219,TRUE
"E7-196",232,TRUE
"E7-197",212,TRUE
"E7-198",232,TRUE
"E7-199",197,TRUE
"E7-2",212,TRUE
"E7-20",NA,FALSE
"E7-200",185,TRUE
"E7-201",232,TRUE
"E7-202",219,TRUE
"E7-21",185,TRUE
"E7-22",212,TRUE
"E7-23",212,TRUE
"E7-24",212,TRUE
"E7-25",212,TRUE
"E7-26",219,TRUE
"E7-27",212,TRUE
"E7-28",212,TRUE
"E7-29",192,TRUE
"E7-3",219,TRUE
"E7-30",192,TRUE
"E7-31",185,TRUE
"E7-32",197,TRUE
"E7-33",212,TRUE
"E7-34",192,TRUE
"E7-35",192,TRUE
"E7-36",212,TRUE
"E7-37",212,TRUE
"E7-38",212,TRUE
"E7-39",212,TRUE
"E7-4",226,TRUE
"E7-40",219,TRUE
"E7-41",NA,FALSE
"E7-42",212,TRUE
"E7-43",178,TRUE
"E7-44",212,TRUE
"E7-45",212,TRUE
"E7-46",NA,FALSE
"E7-47",192,TRUE
"E7-48",192,TRUE
"E7-49",212,TRUE
"E7-5",192,TRUE
"E7-50",192,TRUE
"E7-51",212,TRUE
"E7-52",197,TRUE
"E7-53",192,TRUE
"E7-54",212,TRUE
"E7-55",212,TRUE
"E7-56",192,TRUE
"E7-57",192,TRUE
"E7-58",NA,FALSE
"E7-59",212,TRUE
"E7-6",197,TRUE
"E7-60",197,TRUE
"E7-61",192,TRUE
"E7-62",212,TRUE
"E7-63",232,TRUE
"E7-64",232,TRUE
"E7-65",212,TRUE
"E7-66",197,TRUE
"E7-67",NA,FALSE
"E7-68",212,TRUE
"E7-69",NA,FALSE
"E7-7",212,TRUE
"E7-70",212,TRUE
"E7-71",226,TRUE
"E7-72",212,TRUE
"E7-73",192,TRUE
"E7-74",219,TRUE
"E7-75",192,TRUE
"E7-76",197,TRUE
"E7-77",185,TRUE
"E7-78",192,TRUE
"E7-79",219,TRUE
"E7-8",226,TRUE
"E7-80",226,TRUE
"E7-81",192,TRUE
"E7-82",219,TRUE
"E7-83",212,TRUE
"E7-84",219,TRUE
"E7-85",192,TRUE
"E7-86",212,TRUE
"E7-87",197,TRUE
"E7-88",226,TRUE
"E7-89",178,TRUE
"E7-9",232,TRUE
"E7-90",185,TRUE
"E7-91",212,TRUE
"E7-92",171,TRUE
"E7-93",185,TRUE
"E7-94",219,TRUE
"E7-95",197,TRUE
"E7-96",185,TRUE
"E7-97",212,TRUE
"E7-98",192,TRUE
"E7-99",192,TRUE
"E8-1",186,TRUE
"E8-10",186,TRUE
"E8-100",198,TRUE
"E8-101",186,TRUE
"E8-102",192,TRUE
"E8-103",220,TRUE
"E8-104",186,TRUE
"E8-105",198,TRUE
"E8-106",NA,FALSE
"E8-107",198,TRUE
"E8-108",NA,FALSE
"E8-109",NA,FALSE
"E8-11",192,TRUE
"E8-110",198,TRUE
"E8-111",NA,FALSE
"E8-112",186,TRUE
"E8-113",186,TRUE
"E8-114",212,TRUE
"E8-115",186,TRUE
"E8-116",192,TRUE
"E8-117",198,TRUE
"E8-118",NA,FALSE
"E8-119",212,TRUE
"E8-12",186,TRUE
"E8-120",178,TRUE
"E8-121",212,TRUE
"E8-122",198,TRUE
"E8-123",186,TRUE
"E8-124",NA,FALSE
"E8-125",212,TRUE
"E8-126",NA,FALSE
"E8-127",NA,FALSE
"E8-128",NA,FALSE
"E8-129",212,TRUE
"E8-13",186,TRUE
"E8-130",233,TRUE
"E8-131",NA,FALSE
"E8-132",212,TRUE
"E8-133",212,TRUE
"E8-134",NA,FALSE
"E8-135",178,TRUE
"E8-136",192,TRUE
"E8-137",178,TRUE
"E8-138",198,TRUE
"E8-139",220,TRUE
"E8-14",186,TRUE
"E8-140",186,TRUE
"E8-141",178,TRUE
"E8-142",212,TRUE
"E8-143",212,TRUE
"E8-144",186,TRUE
"E8-145",186,TRUE
"E8-146",220,TRUE
"E8-147",186,TRUE
"E8-148",198,TRUE
"E8-149",NA,FALSE
"E8-15",198,TRUE
"E8-150",212,TRUE
"E8-151",192,TRUE
"E8-152",NA,FALSE
"E8-153",212,TRUE
"E8-154",212,TRUE
"E8-155",198,TRUE
"E8-156",186,TRUE
"E8-157",NA,FALSE
"E8-158",192,TRUE
"E8-159",220,TRUE
"E8-16",186,TRUE
"E8-160",186,TRUE
"E8-161",178,TRUE
"E8-162",186,TRUE
"E8-163",178,TRUE
"E8-164",186,TRUE
"E8-165",212,TRUE
"E8-166",198,TRUE
"E8-167",186,TRUE
"E8-168",192,TRUE
"E8-169",NA,FALSE
"E8-17",225,TRUE
"E8-170",198,TRUE
"E8-171",NA,FALSE
"E8-172",186,TRUE
"E8-173",212,TRUE
"E8-174",186,TRUE
"E8-175",212,TRUE
"E8-176",186,TRUE
"E8-177",192,TRUE
"E8-178",212,TRUE
"E8-179",186,TRUE
"E8-18",NA,FALSE
"E8-180",192,TRUE
"E8-181",178,TRUE
"E8-182",171,TRUE
"E8-183",198,TRUE
"E8-184",225,TRUE
"E8-185",186,TRUE
"E8-186",212,TRUE
"E8-187",186,TRUE
"E8-188",212,TRUE
"E8-189",192,TRUE
"E8-19",212,TRUE
"E8-190",198,TRUE
"E8-191",192,TRUE
"E8-192",186,TRUE
"E8-193",212,TRUE
"E8-194",198,TRUE
"E8-195",212,TRUE
"E8-196",186,TRUE
"E8-197",198,TRUE
"E8-198",212,TRUE
"E8-199",186,TRUE
"E8-2",198,TRUE
"E8-20",198,TRUE
"E8-200",212,TRUE
"E8-21",178,TRUE
"E8-22",186,TRUE
"E8-23",186,TRUE
"E8-24",186,TRUE
