"Block","Pos","rawWeight","Weight"
"E12",80,26.46,2.315
"E12",81,30.51,6.365
"E12",82,24.78,0.635000000000002
"E12",83,41.63,17.485
"E12",84,23.5,0
"E12",85,25.48,1.335
"E12",86,68.05,43.905
"E12",87,27.93,3.785
"E12",88,27.65,3.505
"E12",89,26.96,2.815
"E12",90,23.62,0
"E12",91,27.2,3.055
"E12",92,35.99,11.845
"E12",93,32.02,7.875
"E12",94,25.08,0.934999999999999
"E12",95,24.49,0.344999999999999
"E12",96,25.42,1.275
"E12",97,41.72,17.575
"E12",98,24.02,0
"E12",99,106.72,82.575
"E12",100,36.9,12.755
"E12",101,27.56,3.415
"E12",102,58.2,34.055
"E12",103,26.3,2.155
"E12",104,27.2,3.055
"E12",105,53.34,29.195
"E12",106,29.11,4.965
"E12",107,28.48,4.335
"E12",108,43.45,19.305
"E12",109,30.1,5.955
"E12",110,24.25,0.105
"E12",111,23.73,0
"E12",112,32.95,8.805
"E12",113,42.32,18.175
"E12",114,26.21,2.065
"E12",115,51.23,27.085
"E12",116,26.99,2.845
"E12",117,30.43,6.285
"E12",118,34.97,10.825
"E12",119,27.07,2.925
"E12",120,29.43,5.285
"E12",121,40.42,16.275
"E12",122,27.81,3.665
"E12",123,27.95,3.805
"E12",124,28.24,4.095
"E12",125,60.94,36.795
"E12",126,24.22,0.0749999999999993
"E12",127,27.94,3.795
"E12",128,57.43,33.285
"E12",129,26.54,2.395
"E12",130,27.87,3.725
"E12",131,24.21,0.0650000000000013
"E12",132,33.48,9.335
"E12",133,30.4,6.255
"E12",134,27.4,3.255
"E12",135,26.41,2.265
"E12",136,24.61,0.465
"E12",137,24.77,0.625
"E12",138,30.42,6.275
"E12",139,29.7,5.555
"E12",140,75.79,51.645
"E12",141,36.7,12.555
"E12",142,36.9,12.755
"E12",143,30.38,6.235
"E12",144,27.05,2.905
"E12",145,29.77,5.625
"E12",146,26.22,2.075
"E12",147,26.26,2.115
"E12",148,40.2,16.055
"E12",149,31.5,7.355
"E12",150,61.41,37.265
"E12",151,23.98,0
"E12",152,24.64,0.495000000000001
"E12",153,37.95,13.805
"E12",154,24.04,0
"E12",155,24.07,0
"E12",156,26.56,2.415
"E12",157,26.24,2.095
"E12",158,38.48,14.335
"E12",159,24.11,0
"E12",160,38.27,14.125
"E12",161,28.82,4.675
"E12",162,31.14,6.995
"E12",163,26.32,2.175
"E12",164,33.14,8.995
"E12",165,25.83,1.685
"E12",166,31.98,7.835
"E12",167,24.53,0.385000000000002
"E12",168,35.56,11.415
"E12",169,25.35,1.205
"E12",170,49.76,25.615
"E12",171,38.79,14.645
"E12",172,32.8,8.655
"E12",173,44.1,19.955
"E12",174,26.53,2.385
"E12",175,44.6,20.455
"E12",176,26.5,2.355
"E12",177,25.07,0.925000000000001
"E12",178,25.31,1.165
"E1",1,35.47,3.90269230769231
"E1",2,72.68,41.1126923076923
"E1",3,71.51,39.9426923076923
"E1",4,50.49,18.9226923076923
"E1",5,39.09,7.52269230769231
"E1",6,39.66,8.0926923076923
"E1",7,34.67,3.10269230769231
"E1",8,37.81,6.24269230769231
"E1",9,40.1,8.53269230769231
"E1",10,48.91,17.3426923076923
"E1",11,45.43,13.8626923076923
"E1",12,41.76,10.1926923076923
"E1",13,43.12,11.5526923076923
"E1",14,33.05,1.4826923076923
"E1",15,39.55,7.9826923076923
"E1",16,38.47,6.90269230769231
"E1",17,37.82,6.25269230769231
"E1",18,39.61,8.04269230769231
"E1",19,45.51,13.9426923076923
"E1",20,31.66,0.0926923076923067
"E1",21,42.13,10.5626923076923
"E1",22,38.88,7.31269230769231
"E1",23,37.44,5.8726923076923
"E1",24,41.79,10.2226923076923
"E1",25,44.57,13.0026923076923
"E1",26,67.53,35.9626923076923
"E1",27,41.12,9.5526923076923
"E1",28,38.32,6.75269230769231
"E1",29,36.41,4.8426923076923
"E1",30,30.65,0
"E1",31,35.69,4.1226923076923
"E1",32,39.23,7.6626923076923
"E1",33,42.34,10.7726923076923
"E1",34,65.14,33.5726923076923
"E1",35,62.16,30.5926923076923
"E1",36,43.09,11.5226923076923
"E1",37,34.29,2.72269230769231
"E1",38,50.92,19.3526923076923
"E1",39,30.53,0
"E1",40,61.6,30.0326923076923
"E1",41,40.29,8.72269230769231
"E1",42,32.83,1.2626923076923
"E1",43,55.33,23.7626923076923
"E1",44,31.45,0
"E1",45,42.95,11.3826923076923
"E1",46,33.64,2.07269230769231
"E1",47,62.84,31.2726923076923
"E1",48,45.34,13.7726923076923
"E1",49,41.63,10.0626923076923
"E1",50,36.9,5.33269230769231
"E1",51,75.44,43.8726923076923
"E1",52,41.86,10.2926923076923
"E1",53,41.11,9.54269230769231
"E1",54,34.79,3.22269230769231
"E1",55,36.17,4.60269230769231
"E1",56,52.33,20.7626923076923
"E1",57,42.47,10.9026923076923
"E1",58,39.76,8.1926923076923
"E1",59,32.82,1.25269230769231
"E1",60,37.45,5.88269230769231
"E1",61,74.82,43.2526923076923
"E1",62,48.23,16.6626923076923
"E1",63,32.67,1.10269230769231
"E1",64,37.92,6.35269230769231
"E1",65,30.91,0
"E1",66,37,5.43269230769231
"E1",67,37.28,5.71269230769231
"E1",68,37.82,6.25269230769231
"E1",69,31.96,0.392692307692307
"E1",70,39.32,7.75269230769231
"E1",71,52.6,21.0326923076923
"E1",72,37.11,5.54269230769231
"E1",73,41.93,10.3626923076923
"E1",74,32.57,1.00269230769231
"E1",75,40.14,8.57269230769231
"E1",76,34.22,2.65269230769231
"E1",77,34.07,2.50269230769231
"E1",78,36.3,4.7326923076923
"E1",79,43.39,11.8226923076923
"E1",80,43.03,11.4626923076923
"E1",81,45.65,14.0826923076923
"E1",82,36.77,5.20269230769231
"E1",83,42.84,11.2726923076923
"E1",84,37.92,6.35269230769231
"E1",85,37.19,5.6226923076923
"E1",86,41.25,9.68269230769231
"E1",87,38.79,7.22269230769231
"E1",88,45.22,13.6526923076923
"E1",89,38.23,6.6626923076923
"E1",90,39.57,8.00269230769231
"E1",91,33.83,2.2626923076923
"E1",92,36.44,4.8726923076923
"E1",93,46.68,15.1126923076923
"E1",94,37.2,5.63269230769231
"E1",95,33.6,2.03269230769231
"E1",96,37.92,6.35269230769231
"E1",97,35.93,4.36269230769231
"E1",98,54.42,22.8526923076923
"E1",99,43.56,11.9926923076923
"E1",100,55.6,24.0326923076923
"E1",101,76.22,44.6526923076923
"E1",102,41.63,10.0626923076923
"E1",103,72.27,40.7026923076923
"E1",104,54.3,22.7326923076923
"E1",105,44.82,13.2526923076923
"E1",106,31.47,0
"E1",107,55.7,24.1326923076923
"E1",108,45.81,14.2426923076923
"E1",109,41.07,9.50269230769231
"E1",110,34.5,2.93269230769231
"E1",111,53.02,21.4526923076923
"E1",112,37.22,5.65269230769231
"E1",113,51.07,19.5026923076923
"E1",114,32.69,1.1226923076923
"E1",115,46.03,14.4626923076923
"E1",116,37.61,6.04269230769231
"E1",117,53.3,21.7326923076923
"E1",118,41.88,10.3126923076923
"E1",119,40.5,8.93269230769231
"E1",120,32.71,1.14269230769231
"E1",121,34.8,3.2326923076923
"E1",122,36.55,4.9826923076923
"E1",123,68.47,36.9026923076923
"E1",124,36.69,5.1226923076923
"E1",125,47.32,15.7526923076923
"E1",126,71.49,39.9226923076923
"E1",127,32.01,0.442692307692305
"E1",128,39.88,8.31269230769231
"E1",129,34.25,2.68269230769231
"E1",130,44.49,12.9226923076923
"E1",131,35.22,3.65269230769231
"E1",132,36.42,4.85269230769231
"E1",133,33.19,1.6226923076923
"E1",134,84.33,52.7626923076923
"E1",135,36.53,4.96269230769231
"E1",136,40.55,8.9826923076923
"E1",137,31.62,0.0526923076923076
"E1",138,68.36,36.7926923076923
"E1",139,34.72,3.15269230769231
"E1",140,59.45,27.8826923076923
"E1",141,45.8,14.2326923076923
"E1",142,38.81,7.24269230769231
"E1",143,50.97,19.4026923076923
"E1",144,47.53,15.9626923076923
"E1",145,46.36,14.7926923076923
"E1",146,38.99,7.42269230769231
"E1",147,32.95,1.38269230769231
"E1",148,63.13,31.5626923076923
"E1",149,46.17,14.6026923076923
"E1",150,37.4,5.83269230769231
"E1",151,37.41,5.8426923076923
"E1",152,32.49,0.922692307692309
"E1",153,58.98,27.4126923076923
"E1",154,40.63,9.06269230769231
"E1",155,48.32,16.7526923076923
"E1",156,31.96,0.392692307692307
"E1",157,35.63,4.06269230769231
"E1",158,42.24,10.6726923076923
"E1",159,58.24,26.6726923076923
"E1",160,36.94,5.3726923076923
"E1",161,43.26,11.6926923076923
"E1",162,38.96,7.39269230769231
"E1",163,36.45,4.88269230769231
"E1",164,38.63,7.06269230769231
"E1",165,38.43,6.86269230769231
"E1",166,54.38,22.8126923076923
"E1",167,38.77,7.20269230769231
"E1",168,54.34,22.7726923076923
"E1",169,45.36,13.7926923076923
"E1",170,45.44,13.8726923076923
"E1",171,36.18,4.61269230769231
"E1",172,54.09,22.5226923076923
"E1",173,47.76,16.1926923076923
"E1",174,44.49,12.9226923076923
"E1",175,33.46,1.89269230769231
"E1",176,48.09,16.5226923076923
"E1",177,52.24,20.6726923076923
"E1",178,40.62,9.0526923076923
"E1",179,41.45,9.88269230769231
"E1",180,36.26,4.6926923076923
"E1",181,39.06,7.49269230769231
"E1",182,35.42,3.85269230769231
"E1",183,36.05,4.4826923076923
"E1",184,37.98,6.4126923076923
"E1",185,43.26,11.6926923076923
"E1",186,36.8,5.2326923076923
"E1",187,42.84,11.2726923076923
"E1",188,40.48,8.9126923076923
"E1",189,39.81,8.24269230769231
"E1",190,44.86,13.2926923076923
"E1",191,52.36,20.7926923076923
"E1",192,32.24,0.672692307692309
"E1",193,43.11,11.5426923076923
"E1",194,40.14,8.57269230769231
"E1",195,47.37,15.8026923076923
"E1",196,48.41,16.8426923076923
"E1",197,40.08,8.5126923076923
"E1",198,57.4,25.8326923076923
"E1",199,52.21,20.6426923076923
"E1",200,34.7,3.13269230769231
"E6",1,80.58,49.0126923076923
"E6",2,34.03,2.46269230769231
"E6",3,30.89,0
"E6",4,31.28,0
"E6",5,78.84,47.2726923076923
"E6",6,45.61,14.0426923076923
"E6",7,39.92,8.35269230769231
"E6",8,38.08,6.5126923076923
"E6",9,36.36,4.79269230769231
"E6",10,31.76,0.192692307692308
"E6",11,77.37,45.8026923076923
"E6",12,37.18,5.61269230769231
"E6",13,44.81,13.2426923076923
"E6",14,44.08,12.5126923076923
"E6",15,36.58,5.0126923076923
"E6",16,65.39,33.8226923076923
"E6",17,45,13.4326923076923
"E6",18,50.41,18.8426923076923
"E6",19,52.96,21.3926923076923
"E6",20,37.32,5.75269230769231
"E6",21,44.31,12.7426923076923
"E6",22,39.84,8.27269230769231
"E6",23,51.99,20.4226923076923
"E6",24,31.26,0
"E6",25,42.27,10.7026923076923
"E6",26,32.65,1.08269230769231
"E6",27,33.82,2.25269230769231
"E6",28,57.48,25.9126923076923
"E6",29,38.89,7.32269230769231
"E6",30,39.53,7.96269230769231
"E6",31,41.54,9.97269230769231
"E6",32,37.46,5.89269230769231
"E6",33,43.65,12.0826923076923
"E6",34,41.01,9.4426923076923
"E6",35,43.67,12.1026923076923
"E6",36,72.58,41.0126923076923
"E6",37,32.93,1.36269230769231
"E6",38,47.01,15.4426923076923
"E6",39,51.31,19.7426923076923
"E6",40,41.22,9.65269230769231
"E6",41,34.61,3.04269230769231
"E6",42,43.17,11.6026923076923
"E6",43,39.54,7.97269230769231
"E6",44,35.6,4.03269230769231
"E6",45,31.49,0
"E6",46,56.48,24.9126923076923
"E6",47,36.88,5.31269230769231
"E6",48,42.48,10.9126923076923
"E6",49,42.91,11.3426923076923
"E6",50,45.6,14.0326923076923
"E6",51,77.26,45.6926923076923
"E6",52,45.11,13.5426923076923
"E6",53,39.5,7.93269230769231
"E6",54,34.98,3.4126923076923
"E6",55,31.38,0
"E6",56,63.29,31.7226923076923
"E6",57,38.77,7.20269230769231
"E6",58,66.21,34.6426923076923
"E6",59,58.4,26.8326923076923
"E6",60,41.04,9.47269230769231
"E6",61,52.31,20.7426923076923
"E6",62,40.74,9.17269230769231
"E6",63,58.58,27.0126923076923
"E6",64,30.8,0
"E6",65,62.16,30.5926923076923
"E6",66,50.87,19.3026923076923
"E6",67,38.09,6.52269230769231
"E6",68,53.57,22.0026923076923
"E6",69,39.74,8.17269230769231
"E6",70,37.35,5.78269230769231
"E6",71,40.16,8.5926923076923
"E6",72,35.95,4.38269230769231
"E6",73,70.06,38.4926923076923
"E6",74,32.37,0.802692307692304
"E6",75,44.19,12.6226923076923
"E6",76,31.33,0
"E6",77,42.82,11.2526923076923
"E6",78,40.26,8.6926923076923
"E6",79,82.39,50.8226923076923
"E6",80,32.11,0.542692307692306
"E6",81,37.04,5.47269230769231
"E6",82,35.94,4.3726923076923
"E6",83,54.78,23.2126923076923
"E6",84,37.07,5.50269230769231
"E6",85,38.58,7.0126923076923
"E6",86,60.27,28.7026923076923
"E6",87,32.56,0.992692307692309
"E6",88,42.07,10.5026923076923
"E6",89,57.76,26.1926923076923
"E6",90,54.14,22.5726923076923
"E6",91,31.63,0.0626923076923056
"E6",92,44.63,13.0626923076923
"E6",93,35.98,4.4126923076923
"E6",94,35.98,4.4126923076923
"E6",95,40.59,9.02269230769231
"E6",96,49.49,17.9226923076923
"E6",97,36.99,5.42269230769231
"E6",98,58,26.4326923076923
"E6",99,120.2,88.6326923076923
"E6",100,148.88,117.312692307692
"E6",101,87.3,55.7326923076923
"E6",102,49.27,17.7026923076923
"E6",103,31.69,0.122692307692308
"E6",104,40.22,8.65269230769231
"E6",105,53.3,21.7326923076923
"E6",106,58.44,26.8726923076923
"E6",107,31.46,0
"E6",108,80.04,48.4726923076923
"E6",109,42.32,10.7526923076923
"E6",110,40.6,9.03269230769231
"E6",111,45.79,14.2226923076923
"E6",112,61.92,30.3526923076923
"E6",113,64.63,33.0626923076923
"E6",114,35.69,4.1226923076923
"E6",115,48.75,17.1826923076923
"E6",116,44.69,13.1226923076923
"E6",117,34.9,3.33269230769231
"E6",118,34.6,3.03269230769231
"E6",119,37.22,5.65269230769231
"E6",120,58.49,26.9226923076923
"E6",121,60.18,28.6126923076923
"E6",122,49,17.4326923076923
"E6",123,94.7,63.1326923076923
"E6",124,38.04,6.47269230769231
"E6",125,36.33,4.7626923076923
"E6",126,30.69,0
"E6",127,31.43,0
"E6",128,56.52,24.9526923076923
"E6",129,31.31,0
"E6",130,67.97,36.4026923076923
"E6",131,50.42,18.8526923076923
"E6",132,54.68,23.1126923076923
"E6",133,51.5,19.9326923076923
"E6",134,30.39,0
"E6",135,33.95,2.38269230769231
"E6",136,48.8,17.2326923076923
"E6",137,33.19,1.6226923076923
"E6",138,57.16,25.5926923076923
"E6",139,32.3,0.732692307692304
"E6",140,46.05,14.4826923076923
"E6",141,52.35,20.7826923076923
"E6",142,48.32,16.7526923076923
"E6",143,77.69,46.1226923076923
"E6",144,31.99,0.422692307692305
"E6",145,48.07,16.5026923076923
"E6",146,33.35,1.78269230769231
"E6",147,50.26,18.6926923076923
"E6",148,78.03,46.4626923076923
"E6",149,38.05,6.4826923076923
"E6",150,36.11,4.54269230769231
"E6",151,37.67,6.10269230769231
"E6",152,43.43,11.8626923076923
"E6",153,79.74,48.1726923076923
"E6",154,31.06,0
"E6",155,58.77,27.2026923076923
"E6",156,36.83,5.2626923076923
"E6",157,35.95,4.38269230769231
"E6",158,33.53,1.96269230769231
"E6",159,44.36,12.7926923076923
"E6",160,37.92,6.35269230769231
"E6",161,36.74,5.17269230769231
"E6",162,32.64,1.07269230769231
"E6",163,56.44,24.8726923076923
"E6",164,34.55,2.9826923076923
"E6",165,47.84,16.2726923076923
"E6",166,53.74,22.1726923076923
"E6",167,39.55,7.9826923076923
"E6",168,35.94,4.3726923076923
"E6",169,35.83,4.2626923076923
"E6",170,31.98,0.412692307692307
"E6",171,47.25,15.6826923076923
"E6",172,76.69,45.1226923076923
"E6",173,92.78,61.2126923076923
"E6",174,40.62,9.0526923076923
"E6",175,38.39,6.82269230769231
"E6",176,41.57,10.0026923076923
"E6",177,36.75,5.18269230769231
"E6",178,53.7,22.1326923076923
"E6",179,38.06,6.49269230769231
"E6",180,39.71,8.14269230769231
"E6",181,41.48,9.9126923076923
"E6",182,43.92,12.3526923076923
"E6",183,44.84,13.2726923076923
"E6",184,41.59,10.0226923076923
"E6",185,32.33,0.762692307692305
"E6",186,44,12.4326923076923
"E6",187,34.68,3.11269230769231
"E6",188,65.72,34.1526923076923
"E6",189,35.5,3.93269230769231
"E6",190,47.91,16.3426923076923
"E6",191,40.56,8.99269230769231
"E6",192,49.31,17.7426923076923
"E6",193,39.95,8.38269230769231
"E6",194,41.7,10.1326923076923
"E6",195,43.34,11.7726923076923
"E6",196,37.83,6.2626923076923
"E6",197,48.9,17.3326923076923
"E6",198,60.63,29.0626923076923
"E6",199,38.93,7.36269230769231
"E6",200,65.82,34.2526923076923
"E8",1,61.22,29.6526923076923
"E8",2,71.35,39.7826923076923
"E8",3,45.84,14.2726923076923
"E8",4,36.82,5.25269230769231
"E8",5,48.14,16.5726923076923
"E8",6,41.05,9.4826923076923
"E8",7,42.75,11.1826923076923
"E8",8,61.52,29.9526923076923
"E8",9,43.3,11.7326923076923
"E8",10,37.22,5.65269230769231
"E8",11,81.29,49.7226923076923
"E8",12,62.33,30.7626923076923
"E8",13,36.36,4.79269230769231
"E8",14,37.77,6.20269230769231
"E8",15,37.32,5.75269230769231
"E8",16,45.63,14.0626923076923
"E8",17,56.09,24.5226923076923
"E8",18,34.97,3.40269230769231
"E8",19,53.18,21.6126923076923
"E8",20,57.71,26.1426923076923
"E8",21,58.37,26.8026923076923
"E8",22,49.81,18.2426923076923
"E8",23,36.53,4.96269230769231
"E8",24,42.87,11.3026923076923
"E8",25,35.12,3.5526923076923
"E8",26,62.36,30.7926923076923
"E8",27,38.12,6.5526923076923
"E8",28,91.28,59.7126923076923
"E8",29,48.97,17.4026923076923
"E8",30,44.94,13.3726923076923
"E8",31,42.76,11.1926923076923
"E8",32,35.76,4.1926923076923
"E8",33,53.6,22.0326923076923
"E8",34,39.33,7.7626923076923
"E8",35,45.46,13.8926923076923
"E8",36,71.96,40.3926923076923
"E8",37,42.38,10.8126923076923
"E8",38,65.76,34.1926923076923
"E8",39,34.85,3.28269230769231
"E8",40,39.16,7.5926923076923
"E8",41,53.44,21.8726923076923
"E8",42,55.26,23.6926923076923
"E8",43,34.04,2.47269230769231
"E8",44,38.61,7.04269230769231
"E8",45,47.12,15.5526923076923
"E8",46,38.84,7.27269230769231
"E8",47,48.77,17.2026923076923
"E8",48,42.6,11.0326923076923
"E8",49,47.48,15.9126923076923
"E8",50,35.87,4.3026923076923
"E8",51,41.4,9.83269230769231
"E8",52,36.99,5.42269230769231
"E8",53,56.41,24.8426923076923
"E8",54,39.12,7.5526923076923
"E8",55,43.36,11.7926923076923
"E8",56,86.88,55.3126923076923
"E8",57,34.25,2.68269230769231
"E8",58,41.09,9.52269230769231
"E8",59,46.83,15.2626923076923
"E8",60,32.7,1.13269230769231
"E8",61,33.3,1.7326923076923
"E8",62,65.59,34.0226923076923
"E8",63,64.07,32.5026923076923
"E8",64,40.53,8.96269230769231
"E8",65,34.11,2.54269230769231
"E8",66,54.17,22.6026923076923
"E8",67,36.05,4.4826923076923
"E8",68,50.63,19.0626923076923
"E8",69,50.69,19.1226923076923
"E8",70,47.13,15.5626923076923
"E8",71,61.89,30.3226923076923
"E8",72,35.81,4.24269230769231
"E8",73,43.02,11.4526923076923
"E8",74,45.57,14.0026923076923
"E8",75,67.03,35.4626923076923
"E8",76,69.5,37.9326923076923
"E8",77,39.32,7.75269230769231
"E8",78,36.57,5.00269230769231
"E8",79,40.27,8.70269230769231
"E8",80,39.62,8.0526923076923
"E8",81,35.25,3.68269230769231
"E8",82,38.92,7.35269230769231
"E8",83,48.51,16.9426923076923
"E8",84,49.47,17.9026923076923
"E8",85,33.38,1.81269230769231
"E8",86,78.42,46.8526923076923
