"ind","FFDAYS","FLOWER"
"E3-155",NA,FALSE
"E3-156",197,TRUE
"E3-157",197,TRUE
"E3-158",183,TRUE
"E3-159",197,TRUE
"E3-16",185,TRUE
"E3-160",204,TRUE
"E3-161",197,TRUE
"E3-162",197,TRUE
"E3-163",190,TRUE
"E3-164",204,TRUE
"E3-165",204,TRUE
"E3-166",190,TRUE
"E3-167",272,TRUE
"E3-168",204,TRUE
"E3-169",197,TRUE
"E3-17",190,TRUE
"E3-170",210,TRUE
"E3-171",197,TRUE
"E3-172",220,TRUE
"E3-173",197,TRUE
"E3-174",183,TRUE
"E3-175",225,TRUE
"E3-176",190,TRUE
"E3-177",190,TRUE
"E3-178",190,TRUE
"E3-179",197,TRUE
"E3-18",197,TRUE
"E3-180",204,TRUE
"E3-181",185,TRUE
"E3-182",204,TRUE
"E3-183",204,TRUE
"E3-184",197,TRUE
"E3-185",190,TRUE
"E3-186",190,TRUE
"E3-187",190,TRUE
"E3-188",220,TRUE
"E3-189",190,TRUE
"E3-19",210,TRUE
"E3-190",197,TRUE
"E3-191",204,TRUE
"E3-192",197,TRUE
"E3-193",197,TRUE
"E3-194",204,TRUE
"E3-195",197,TRUE
"E3-196",197,TRUE
"E3-197",185,TRUE
"E3-198",197,TRUE
"E3-199",197,TRUE
"E3-2",197,TRUE
"E3-20",204,TRUE
"E3-200",185,TRUE
"E3-21",185,TRUE
"E3-22",197,TRUE
"E3-23",190,TRUE
"E3-24",220,TRUE
"E3-25",204,TRUE
"E3-26",220,TRUE
"E3-27",190,TRUE
"E3-28",185,TRUE
"E3-29",204,TRUE
"E3-3",185,TRUE
"E3-30",204,TRUE
"E3-31",220,TRUE
"E3-32",197,TRUE
"E3-33",197,TRUE
"E3-34",272,TRUE
"E3-35",197,TRUE
"E3-36",204,TRUE
"E3-37",204,TRUE
"E3-38",272,TRUE
"E3-39",272,TRUE
"E3-4",204,TRUE
"E3-40",190,TRUE
"E3-41",220,TRUE
"E3-42",197,TRUE
"E3-43",220,TRUE
"E3-44",197,TRUE
"E3-45",197,TRUE
"E3-46",190,TRUE
"E3-47",197,TRUE
"E3-48",190,TRUE
"E3-49",204,TRUE
"E3-5",197,TRUE
"E3-50",183,TRUE
"E3-51",190,TRUE
"E3-52",197,TRUE
"E3-53",197,TRUE
"E3-54",220,TRUE
"E3-55",185,TRUE
"E3-56",220,TRUE
"E3-57",197,TRUE
"E3-58",197,TRUE
"E3-59",197,TRUE
"E3-6",272,TRUE
"E3-60",204,TRUE
"E3-61",204,TRUE
"E3-62",220,TRUE
"E3-63",220,TRUE
"E3-64",234,TRUE
"E3-65",210,TRUE
"E3-66",190,TRUE
"E3-67",190,TRUE
"E3-68",204,TRUE
"E3-69",204,TRUE
"E3-7",197,TRUE
"E3-70",225,TRUE
"E3-71",197,TRUE
"E3-72",210,TRUE
"E3-73",190,TRUE
"E3-74",220,TRUE
"E3-75",197,TRUE
"E3-76",197,TRUE
"E3-77",220,TRUE
"E3-78",272,TRUE
"E3-79",NA,FALSE
"E3-8",197,TRUE
"E3-80",197,TRUE
"E3-81",197,TRUE
"E3-82",NA,FALSE
"E3-83",197,TRUE
"E3-84",220,TRUE
"E3-85",197,TRUE
"E3-86",204,TRUE
"E3-87",197,TRUE
"E3-88",204,TRUE
"E3-89",220,TRUE
"E3-9",272,TRUE
"E3-90",204,TRUE
"E3-91",NA,FALSE
"E3-92",197,TRUE
"E3-93",185,TRUE
"E3-94",NA,FALSE
"E3-95",204,TRUE
"E3-96",204,TRUE
"E3-97",185,TRUE
"E3-98",204,TRUE
"E3-99",197,TRUE
"E4-10",220,TRUE
"E4-100",NA,FALSE
"E4-101",212,TRUE
"E4-102",204,TRUE
"E4-103",225,TRUE
"E4-104",204,TRUE
"E4-105",225,TRUE
"E4-106",272,TRUE
"E4-107",212,TRUE
"E4-108",190,TRUE
"E4-109",212,TRUE
"E4-11",204,TRUE
"E4-110",220,TRUE
"E4-111",190,TRUE
"E4-112",272,TRUE
"E4-113",197,TRUE
"E4-114",212,TRUE
"E4-115",220,TRUE
"E4-116",NA,FALSE
"E4-117",204,TRUE
"E4-118",220,TRUE
"E4-119",272,TRUE
"E4-12",212,TRUE
"E4-120",225,TRUE
"E4-121",272,TRUE
"E4-122",NA,FALSE
"E4-123",190,TRUE
"E4-124",197,TRUE
"E4-125",220,TRUE
"E4-126",225,TRUE
"E4-127",190,TRUE
"E4-128",220,TRUE
"E4-129",220,TRUE
"E4-13",197,TRUE
"E4-130",204,TRUE
"E4-131",220,TRUE
"E4-132",212,TRUE
"E4-133",220,TRUE
"E4-134",220,TRUE
"E4-135",272,TRUE
"E4-136",234,TRUE
"E4-137",234,TRUE
"E4-138",204,TRUE
"E4-139",190,TRUE
"E4-14",197,TRUE
"E4-140",212,TRUE
"E4-141",212,TRUE
"E4-142",212,TRUE
"E4-143",212,TRUE
"E4-144",NA,FALSE
"E4-145",186,TRUE
"E4-146",212,TRUE
"E4-147",225,TRUE
"E4-148",190,TRUE
"E4-149",234,TRUE
"E4-15",212,TRUE
"E4-150",197,TRUE
"E4-151",204,TRUE
"E4-152",225,TRUE
"E4-153",272,TRUE
"E4-154",184,TRUE
"E4-155",190,TRUE
"E4-156",212,TRUE
"E4-157",225,TRUE
"E4-158",184,TRUE
"E4-159",212,TRUE
"E4-16",220,TRUE
"E4-160",225,TRUE
"E4-161",204,TRUE
"E4-162",197,TRUE
"E4-163",212,TRUE
"E4-164",220,TRUE
"E4-165",234,TRUE
"E4-166",204,TRUE
"E4-167",234,TRUE
"E4-168",225,TRUE
"E4-169",204,TRUE
"E4-17",204,TRUE
"E4-170",212,TRUE
"E4-171",190,TRUE
"E4-172",272,TRUE
"E4-173",190,TRUE
"E4-174",212,TRUE
"E4-175",212,TRUE
"E4-176",212,TRUE
"E4-177",272,TRUE
"E4-178",184,TRUE
"E4-179",NA,FALSE
"E4-18",212,TRUE
"E4-181",186,TRUE
"E4-182",234,TRUE
"E4-183",197,TRUE
"E4-184",272,TRUE
"E4-185",234,TRUE
"E4-186",NA,FALSE
"E4-187",225,TRUE
"E4-188",204,TRUE
"E4-189",212,TRUE
"E4-19",212,TRUE
"E4-190",272,TRUE
"E4-191",NA,FALSE
"E4-192",272,TRUE
"E4-193",212,TRUE
"E4-194",220,TRUE
"E4-195",220,TRUE
"E4-196",220,TRUE
"E4-197",NA,FALSE
"E4-198",197,TRUE
"E4-199",184,TRUE
"E4-20",220,TRUE
"E4-200",184,TRUE
"E4-201",NA,FALSE
"E4-21",272,TRUE
"E4-22",272,TRUE
"E4-23",204,TRUE
"E4-24",197,TRUE
"E4-25",204,TRUE
"E4-26",212,TRUE
"E4-27",212,TRUE
"E4-28",225,TRUE
"E4-29",197,TRUE
"E4-3",212,TRUE
"E4-30",212,TRUE
"E4-31",190,TRUE
"E4-32",220,TRUE
"E4-33",197,TRUE
"E4-34",234,TRUE
"E4-35",220,TRUE
"E4-36",197,TRUE
"E4-37",NA,FALSE
"E4-38",225,TRUE
"E4-39",225,TRUE
"E4-4",225,TRUE
"E4-40",186,TRUE
"E4-41",204,TRUE
"E4-42",220,TRUE
"E4-43",204,TRUE
"E4-44",220,TRUE
"E4-45",204,TRUE
"E4-46",NA,FALSE
"E4-47",NA,FALSE
"E4-48",NA,FALSE
"E4-49",NA,FALSE
"E4-5",272,TRUE
"E4-50",220,TRUE
"E4-51",272,TRUE
"E4-52",NA,FALSE
"E4-53",212,TRUE
"E4-54",220,TRUE
"E4-55",190,TRUE
"E4-56",212,TRUE
"E4-57",184,TRUE
"E4-58",220,TRUE
"E4-59",212,TRUE
"E4-6",NA,FALSE
"E4-60",272,TRUE
"E4-61",184,TRUE
"E4-62",197,TRUE
"E4-63",225,TRUE
"E4-64",225,TRUE
"E4-65",212,TRUE
"E4-66",220,TRUE
"E4-67",NA,FALSE
"E4-68",186,TRUE
"E4-69",220,TRUE
"E4-7",204,TRUE
"E4-70",272,TRUE
"E4-71",212,TRUE
"E4-72",220,TRUE
"E4-73",NA,FALSE
"E4-74",272,TRUE
"E4-75",225,TRUE
"E4-76",NA,FALSE
"E4-77",204,TRUE
"E4-78",272,TRUE
"E4-79",212,TRUE
"E4-8",272,TRUE
"E4-80",212,TRUE
"E4-81",212,TRUE
"E4-82",272,TRUE
"E4-83",204,TRUE
"E4-84",184,TRUE
"E4-86",272,TRUE
"E4-87",204,TRUE
"E4-88",220,TRUE
"E4-89",NA,FALSE
"E4-9",220,TRUE
"E4-90",225,TRUE
"E4-91",204,TRUE
"E4-92",212,TRUE
"E4-93",272,TRUE
"E4-94",197,TRUE
"E4-95",220,TRUE
"E4-96",212,TRUE
"E4-97",212,TRUE
"E4-98",204,TRUE
"E4-99",272,TRUE
"E5-1",218,TRUE
"E5-10",196,TRUE
"E5-100",212,TRUE
"E5-101",212,TRUE
"E5-102",218,TRUE
"E5-103",190,TRUE
"E5-104",NA,FALSE
"E5-105",196,TRUE
"E5-106",NA,FALSE
"E5-107",232,TRUE
"E5-109",212,TRUE
"E5-11",225,TRUE
"E5-110",NA,FALSE
"E5-111",225,TRUE
"E5-112",212,TRUE
"E5-113",212,TRUE
"E5-114",212,TRUE
"E5-115",218,TRUE
"E5-116",212,TRUE
"E5-117",218,TRUE
"E5-118",184,TRUE
"E5-119",225,TRUE
"E5-12",212,TRUE
"E5-120",212,TRUE
"E5-121",212,TRUE
"E5-122",212,TRUE
"E5-123",225,TRUE
"E5-124",232,TRUE
"E5-125",190,TRUE
"E5-126",212,TRUE
"E5-127",212,TRUE
"E5-128",212,TRUE
"E5-129",212,TRUE
"E5-13",218,TRUE
"E5-130",212,TRUE
"E5-131",212,TRUE
"E5-132",212,TRUE
"E5-134",212,TRUE
"E5-135",NA,FALSE
"E5-136",190,TRUE
"E5-137",212,TRUE
"E5-138",196,TRUE
"E5-139",212,TRUE
"E5-14",NA,FALSE
"E5-140",NA,FALSE
"E5-141",225,TRUE
"E5-142",225,TRUE
"E5-143",232,TRUE
"E5-144",218,TRUE
"E5-145",196,TRUE
"E5-146",NA,FALSE
"E5-147",272,TRUE
"E5-148",196,TRUE
"E5-149",218,TRUE
"E5-15",212,TRUE
"E5-150",232,TRUE
"E5-151",218,TRUE
"E5-152",218,TRUE
"E5-153",218,TRUE
"E5-154",NA,FALSE
"E5-155",218,TRUE
"E5-156",NA,FALSE
"E5-157",225,TRUE
"E5-158",212,TRUE
"E5-159",NA,FALSE
"E5-16",272,TRUE
"E5-160",272,TRUE
"E5-161",212,TRUE
"E5-162",NA,FALSE
"E5-163",NA,FALSE
"E5-164",204,TRUE
"E5-165",212,TRUE
"E5-166",196,TRUE
"E5-167",184,TRUE
"E5-168",190,TRUE
"E5-169",225,TRUE
"E5-17",212,TRUE
"E5-170",212,TRUE
"E5-171",NA,FALSE
"E5-172",272,TRUE
"E5-173",212,TRUE
"E5-174",218,TRUE
"E5-175",272,TRUE
"E5-176",212,TRUE
"E5-177",272,TRUE
"E5-178",272,TRUE
"E5-179",218,TRUE
"E5-18",NA,FALSE
"E5-180",272,TRUE
"E5-181",204,TRUE
"E5-182",NA,FALSE
"E5-183",232,TRUE
"E5-184",218,TRUE
"E5-185",218,TRUE
"E5-186",204,TRUE
"E5-187",NA,FALSE
"E5-188",225,TRUE
"E5-189",232,TRUE
"E5-19",212,TRUE
"E5-190",NA,FALSE
"E5-191",225,TRUE
"E5-192",218,TRUE
"E5-193",272,TRUE
"E5-194",NA,FALSE
"E5-195",NA,FALSE
"E5-196",272,TRUE
"E5-197",225,TRUE
"E5-198",212,TRUE
"E5-199",204,TRUE
"E5-2",272,TRUE
"E5-20",212,TRUE
"E5-200",272,TRUE
"E5-21",225,TRUE
"E5-22",186,TRUE
"E5-23",225,TRUE
"E5-24",NA,FALSE
"E5-25",NA,FALSE
"E5-26",212,TRUE
"E5-27",NA,FALSE
"E5-28",212,TRUE
"E5-29",225,TRUE
"E5-3",212,TRUE
"E5-30",212,TRUE
"E5-31",218,TRUE
"E5-32",NA,FALSE
"E5-33",218,TRUE
"E5-34",212,TRUE
"E5-35",190,TRUE
"E5-36",212,TRUE
"E5-37",272,TRUE
"E5-38",218,TRUE
"E5-39",232,TRUE
"E5-4",184,TRUE
"E5-40",212,TRUE
"E5-41",225,TRUE
"E5-42",218,TRUE
"E5-43",225,TRUE
"E5-44",232,TRUE
"E5-45",218,TRUE
"E5-46",225,TRUE
"E5-47",NA,FALSE
"E5-48",212,TRUE
"E5-49",196,TRUE
"E5-5",190,TRUE
"E5-50",196,TRUE
"E5-51",204,TRUE
"E5-52",218,TRUE
"E5-54",218,TRUE
"E5-55",225,TRUE
"E5-56",212,TRUE
"E5-57",225,TRUE
"E5-58",NA,FALSE
"E5-59",272,TRUE
"E5-6",218,TRUE
"E5-60",225,TRUE
"E5-61",218,TRUE
"E5-62",212,TRUE
"E5-63",225,TRUE
"E5-64",232,TRUE
"E5-65",232,TRUE
"E5-66",232,TRUE
"E5-67",272,TRUE
"E5-68",225,TRUE
"E5-69",232,TRUE
"E5-7",NA,FALSE
"E5-70",232,TRUE
"E5-71",225,TRUE
"E5-72",NA,FALSE
"E5-73",218,TRUE
"E5-74",NA,FALSE
"E5-75",212,TRUE
"E5-76",225,TRUE
"E5-77",190,TRUE
"E5-79",218,TRUE
"E5-8",232,TRUE
"E5-80",218,TRUE
"E5-81",212,TRUE
"E5-82",NA,FALSE
"E5-83",272,TRUE
"E5-85",218,TRUE
"E5-86",225,TRUE
"E5-87",232,TRUE
"E5-88",212,TRUE
"E5-89",NA,FALSE
"E5-9",225,TRUE
"E5-90",225,TRUE
"E5-91",225,TRUE
"E5-92",225,TRUE
"E5-93",218,TRUE
"E5-94",212,TRUE
"E5-95",204,TRUE
"E5-96",225,TRUE
"E5-97",218,TRUE
"E5-98",232,TRUE
"E5-99",212,TRUE
"E6-1",210,TRUE
"E6-10",NA,FALSE
"E6-100",205,TRUE
"E6-101",190,TRUE
"E6-102",186,TRUE
"E6-103",NA,FALSE
"E6-104",190,TRUE
"E6-105",205,TRUE
"E6-106",197,TRUE
"E6-107",184,TRUE
"E6-108",186,TRUE
"E6-109",197,TRUE
"E6-11",210,TRUE
"E6-110",190,TRUE
"E6-111",205,TRUE
"E6-112",218,TRUE
"E6-113",205,TRUE
"E6-114",197,TRUE
"E6-115",186,TRUE
"E6-116",205,TRUE
"E6-117",190,TRUE
"E6-118",197,TRUE
"E6-119",197,TRUE
"E6-12",190,TRUE
"E6-120",205,TRUE
"E6-121",205,TRUE
"E6-122",197,TRUE
"E6-123",205,TRUE
"E6-124",186,TRUE
"E6-125",186,TRUE
"E6-126",190,TRUE
"E6-127",190,TRUE
"E6-128",205,TRUE
"E6-129",190,TRUE
"E6-13",197,TRUE
"E6-130",197,TRUE
"E6-131",197,TRUE
"E6-132",205,TRUE
"E6-133",205,TRUE
"E6-135",190,TRUE
"E6-136",184,TRUE
"E6-137",186,TRUE
"E6-138",197,TRUE
"E6-14",190,TRUE
"E6-140",190,TRUE
"E6-141",197,TRUE
"E6-142",205,TRUE
"E6-143",197,TRUE
"E6-144",197,TRUE
"E6-145",205,TRUE
"E6-146",190,TRUE
"E6-147",205,TRUE
"E6-148",197,TRUE
"E6-149",205,TRUE
"E6-15",197,TRUE
"E6-150",190,TRUE
"E6-151",205,TRUE
"E6-152",205,TRUE
"E6-153",190,TRUE
"E6-154",197,TRUE
"E6-155",205,TRUE
"E6-156",197,TRUE
"E6-157",190,TRUE
"E6-158",184,TRUE
"E6-159",205,TRUE
"E6-16",205,TRUE
"E6-160",210,TRUE
"E6-161",197,TRUE
"E6-162",218,TRUE
"E6-163",205,TRUE
"E6-164",197,TRUE
"E6-165",197,TRUE
"E6-166",272,TRUE
"E6-167",205,TRUE
"E6-168",186,TRUE
"E6-169",210,TRUE
"E6-17",186,TRUE
"E6-170",186,TRUE
"E6-171",190,TRUE
"E6-172",205,TRUE
"E6-173",205,TRUE
"E6-174",225,TRUE
"E6-175",197,TRUE
"E6-176",205,TRUE
"E6-177",210,TRUE
"E6-178",205,TRUE
"E6-179",197,TRUE
"E6-18",190,TRUE
"E6-180",197,TRUE
"E6-181",197,TRUE
"E6-182",225,TRUE
"E6-183",205,TRUE
"E6-184",218,TRUE
"E6-185",184,TRUE
"E6-186",205,TRUE
"E6-187",205,TRUE
"E6-188",184,TRUE
"E6-189",197,TRUE
"E6-19",197,TRUE
"E6-190",210,TRUE
"E6-191",190,TRUE
"E6-192",205,TRUE
"E6-193",197,TRUE
"E6-194",210,TRUE
"E6-195",205,TRUE
"E6-196",190,TRUE
"E6-197",210,TRUE
"E6-198",197,TRUE
"E6-199",184,TRUE
"E6-2",NA,FALSE
"E6-20",197,TRUE
"E6-200",205,TRUE
"E6-21",190,TRUE
"E6-22",190,TRUE
"E6-23",205,TRUE
"E6-24",225,TRUE
"E6-25",197,TRUE
"E6-26",205,TRUE
"E6-27",218,TRUE
"E6-28",197,TRUE
"E6-29",190,TRUE
"E6-3",197,TRUE
"E6-30",225,TRUE
"E6-31",197,TRUE
"E6-32",205,TRUE
"E6-33",190,TRUE
"E6-34",210,TRUE
"E6-35",205,TRUE
"E6-36",205,TRUE
"E6-37",197,TRUE
"E6-38",210,TRUE
"E6-39",205,TRUE
"E6-4",NA,FALSE
"E6-40",218,TRUE
"E6-41",184,TRUE
"E6-42",205,TRUE
"E6-43",272,TRUE
"E6-44",197,TRUE
"E6-45",205,TRUE
"E6-46",205,TRUE
"E6-47",190,TRUE
"E6-48",197,TRUE
"E6-49",197,TRUE
"E6-5",197,TRUE
"E6-50",218,TRUE
"E6-51",205,TRUE
"E6-52",205,TRUE
"E6-53",197,TRUE
"E6-54",205,TRUE
"E6-55",NA,FALSE
"E6-56",197,TRUE
"E6-57",197,TRUE
"E6-58",232,TRUE
"E6-59",205,TRUE
"E6-6",186,TRUE
"E6-60",205,TRUE
"E6-61",190,TRUE
"E6-62",197,TRUE
"E6-63",210,TRUE
"E6-64",NA,FALSE
"E6-65",197,TRUE
"E6-66",205,TRUE
"E6-67",205,TRUE
"E6-68",190,TRUE
"E6-69",186,TRUE
"E6-7",205,TRUE
"E6-70",184,TRUE
"E6-71",197,TRUE
"E6-72",210,TRUE
"E6-73",205,TRUE
"E6-74",NA,FALSE
"E6-75",197,TRUE
"E6-76",197,TRUE
"E6-77",205,TRUE
"E6-78",190,TRUE
"E6-79",205,TRUE
"E6-8",178,TRUE
"E6-80",190,TRUE
"E6-81",184,TRUE
"E6-82",186,TRUE
"E6-83",218,TRUE
"E6-84",184,TRUE
"E6-85",197,TRUE
"E6-86",210,TRUE
"E6-87",197,TRUE
"E6-88",197,TRUE
"E6-89",190,TRUE
"E6-9",190,TRUE
"E6-90",205,TRUE
"E6-91",218,TRUE
"E6-92",205,TRUE
"E6-93",186,TRUE
"E6-94",190,TRUE
"E6-95",205,TRUE
"E6-96",205,TRUE
"E6-97",197,TRUE
"E6-98",205,TRUE
"E6-99",205,TRUE
"E7-1",211,TRUE
"E7-10",196,TRUE
"E7-100",196,TRUE
"E7-101",196,TRUE
"E7-102",206,TRUE
"E7-103",206,TRUE
"E7-104",206,TRUE
"E7-105",206,TRUE
"E7-106",206,TRUE
"E7-107",224,TRUE
"E7-108",206,TRUE
"E7-109",196,TRUE
"E7-11",206,TRUE
"E7-110",219,TRUE
"E7-111",206,TRUE
"E7-112",189,TRUE
"E7-113",206,TRUE
"E7-114",NA,FALSE
"E7-115",196,TRUE
"E7-116",219,TRUE
"E7-117",206,TRUE
"E7-118",219,TRUE
"E7-119",196,TRUE
"E7-12",189,TRUE
"E7-120",NA,FALSE
"E7-121",219,TRUE
"E7-122",206,TRUE
"E7-123",185,TRUE
"E7-124",211,TRUE
"E7-125",196,TRUE
"E7-126",189,TRUE
"E7-127",196,TRUE
"E7-128",NA,FALSE
"E7-129",189,TRUE
"E7-13",211,TRUE
"E7-130",206,TRUE
"E7-131",206,TRUE
"E7-132",206,TRUE
"E7-133",206,TRUE
"E7-134",206,TRUE
"E7-135",206,TRUE
"E7-136",189,TRUE
"E7-137",189,TRUE
"E7-138",211,TRUE
"E7-139",211,TRUE
"E7-14",196,TRUE
"E7-140",219,TRUE
"E7-141",206,TRUE
"E7-142",196,TRUE
"E7-143",NA,FALSE
"E7-144",211,TRUE
"E7-145",196,TRUE
"E7-146",206,TRUE
"E7-147",206,TRUE
"E7-148",206,TRUE
"E7-149",206,TRUE
"E7-15",206,TRUE
"E7-150",206,TRUE
"E7-151",206,TRUE
"E7-152",219,TRUE
"E7-153",206,TRUE
"E7-154",211,TRUE
"E7-155",NA,FALSE
"E7-156",189,TRUE
"E7-157",196,TRUE
"E7-158",206,TRUE
"E7-159",272,TRUE
"E7-16",224,TRUE
"E7-160",211,TRUE
"E7-161",NA,FALSE
"E7-162",206,TRUE
"E7-163",211,TRUE
"E7-164",196,TRUE
"E7-165",189,TRUE
"E7-166",206,TRUE
"E7-167",206,TRUE
"E7-168",183,TRUE
"E7-169",196,TRUE
"E7-17",211,TRUE
"E7-170",NA,FALSE
"E7-171",219,TRUE
"E7-172",206,TRUE
"E7-173",206,TRUE
"E7-174",196,TRUE
"E7-175",206,TRUE
"E7-176",235,TRUE
"E7-177",NA,FALSE
"E7-178",219,TRUE
"E7-179",272,TRUE
"E7-18",219,TRUE
"E7-180",189,TRUE
"E7-181",196,TRUE
"E7-182",206,TRUE
"E7-183",NA,FALSE
"E7-184",206,TRUE
"E7-185",NA,FALSE
"E7-186",NA,FALSE
"E7-187",235,TRUE
"E7-188",189,TRUE
"E7-189",206,TRUE
"E7-19",211,TRUE
"E7-190",206,TRUE
"E7-191",189,TRUE
"E7-192",NA,FALSE
"E7-193",219,TRUE
"E7-194",196,TRUE
"E7-195",211,TRUE
"E7-196",219,TRUE
"E7-197",NA,FALSE
"E7-198",235,TRUE
"E7-199",206,TRUE
"E7-2",196,TRUE
"E7-20",196,TRUE
"E7-200",196,TRUE
"E7-201",NA,FALSE
"E7-202",NA,FALSE
"E7-21",206,TRUE
"E7-22",196,TRUE
"E7-23",206,TRUE
"E7-24",196,TRUE
"E7-25",206,TRUE
"E7-26",206,TRUE
"E7-27",206,TRUE
"E7-28",196,TRUE
"E7-29",196,TRUE
"E7-3",224,TRUE
"E7-30",196,TRUE
"E7-31",189,TRUE
"E7-32",206,TRUE
"E7-33",206,TRUE
"E7-34",NA,FALSE
"E7-35",206,TRUE
"E7-36",224,TRUE
"E7-37",206,TRUE
"E7-38",206,TRUE
"E7-39",206,TRUE
"E7-4",211,TRUE
"E7-40",211,TRUE
"E7-41",189,TRUE
"E7-42",211,TRUE
"E7-43",NA,FALSE
"E7-44",272,TRUE
"E7-45",206,TRUE
"E7-46",NA,FALSE
"E7-47",189,TRUE
"E7-48",196,TRUE
"E7-49",196,TRUE
"E7-5",185,TRUE
"E7-50",185,TRUE
"E7-51",206,TRUE
"E7-52",211,TRUE
"E7-53",206,TRUE
"E7-54",206,TRUE
"E7-55",206,TRUE
"E7-56",196,TRUE
"E7-57",206,TRUE
"E7-58",211,TRUE
"E7-59",206,TRUE
"E7-6",196,TRUE
"E7-60",206,TRUE
"E7-61",206,TRUE
"E7-62",206,TRUE
"E7-63",206,TRUE
"E7-64",206,TRUE
"E7-65",206,TRUE
"E7-66",196,TRUE
"E7-67",211,TRUE
"E7-68",206,TRUE
"E7-69",211,TRUE
"E7-7",206,TRUE
"E7-70",196,TRUE
"E7-71",206,TRUE
"E7-72",224,TRUE
"E7-73",206,TRUE
"E7-74",206,TRUE
"E7-75",206,TRUE
"E7-76",196,TRUE
"E7-77",189,TRUE
"E7-78",196,TRUE
"E7-79",206,TRUE
"E7-8",NA,FALSE
"E7-80",206,TRUE
"E7-81",196,TRUE
"E7-82",206,TRUE
"E7-83",196,TRUE
"E7-84",211,TRUE
"E7-85",206,TRUE
"E7-86",206,TRUE
"E7-87",196,TRUE
"E7-88",211,TRUE
"E7-89",196,TRUE
"E7-9",206,TRUE
"E7-90",196,TRUE
"E7-91",206,TRUE
"E7-92",185,TRUE
"E7-93",211,TRUE
"E7-94",206,TRUE
"E7-95",219,TRUE
"E7-96",189,TRUE
"E7-97",206,TRUE
"E7-98",206,TRUE
"E7-99",206,TRUE
"E8-1",211,TRUE
"E8-10",189,TRUE
"E8-100",205,TRUE
"E8-101",205,TRUE
"E8-102",211,TRUE
"E8-103",219,TRUE
"E8-104",189,TRUE
"E8-105",205,TRUE
"E8-106",196,TRUE
"E8-107",211,TRUE
"E8-108",205,TRUE
"E8-109",205,TRUE
"E8-11",219,TRUE
"E8-110",205,TRUE
"E8-111",205,TRUE
"E8-112",196,TRUE
"E8-113",196,TRUE
"E8-114",205,TRUE
"E8-115",189,TRUE
"E8-116",205,TRUE
"E8-117",205,TRUE
"E8-118",205,TRUE
"E8-119",196,TRUE
"E8-12",196,TRUE
"E8-120",185,TRUE
"E8-121",189,TRUE
"E8-122",205,TRUE
"E8-123",189,TRUE
"E8-124",211,TRUE
"E8-125",205,TRUE
"E8-126",272,TRUE
"E8-127",196,TRUE
"E8-128",205,TRUE
"E8-129",224,TRUE
"E8-13",205,TRUE
"E8-130",196,TRUE
"E8-131",205,TRUE
"E8-132",205,TRUE
"E8-133",205,TRUE
"E8-134",185,TRUE
"E8-135",189,TRUE
"E8-136",205,TRUE
"E8-137",196,TRUE
"E8-138",205,TRUE
"E8-139",224,TRUE
"E8-14",196,TRUE
"E8-140",196,TRUE
"E8-141",196,TRUE
"E8-142",205,TRUE
"E8-143",196,TRUE
"E8-144",196,TRUE
"E8-145",196,TRUE
"E8-146",205,TRUE
"E8-147",196,TRUE
"E8-148",196,TRUE
"E8-149",NA,FALSE
"E8-15",205,TRUE
"E8-150",205,TRUE
"E8-151",205,TRUE
"E8-152",224,TRUE
"E8-153",205,TRUE
"E8-154",205,TRUE
"E8-155",205,TRUE
"E8-156",189,TRUE
"E8-157",235,TRUE
"E8-158",205,TRUE
"E8-159",211,TRUE
"E8-16",196,TRUE
"E8-160",196,TRUE
"E8-161",196,TRUE
"E8-162",196,TRUE
"E8-163",189,TRUE
"E8-164",196,TRUE
"E8-165",211,TRUE
"E8-166",205,TRUE
"E8-167",189,TRUE
"E8-168",189,TRUE
"E8-169",NA,FALSE
"E8-17",224,TRUE
"E8-170",211,TRUE
"E8-171",219,TRUE
"E8-172",205,TRUE
"E8-173",205,TRUE
"E8-174",185,TRUE
"E8-175",219,TRUE
"E8-176",205,TRUE
"E8-177",205,TRUE
"E8-178",219,TRUE
"E8-179",196,TRUE
"E8-18",NA,FALSE
"E8-180",205,TRUE
"E8-181",189,TRUE
"E8-182",183,TRUE
"E8-183",205,TRUE
"E8-184",205,TRUE
"E8-185",196,TRUE
"E8-186",205,TRUE
"E8-187",205,TRUE
"E8-188",205,TRUE
"E8-189",196,TRUE
"E8-19",219,TRUE
"E8-190",205,TRUE
"E8-191",205,TRUE
"E8-192",196,TRUE
"E8-193",211,TRUE
"E8-194",211,TRUE
"E8-195",196,TRUE
"E8-196",189,TRUE
"E8-197",205,TRUE
"E8-198",224,TRUE
"E8-199",189,TRUE
"E8-2",205,TRUE
"E8-20",211,TRUE
"E8-200",224,TRUE
"E8-21",196,TRUE
"E8-22",196,TRUE
"E8-23",196,TRUE
"E8-24",211,TRUE
"E8-25",189,TRUE
"E8-26",189,TRUE
"E8-27",211,TRUE
"E8-28",205,TRUE
"E8-29",189,TRUE
"E8-3",189,TRUE
"E8-30",219,TRUE
"E8-31",189,TRUE
"E8-32",205,TRUE
"E8-33",211,TRUE
"E8-34",205,TRUE
"E8-35",196,TRUE
"E8-36",205,TRUE
"E8-37",219,TRUE
"E8-38",211,TRUE
"E8-39",196,TRUE
"E8-4",189,TRUE
"E8-40",183,TRUE
"E8-41",205,TRUE
"E8-42",196,TRUE
"E8-43",189,TRUE
