"Plot","Individual","Date","Measurer","Num_primary_stems","Num_stems_dmg","Apical_stem_dmg","Ind","Prop_Dam","Treatment"
"E4","101","13/8/2018","claire",5,3,"y","E4-101",0.6,"Unsprayed"
"E4","102","13/8/2018","claire",6,0,"n","E4-102",0,"Unsprayed"
"E4","103","13/8/2018","claire",4,3,"n","E4-103",0.75,"Unsprayed"
"E4","104","13/8/2018","claire",7,4,"n","E4-104",0.571428571428571,"Unsprayed"
"E4","105","13/8/2018","claire",5,2,"n","E4-105",0.4,"Unsprayed"
"E4","106","13/8/2018","claire",9,3,"y","E4-106",0.333333333333333,"Unsprayed"
"E4","107","13/8/2018","claire",7,2,"n","E4-107",0.285714285714286,"Unsprayed"
"E4","108","13/8/2018","claire",12,8,"y","E4-108",0.666666666666667,"Unsprayed"
"E4","109","13/8/2018","claire",6,4,"n","E4-109",0.666666666666667,"Unsprayed"
"E4","110","13/8/2018","claire",4,4,"y","E4-110",1,"Unsprayed"
"E4","111","13/8/2018","claire",10,5,"n","E4-111",0.5,"Unsprayed"
"E4","112","13/8/2018","claire",8,3,"n","E4-112",0.375,"Unsprayed"
"E4","113","13/8/2018","claire",6,6,"y","E4-113",1,"Unsprayed"
"E4","114","13/8/2018","claire",10,3,"n","E4-114",0.3,"Unsprayed"
"E4","115","13/8/2018","claire",8,4,"y","E4-115",0.5,"Unsprayed"
"E4","116","13/8/2018","claire",5,1,"y","E4-116",0.2,"Unsprayed"
"E4","117","13/8/2018","claire",3,2,"y","E4-117",0.666666666666667,"Unsprayed"
"E4","118","13/8/2018","claire",8,4,"n","E4-118",0.5,"Unsprayed"
"E4","119","13/8/2018","claire",9,5,"y","E4-119",0.555555555555556,"Unsprayed"
"E4","120","13/8/2018","claire",6,4,"y","E4-120",0.666666666666667,"Unsprayed"
"E4","121","13/8/2018","claire",4,2,"y","E4-121",0.5,"Unsprayed"
"E4","122","13/8/2018","claire",6,6,"y","E4-122",1,"Unsprayed"
"E4","123","13/8/2018","claire",7,5,"n","E4-123",0.714285714285714,"Unsprayed"
"E4","124","13/8/2018","claire",12,9,"y","E4-124",0.75,"Unsprayed"
"E4","125","13/8/2018","claire",6,6,"y","E4-125",1,"Unsprayed"
"E4","126","13/8/2018","claire",8,5,"y","E4-126",0.625,"Unsprayed"
"E4","127","13/8/2018","claire",8,7,"y","E4-127",0.875,"Unsprayed"
"E4","128","13/8/2018","claire",8,5,"y","E4-128",0.625,"Unsprayed"
"E4","129","13/8/2018","claire",4,2,"n","E4-129",0.5,"Unsprayed"
"E4","130","13/8/2018","claire",8,5,"n","E4-130",0.625,"Unsprayed"
"E4","131","13/8/2018","claire",4,2,"y","E4-131",0.5,"Unsprayed"
"E4","132","13/8/2018","claire",7,6,"y","E4-132",0.857142857142857,"Unsprayed"
"E4","133","13/8/2018","claire",2,0,"n","E4-133",0,"Unsprayed"
"E4","134","13/8/2018","claire",5,3,"y","E4-134",0.6,"Unsprayed"
"E4","135","13/8/2018","claire",7,4,"y","E4-135",0.571428571428571,"Unsprayed"
"E4","136","13/8/2018","claire",11,9,"y","E4-136",0.818181818181818,"Unsprayed"
"E4","137","13/8/2018","claire",4,2,"n","E4-137",0.5,"Unsprayed"
"E4","138","13/8/2018","claire",6,5,"n","E4-138",0.833333333333333,"Unsprayed"
"E4","139","13/8/2018","claire",2,1,"n","E4-139",0.5,"Unsprayed"
"E4","140","13/8/2018","claire",11,9,"n","E4-140",0.818181818181818,"Unsprayed"
"E4","141","13/8/2018","claire",4,3,"y","E4-141",0.75,"Unsprayed"
"E4","142","13/8/2018","claire",5,2,"n","E4-142",0.4,"Unsprayed"
"E4","143","13/8/2018","claire",7,6,"y","E4-143",0.857142857142857,"Unsprayed"
"E4","144","13/8/2018","claire",1,1,"y","E4-144",1,"Unsprayed"
"E4","145","13/8/2018","claire",3,3,"y","E4-145",1,"Unsprayed"
"E4","146","13/8/2018","claire",3,3,"y","E4-146",1,"Unsprayed"
"E4","147","13/8/2018","claire",7,4,"y","E4-147",0.571428571428571,"Unsprayed"
"E4","148","13/8/2018","claire",7,2,"n","E4-148",0.285714285714286,"Unsprayed"
"E4","149","13/8/2018","claire",4,3,"y","E4-149",0.75,"Unsprayed"
"E4","150","13/8/2018","claire",6,3,"n","E4-150",0.5,"Unsprayed"
"E4","151","13/8/2018","claire",6,4,"y","E4-151",0.666666666666667,"Unsprayed"
"E4","152","13/8/2018","claire",3,1,"n","E4-152",0.333333333333333,"Unsprayed"
"E4","153","13/8/2018","claire",5,5,"y","E4-153",1,"Unsprayed"
"E4","154","13/8/2018","claire",3,2,"y","E4-154",0.666666666666667,"Unsprayed"
"E4","155","13/8/2018","claire",14,9,"n","E4-155",0.642857142857143,"Unsprayed"
"E4","156","13/8/2018","claire",2,1,"y","E4-156",0.5,"Unsprayed"
"E4","157","13/8/2018","claire",4,1,"y","E4-157",0.25,"Unsprayed"
"E4","158","13/8/2018","claire",3,3,"y","E4-158",1,"Unsprayed"
"E4","159","13/8/2018","claire",2,1,"y","E4-159",0.5,"Unsprayed"
"E4","160","13/8/2018","claire",8,5,"y","E4-160",0.625,"Unsprayed"
"E4","161","13/8/2018","claire",7,1,"n","E4-161",0.142857142857143,"Unsprayed"
"E4","162","13/8/2018","claire",8,4,"y","E4-162",0.5,"Unsprayed"
"E4","163","13/8/2018","claire",6,5,"y","E4-163",0.833333333333333,"Unsprayed"
"E4","164","13/8/2018","claire",4,2,"y","E4-164",0.5,"Unsprayed"
"E4","165","13/8/2018","claire",4,2,"y","E4-165",0.5,"Unsprayed"
"E4","166","13/8/2018","claire",8,2,"n","E4-166",0.25,"Unsprayed"
"E4","167","13/8/2018","claire",4,2,"y","E4-167",0.5,"Unsprayed"
"E4","168","13/8/2018","claire",13,9,"n","E4-168",0.692307692307692,"Unsprayed"
"E4","169","13/8/2018","claire",9,2,"y","E4-169",0.222222222222222,"Unsprayed"
"E4","170","13/8/2018","claire",7,4,"n","E4-170",0.571428571428571,"Unsprayed"
"E4","171","13/8/2018","claire",5,2,"n","E4-171",0.4,"Unsprayed"
"E4","172","13/8/2018","claire",4,4,"y","E4-172",1,"Unsprayed"
"E4","173","13/8/2018","claire",9,7,"n","E4-173",0.777777777777778,"Unsprayed"
"E4","174","13/8/2018","claire",3,3,"y","E4-174",1,"Unsprayed"
"E4","175","13/8/2018","claire",8,4,"y","E4-175",0.5,"Unsprayed"
"E4","176","13/8/2018","claire",3,1,"n","E4-176",0.333333333333333,"Unsprayed"
"E4","177","13/8/2018","claire",4,1,"n","E4-177",0.25,"Unsprayed"
"E4","179","13/8/2018","claire",7,3,"y","E4-179",0.428571428571429,"Unsprayed"
"E4","181","13/8/2018","claire",6,0,"n","E4-181",0,"Unsprayed"
"E4","182","13/8/2018","claire",5,2,"n","E4-182",0.4,"Unsprayed"
"E4","183","13/8/2018","claire",11,5,"y","E4-183",0.454545454545455,"Unsprayed"
"E4","184","13/8/2018","claire",2,2,"y","E4-184",1,"Unsprayed"
"E4","185","13/8/2018","claire",7,5,"y","E4-185",0.714285714285714,"Unsprayed"
"E4","186","13/8/2018","claire",3,3,"y","E4-186",1,"Unsprayed"
"E4","187","13/8/2018","claire",9,4,"n","E4-187",0.444444444444444,"Unsprayed"
"E4","188","13/8/2018","claire",7,4,"y","E4-188",0.571428571428571,"Unsprayed"
"E4","189","13/8/2018","claire",2,1,"y","E4-189",0.5,"Unsprayed"
"E4","190","13/8/2018","claire",10,8,"y","E4-190",0.8,"Unsprayed"
"E4","191","13/8/2018","claire",6,3,"y","E4-191",0.5,"Unsprayed"
"E4","192","13/8/2018","claire",7,3,"y","E4-192",0.428571428571429,"Unsprayed"
"E4","193","13/8/2018","claire",3,3,"y","E4-193",1,"Unsprayed"
"E4","194","13/8/2018","claire",7,4,"y","E4-194",0.571428571428571,"Unsprayed"
"E4","195","13/8/2018","claire",6,5,"y","E4-195",0.833333333333333,"Unsprayed"
"E4","196","13/8/2018","claire",1,1,"y","E4-196",1,"Unsprayed"
"E4","197","13/8/2018","claire",8,4,"y","E4-197",0.5,"Unsprayed"
"E4","198","13/8/2018","claire",8,4,"n","E4-198",0.5,"Unsprayed"
"E4","199","13/8/2018","claire",5,1,"n","E4-199",0.2,"Unsprayed"
"E4","200","13/8/2018","claire",10,7,"n","E4-200",0.7,"Unsprayed"
"E4","201","13/8/2018","claire",15,8,"y","E4-201",0.533333333333333,"Unsprayed"
