"Block","Pos","Ind","Weight"
"E9",14,"E9-14",0
"E9",15,"E9-15",0
"E9",16,"E9-16",0
"E9",17,"E9-17",0
"E9",18,"E9-18",0
"E9",19,"E9-19",0
"E9",20,"E9-20",0
"E9",21,"E9-21",0
"E9",22,"E9-22",0
"E9",23,"E9-23",0
"E9",24,"E9-24",0
"E9",25,"E9-25",0
"E9",26,"E9-26",0
"E9",27,"E9-27",0
"E9",28,"E9-28",0
"E9",29,"E9-29",0
"E9",30,"E9-30",0
"E9",31,"E9-31",0
"E9",32,"E9-32",0
"E9",33,"E9-33",0
"E9",34,"E9-34",0
"E9",35,"E9-35",0
"E9",36,"E9-36",0
"E9",37,"E9-37",0
"E9",38,"E9-38",0
"E9",39,"E9-39",0
"E9",40,"E9-40",0
"E9",41,"E9-41",0
"E9",42,"E9-42",0
"E9",43,"E9-43",0
"E9",44,"E9-44",0.12864864864865
"E9",45,"E9-45",0
"E9",46,"E9-46",0
"E9",47,"E9-47",0
"E9",48,"E9-48",0
"E9",49,"E9-49",0
"E9",50,"E9-50",0
"E9",51,"E9-51",0
"E9",52,"E9-52",0
"E9",53,"E9-53",0
"E9",54,"E9-54",0
"E9",55,"E9-55",0
"E9",56,"E9-56",0
"E9",57,"E9-57",0
"E9",58,"E9-58",0
"E9",59,"E9-59",0
"E9",60,"E9-60",0
"E9",61,"E9-61",6.91864864864866
"E9",62,"E9-62",0
"E9",63,"E9-63",0
"E9",64,"E9-64",0
"E9",65,"E9-65",0
"E9",66,"E9-66",0
"E9",67,"E9-67",0
"E9",68,"E9-68",0
"E9",69,"E9-69",0
"E9",70,"E9-70",0
"E9",71,"E9-71",0
"E9",72,"E9-72",0
"E9",73,"E9-73",0
"E9",74,"E9-74",0
"E9",75,"E9-75",0
"E9",76,"E9-76",0
"E9",77,"E9-77",0
"E9",78,"E9-78",0
"E9",79,"E9-79",0
"E9",80,"E9-80",0
"E9",81,"E9-81",0
"E9",82,"E9-82",0
"E9",83,"E9-83",0
"E9",84,"E9-84",0
"E9",85,"E9-85",0
"E9",86,"E9-86",4.37864864864865
"E9",87,"E9-87",0
"E9",88,"E9-88",0
"E9",89,"E9-89",0
"E9",90,"E9-90",0
"E9",91,"E9-91",2.07864864864865
"E9",92,"E9-92",0
"E9",93,"E9-93",0
"E9",94,"E9-94",0
"E9",95,"E9-95",0
"E9",96,"E9-96",1.06864864864865
"E9",97,"E9-97",0
"E9",98,"E9-98",2.47864864864865
"E9",99,"E9-99",0
"E9",100,"E9-100",0.248648648648654
"E9",101,"E9-101",0
"E9",102,"E9-102",0
"E9",103,"E9-103",0
"E9",104,"E9-104",0
"E9",105,"E9-105",0
"E9",106,"E9-106",0
"E9",107,"E9-107",0
"E9",108,"E9-108",0
"E9",109,"E9-109",0
"E9",110,"E9-110",0
"E9",111,"E9-111",0
"E9",112,"E9-112",0
"E9",113,"E9-113",1.36864864864865
"E9",114,"E9-114",0
"E9",115,"E9-115",0
"E9",116,"E9-116",0
"E9",117,"E9-117",0
"E9",118,"E9-118",0
"E9",119,"E9-119",0
"E9",120,"E9-120",0
"E9",121,"E9-121",0
"E9",122,"E9-122",0
"E9",123,"E9-123",0
"E9",124,"E9-124",0
"E9",125,"E9-125",0
"E9",126,"E9-126",0
"E9",127,"E9-127",0
"E9",128,"E9-128",4.18864864864865
"E9",129,"E9-129",0
"E9",130,"E9-130",0
"E9",131,"E9-131",0
"E9",132,"E9-132",0
"E9",133,"E9-133",0
"E9",134,"E9-134",0
"E9",135,"E9-135",0
"E9",136,"E9-136",0
"E9",137,"E9-137",0
"E9",138,"E9-138",0
"E9",139,"E9-139",0
"E9",140,"E9-140",0
"E9",141,"E9-141",0
"E9",142,"E9-142",0
"E9",143,"E9-143",0
"E9",144,"E9-144",0
"E9",145,"E9-145",0.608648648648654
"E9",146,"E9-146",0.468648648648653
"E9",147,"E9-147",0
"E9",148,"E9-148",0
"E9",149,"E9-149",0
"E9",150,"E9-150",0
"E9",151,"E9-151",0
"E9",152,"E9-152",0
"E9",153,"E9-153",0
"E9",154,"E9-154",0
"E9",155,"E9-155",0
"E9",156,"E9-156",0
"E9",157,"E9-157",0
"E9",158,"E9-158",0
"E9",159,"E9-159",0
"E9",160,"E9-160",0
"E9",161,"E9-161",0
"E9",162,"E9-162",0
"E9",163,"E9-163",0
"E9",164,"E9-164",0
"E9",165,"E9-165",0.478648648648651
"E9",166,"E9-166",0
"E9",167,"E9-167",0
"E9",168,"E9-168",0
"E9",169,"E9-169",0
"E9",170,"E9-170",0
"E9",171,"E9-171",0
"E9",172,"E9-172",0
"E9",173,"E9-173",0
"E9",174,"E9-174",0
"E9",175,"E9-175",0
"E9",176,"E9-176",0
"E9",177,"E9-177",0
"E9",178,"E9-178",0
"E9",179,"E9-179",0
"E9",180,"E9-180",0.76864864864865
"E9",181,"E9-181",0
"E9",182,"E9-182",0
"E9",183,"E9-183",0
"E9",184,"E9-184",0
"E9",185,"E9-185",0
"E9",186,"E9-186",0.0586486486486493
"E9",187,"E9-187",0
"E9",188,"E9-188",0
"E9",189,"E9-189",0
"E9",190,"E9-190",0
"E9",191,"E9-191",0
"E9",192,"E9-192",0
"E9",193,"E9-193",0
"E9",194,"E9-194",0
"E9",195,"E9-195",0
"E9",196,"E9-196",0
"E9",197,"E9-197",0
"E9",198,"E9-198",0
"E9",199,"E9-199",0
"E9",200,"E9-200",0
"E9",201,"E9-201",0.898648648648653
"E9",202,"E9-202",0.0586486486486493
"E10",1,"E10-1",8.85864864864865
"E10",2,"E10-2",8.24864864864865
"E10",3,"E10-3",42.1386486486487
"E10",4,"E10-4",1.60864864864865
"E10",5,"E10-5",3.60864864864865
"E10",6,"E10-6",2.31864864864865
"E10",7,"E10-7",4.94864864864865
"E10",8,"E10-8",1.99864864864865
"E10",9,"E10-9",0.83864864864865
"E10",10,"E10-10",3.50864864864865
"E10",11,"E10-11",10.2186486486487
"E10",12,"E10-12",0.00864864864865211
"E10",13,"E10-13",9.43864864864865
"E10",14,"E10-14",0.19864864864865
"E10",15,"E10-15",5.19864864864865
"E10",16,"E10-16",11.1786486486487
"E10",17,"E10-17",8.02864864864866
"E10",18,"E10-18",2.70864864864865
"E10",19,"E10-19",13.0386486486487
"E10",20,"E10-20",3.11864864864865
"E10",21,"E10-21",7.92864864864865
"E10",22,"E10-22",4.86864864864865
"E10",23,"E10-23",3.19864864864865
"E10",24,"E10-24",1.27864864864866
"E10",25,"E10-25",3.31864864864865
"E10",26,"E10-26",0
"E10",27,"E10-27",4.01864864864865
"E10",28,"E10-28",4.74864864864865
"E10",29,"E10-29",0.548648648648651
"E10",30,"E10-30",5.84864864864866
"E10",31,"E10-31",5.23864864864865
"E10",32,"E10-32",3.74864864864865
"E10",33,"E10-33",11.2086486486487
"E10",34,"E10-34",6.66864864864866
"E10",35,"E10-35",18.5386486486487
"E10",36,"E10-36",6.67864864864865
"E10",37,"E10-37",4.37864864864865
"E10",38,"E10-38",16.2086486486487
"E10",39,"E10-39",1.93864864864865
"E10",40,"E10-40",1.89864864864865
"E10",41,"E10-41",10.9886486486486
"E10",42,"E10-42",6.50864864864865
"E10",43,"E10-43",2.70864864864865
"E10",44,"E10-44",0
"E10",45,"E10-45",4.85864864864865
"E10",46,"E10-46",14.2186486486487
"E10",47,"E10-47",1.00864864864865
"E10",48,"E10-48",17.4986486486487
"E10",49,"E10-49",5.83864864864865
"E10",50,"E10-50",4.11864864864865
"E10",51,"E10-51",15.7686486486487
"E10",52,"E10-52",9.90864864864865
"E10",53,"E10-53",9.00864864864865
"E10",54,"E10-54",5.18864864864865
"E10",55,"E10-55",4.14864864864865
"E10",56,"E10-56",15.1186486486487
"E10",57,"E10-57",0.468648648648653
"E10",58,"E10-58",9.05864864864865
"E10",59,"E10-59",12.6686486486487
"E10",60,"E10-60",7.35864864864865
"E10",61,"E10-61",4.95864864864865
"E10",62,"E10-62",2.39864864864865
"E10",63,"E10-63",15.5386486486487
"E10",64,"E10-64",6.47864864864865
"E10",65,"E10-65",20.9386486486487
"E10",66,"E10-66",5.65864864864865
"E10",67,"E10-67",10.4986486486487
"E10",68,"E10-68",5.57864864864865
"E10",69,"E10-69",0
"E10",70,"E10-70",2.07864864864865
"E10",71,"E10-71",12.2286486486487
"E10",72,"E10-72",1.62864864864865
"E10",73,"E10-73",15.6286486486486
"E10",74,"E10-74",6.12864864864865
"E10",75,"E10-75",11.4986486486487
"E10",76,"E10-76",7.92864864864865
"E10",77,"E10-77",0
"E10",78,"E10-78",10.9386486486487
"E10",79,"E10-79",5.29864864864865
"E10",80,"E10-80",9.30864864864865
"E10",81,"E10-81",7.58864864864865
"E10",82,"E10-82",5.56864864864865
"E10",83,"E10-83",4.00864864864865
"E10",84,"E10-84",0
"E10",85,"E10-85",3.98864864864865
"E10",86,"E10-86",3.63864864864865
"E10",87,"E10-87",1.44864864864865
"E10",88,"E10-88",4.02864864864866
"E10",89,"E10-89",13.2786486486487
"E10",90,"E10-90",7.25864864864865
"E10",91,"E10-91",23.7486486486487
"E10",92,"E10-92",3.25864864864865
"E10",93,"E10-93",8.23864864864865
"E10",94,"E10-94",10.8386486486487
"E10",95,"E10-95",4.17864864864865
"E10",96,"E10-96",9.14864864864865
"E10",97,"E10-97",2.95864864864865
"E10",98,"E10-98",10.7186486486487
"E10",99,"E10-99",4.51864864864865
"E10",100,"E10-100",4.77864864864866
"E10",101,"E10-101",29.7786486486487
"E10",102,"E10-102",17.5786486486487
"E10",103,"E10-103",30.5986486486487
"E10",104,"E10-104",22.2386486486486
"E10",105,"E10-105",13.0786486486487
"E10",106,"E10-106",5.64864864864865
"E10",107,"E10-107",3.70864864864865
"E10",108,"E10-108",20.5886486486487
"E10",109,"E10-109",4.90864864864865
"E10",110,"E10-110",16.3286486486487
"E10",111,"E10-111",2.76864864864865
"E10",112,"E10-112",14.6286486486486
"E10",113,"E10-113",9.25864864864865
"E10",114,"E10-114",6.24864864864865
"E10",115,"E10-115",8.07864864864865
"E10",116,"E10-116",18.2186486486487
"E10",117,"E10-117",5.06864864864865
"E10",118,"E10-118",7.63864864864865
"E10",119,"E10-119",10.6586486486487
"E10",120,"E10-120",11.8486486486487
"E10",121,"E10-121",2.77864864864866
"E10",122,"E10-122",5.59864864864866
"E10",123,"E10-123",33.4286486486486
"E10",124,"E10-124",22.8286486486487
"E10",125,"E10-125",14.4486486486486
"E10",126,"E10-126",23.6486486486487
"E10",127,"E10-127",1.92864864864865
"E10",128,"E10-128",8.46864864864865
"E10",129,"E10-129",5.68864864864865
"E10",130,"E10-130",10.8186486486487
"E10",131,"E10-131",1.39864864864865
"E10",132,"E10-132",8.55864864864865
"E10",133,"E10-133",52.3686486486487
"E10",134,"E10-134",1.08864864864865
"E10",135,"E10-135",17.9686486486487
"E10",136,"E10-136",4.66864864864866
"E10",137,"E10-137",6.47864864864865
"E10",138,"E10-138",20.1186486486487
"E10",139,"E10-139",7.12864864864865
"E10",140,"E10-140",2.29864864864865
"E10",141,"E10-141",5.04864864864865
"E10",142,"E10-142",10.5986486486487
"E10",143,"E10-143",4.58864864864865
"E10",144,"E10-144",0.788648648648653
"E10",145,"E10-145",9.64864864864865
"E10",146,"E10-146",2.83864864864865
"E10",147,"E10-147",15.3786486486486
"E10",148,"E10-148",6.07864864864865
"E10",149,"E10-149",1.26864864864865
"E10",150,"E10-150",4.60864864864865
"E10",151,"E10-151",4.19864864864865
"E10",152,"E10-152",4.78864864864865
"E10",153,"E10-153",29.0986486486487
"E10",154,"E10-154",6.23864864864865
"E10",155,"E10-155",5.84864864864866
"E10",156,"E10-156",3.59864864864866
"E10",157,"E10-157",3.55864864864865
"E10",158,"E10-158",12.4786486486487
"E10",159,"E10-159",2.81864864864865
"E10",160,"E10-160",2.00864864864865
"E10",161,"E10-161",16.0586486486486
"E10",162,"E10-162",6.12864864864865
"E10",163,"E10-163",9.81864864864865
"E10",164,"E10-164",4.13864864864865
"E10",165,"E10-165",6.66864864864866
"E10",166,"E10-166",5.81864864864865
"E10",167,"E10-167",9.47864864864865
"E10",168,"E10-168",4.59864864864866
"E10",169,"E10-169",0.788648648648653
"E10",170,"E10-170",2.02864864864866
"E10",171,"E10-171",2.48864864864865
"E10",172,"E10-172",0
"E10",173,"E10-173",19.4886486486486
"E10",174,"E10-174",8.47864864864865
"E10",175,"E10-175",7.99864864864865
"E10",176,"E10-176",3.47864864864865
"E10",177,"E10-177",1.16864864864866
"E10",178,"E10-178",13.3686486486487
"E10",179,"E10-179",4.37864864864865
"E10",180,"E10-180",5.11864864864865
"E10",181,"E10-181",18.8886486486487
"E10",182,"E10-182",0.978648648648651
"E10",183,"E10-183",7.71864864864865
"E10",184,"E10-184",11.4986486486487
"E10",185,"E10-185",4.14864864864865
"E10",186,"E10-186",7.19864864864865
"E10",187,"E10-187",6.16864864864866
"E10",188,"E10-188",6.57864864864865
"E10",189,"E10-189",10.6286486486486
"E10",190,"E10-190",0.76864864864865
"E10",191,"E10-191",4.79864864864865
"E10",192,"E10-192",4.61864864864865
"E10",193,"E10-193",28.5686486486487
"E10",194,"E10-194",16.4286486486487
"E10",195,"E10-195",4.22864864864865
"E10",196,"E10-196",1.33864864864865
"E10",197,"E10-197",12.0086486486487
"E10",198,"E10-198",10.0786486486487
"E10",199,"E10-199",7.58864864864865
"E10",200,"E10-200",6.27864864864866
"E10",201,"E10-201",15.4686486486487
