Block,Pos,Date,Measurer,Veg,Bud,Flr,Fert,Abt,M,S,N
E2,11,30-Jun,Darcey,21,,,,,,,
E2,12,30-Jun,Darcey,14,,,,,,,
E2,13,30-Jun,Darcey,18,,,,,,,
E2,14,30-Jun,Darcey,15.5,,,,,,,
E2,15,30-Jun,Darcey,53,,,,,,,
E2,16,30-Jun,Darcey,26,,,,,,,
E2,17,30-Jun,Darcey,21,,,,,,,
E2,18,30-Jun,Darcey,46,,,,,,,
E2,19,30-Jun,Darcey,23,,,,,,,
E2,20,30-Jun,Darcey,61,,,,,,,
E2,21,30-Jun,Darcey,29,,,,,,,
E2,22,30-Jun,Darcey,47,,,,,,,
E2,23,30-Jun,Darcey,20,,,,,,,
E2,24,30-Jun,Darcey,38,,,,,,,
E2,25,30-Jun,Darcey,27,,,,,,,
E2,26,30-Jun,Darcey,19,,,,,,,
E2,27,30-Jun,Darcey,25,,,,,,,
E2,28,30-Jun,Darcey,31,,,,,,,
E2,29,30-Jun,Darcey,24,,,,,,,
E2,30,30-Jun,Darcey,25,,,,,,,
E2,31,30-Jun,Darcey,21,,,,,,,
E2,32,30-Jun,Darcey,27,,,,,,,
E2,33,30-Jun,Darcey,30,,,,,,,
E2,34,30-Jun,Darcey,37,,,,,,,
E2,35,30-Jun,Darcey,41.5,,,,,,,
E2,36,30-Jun,Darcey,30.5,,,,,,,
E2,37,30-Jun,Darcey,10,,,,,,,
E2,38,30-Jun,Darcey,58,,,,,,,
E2,39,30-Jun,Darcey,21,,,,,,,
E2,40,30-Jun,Darcey,26,,,,,,,
E2,41,30-Jun,Darcey,32.5,,,,,,,
E2,42,30-Jun,Darcey,22,,,,,,,
E2,43,30-Jun,Darcey,35.5,,,,,,,
E2,44,30-Jun,Darcey,31.5,,,,,,,
E2,45,30-Jun,Darcey,19.5,,,,,,,
E2,46,30-Jun,Darcey,29,,,,,,,
E2,47,30-Jun,Darcey,28,,,,,,,
E2,48,30-Jun,Darcey,26,,,,,,,
E2,49,30-Jun,Darcey,22,,,,,,,
E2,50,30-Jun,Darcey,31,,,,,,,
E2,51,30-Jun,Darcey,40.5,,,,,,,
E2,52,30-Jun,Darcey,30,,,,,,,
E2,53,30-Jun,Darcey,42,,,,,,,
E2,54,30-Jun,Darcey,38,,,,,,,
E2,55,30-Jun,Darcey,33,,,,,,,
E2,56,30-Jun,Darcey,10,,,,,,,
E2,57,30-Jun,Darcey,36.5,,,,,,,
E2,58,30-Jun,Darcey,33,,,,,,,
E2,59,30-Jun,Darcey,31,,,,,,,
E2,60,30-Jun,Darcey,41,,,,,,,
E2,61,30-Jun,Darcey,27.5,,,,,,,
E2,62,30-Jun,Darcey,33,,,,,,,
E2,63,30-Jun,Darcey,36,,,,,,,
E2,64,30-Jun,Darcey,43.5,,,,,,,
E2,65,30-Jun,Darcey,45.5,,,,,,,
E2,66,30-Jun,Darcey,NA,,,,,,,
E2,67,30-Jun,Darcey,24,,,,,,,
E2,68,30-Jun,Darcey,20,,,,,,,
E2,69,30-Jun,Darcey,42,,,,,,,
E2,70,30-Jun,Darcey,13,,,,,,,
E2,71,30-Jun,Darcey,59,,,,,,,
E2,72,30-Jun,Darcey,28,,,,,,,
E2,73,30-Jun,Darcey,45,,,,,,,
E2,74,30-Jun,Darcey,58,,,,,,,
E2,75,30-Jun,Darcey,22,,,,,,,
E2,76,30-Jun,Darcey,46.5,,,,,,,
E2,77,30-Jun,Darcey,35.5,,,,,,,
E2,78,30-Jun,Darcey,26,,,,,,,
E2,79,30-Jun,Darcey,30.5,,,,,,,
E2,80,30-Jun,Darcey,17,,,,,,,
E2,81,30-Jun,Darcey,44,,,,,,,
E2,82,30-Jun,Darcey,41,,,,,,,
E2,83,30-Jun,Darcey,50.5,,,,,,,
E2,84,30-Jun,Darcey,9,,,,,,,
E2,85,30-Jun,Darcey,23.5,,,,,,,
E2,86,30-Jun,Darcey,49,,,,,,,
E2,87,30-Jun,Darcey,35,,,,,,,
E2,88,30-Jun,Darcey,23,,,,,,,
E2,89,30-Jun,Darcey,34,,,,,,,
E2,90,30-Jun,Darcey,42,,,,,,,
E2,91,30-Jun,Darcey,44.5,,,,,,,
E2,92,30-Jun,Darcey,53,,,,,,,
E2,93,30-Jun,Darcey,26,,,,,,,
E2,94,30-Jun,Darcey,28,,,,,,,
E2,95,30-Jun,Darcey,42,,,,,,,
E2,96,30-Jun,Darcey,NA,,,,,,,
E2,97,30-Jun,Darcey,45,,,,,,,
E2,98,30-Jun,Darcey,69.5,,,,,,,
E2,99,30-Jun,Darcey,33,,,,,,,
E2,100,30-Jun,Darcey,35.5,,,,,,,
E2,101,30-Jun,Darcey,NA,,,,,,,
E2,102,30-Jun,Darcey,NA,,,,,,,
E2,103,30-Jun,Darcey,43,,,,,,,
E2,104,30-Jun,Darcey,NA,,,,,,,
E2,105,30-Jun,Darcey,NA,,,,,,,
E2,106,30-Jun,Darcey,NA,,,,,,,
E2,107,30-Jun,Darcey,NA,,,,,,,
E2,108,30-Jun,Darcey,20,,,,,,,
E2,109,30-Jun,Darcey,37,,,,,,,
E2,110,30-Jun,Darcey,NA,,,,,,,
E2,111,30-Jun,Darcey,35,,,,,,,
E2,112,30-Jun,Darcey,39,,,,,,,
E2,113,30-Jun,Darcey,24,,,,,,,
E2,114,30-Jun,Darcey,30,,,,,,,
E2,115,30-Jun,Darcey,51,,,,,,,
E2,116,30-Jun,Darcey,51,,,,,,,
E2,117,30-Jun,Darcey,38,,,,,,,
E2,118,30-Jun,Darcey,34,,,,,,,
E2,119,30-Jun,Darcey,13,,,,,,,
E2,120,30-Jun,Darcey,45,,,,,,,
E2,121,30-Jun,Darcey,33,,,,,,,
E2,122,30-Jun,Darcey,37,,,,,,,
E2,123,30-Jun,Darcey,36,,,,,,,
E2,124,30-Jun,Darcey,45.5,,,,,,,
E2,125,30-Jun,Darcey,46,,,,,,,
E2,126,30-Jun,Darcey,24,,,,,,,
E2,127,30-Jun,Darcey,19,,,,,,,
E2,128,30-Jun,Darcey,38,,,,,,,
E2,129,30-Jun,Darcey,36.5,,,,,,,
E2,130,30-Jun,Darcey,29,,,,,,,
E2,131,30-Jun,Darcey,25.5,,,,,,,
E2,132,30-Jun,Darcey,30.5,,,,,,,
E2,133,30-Jun,Darcey,35,,,,,,,
E2,134,30-Jun,Darcey,33,,,,,,,
E2,135,30-Jun,Darcey,37.5,,,,,,,
E2,136,30-Jun,Darcey,41,,,,,,,
E2,137,30-Jun,Darcey,33.5,,,,,,,
E2,138,30-Jun,Darcey,35.5,,,,,,,
E2,139,30-Jun,Darcey,35,,,,,,,
E2,140,30-Jun,Darcey,54.5,,,,,,,
E2,141,30-Jun,Darcey,30,,,,,,,
E2,142,30-Jun,Darcey,56,,,,,,,
E2,143,30-Jun,Darcey,23,,,,,,,
E2,144,30-Jun,Darcey,38,,,,,,,
E2,145,30-Jun,Darcey,20.5,,,,,,,
E2,146,30-Jun,Darcey,19.5,,,,,,,
E2,147,30-Jun,Darcey,31.5,,,,,,,
E2,148,30-Jun,Darcey,37.5,,,,,,,
E2,149,30-Jun,Darcey,25.5,,,,,,,
E2,150,30-Jun,Darcey,23,,,,,,,
E2,151,30-Jun,Darcey,36.5,,,,,,,
E2,152,30-Jun,Darcey,35,,,,,,,
E2,153,30-Jun,Darcey,40,,,,,,,
E2,154,30-Jun,Darcey,20,,,,,,,
E2,155,30-Jun,Darcey,26.5,,,,,,,
E2,156,30-Jun,Darcey,37.5,,,,,,,
E2,157,30-Jun,Darcey,33,,,,,,,
E2,158,30-Jun,Darcey,25.5,,,,,,,
E2,159,30-Jun,Darcey,25.5,,,,,,,
E2,160,30-Jun,Darcey,33,,,,,,,
E2,161,30-Jun,Darcey,25,,,,,,,
E2,162,30-Jun,Darcey,32,,,,,,,
E2,163,30-Jun,Darcey,8,,,,,,,
E2,164,30-Jun,Darcey,29,,,,,,,
E2,165,30-Jun,Darcey,46,,,,,,,
E2,166,30-Jun,Darcey,17,,,,,,,
E2,167,30-Jun,Darcey,30.5,,,,,,,
E2,168,30-Jun,Darcey,21.5,,,,,,,
E2,169,30-Jun,Darcey,16,,,,,,,
E2,170,30-Jun,Darcey,25.5,,,,,,,
E2,171,30-Jun,Darcey,10,,,,,,,
E2,172,30-Jun,Darcey,24.5,,,,,,,
E2,173,30-Jun,Darcey,12.5,,,,,,,
E2,174,30-Jun,Darcey,31.5,,,,,,,
E2,175,30-Jun,Darcey,30,,,,,,,
E2,176,30-Jun,Darcey,38,,,,,,,
E2,177,30-Jun,Darcey,29,,,,,,,
E2,178,30-Jun,Darcey,16.5,,,,,,,
E2,179,30-Jun,Darcey,20,,,,,,,
E2,180,30-Jun,Darcey,17,,,,,,,
E2,181,30-Jun,Darcey,35,,,,,,,
E2,182,30-Jun,Darcey,17,,,,,,,
E2,183,30-Jun,Darcey,10,,,,,,,
E2,184,30-Jun,Darcey,17,,,,,,,
E2,185,30-Jun,Darcey,17,,,,,,,
E2,186,30-Jun,Darcey,21,,,,,,,
E2,187,30-Jun,Darcey,9,,,,,,,
E2,188,30-Jun,Darcey,20,,,,,,,
E2,189,30-Jun,Darcey,11,,,,,,,
E2,190,30-Jun,Darcey,12,,,,,,,
E2,191,30-Jun,Darcey,12.5,,,,,,,
E2,192,30-Jun,Darcey,8,,,,,,,
E2,193,30-Jun,Darcey,23,,,,,,,
E2,194,30-Jun,Darcey,13,,,,,,,
E2,195,30-Jun,Darcey,26,,,,,,,
E2,196,30-Jun,Darcey,13,,,,,,,
E2,197,30-Jun,Darcey,33.5,,,,,,,
E2,198,30-Jun,Darcey,NA,,,,,,,
E2,199,30-Jun,Darcey,18,,,,,,,
E2,200,30-Jun,Darcey,27.5,,,,,,,
E2,201,30-Jun,Darcey,42.5,,,,,,,
E2,202,30-Jun,Darcey,19,,,,,,,
E2,203,30-Jun,Darcey,20,,,,,,,
E2,204,30-Jun,Darcey,36,,,,,,,
E2,205,30-Jun,Darcey,30,,,,,,,
E3,1,30-Jun,Damian,77,,,,,,,
E3,2,30-Jun,Damian,82,,,,,,,
E3,3,30-Jun,Damian,43,,,,,,,
E3,4,30-Jun,Damian,76,,,,,,,
E3,5,30-Jun,Damian,67,,,,,,,
E3,6,30-Jun,Damian,92,,,,,,,
E3,7,30-Jun,Damian,70,,,,,,,
E3,8,30-Jun,Damian,81,,,,,,,
E3,9,30-Jun,Damian,69,,,,,,,
E3,10,30-Jun,Damian,69,,,,,,,
E3,11,30-Jun,Damian,66,69,,,,,,
E3,12,30-Jun,Damian,74,,,,,,,
E3,13,30-Jun,Damian,49,,,,,,,
E3,14,30-Jun,Damian,59,61,,,,,,
E3,15,30-Jun,Damian,55,,,,,,,
E3,16,30-Jun,Damian,60,62,,,,,,
E3,17,30-Jun,Damian,67,73,,,,,,
E3,18,30-Jun,Damian,90,92.5,,,,,,
E3,19,30-Jun,Damian,71.5,,,,,,,
E3,20,30-Jun,Damian,69,,,,,,,
E3,21,30-Jun,Damian,33,,,,,,,
E3,22,30-Jun,Damian,74,75,,,,,,
E3,23,30-Jun,Damian,78,85.5,,,,,,
E3,24,30-Jun,Damian,68,,,,,,,
E3,25,30-Jun,Damian,106.5,,,,,,,
E3,26,30-Jun,Damian,68,,,,,,,
E3,27,30-Jun,Damian,59,,,,,,,
E3,28,30-Jun,Damian,65,68,,,,,,
E3,29,30-Jun,Damian,76,77.5,,,,,,
E3,30,30-Jun,Damian,66,,,,,,,
E3,31,30-Jun,Damian,65,,,,,,,
E3,32,30-Jun,Damian,62,,,,,,,
E3,33,30-Jun,Damian,79,81,,,,,,
E3,34,30-Jun,Damian,61,,,,,,,
E3,35,30-Jun,Damian,64,,,,,,,
E3,36,30-Jun,Damian,82.5,,,,,,,
E3,37,30-Jun,Damian,58,,,,,,,
E3,38,30-Jun,Damian,65,,,,,,,
E3,39,30-Jun,Damian,57,,,,,,,
E3,40,30-Jun,Damian,69,,,,,,,
E3,41,30-Jun,Damian,70,,,,,,,
E3,42,30-Jun,Damian,69.5,,,,,,,
E3,43,30-Jun,Damian,89,,,,,,,
E3,44,30-Jun,Damian,58,61,,,,,,
E3,45,30-Jun,Damian,73,74.5,,,,,,
E3,46,30-Jun,Damian,72,75,,,,,,
E3,47,30-Jun,Damian,62,64,,,,,,
E3,48,30-Jun,Damian,52,,,,,,,
E3,49,30-Jun,Damian,62,,,,,,,
E3,50,30-Jun,Damian,25,,,,,,,
E3,51,30-Jun,Damian,NA,,,,,,,
E3,52,30-Jun,Damian,74,,,,,,,
E3,53,30-Jun,Damian,85.5,,,,,,,
E3,54,30-Jun,Damian,84,,,,,,,
E3,55,30-Jun,Damian,69,73,,,,,,
E3,56,30-Jun,Damian,71.5,,,,,,,
E3,57,30-Jun,Damian,47,,,,,,,
E3,58,30-Jun,Damian,69.5,,,,,,,
E3,59,30-Jun,Damian,48,,,,,,,
E3,60,30-Jun,Damian,62.5,,,,,,,
E3,61,30-Jun,Damian,66,,,,,,,
E3,62,30-Jun,Damian,47,,,,,,,
E3,63,30-Jun,Damian,66,,,,,,,
E3,64,30-Jun,Damian,50,,,,,,,
E3,65,30-Jun,Damian,77,,,,,,,
E3,66,30-Jun,Damian,73,,,,,,,
E3,67,30-Jun,Damian,67,,,,,,,
E3,68,30-Jun,Damian,46,,,,,,,
E3,69,30-Jun,Damian,71.5,,,,,,,
E3,70,30-Jun,Damian,87,,,,,,,
E3,71,30-Jun,Damian,62,,,,,,,
E3,72,30-Jun,Damian,NA,,,,,,,
E3,73,30-Jun,Damian,57,,,,,,,
E3,74,30-Jun,Damian,76,,,,,,,
E3,75,30-Jun,Damian,63,,,,,,,
E3,76,30-Jun,Damian,76,77,,,,,,
E3,77,30-Jun,Damian,81,,,,,,,
E3,78,30-Jun,Damian,80,,,,,,,
E3,79,30-Jun,Damian,66,,,,,,,
E3,80,30-Jun,Damian,76,,,,,,,
E3,81,30-Jun,Damian,69,,,,,,,
E3,82,30-Jun,Damian,88,,,,,,,
E3,83,30-Jun,Damian,71,75,,,,,,
E3,84,30-Jun,Damian,57,,,,,,,
E3,85,30-Jun,Damian,60,,,,,,,
E3,86,30-Jun,Damian,59,,,,,,,
E3,87,30-Jun,Damian,74,,,,,,,
E3,88,30-Jun,Damian,76,,,,,,,
E3,89,30-Jun,Damian,83,,,,,,,
E3,90,30-Jun,Damian,73.5,,,,,,,
E3,91,30-Jun,Damian,NA,,,,,,,
E3,92,30-Jun,Damian,73,75,,,,,,
E3,93,30-Jun,Damian,64,80,,,,,,
E3,94,30-Jun,Damian,54,,,,,,,
E3,95,30-Jun,Damian,85,87,,,,,,
E3,96,30-Jun,Damian,100,,,,,,,
E3,97,30-Jun,Damian,62,66,,,,,,
E3,98,30-Jun,Damian,86,87,,,,,,
E3,99,30-Jun,Damian,56,,,,,,,
E3,100,30-Jun,Damian,67,,,,,,,
E3,101,30-Jun,Damian,66,69,,,,,,
E3,102,30-Jun,Damian,NA,,,,,,,
E3,103,30-Jun,Damian,94,98,,,,,,
E3,104,30-Jun,Damian,69,,,,,,,
E3,105,30-Jun,Damian,78,,,,,,,
E3,106,30-Jun,Damian,67,,,,,,,
E3,107,30-Jun,Damian,35,,,,,,,
E3,108,30-Jun,Damian,50,,,,,,,
E3,109,30-Jun,Damian,76,78,,,,,,
E3,110,30-Jun,Damian,51,,,,,,,
E3,111,30-Jun,Damian,82,86.5,,,,,,
E3,112,30-Jun,Damian,56,,,,,,,
E3,113,30-Jun,Damian,84,86,,,,,,
E3,114,30-Jun,Damian,59,,,,,,,
E3,115,30-Jun,Damian,78,81,,,,,,
E3,116,30-Jun,Damian,78,,,,,,,
E3,117,30-Jun,Damian,75,,,,,,,
E3,118,30-Jun,Damian,70,,,,,,,
E3,119,30-Jun,Damian,56,57,,,,,,
E3,120,30-Jun,Damian,61,68,,,,,,
E3,121,30-Jun,Damian,89,93,,,,,,
E3,122,30-Jun,Damian,67,,,,,,,
E3,123,30-Jun,Damian,47,,,,,,,
E3,124,30-Jun,Damian,59,60,,,,,,
E3,125,30-Jun,Damian,78,79.5,,,,,,
E3,126,30-Jun,Damian,86,,,,,,,
E3,127,30-Jun,Damian,73,79,,,,,,
E3,128,30-Jun,Damian,66,,,,,,,
E3,129,30-Jun,Damian,84,85.5,,,,,,
E3,130,30-Jun,Damian,76.5,78,,,,,,
E3,131,30-Jun,Damian,84,86.5,,,,,,
E3,132,30-Jun,Damian,NA,,,,,,,
E3,133,30-Jun,Damian,54,,,,,,,
E3,134,30-Jun,Damian,51,,,,,,,
E3,135,30-Jun,Damian,71,,,,,,,
E3,136,30-Jun,Damian,76,,,,,,,
E3,137,30-Jun,Damian,60,,,,,,,
E3,138,30-Jun,Damian,82.5,,,,,,,
E3,139,30-Jun,Damian,56,,,,,,,
E3,140,30-Jun,Damian,40,,,,,,,
E3,141,30-Jun,Damian,77,82,,,,,,
E3,142,30-Jun,Damian,35.5,,,,,,,
E3,143,30-Jun,Damian,60,,,,,,,
E3,144,30-Jun,Damian,85,,,,,,,
E3,145,30-Jun,Damian,71,,,,,,,
E3,146,30-Jun,Damian,55,,,,,,,
E3,147,30-Jun,Damian,60,,,,,,,
E3,148,30-Jun,Damian,62,,,,,,,
E3,149,30-Jun,Damian,68,,,,,,,
E3,150,30-Jun,Damian,97,,,,,,,
E3,151,30-Jun,Damian,88,,,,,,,
E3,152,30-Jun,Damian,41,43,,,,,,
E3,153,30-Jun,Damian,90,,,,,,,
E3,154,30-Jun,Damian,52,,,,,,,
E3,155,30-Jun,Damian,NA,,,,,,,
E3,156,30-Jun,Damian,73,74,,,,,,
E3,157,30-Jun,Damian,76.5,,,,,,,
E3,158,30-Jun,Damian,62,64.5,,,,,,
E3,159,30-Jun,Damian,59,,,,,,,
E3,160,30-Jun,Damian,58,,,,,,,
E3,161,30-Jun,Damian,74,,,,,,,
E3,162,30-Jun,Damian,61,,,,,,,
E3,163,30-Jun,Damian,71,,,,,,,
E3,164,30-Jun,Damian,64,,,,,,,
E3,165,30-Jun,Damian,90,,,,,,,
E3,166,30-Jun,Damian,61,,,,,,,
E3,167,30-Jun,Damian,62,,,,,,,
E3,168,30-Jun,Damian,61,,,,,,,
E3,169,30-Jun,Damian,73,,,,,,,
E3,170,30-Jun,Damian,63,,,,,,,
E3,171,30-Jun,Damian,76,78,,,,,,
E3,172,30-Jun,Damian,51,,,,,,,
E3,173,30-Jun,Damian,71,73,,,,,,
E3,174,30-Jun,Damian,40,,,,,,,
E3,175,30-Jun,Damian,71,73.5,,,,,,
E3,176,30-Jun,Damian,65,67,,,,,,
E3,177,30-Jun,Damian,67,68.5,,,,,,
E3,178,30-Jun,Damian,67,,,,,,,
E3,179,30-Jun,Damian,51,,,,,,,
E3,180,30-Jun,Damian,90,,,,,,,
E3,181,30-Jun,Damian,37,,,,,,,
E3,182,30-Jun,Damian,66,71,,,,,,
E3,183,30-Jun,Damian,63,,,,,,,
E3,184,30-Jun,Damian,76,,,,,,,
E3,185,30-Jun,Damian,59.5,,,,,,,
E3,186,30-Jun,Damian,50,52,,,,,,
E3,187,30-Jun,Damian,52,54,,,,,,
E3,188,30-Jun,Damian,71,,,,,,,
E3,189,30-Jun,Damian,72,73,,,,,,
E3,190,30-Jun,Damian,60,,,,,,,
E3,191,30-Jun,Damian,43,,,,,,,
E3,192,30-Jun,Damian,64,,,,,,,
E3,193,30-Jun,Damian,60,,,,,,,
E3,194,30-Jun,Damian,85,86,,,,,,
E3,195,30-Jun,Damian,45,,,,,,,
E3,196,30-Jun,Damian,84,86.5,,,,,,
E3,197,30-Jun,Damian,56,,,,,,,
E3,198,30-Jun,Damian,71,,,,,,,
E3,199,30-Jun,Damian,65,66,,,,,,
E3,200,30-Jun,Damian,53,54,,,,,,
E4,1,30-Jun,Darcey,NA,,,,,,,
E4,2,30-Jun,Darcey,NA,,,,,,,
E4,3,30-Jun,Darcey,46,,,,,,,
E4,4,30-Jun,Darcey,33,,,,,,,
E4,5,30-Jun,Darcey,32.5,,,,,,,
E4,6,30-Jun,Darcey,33,,,,,,,
E4,7,30-Jun,Darcey,24.5,,,,,,,
E4,8,30-Jun,Darcey,27,,,,,,,
E4,9,30-Jun,Darcey,28.5,,,,,,,
E4,10,30-Jun,Darcey,21,,,,,,,
E4,11,30-Jun,Darcey,30,,,,,,,
E4,12,30-Jun,Darcey,27,,,,,,,
E4,13,30-Jun,Darcey,41,,,,,,,
E4,14,30-Jun,Darcey,28,,,,,,,
E4,15,30-Jun,Darcey,17,,,,,,,
E4,16,30-Jun,Darcey,29.5,,,,,,,
E4,17,30-Jun,Darcey,46.5,,,,,,,
E4,18,30-Jun,Darcey,29.5,,,,,,,
E4,19,30-Jun,Darcey,25,,,,,,,
E4,20,30-Jun,Darcey,24,,,,,,,
E4,21,30-Jun,Darcey,31,,,,,,,
E4,22,30-Jun,Darcey,36,,,,,,,
E4,23,30-Jun,Darcey,20,,,,,,,
E4,24,30-Jun,Darcey,26.5,,,,,,,
E4,25,30-Jun,Darcey,33,,,,,,,
E4,26,30-Jun,Darcey,37.5,,,,,,,
E4,27,30-Jun,Darcey,27,,,,,,,
E4,28,30-Jun,Darcey,26.5,,,,,,,
E4,29,30-Jun,Darcey,15,,,,,,,
E4,30,30-Jun,Darcey,26,,,,,,,
E4,31,30-Jun,Darcey,23,,,,,,,
E4,32,30-Jun,Darcey,40,,,,,,,
E4,33,30-Jun,Darcey,39.5,,,,,,,
E4,34,30-Jun,Darcey,40.5,,,,,,,
E4,35,30-Jun,Darcey,37.5,,,,,,,
E4,36,30-Jun,Darcey,10,,,,,,,
E4,37,30-Jun,Darcey,25.5,,,,,,,
E4,38,30-Jun,Darcey,25,,,,,,,
E4,39,30-Jun,Darcey,39,,,,,,,
E4,40,30-Jun,Darcey,7,,,,,,,
E4,41,30-Jun,Darcey,22.5,,,,,,,
E4,42,30-Jun,Darcey,NA,,,,,,,
E4,43,30-Jun,Darcey,12.5,,,,,,,
E4,44,30-Jun,Darcey,24,,,,,,,
E4,45,30-Jun,Darcey,15,,,,,,,
E4,46,30-Jun,Darcey,45,,,,,,,
E4,47,30-Jun,Darcey,NA,,,,,,,
E4,48,30-Jun,Darcey,30,,,,,,,
E4,49,30-Jun,Darcey,12.5,,,,,,,
E4,50,30-Jun,Darcey,20,,,,,,,
E4,51,30-Jun,Darcey,25,,,,,,,
E4,52,30-Jun,Darcey,28,,,,,,,
E4,53,30-Jun,Darcey,22,,,,,,,
E4,54,30-Jun,Darcey,23.5,,,,,,,
E4,55,30-Jun,Darcey,24,,,,,,,
E4,56,30-Jun,Darcey,18,,,,,,,
E4,57,30-Jun,Darcey,35.5,,,,,,,
E4,58,30-Jun,Darcey,22.5,,,,,,,
E4,59,30-Jun,Darcey,NA,,,,,,,
E4,60,30-Jun,Darcey,36,,,,,,,
E4,61,30-Jun,Darcey,21,,,,,,,
E4,62,30-Jun,Darcey,16.5,,,,,,,
E4,63,30-Jun,Darcey,50.5,,,,,,,
E4,64,30-Jun,Darcey,39.5,,,,,,,
E4,65,30-Jun,Darcey,27,,,,,,,
E4,66,30-Jun,Darcey,29.5,,,,,,,
E4,67,30-Jun,Darcey,26,,,,,,,
E4,68,30-Jun,Darcey,26,,,,,,,
E4,69,30-Jun,Darcey,20.5,,,,,,,
E4,70,30-Jun,Darcey,25,,,,,,,
E4,71,30-Jun,Darcey,40,,,,,,,
E4,72,30-Jun,Darcey,27,,,,,,,
E4,73,30-Jun,Darcey,26.5,,,,,,,
E4,74,30-Jun,Darcey,39.5,,,,,,,
E4,75,30-Jun,Darcey,11,,,,,,,
E4,76,30-Jun,Darcey,9,,,,,,,
E4,77,30-Jun,Darcey,20,,,,,,,
E4,78,30-Jun,Darcey,19.5,,,,,,,
E4,79,30-Jun,Darcey,17.5,,,,,,,
E4,80,30-Jun,Darcey,21,,,,,,,
E4,81,30-Jun,Darcey,30,,,,,,,
E4,82,30-Jun,Darcey,17,,,,,,,
E4,83,30-Jun,Darcey,23,,,,,,,
E4,84,30-Jun,Darcey,8,,,,,,,
E4,85,30-Jun,Darcey,NA,,,,,,,
E4,86,30-Jun,Darcey,32.5,,,,,,,
E4,87,30-Jun,Darcey,23.5,,,,,,,
E4,88,30-Jun,Darcey,11,,,,,,,
E4,89,30-Jun,Darcey,26.5,,,,,,,
E4,90,30-Jun,Darcey,16,,,,,,,
E4,91,30-Jun,Darcey,10.5,,,,,,,
E4,92,30-Jun,Darcey,23.5,,,,,,,
E4,93,30-Jun,Darcey,36,,,,,,,
E4,94,30-Jun,Darcey,22,,,,,,,
E4,95,30-Jun,Darcey,15,,,,,,,
E4,96,30-Jun,Darcey,43,,,,,,,
E4,97,30-Jun,Darcey,31.5,,,,,,,
E4,98,30-Jun,Darcey,14,,,,,,,
E4,99,30-Jun,Darcey,50,,,,,,,
E4,100,30-Jun,Darcey,58.5,,,,,,,
E4,101,30-Jun,Darcey,49,,,,,,,
E4,102,30-Jun,Darcey,20.5,,,,,,,
E4,103,30-Jun,Darcey,43,,,,,,,
E4,104,30-Jun,Darcey,51,,,,,,,
E4,105,30-Jun,Darcey,40.5,,,,,,,
E4,106,30-Jun,Darcey,22.5,,,,,,,
E4,107,30-Jun,Darcey,28,,,,,,,
E4,108,30-Jun,Darcey,34.5,,,,,,,
E4,109,30-Jun,Darcey,14.5,,,,,,,
E4,110,30-Jun,Darcey,21.5,,,,,,,
E4,111,30-Jun,Darcey,10,,,,,,,
E4,112,30-Jun,Darcey,18.5,,,,,,,
E4,113,30-Jun,Darcey,36,,,,,,,
E4,114,30-Jun,Darcey,18.5,,,,,,,
E4,115,30-Jun,Darcey,25,,,,,,,
E4,116,30-Jun,Darcey,19,,,,,,,
E4,117,30-Jun,Darcey,40.5,,,,,,,
E4,118,30-Jun,Darcey,38.5,,,,,,,
E4,119,30-Jun,Darcey,33,,,,,,,
E4,120,30-Jun,Darcey,48,,,,,,,
E4,121,30-Jun,Darcey,20.5,,,,,,,
E4,122,30-Jun,Darcey,12,,,,,,,
E4,123,30-Jun,Darcey,9,,,,,,,
E4,124,30-Jun,Darcey,17,,,,,,,
E4,125,30-Jun,Darcey,16.5,,,,,,,
E4,126,30-Jun,Darcey,24.5,,,,,,,
E4,127,30-Jun,Darcey,17,,,,,,,
E4,128,30-Jun,Darcey,45.5,,,,,,,
E4,129,30-Jun,Darcey,21,,,,,,,
E4,130,30-Jun,Darcey,24.5,,,,,,,
E4,131,30-Jun,Darcey,52,,,,,,,
E4,132,30-Jun,Darcey,12,,,,,,,
E4,133,30-Jun,Darcey,9,,,,,,,
E4,134,30-Jun,Darcey,20.5,,,,,,,
E4,135,30-Jun,Darcey,26,,,,,,,
E4,136,30-Jun,Darcey,29,,,,,,,
E4,137,30-Jun,Darcey,26,,,,,,,
E4,138,30-Jun,Darcey,30.5,,,,,,,
E4,139,30-Jun,Darcey,14,,,,,,,
E4,140,30-Jun,Darcey,22.5,,,,,,,
E4,141,30-Jun,Darcey,25,,,,,,,
E4,142,30-Jun,Darcey,40,,,,,,,
E4,143,30-Jun,Darcey,22,,,,,,,
E4,144,30-Jun,Darcey,6,,,,,,,
E4,145,30-Jun,Darcey,26,,,,,,,
E4,146,30-Jun,Darcey,17,,,,,,,
E4,147,30-Jun,Darcey,28,,,,,,,
E4,148,30-Jun,Darcey,45.5,,,,,,,
E4,149,30-Jun,Darcey,16.5,,,,,,,
E4,150,30-Jun,Darcey,12,,,,,,,
E4,151,30-Jun,Darcey,17.5,,,,,,,
E4,152,30-Jun,Darcey,26.5,,,,,,,
E4,153,30-Jun,Darcey,48,,,,,,,
E4,154,30-Jun,Darcey,7,,,,,,,
E4,155,30-Jun,Darcey,19,,,,,,,
E4,156,30-Jun,Darcey,14,,,,,,,
E4,157,30-Jun,Darcey,29,,,,,,,
