Block,Pos,Date,Weight,Measured_by,Entered_by,Missing,NOTES,"Individuals with missing bags were assigned the ""empty bag"" weight for their box- May 10, 2023"
E6,1,20-Mar-23,53.89,Vivian Nguyen,Vivian Nguyen,,,
E6,2,20-Mar-23,30.99,Vivian Nguyen,Vivian Nguyen,1,,
E6,3,20-Mar-23,28.78,Vivian Nguyen,Vivian Nguyen,1,,
E6,4,20-Mar-23,30.5,Vivian Nguyen,Vivian Nguyen,,,
E6,5,20-Mar-23,53.7,Vivian Nguyen,Vivian Nguyen,,,
E6,6,20-Mar-23,38.99,Vivian Nguyen,Vivian Nguyen,,,
E6,7,20-Mar-23,32.17,Vivian Nguyen,Vivian Nguyen,,,
E6,8,20-Mar-23,33.47,Vivian Nguyen,Vivian Nguyen,,,
E6,9,20-Mar-23,33.76,Vivian Nguyen,Vivian Nguyen,,,
E6,10,20-Mar-23,29.33,Vivian Nguyen,Vivian Nguyen,1,,
E6,11,20-Mar-23,50.83,Vivian Nguyen,Vivian Nguyen,,,
E6,12,20-Mar-23,32.98,Vivian Nguyen,Vivian Nguyen,,,
E6,13,20-Mar-23,31.91,Vivian Nguyen,Vivian Nguyen,,,
E6,14,20-Mar-23,41.15,Vivian Nguyen,Vivian Nguyen,,,
E6,15,20-Mar-23,35.91,Vivian Nguyen,Vivian Nguyen,,,
E6,16,20-Mar-23,53.36,Vivian Nguyen,Vivian Nguyen,,,
E6,17,20-Mar-23,36.41,Vivian Nguyen,Vivian Nguyen,,,
E6,18,20-Mar-23,38.24,Vivian Nguyen,Vivian Nguyen,,,
E6,19,20-Mar-23,45.69,Vivian Nguyen,Vivian Nguyen,,,
E6,20,20-Mar-23,36.22,Vivian Nguyen,Vivian Nguyen,,,
E6,21,20-Mar-23,40.82,Vivian Nguyen,Vivian Nguyen,,,
E6,22,20-Mar-23,37.64,Vivian Nguyen,Vivian Nguyen,,,
E6,23,20-Mar-23,35.53,Vivian Nguyen,Vivian Nguyen,,,
E6,24,20-Mar-23,31.15,Vivian Nguyen,Vivian Nguyen,,,
E6,25,20-Mar-23,33.65,Vivian Nguyen,Vivian Nguyen,,,
E6,26,20-Mar-23,35.38,Vivian Nguyen,Vivian Nguyen,,,
E6,27,20-Mar-23,30.93,Vivian Nguyen,Vivian Nguyen,,,
E6,28,20-Mar-23,50.21,Vivian Nguyen,Vivian Nguyen,,,
E6,29,20-Mar-23,33.08,Vivian Nguyen,Vivian Nguyen,,,
E6,30,20-Mar-23,36.54,Vivian Nguyen,Vivian Nguyen,,,
E6,31,20-Mar-23,41.6,Vivian Nguyen,Vivian Nguyen,,,
E6,32,20-Mar-23,31.4,Vivian Nguyen,Vivian Nguyen,,,
E6,33,20-Mar-23,36.94,Vivian Nguyen,Vivian Nguyen,,,
E6,34,20-Mar-23,32.91,Vivian Nguyen,Vivian Nguyen,,,
E6,35,20-Mar-23,41.36,Vivian Nguyen,Vivian Nguyen,,,
E6,36,20-Mar-23,44.78,Vivian Nguyen,Vivian Nguyen,,,
E6,37,20-Mar-23,32.33,Vivian Nguyen,Vivian Nguyen,,,
E6,38,20-Mar-23,37.07,Vivian Nguyen,Vivian Nguyen,,,
E6,39,20-Mar-23,37.06,Vivian Nguyen,Vivian Nguyen,,,
E6,40,20-Mar-23,32.01,Vivian Nguyen,Vivian Nguyen,,,
E6,41,20-Mar-23,30.86,Vivian Nguyen,Vivian Nguyen,1,,
E6,42,20-Mar-23,31.63,Vivian Nguyen,Vivian Nguyen,,,
E6,43,20-Mar-23,36.36,Vivian Nguyen,Vivian Nguyen,,,
E6,44,20-Mar-23,30.16,Vivian Nguyen,Vivian Nguyen,1,,
E6,45,20-Mar-23,32.72,Vivian Nguyen,Vivian Nguyen,,,
E6,46,20-Mar-23,53.18,Vivian Nguyen,Vivian Nguyen,,,
E6,47,20-Mar-23,32.79,Vivian Nguyen,Vivian Nguyen,,,
E6,48,20-Mar-23,35.2,Vivian Nguyen,Vivian Nguyen,,,
E6,49,20-Mar-23,38.82,Vivian Nguyen,Vivian Nguyen,,,
E6,50,20-Mar-23,43.11,Vivian Nguyen,Vivian Nguyen,,"E6 box 1-50, empty bag = 31.65g",
E6,51,20-Mar-23,53.73,Vivian Nguyen,Vivian Nguyen,,,
E6,52,20-Mar-23,33.68,Vivian Nguyen,Vivian Nguyen,,,
E6,53,20-Mar-23,41.22,Vivian Nguyen,Vivian Nguyen,,,
E6,54,20-Mar-23,31.8,Vivian Nguyen,Vivian Nguyen,1,,
E6,55,20-Mar-23,31.66,Vivian Nguyen,Vivian Nguyen,,,
E6,56,20-Mar-23,39.18,Vivian Nguyen,Vivian Nguyen,,,
E6,57,20-Mar-23,32.41,Vivian Nguyen,Vivian Nguyen,,,
E6,58,20-Mar-23,45.11,Vivian Nguyen,Vivian Nguyen,,,
E6,59,20-Mar-23,41.39,Vivian Nguyen,Vivian Nguyen,,,
E6,60,20-Mar-23,30.55,Vivian Nguyen,Vivian Nguyen,,,
E6,61,20-Mar-23,41.11,Vivian Nguyen,Vivian Nguyen,,,
E6,62,20-Mar-23,37.29,Vivian Nguyen,Vivian Nguyen,,,
E6,63,20-Mar-23,52.16,Vivian Nguyen,Vivian Nguyen,,,
E6,64,20-Mar-23,29.3,Vivian Nguyen,Vivian Nguyen,1,"E6 box 51-100, empty bag = 29.30g",
E6,65,20-Mar-23,35.81,Vivian Nguyen,Vivian Nguyen,,,
E6,66,20-Mar-23,37.28,Vivian Nguyen,Vivian Nguyen,,,
E6,67,20-Mar-23,41.47,Vivian Nguyen,Vivian Nguyen,,,
E6,68,20-Mar-23,47.37,Vivian Nguyen,Vivian Nguyen,,,
E6,69,20-Mar-23,31.67,Vivian Nguyen,Vivian Nguyen,,,
E6,70,20-Mar-23,31.89,Vivian Nguyen,Vivian Nguyen,,,
E6,71,20-Mar-23,43.94,Vivian Nguyen,Vivian Nguyen,,,
E6,72,20-Mar-23,34.3,Vivian Nguyen,Vivian Nguyen,,,
E6,73,20-Mar-23,45.98,Vivian Nguyen,Vivian Nguyen,,,
E6,74,20-Mar-23,30.09,Vivian Nguyen,Vivian Nguyen,1,,
E6,75,20-Mar-23,35.92,Vivian Nguyen,Vivian Nguyen,,,
E6,76,20-Mar-23,32.03,Vivian Nguyen,Vivian Nguyen,,,
E6,77,20-Mar-23,36.58,Vivian Nguyen,Vivian Nguyen,,,
E6,78,20-Mar-23,37.93,Vivian Nguyen,Vivian Nguyen,,,
E6,79,20-Mar-23,44.97,Vivian Nguyen,Vivian Nguyen,,,
E6,80,20-Mar-23,29.63,Vivian Nguyen,Vivian Nguyen,,,
E6,81,20-Mar-23,37.57,Vivian Nguyen,Vivian Nguyen,,,
E6,82,20-Mar-23,31.09,Vivian Nguyen,Vivian Nguyen,,,
E6,83,20-Mar-23,41.62,Vivian Nguyen,Vivian Nguyen,,,
E6,84,20-Mar-23,35.64,Vivian Nguyen,Vivian Nguyen,,,
E6,85,20-Mar-23,35.76,Vivian Nguyen,Vivian Nguyen,,,
E6,86,20-Mar-23,48.06,Vivian Nguyen,Vivian Nguyen,,,
E6,87,20-Mar-23,30.61,Vivian Nguyen,Vivian Nguyen,,,
E6,88,20-Mar-23,32.04,Vivian Nguyen,Vivian Nguyen,,,
E6,89,20-Mar-23,56.78,Vivian Nguyen,Vivian Nguyen,,,
E6,90,20-Mar-23,35.8,Vivian Nguyen,Vivian Nguyen,,,
E6,91,20-Mar-23,29.34,Vivian Nguyen,Vivian Nguyen,,,
E6,92,20-Mar-23,35.18,Vivian Nguyen,Vivian Nguyen,,,
E6,93,20-Mar-23,35.12,Vivian Nguyen,Vivian Nguyen,,,
E6,94,20-Mar-23,29.95,Vivian Nguyen,Vivian Nguyen,1,,
E6,95,20-Mar-23,44.02,Vivian Nguyen,Vivian Nguyen,,,
E6,96,20-Mar-23,37.12,Vivian Nguyen,Vivian Nguyen,,,
E6,97,20-Mar-23,30.45,Vivian Nguyen,Vivian Nguyen,,,
E6,98,20-Mar-23,58.9,Vivian Nguyen,Vivian Nguyen,,,
E6,99,20-Mar-23,90.81,Vivian Nguyen,Vivian Nguyen,,,
E6,100,20-Mar-23,77.8,Vivian Nguyen,Vivian Nguyen,,,
E6,101,21-Mar-23,49.7,Kris Sanchez,Vivian Nguyen,,,
E6,102,21-Mar-23,32.26,Kris Sanchez,Vivian Nguyen,,,
E6,103,21-Mar-23,30.12,Kris Sanchez,Vivian Nguyen,,,
E6,104,21-Mar-23,36.58,Kris Sanchez,Vivian Nguyen,,,
E6,105,21-Mar-23,41.81,Kris Sanchez,Vivian Nguyen,,,
E6,106,21-Mar-23,37.2,Kris Sanchez,Vivian Nguyen,,,
E6,107,21-Mar-23,31.94,Kris Sanchez,Vivian Nguyen,,,
E6,108,21-Mar-23,48.54,Kris Sanchez,Vivian Nguyen,,,
E6,109,21-Mar-23,36.62,Kris Sanchez,Vivian Nguyen,,,
E6,110,21-Mar-23,32.02,Kris Sanchez,Vivian Nguyen,,,
E6,111,21-Mar-23,33.86,Kris Sanchez,Vivian Nguyen,,,
E6,112,21-Mar-23,34.7,Kris Sanchez,Vivian Nguyen,,,
E6,113,21-Mar-23,35.83,Kris Sanchez,Vivian Nguyen,,,
E6,114,21-Mar-23,32.62,Kris Sanchez,Vivian Nguyen,,,
E6,115,21-Mar-23,35.97,Kris Sanchez,Vivian Nguyen,,,
E6,116,21-Mar-23,35.37,Kris Sanchez,Vivian Nguyen,,,
E6,117,21-Mar-23,30.78,Kris Sanchez,Vivian Nguyen,,,
E6,118,21-Mar-23,30.39,Kris Sanchez,Vivian Nguyen,,,
E6,119,21-Mar-23,34.68,Kris Sanchez,Vivian Nguyen,,,
E6,120,21-Mar-23,35.46,Kris Sanchez,Vivian Nguyen,,,
E6,121,21-Mar-23,34,Kris Sanchez,Vivian Nguyen,,,
E6,122,21-Mar-23,31.56,Kris Sanchez,Vivian Nguyen,,,
E6,123,21-Mar-23,34.43,Kris Sanchez,Vivian Nguyen,,,
E6,124,21-Mar-23,33.48,Kris Sanchez,Vivian Nguyen,,,
E6,125,21-Mar-23,33.1,Kris Sanchez,Vivian Nguyen,,,
E6,126,21-Mar-23,29.14,Kris Sanchez,Vivian Nguyen,,,
E6,127,21-Mar-23,28.97,Kris Sanchez,Vivian Nguyen,1,,
E6,128,21-Mar-23,36.54,Kris Sanchez,Vivian Nguyen,,,
E6,129,21-Mar-23,30.85,Kris Sanchez,Vivian Nguyen,,,
E6,130,21-Mar-23,44.46,Kris Sanchez,Vivian Nguyen,,,
E6,131,21-Mar-23,36.2,Kris Sanchez,Vivian Nguyen,,,
E6,132,21-Mar-23,36.1,Kris Sanchez,Vivian Nguyen,,,
E6,133,21-Mar-23,35.81,Kris Sanchez,Vivian Nguyen,,,
E6,134,21-Mar-23,29.17,Kris Sanchez,Vivian Nguyen,1,,
E6,135,21-Mar-23,32.85,Kris Sanchez,Vivian Nguyen,,,
E6,136,22-Mar-23,38.31,Vivian Nguyen,Vivian Nguyen,,,
E6,137,22-Mar-23,31.38,Vivian Nguyen,Vivian Nguyen,,,
E6,138,22-Mar-23,36.36,Vivian Nguyen,Vivian Nguyen,1,,
E6,139,22-Mar-23,29.44,Vivian Nguyen,Vivian Nguyen,,,
E6,140,22-Mar-23,36.32,Vivian Nguyen,Vivian Nguyen,,,
E6,141,22-Mar-23,37.77,Vivian Nguyen,Vivian Nguyen,,,
E6,142,22-Mar-23,33.92,Vivian Nguyen,Vivian Nguyen,,,
E6,143,22-Mar-23,54.62,Vivian Nguyen,Vivian Nguyen,,,
E6,144,22-Mar-23,33.18,Vivian Nguyen,Vivian Nguyen,,,
E6,145,22-Mar-23,29.6,Vivian Nguyen,Vivian Nguyen,,,
E6,146,22-Mar-23,30.57,Vivian Nguyen,Vivian Nguyen,,,
E6,147,22-Mar-23,34.83,Vivian Nguyen,Vivian Nguyen,,,
E6,148,22-Mar-23,37.53,Vivian Nguyen,Vivian Nguyen,,,
E6,149,22-Mar-23,33.45,Vivian Nguyen,Vivian Nguyen,,,
E6,150,22-Mar-23,31.41,Vivian Nguyen,Vivian Nguyen,,"E6 box 101 - 150, empty bag = 28.93g",
E6,151,22-Mar-23,32.39,Vivian Nguyen,Vivian Nguyen,,,
E6,152,22-Mar-23,34.16,Vivian Nguyen,Vivian Nguyen,,,
E6,153,22-Mar-23,41.04,Vivian Nguyen,Vivian Nguyen,,,
E6,154,22-Mar-23,31.14,Vivian Nguyen,Vivian Nguyen,,,
E6,155,22-Mar-23,65.04,Vivian Nguyen,Vivian Nguyen,,,
E6,156,22-Mar-23,32.51,Vivian Nguyen,Vivian Nguyen,,,
E6,157,22-Mar-23,40.78,Vivian Nguyen,Vivian Nguyen,,,
E6,158,22-Mar-23,30.89,Vivian Nguyen,Vivian Nguyen,,,
E6,159,22-Mar-23,31.23,Vivian Nguyen,Vivian Nguyen,,,
E6,160,22-Mar-23,41.65,Vivian Nguyen,Vivian Nguyen,,,
E6,161,22-Mar-23,34.75,Vivian Nguyen,Vivian Nguyen,,,
E6,162,22-Mar-23,34.94,Vivian Nguyen,Vivian Nguyen,,,
E6,163,22-Mar-23,43.33,Vivian Nguyen,Vivian Nguyen,,,
E6,164,22-Mar-23,32.93,Vivian Nguyen,Vivian Nguyen,,,
E6,165,22-Mar-23,34.36,Vivian Nguyen,Vivian Nguyen,,,
E6,166,22-Mar-23,32.92,Vivian Nguyen,Vivian Nguyen,,,
E6,167,22-Mar-23,32.86,Vivian Nguyen,Vivian Nguyen,,,
E6,168,22-Mar-23,32.86,Vivian Nguyen,Vivian Nguyen,,,
E6,169,22-Mar-23,34.24,Vivian Nguyen,Vivian Nguyen,,,
E6,170,22-Mar-23,30.19,Vivian Nguyen,Vivian Nguyen,,,
E6,171,22-Mar-23,38.64,Vivian Nguyen,Vivian Nguyen,,,
E6,172,22-Mar-23,54.63,Vivian Nguyen,Vivian Nguyen,,,
E6,173,22-Mar-23,48.24,Vivian Nguyen,Vivian Nguyen,,,
E6,174,22-Mar-23,31.32,Vivian Nguyen,Vivian Nguyen,,,
E6,175,22-Mar-23,35.69,Vivian Nguyen,Vivian Nguyen,,,
E6,176,22-Mar-23,30.05,Vivian Nguyen,Vivian Nguyen,,,
E6,177,22-Mar-23,31.9,Vivian Nguyen,Vivian Nguyen,,,
E6,178,22-Mar-23,38.46,Vivian Nguyen,Vivian Nguyen,,,
E6,179,22-Mar-23,31.11,Vivian Nguyen,Vivian Nguyen,,,
E6,180,22-Mar-23,31.03,Vivian Nguyen,Vivian Nguyen,,,
E6,181,22-Mar-23,36.81,Vivian Nguyen,Vivian Nguyen,,,
E6,182,22-Mar-23,34.85,Vivian Nguyen,Vivian Nguyen,,,
E6,183,22-Mar-23,35.03,Vivian Nguyen,Vivian Nguyen,,,
E6,184,22-Mar-23,32.74,Vivian Nguyen,Vivian Nguyen,,,
E6,185,22-Mar-23,30.35,Vivian Nguyen,Vivian Nguyen,,,
E6,186,22-Mar-23,34.46,Vivian Nguyen,Vivian Nguyen,,,
E6,187,22-Mar-23,30.14,Vivian Nguyen,Vivian Nguyen,,,
E6,188,22-Mar-23,43.1,Vivian Nguyen,Vivian Nguyen,,,
E6,189,22-Mar-23,32.42,Vivian Nguyen,Vivian Nguyen,,,
E6,190,22-Mar-23,36.36,Vivian Nguyen,Vivian Nguyen,,,
E6,191,22-Mar-23,30.96,Vivian Nguyen,Vivian Nguyen,,,
E6,192,22-Mar-23,36.3,Vivian Nguyen,Vivian Nguyen,,,
E6,193,22-Mar-23,30.73,Vivian Nguyen,Vivian Nguyen,,,
E6,194,22-Mar-23,33.57,Vivian Nguyen,Vivian Nguyen,,,
E6,195,22-Mar-23,33.45,Vivian Nguyen,Vivian Nguyen,,,
E6,196,22-Mar-23,32.76,Vivian Nguyen,Vivian Nguyen,,,
E6,197,22-Mar-23,37.38,Vivian Nguyen,Vivian Nguyen,,,
E6,198,22-Mar-23,42.05,Vivian Nguyen,Vivian Nguyen,,,
E6,199,22-Mar-23,32.06,Vivian Nguyen,Vivian Nguyen,,,
E6,200,22-Mar-23,32.91,Vivian Nguyen,Vivian Nguyen,,"E6 box 151 - 200, empty bag = 29.42g",
E9,1,2024-01-25,30.32,Heidi Albers,Heidi Albers,,,
E9,2,2024-01-25,33.33,Heidi Albers,Heidi Albers,,,
E9,3,2024-01-25,31.27,Heidi Albers,Heidi Albers,,,
E9,4,2024-01-25,30.4,Heidi Albers,Heidi Albers,,,
E9,5,,,,,,,
E9,6,,,,,,,
E9,7,,,,,,,
E9,8,2024-01-25,31.16,Heidi Albers,Heidi Albers,,,
E9,9,2024-01-25,30.36,Heidi Albers,Heidi Albers,,,
E9,10,,,,,,,
E9,11,,,,,,,
E9,12,,,,,,,
E9,13,2024-01-25,31,Heidi Albers,Heidi Albers,,,
E9,14,2024-01-25,30.78,Heidi Albers,Heidi Albers,,,
E9,15,,,,,,,
E9,16,2024-01-25,36.08,Heidi Albers,Heidi Albers,,,
E9,17,2024-01-25,34.09,Heidi Albers,Heidi Albers,,,
E9,18,,,,,,,
E9,19,,,,,,,
E9,20,2024-01-25,30.53,Heidi Albers,Heidi Albers,,,
E9,21,,,,,,,
E9,22,,,,,,,
E9,23,2024-01-25,31.96,Heidi Albers,Heidi Albers,,,
E9,24,,,,,,,
E9,25,,,,,,,
E9,26,,,,,,,
E9,27,,,,,,,
E9,28,,,,,,,
E9,29,,,,,,,
E9,30,,,,,,,
E9,31,,,,,,,
E9,32,,,,,,,
E9,33,,,,,,,
E9,34,,,,,,,
E9,35,,,,,,,
E9,36,,,,,,,
E9,37,,,,,,,
E9,38,,,,,,,
E9,39,,,,,,,
E9,40,,,,,,,
E9,41,,,,,,,
E9,42,,,,,,,
E9,43,,,,,,,
E9,44,,,,,,,
E9,45,,,,,,,
E9,46,,,,,,,
E9,47,,,,,,,
E9,48,,,,,,,
E9,49,,,,,,,
E9,50,,,,,,,
E9,51,,,,,,,
E9,52,,,,,,,
E9,53,,,,,,,
E9,54,,,,,,,
E9,55,,,,,,,
E9,56,,,,,,,
E9,57,,,,,,,
E9,58,,,,,,,
E9,59,,,,,,,
E9,60,,,,,,,
E9,61,,,,,,,
E9,62,,,,,,,
E9,63,,,,,,,
E9,64,,,,,,,
E9,65,,,,,,,
E9,66,,,,,,,
E9,67,,,,,,,
E9,68,,,,,,,
E9,69,,,,,,,
E9,70,,,,,,,
E9,71,,,,,,,
E9,72,,,,,,,
E9,73,,,,,,,
E9,74,,,,,,,
E9,75,,,,,,,
E9,76,,,,,,,
E9,77,,,,,,,
E9,78,,,,,,,
E9,79,,,,,,,
E9,80,,,,,,,
E9,81,,,,,,,
E9,82,,,,,,,
E9,83,,,,,,,
E9,84,,,,,,,
E9,85,,,,,,,
E9,86,,,,,,,
E9,87,,,,,,,
E9,88,,,,,,,
E9,89,,,,,,,
E9,90,,,,,,,
E9,91,,,,,,,
E9,92,,,,,,,
E9,93,,,,,,,
E9,94,,,,,,,
E9,95,,,,,,,
E9,96,,,,,,,
E9,97,,,,,,,
E9,98,,,,,,,
E9,99,,,,,,,
E9,100,,,,,,,
E9,101,,,,,,,
E9,102,,,,,,,
E9,103,,,,,,,
E9,104,,,,,,,
E9,105,,,,,,,
E9,106,,,,,,,
E9,107,,,,,,,
E9,108,,,,,,,
E9,109,,,,,,,
E9,110,,,,,,,
E9,111,,,,,,,
E9,112,,,,,,,
E9,113,,,,,,,
E9,114,,,,,,,
E9,115,,,,,,,
E9,116,,,,,,,
E9,117,,,,,,,
E9,118,,,,,,,
E9,119,,,,,,,
E9,120,,,,,,,
E9,121,,,,,,,
E9,122,,,,,,,
E9,123,,,,,,,
E9,124,,,,,,,
E9,125,,,,,,,
E9,126,,,,,,,
E9,127,,,,,,,
E9,128,,,,,,,
E9,129,,,,,,,
E9,130,,,,,,,
E9,131,,,,,,,
E9,132,,,,,,,
E9,133,,,,,,,
E9,134,,,,,,,
E9,135,,,,,,,
E9,136,,,,,,,
E9,137,,,,,,,
E9,138,,,,,,,
E9,139,,,,,,,
E9,140,,,,,,,
E9,141,,,,,,,
E9,142,,,,,,,
E9,143,,,,,,,
E9,144,,,,,,,
E9,145,,,,,,,
E9,146,,,,,,,
E9,147,,,,,,,
E9,148,,,,,,,
E9,149,,,,,,,
E9,150,,,,,,,
E9,151,,,,,,,
E9,152,,,,,,,
E9,153,,,,,,,
E9,154,,,,,,,
E9,155,,,,,,,
E9,156,,,,,,,
E9,157,,,,,,,
E9,158,,,,,,,
E9,159,,,,,,,
E9,160,,,,,,,
E9,161,,,,,,,
E9,162,,,,,,,
E9,163,,,,,,,
E9,164,,,,,,,
E9,165,,,,,,,
E9,166,,,,,,,
E9,167,,,,,,,
E9,168,,,,,,,
E9,169,,,,,,,
E9,170,,,,,,,
E9,171,,,,,,,
E9,172,,,,,,,
E9,173,,,,,,,
E9,174,,,,,,,
E9,175,2024-01-25,30.45,Heidi Albers,Heidi Albers,,,
E9,176,,,,,,,
E9,177,2024-01-25,30.62,Heidi Albers,Heidi Albers,,,
E9,178,,,,,,,
E9,179,,,,,,,
E9,180,2024-01-25,30.51,Heidi Albers,Heidi Albers,,,
E9,181,,,,,,,
E9,182,,,,,,,
E9,183,2024-01-25,33.29,Heidi Albers,Heidi Albers,,,
E9,184,2024-01-25,30.71,Heidi Albers,Heidi Albers,,,
E9,185,2024-01-25,31.4,Heidi Albers,Heidi Albers,,,
E9,186,2024-01-25,30.05,Heidi Albers,Heidi Albers,,,
E9,187,,,,,,,
E9,188,,,,,,,
E9,189,,,,,,,
E9,190,,,,,,,
E9,191,2024-01-25,30.59,Heidi Albers,Heidi Albers,,,
E9,192,,,,,,,
E9,193,,,,,,,
E9,194,,,,,,,
E9,195,,,,,,,
E9,196,,,,,,,
E9,197,,,,,,,
E9,198,,,,,,,
E9,199,2024-01-25,30.51,Heidi Albers,Heidi Albers,,,
E9,200,,,,,,,
E9,201,2024-01-25,32.77,Heidi Albers,Heidi Albers,,,
E9,202,,,,,,,
E10,1,23-Mar-23,35.57,Gabrielle Janfield,Vivian Nguyen,,,
E10,2,23-Mar-23,41.82,Gabrielle Janfield,Vivian Nguyen,,,
E10,3,23-Mar-23,54.02,Gabrielle Janfield,Vivian Nguyen,,,
E10,4,23-Mar-23,29.97,Gabrielle Janfield,Vivian Nguyen,,,
E10,5,23-Mar-23,32.63,Gabrielle Janfield,Vivian Nguyen,,,
E10,6,23-Mar-23,36.03,Gabrielle Janfield,Vivian Nguyen,,,
E10,7,23-Mar-23,31.16,Gabrielle Janfield,Vivian Nguyen,,,
E10,8,23-Mar-23,36.75,Gabrielle Janfield,Vivian Nguyen,,,
E10,9,23-Mar-23,33.17,Gabrielle Janfield,Vivian Nguyen,,,
E10,10,23-Mar-23,33.96,Gabrielle Janfield,Vivian Nguyen,,,
E10,11,23-Mar-23,40.82,Gabrielle Janfield,Vivian Nguyen,,,
E10,12,23-Mar-23,31,Gabrielle Janfield,Vivian Nguyen,,,
E10,13,23-Mar-23,41.74,Gabrielle Janfield,Vivian Nguyen,,,
E10,14,23-Mar-23,32.32,Gabrielle Janfield,Vivian Nguyen,,,
E10,15,23-Mar-23,38.22,Gabrielle Janfield,Vivian Nguyen,,,
E10,16,23-Mar-23,38.91,Gabrielle Janfield,Vivian Nguyen,,,
E10,17,23-Mar-23,33.12,Gabrielle Janfield,Vivian Nguyen,,,
E10,18,23-Mar-23,33.38,Gabrielle Janfield,Vivian Nguyen,,,
E10,19,23-Mar-23,39.61,Gabrielle Janfield,Vivian Nguyen,,,
E10,20,23-Mar-23,31.76,Gabrielle Janfield,Vivian Nguyen,,,
E10,21,23-Mar-23,31.46,Gabrielle Janfield,Vivian Nguyen,,,
E10,22,23-Mar-23,34.02,Gabrielle Janfield,Vivian Nguyen,,,
E10,23,23-Mar-23,31.91,Gabrielle Janfield,Vivian Nguyen,,,
E10,24,23-Mar-23,30.43,Gabrielle Janfield,Vivian Nguyen,,Missing envelope,
E10,25,23-Mar-23,33.05,Gabrielle Janfield,Vivian Nguyen,,,
E10,26,23-Mar-23,31.15,Gabrielle Janfield,Vivian Nguyen,1,no fruits,
E10,27,23-Mar-23,31.39,Gabrielle Janfield,Vivian Nguyen,,,
E10,28,23-Mar-23,31.98,Gabrielle Janfield,Vivian Nguyen,,,
E10,29,23-Mar-23,33.27,Gabrielle Janfield,Vivian Nguyen,,,
E10,30,23-Mar-23,31.48,Gabrielle Janfield,Vivian Nguyen,,,
E10,31,23-Mar-23,31.54,Gabrielle Janfield,Vivian Nguyen,,,
E10,32,23-Mar-23,30.43,Gabrielle Janfield,Vivian Nguyen,1,Missing envelope,
E10,33,23-Mar-23,39.99,Gabrielle Janfield,Vivian Nguyen,,,
E10,34,23-Mar-23,33.07,Gabrielle Janfield,Vivian Nguyen,,,
E10,35,23-Mar-23,46.63,Gabrielle Janfield,Vivian Nguyen,,,
E10,36,23-Mar-23,30.94,Gabrielle Janfield,Vivian Nguyen,,,
E10,37,23-Mar-23,32.52,Gabrielle Janfield,Vivian Nguyen,,,
E10,38,23-Mar-23,33.88,Gabrielle Janfield,Vivian Nguyen,,,
E10,39,23-Mar-23,31.2,Gabrielle Janfield,Vivian Nguyen,,,
E10,40,23-Mar-23,31.04,Gabrielle Janfield,Vivian Nguyen,,,
E10,41,23-Mar-23,37.26,Gabrielle Janfield,Vivian Nguyen,,,
E10,42,23-Mar-23,31.59,Gabrielle Janfield,Vivian Nguyen,,,
E10,43,23-Mar-23,31.62,Gabrielle Janfield,Vivian Nguyen,,,
E10,44,23-Mar-23,31.42,Gabrielle Janfield,Vivian Nguyen,,,
E10,45,23-Mar-23,32.51,Gabrielle Janfield,Vivian Nguyen,,,
E10,46,23-Mar-23,33.56,Gabrielle Janfield,Vivian Nguyen,,,
E10,47,23-Mar-23,29.6,Gabrielle Janfield,Vivian Nguyen,,,
E10,48,23-Mar-23,40.82,Gabrielle Janfield,Vivian Nguyen,,,
E10,49,23-Mar-23,32.62,Gabrielle Janfield,Vivian Nguyen,,,
E10,50,23-Mar-23,32.82,Gabrielle Janfield,Vivian Nguyen,,"E10 box 1-50, empty bag = 30.43g",
E10,51,23-Mar-23,35.59,Gabrielle Janfield,Vivian Nguyen,,,
E10,52,23-Mar-23,31.11,Gabrielle Janfield,Vivian Nguyen,,,
E10,53,23-Mar-23,32.35,Gabrielle Janfield,Vivian Nguyen,,,
E10,54,23-Mar-23,32.07,Gabrielle Janfield,Vivian Nguyen,,,
E10,55,23-Mar-23,32.49,Gabrielle Janfield,Vivian Nguyen,,,
E10,56,23-Mar-23,36.47,Gabrielle Janfield,Vivian Nguyen,,,
E10,57,23-Mar-23,31.77,Gabrielle Janfield,Vivian Nguyen,,,
E10,58,23-Mar-23,34.22,Gabrielle Janfield,Vivian Nguyen,,,
E10,59,23-Mar-23,30.11,Gabrielle Janfield,Vivian Nguyen,,,
E10,60,23-Mar-23,36.05,Gabrielle Janfield,Vivian Nguyen,,,
E10,61,23-Mar-23,32.91,Gabrielle Janfield,Vivian Nguyen,,,
E10,62,24-Mar-23,33.28,Vivian Nguyen,Vivian Nguyen,,,
E10,63,24-Mar-23,42.08,Vivian Nguyen,Vivian Nguyen,,,
E10,64,24-Mar-23,36.66,Vivian Nguyen,Vivian Nguyen,,,
E10,65,24-Mar-23,33.36,Vivian Nguyen,Vivian Nguyen,,,
E10,66,24-Mar-23,30.07,Vivian Nguyen,Vivian Nguyen,1,no bag,
E10,67,24-Mar-23,43.28,Vivian Nguyen,Vivian Nguyen,,,
E10,68,24-Mar-23,32.86,Vivian Nguyen,Vivian Nguyen,,,
E10,69,24-Mar-23,30.27,Vivian Nguyen,Vivian Nguyen,,,
E10,70,24-Mar-23,33.19,Vivian Nguyen,Vivian Nguyen,,,
