Plot,Individual,Date,Measurer,Num_primary_stems,Num_stems_dmg,Apical_stem_dmg
E6,19,16/8/2018,jamie,6,0,n
E6,20,16/8/2018,jamie,8,0,n
E6,21,16/8/2018,jamie,10,0,n
E6,22,16/8/2018,jamie,5,0,n
E6,23,16/8/2018,jamie,8,2,n
E6,24,16/8/2018,jamie,3,1,n
E6,25,16/8/2018,jamie,4,0,n
E6,26,16/8/2018,jamie,8,3,n
E6,27,16/8/2018,jamie,5,0,n
E6,28,16/8/2018,jamie,12,0,n
E6,29,16/8/2018,jamie,8,0,n
E6,30,16/8/2018,jamie,5,0,n
E6,31,16/8/2018,jamie,13,1,n
E6,32,16/8/2018,jamie,8,1,n
E6,33,16/8/2018,jamie,12,1,n
E6,34,16/8/2018,jamie,2,1,y
E6,35,16/8/2018,jamie,6,3,n
E6,36,16/8/2018,jamie,4,1,y
E6,37,16/8/2018,jamie,4,1,n
E6,38,16/8/2018,jamie,3,1,n
E6,39,16/8/2018,jamie,7,0,n
E6,40,16/8/2018,jamie,5,5,y
E6,41,16/8/2018,jamie,4,0,n
E6,42,16/8/2018,jamie,4,3,y
E6,43,16/8/2018,jamie,6,0,n
E6,44,16/8/2018,jamie,6,0,n
E6,45,16/8/2018,jamie,5,1,n
E6,46,16/8/2018,jamie,4,1,y
E6,47,16/8/2018,jamie,7,0,n
E6,48,16/8/2018,jamie,8,0,n
E6,49,16/8/2018,jamie,8,0,n
E6,50,16/8/2018,jamie,7,0,n
E6,51,16/8/2018,jamie,5,1,n
E6,52,16/8/2018,jamie,4,0,n
E6,53,16/8/2018,jamie,4,1,n
E6,54,16/8/2018,jamie,4,2,n
E6,55,16/8/2018,jamie,missing,,
E6,56,16/8/2018,jamie,7,2,n
E6,57,16/8/2018,jamie,6,0,n
E6,58,16/8/2018,jamie,6,1,n
E6,59,16/8/2018,jamie,5,0,n
E6,60,16/8/2018,jamie,5,2,y
E6,61,16/8/2018,jamie,7,1,n
E6,62,16/8/2018,jamie,6,1,n
E6,63,16/8/2018,jamie,6,1,n
E6,64,16/8/2018,jamie,missing,,
E6,65,16/8/2018,jamie,7,2,y
E6,66,16/8/2018,jamie,3,2,y
E6,67,16/8/2018,jamie,7,0,n
E6,68,16/8/2018,jamie,13,0,n
E6,69,16/8/2018,jamie,3,1,y
E6,70,16/8/2018,jamie,9,0,n
E6,71,16/8/2018,jamie,10,2,n
E6,72,16/8/2018,jamie,6,0,n
E6,73,16/8/2018,jamie,6,0,n
E6,74,16/8/2018,jamie,2,1,y
E6,75,16/8/2018,jamie,8,1,n
E6,76,16/8/2018,jamie,3,1,y
E6,77,16/8/2018,jamie,5,1,y
E6,78,16/8/2018,jamie,13,1,n
E6,79,16/8/2018,jamie,12,2,n
E6,80,16/8/2018,jamie,9,0,n
E6,81,16/8/2018,jamie,5,0,n
E6,82,16/8/2018,jamie,7,0,n
E6,83,16/8/2018,jamie,14,0,n
E6,84,16/8/2018,jamie,4,0,n
E6,85,16/8/2018,jamie,6,0,n
E6,86,16/8/2018,jamie,6,1,y
E6,87,16/8/2018,jamie,5,1,n
E6,88,16/8/2018,jamie,8,1,n
E6,89,16/8/2018,jamie,8,0,n
E6,90,16/8/2018,jamie,7,0,n
E6,91,16/8/2018,jamie,5,0,n
E6,92,16/8/2018,jamie,7,3,n
E6,93,16/8/2018,jamie,13,0,n
E6,94,16/8/2018,jamie,6,0,n
E6,95,16/8/2018,jamie,8,1,n
E6,96,16/8/2018,jamie,9,2,n
E6,97,16/8/2018,jamie,7,1,n
E6,98,16/8/2018,jamie,12,3,n
E6,99,16/8/2018,jamie,6,0,n
E6,100,16/8/2018,jamie,11,1,n
E6,101,16/8/2018,jamie,17,2,n
E6,102,16/8/2018,jamie,12,5,y
E6,103,16/8/2018,jamie,missing,,
E6,104,16/8/2018,jamie,6,0,n
E6,105,16/8/2018,jamie,7,7,y
E6,106,16/8/2018,jamie,6,0,n
E6,107,16/8/2018,jamie,8,0,n
E6,108,16/8/2018,jamie,8,2,y
E6,109,16/8/2018,jamie,5,0,n
E6,110,16/8/2018,jamie,8,1,n
E6,111,16/8/2018,jamie,7,0,n
E6,112,16/8/2018,jamie,10,1,n
E6,113,16/8/2018,jamie,14,5,y
E6,114,16/8/2018,jamie,3,0,n
E6,115,16/8/2018,jamie,2,0,n
E6,116,16/8/2018,jamie,8,1,n
E6,117,16/8/2018,jamie,8,2,n
E6,118,16/8/2018,jamie,8,0,n
E6,119,16/8/2018,jamie,5,2,y
E6,120,16/8/2018,jamie,7,3,n
E6,121,16/8/2018,jamie,8,0,n
E6,122,16/8/2018,jamie,8,0,n
E6,123,16/8/2018,jamie,23,2,n
E6,124,16/8/2018,jamie,6,2,n
E6,125,16/8/2018,jamie,12,3,n
E6,126,16/8/2018,jamie,8,0,n
E6,127,16/8/2018,jamie,3,0,n
E6,128,16/8/2018,jamie,8,1,n
E6,129,16/8/2018,jamie,2,0,n
E6,130,16/8/2018,jamie,10,2,n
E6,131,16/8/2018,jamie,8,0,n
E6,132,16/8/2018,jamie,5,0,n
E6,133,16/8/2018,jamie,6,1,n
E6,134,16/8/2018,jamie,missing,,
E6,135,16/8/2018,jamie,3,1,y
E6,136,16/8/2018,jamie,6,0,n
E6,137,16/8/2018,jamie,3,0,n
E6,138,16/8/2018,jamie,10,2,n
E6,139,16/8/2018,jamie,missing,,
E6,140,16/8/2018,jamie,10,0,n
E6,141,16/8/2018,jamie,10,2,n
E6,142,16/8/2018,jamie,12,0,n
E6,143,16/8/2018,jamie,5,0,n
E6,144,16/8/2018,jamie,5,2,n
E6,145,16/8/2018,jamie,6,1,n
E6,146,16/8/2018,jamie,10,1,n
E6,147,16/8/2018,jamie,8,2,n
E6,148,16/8/2018,jamie,4,0,n
E6,149,16/8/2018,jamie,8,0,n
E6,150,16/8/2018,jamie,6,1,n
E6,151,16/8/2018,jamie,9,1,n
E6,152,16/8/2018,jamie,8,0,n
E6,153,16/8/2018,jamie,10,1,n
E6,154,16/8/2018,jamie,4,0,n
E6,155,16/8/2018,jamie,13,2,n
E6,156,16/8/2018,jamie,4,0,n
E6,157,16/8/2018,jamie,6,0,n
E6,158,16/8/2018,jamie,8,1,n
E6,159,16/8/2018,jamie,3,0,n
E6,160,16/8/2018,jamie,12,1,y
E6,161,16/8/2018,jamie,10,1,n
E6,162,16/8/2018,jamie,3,0,n
E6,163,16/8/2018,jamie,9,2,n
E6,164,16/8/2018,jamie,6,0,n
E6,165,16/8/2018,jamie,6,0,n
E6,166,16/8/2018,jamie,5,4,n
E6,167,16/8/2018,jamie,6,1,n
E6,168,16/8/2018,jamie,14,0,n
E6,169,16/8/2018,jamie,5,1,n
E6,170,16/8/2018,jamie,5,0,n
E6,171,16/8/2018,jamie,6,0,n
E6,172,16/8/2018,jamie,6,1,n
E6,173,16/8/2018,jamie,6,0,n
E6,174,16/8/2018,jamie,4,0,n
E6,175,16/8/2018,jamie,5,2,n
E6,176,16/8/2018,jamie,7,1,n
E6,177,16/8/2018,jamie,3,1,n
E6,178,16/8/2018,jamie,4,1,n
E6,179,16/8/2018,jamie,3,0,n
E6,180,16/8/2018,jamie,7,2,n
E6,181,16/8/2018,jamie,6,0,n
E6,182,16/8/2018,jamie,6,2,y
E6,183,16/8/2018,jamie,6,0,n
E6,184,16/8/2018,jamie,7,0,n
E6,185,16/8/2018,jamie,6,1,n
E6,186,16/8/2018,jamie,6,0,n
E6,187,16/8/2018,jamie,5,1,n
E6,188,16/8/2018,jamie,7,1,n
E6,189,16/8/2018,jamie,9,0,n
E6,190,16/8/2018,jamie,9,0,n
E6,191,16/8/2018,jamie,5,0,n
E6,192,16/8/2018,jamie,4,0,n
E6,193,16/8/2018,jamie,4,2,n
E6,194,16/8/2018,jamie,4,1,n
E6,195,16/8/2018,jamie,6,0,n
E6,196,16/8/2018,jamie,8,1,n
E6,197,16/8/2018,jamie,3,1,y
E6,198,16/8/2018,jamie,11,0,n
E6,199,16/8/2018,jamie,5,1,n
E6,200,16/8/2018,jamie,8,1,n
E7,1,18/8/2018,jamie,4,0,n
E7,2,18/8/2018,jamie,4,1,y
E7,3,18/8/2018,jamie,6,2,n
E7,4,18/8/2018,jamie,2,0,n
E7,5,18/8/2018,jamie,4,3,y
E7,6,18/8/2018,jamie,3,2,n
E7,7,18/8/2018,jamie,5,5,y
E7,8,18/8/2018,jamie,5,1,n
E7,9,18/8/2018,jamie,4,2,y
E7,10,18/8/2018,jamie,4,2,y
E7,11,18/8/2018,jamie,4,4,y
E7,12,18/8/2018,jamie,5,3,y
E7,13,18/8/2018,jamie,3,3,y
E7,14,18/8/2018,jamie,4,3,y
E7,15,18/8/2018,jamie,4,3,y
E7,16,18/8/2018,jamie,3,3,y
E7,17,18/8/2018,jamie,3,1,n
E7,18,18/8/2018,jamie,4,2,n
E7,19,18/8/2018,jamie,7,4,y
E7,20,18/8/2018,jamie,2,2,y
E7,21,18/8/2018,jamie,4,2,y
E7,22,18/8/2018,jamie,3,2,y
E7,23,18/8/2018,jamie,7,4,n
E7,24,18/8/2018,jamie,4,4,y
E7,25,18/8/2018,jamie,3,2,y
E7,26,18/8/2018,jamie,3,0,n
E7,27,18/8/2018,jamie,5,2,y
E7,28,18/8/2018,jamie,6,5,y
E7,29,18/8/2018,jamie,2,1,n
E7,30,18/8/2018,jamie,3,0,n
E7,31,18/8/2018,jamie,6,4,n
E7,32,18/8/2018,jamie,5,0,n
E7,33,18/8/2018,jamie,5,1,y
E7,34,18/8/2018,jamie,1,1,y
E7,35,18/8/2018,jamie,8,4,y
E7,36,18/8/2018,jamie,2,0,n
E7,37,18/8/2018,jamie,3,1,y
E7,38,18/8/2018,jamie,2,1,n
E7,39,18/8/2018,jamie,2,1,y
E7,40,18/8/2018,jamie,4,3,y
E7,41,18/8/2018,jamie,3,1,n
E7,42,18/8/2018,jamie,4,0,n
E7,43,18/8/2018,jamie,5,0,n
E7,44,18/8/2018,jamie,1,0,n
E7,45,18/8/2018,jamie,1,1,y
E7,46,18/8/2018,jamie,3,2,y
E7,47,18/8/2018,jamie,4,2,y
E7,48,18/8/2018,jamie,3,1,n
E7,49,18/8/2018,jamie,4,2,n
E7,50,18/8/2018,jamie,1,1,y
E7,51,18/8/2018,jamie,4,3,y
E7,52,18/8/2018,jamie,5,2,n
E7,53,18/8/2018,jamie,3,0,n
E7,54,18/8/2018,jamie,6,3,y
E7,55,18/8/2018,jamie,6,1,n
E7,56,18/8/2018,jamie,1,0,n
E7,57,18/8/2018,jamie,3,2,y
E7,58,18/8/2018,jamie,2,1,n
E7,59,18/8/2018,jamie,3,1,n
E7,60,18/8/2018,jamie,6,3,n
E7,61,18/8/2018,jamie,5,2,y
E7,62,18/8/2018,jamie,2,1,y
E7,63,18/8/2018,jamie,3,1,n
E7,64,18/8/2018,jamie,2,2,y
E7,65,18/8/2018,jamie,4,3,y
E7,66,18/8/2018,jamie,2,2,y
E7,67,18/8/2018,jamie,1,0,n
E7,68,18/8/2018,jamie,5,2,y
E7,69,18/8/2018,jamie,4,1,y
E7,70,18/8/2018,jamie,3,2,y
E7,71,18/8/2018,jamie,3,3,y
E7,72,18/8/2018,jamie,2,2,y
E7,73,18/8/2018,jamie,7,2,y
E7,74,18/8/2018,jamie,6,3,n
E7,75,18/8/2018,jamie,4,3,n
E7,76,18/8/2018,jamie,8,5,n
E7,77,18/8/2018,jamie,4,3,n
E7,78,18/8/2018,jamie,6,2,n
E7,79,18/8/2018,jamie,5,1,n
E7,80,18/8/2018,jamie,3,1,n
E7,81,18/8/2018,jamie,4,4,y
E7,82,18/8/2018,jamie,4,2,y
E7,83,18/8/2018,jamie,8,6,y
E7,84,18/8/2018,jamie,3,2,y
E7,85,18/8/2018,jamie,7,0,n
E7,86,18/8/2018,jamie,7,2,n
E7,87,18/8/2018,jamie,3,2,y
E7,88,18/8/2018,jamie,6,4,y
E7,89,18/8/2018,jamie,5,2,y
E7,90,18/8/2018,jamie,6,2,n
E7,91,18/8/2018,jamie,8,5,n
E7,92,18/8/2018,jamie,4,1,n
E7,93,18/8/2018,jamie,5,1,n
E7,94,18/8/2018,jamie,6,1,n
E7,95,18/8/2018,jamie,5,3,y
E7,96,18/8/2018,jamie,8,4,n
E7,97,18/8/2018,jamie,7,6,y
E7,98,18/8/2018,jamie,4,0,n
E7,99,18/8/2018,jamie,4,0,n
E7,100,18/8/2018,jamie,6,1,n
E7,101,18/8/2018,jamie,11,2,n
E7,102,18/8/2018,jamie,4,2,y
E7,103,18/8/2018,jamie,9,2,n
E7,104,18/8/2018,jamie,4,1,n
E7,105,18/8/2018,jamie,2,0,n
E7,106,18/8/2018,jamie,5,2,n
E7,107,18/8/2018,jamie,3,0,n
E7,108,18/8/2018,jamie,6,1,n
E7,109,18/8/2018,jamie,3,2,y
E7,110,18/8/2018,jamie,3,1,n
E7,111,18/8/2018,jamie,3,1,y
E7,112,18/8/2018,jamie,9,1,y
E7,113,18/8/2018,jamie,4,2,y
E7,114,18/8/2018,jamie,missing,,
E7,115,18/8/2018,jamie,13,2,y
E7,116,18/8/2018,jamie,4,1,y
E7,117,18/8/2018,jamie,7,1,n
E7,118,18/8/2018,jamie,5,0,n
E7,119,18/8/2018,jamie,13,9,y
E7,120,18/8/2018,jamie,missing,,
E7,121,18/8/2018,jamie,2,2,y
E7,122,18/8/2018,jamie,3,0,n
E7,123,18/8/2018,jamie,6,2,n
E7,124,18/8/2018,jamie,3,2,y
E7,125,18/8/2018,jamie,8,6,n
E7,126,18/8/2018,jamie,5,2,n
E7,127,18/8/2018,jamie,7,5,y
E7,128,18/8/2018,jamie,4,2,y
E7,129,18/8/2018,jamie,7,0,n
E7,130,18/8/2018,jamie,2,0,y
E7,131,18/8/2018,jamie,5,2,y
E7,132,18/8/2018,jamie,7,2,y
E7,133,18/8/2018,jamie,3,0,n
E7,134,18/8/2018,jamie,3,1,n
E7,135,18/8/2018,jamie,3,0,n
E7,136,18/8/2018,jamie,5,0,n
E7,137,18/8/2018,jamie,2,1,n
E7,138,18/8/2018,jamie,5,3,n
E7,139,18/8/2018,jamie,6,3,n
E7,140,18/8/2018,jamie,4,0,n
E7,141,18/8/2018,jamie,9,1,n
E7,142,18/8/2018,jamie,3,2,n
E7,143,18/8/2018,jamie,missing,,
E7,144,18/8/2018,jamie,2,2,y
E7,145,18/8/2018,jamie,4,3,y
E7,146,18/8/2018,jamie,1,1,y
E7,147,18/8/2018,jamie,1,1,y
E7,148,18/8/2018,jamie,2,1,y
E7,149,18/8/2018,jamie,4,3,y
E7,150,18/8/2018,jamie,6,1,n
E7,151,18/8/2018,jamie,6,1,n
E7,152,18/8/2018,jamie,1,0,n
E7,153,18/8/2018,jamie,2,2,n
E7,154,18/8/2018,jamie,2,0,n
E7,155,18/8/2018,jamie,missing,,
E7,156,18/8/2018,jamie,3,1,n
E7,157,18/8/2018,jamie,4,1,n
E7,158,18/8/2018,jamie,4,1,n
E7,159,18/8/2018,jamie,4,2,y
E7,160,18/8/2018,jamie,2,0,n
E7,161,18/8/2018,jamie,3,1,y
E7,162,18/8/2018,jamie,7,3,y
E7,163,18/8/2018,jamie,3,0,n
E7,164,18/8/2018,jamie,5,0,n
E7,165,18/8/2018,jamie,4,1,n
E7,166,18/8/2018,jamie,1,0,n
E7,167,18/8/2018,jamie,5,1,n
E7,168,18/8/2018,jamie,4,0,n
E7,169,18/8/2018,jamie,2,1,n
E7,170,18/8/2018,jamie,5,1,y
E7,171,18/8/2018,jamie,4,1,n
E7,172,18/8/2018,jamie,5,2,n
E7,173,18/8/2018,jamie,1,0,n
E7,174,18/8/2018,jamie,4,1,n
E7,175,18/8/2018,jamie,5,2,n
E7,176,18/8/2018,jamie,5,2,n
E7,177,18/8/2018,jamie,2,0,n
E7,178,18/8/2018,jamie,4,1,y
E7,179,18/8/2018,jamie,6,1,n
E7,180,18/8/2018,jamie,3,1,y
E7,181,18/8/2018,jamie,3,0,n
E7,182,18/8/2018,jamie,5,0,n
E7,183,18/8/2018,jamie,missing,,
E7,184,18/8/2018,jamie,3,1,n
E7,185,18/8/2018,jamie,1,1,y
E7,186,18/8/2018,jamie,1,0,n
E7,187,18/8/2018,jamie,2,1,n
E7,188,18/8/2018,jamie,5,2,n
E7,189,18/8/2018,jamie,4,2,n
E7,190,18/8/2018,jamie,3,0,n
E7,191,18/8/2018,jamie,6,0,n
E7,192,18/8/2018,jamie,2,1,y
E7,193,18/8/2018,jamie,2,0,n
E7,194,18/8/2018,jamie,1,0,n
E7,195,18/8/2018,jamie,1,0,n
E7,196,18/8/2018,jamie,2,2,y
E7,197,18/8/2018,jamie,2,0,n
E7,198,18/8/2018,jamie,3,0,n
E7,199,18/8/2018,jamie,2,0,n
E7,200,18/8/2018,jamie,3,1,y
E7,201,18/8/2018,jamie,2,2,y
E7,202,18/8/2018,jamie,1,0,n
E8,1,18/8/2018,jamie,4,0,n
E8,2,18/8/2018,jamie,4,2,y
E8,3,18/8/2018,jamie,8,2,n
E8,4,18/8/2018,jamie,8,0,n
E8,5,18/8/2018,jamie,3,0,n
E8,6,18/8/2018,jamie,9,1,n
E8,7,18/8/2018,jamie,5,2,n
E8,8,18/8/2018,jamie,2,1,n
E8,9,18/8/2018,jamie,3,0,n
E8,10,18/8/2018,jamie,3,0,n
E8,11,18/8/2018,jamie,4,2,n
E8,12,18/8/2018,jamie,4,1,n
E8,13,18/8/2018,jamie,2,0,n
E8,14,18/8/2018,jamie,3,0,n
E8,15,18/8/2018,jamie,4,0,n
E8,16,18/8/2018,jamie,4,0,n
E8,17,18/8/2018,jamie,4,2,y
E8,18,18/8/2018,jamie,3,0,n
E8,19,18/8/2018,jamie,3,2,y
E8,20,18/8/2018,jamie,2,0,n
E8,21,18/8/2018,jamie,3,1,n
E8,22,18/8/2018,jamie,5,1,n
E8,23,18/8/2018,jamie,5,0,n
E8,24,18/8/2018,jamie,4,1,n
E8,25,18/8/2018,jamie,5,0,n
E8,26,18/8/2018,jamie,3,1,n
E8,27,18/8/2018,jamie,1,0,n
E8,28,18/8/2018,jamie,7,3,y
E8,29,18/8/2018,jamie,6,0,n
E8,30,18/8/2018,jamie,3,1,n
E8,31,18/8/2018,jamie,1,1,y
E8,32,18/8/2018,jamie,3,1,n
E8,33,18/8/2018,jamie,5,1,n
E8,34,18/8/2018,jamie,1,0,n
E8,35,18/8/2018,jamie,5,2,y
E8,36,18/8/2018,jamie,8,0,n
E8,37,18/8/2018,jamie,3,1,y
E8,38,18/8/2018,jamie,5,0,n
E8,39,18/8/2018,jamie,1,0,n
E8,40,18/8/2018,jamie,3,1,n
E8,41,18/8/2018,jamie,2,0,n
E8,42,18/8/2018,jamie,3,0,n
E8,43,18/8/2018,jamie,4,0,n
E8,44,18/8/2018,jamie,5,0,n
E8,45,18/8/2018,jamie,4,0,n
E8,46,18/8/2018,jamie,2,1,y
E8,47,18/8/2018,jamie,6,2,n
E8,48,18/8/2018,jamie,4,0,n
E8,49,18/8/2018,jamie,5,2,n
E8,50,18/8/2018,jamie,2,0,n
E8,51,18/8/2018,jamie,3,1,n
E8,52,18/8/2018,jamie,3,1,n
E8,53,18/8/2018,jamie,4,1,n
E8,54,18/8/2018,jamie,8,4,n
E8,55,18/8/2018,jamie,4,1,y
E8,56,18/8/2018,jamie,7,1,n
E8,57,18/8/2018,jamie,5,0,n
E8,58,18/8/2018,jamie,5,3,y
E8,59,18/8/2018,jamie,6,3,y
E8,60,18/8/2018,jamie,2,0,n
E8,61,18/8/2018,jamie,6,0,n
E8,62,18/8/2018,jamie,6,0,n
E8,63,18/8/2018,jamie,7,0,n
E8,64,18/8/2018,jamie,4,0,n
E8,65,18/8/2018,jamie,2,0,n
E8,66,18/8/2018,jamie,5,1,n
E8,67,18/8/2018,jamie,2,1,y
E8,68,18/8/2018,jamie,6,1,n
E8,69,18/8/2018,jamie,6,1,n
E8,70,18/8/2018,jamie,3,2,y
E8,71,18/8/2018,jamie,7,1,n
E8,72,18/8/2018,jamie,2,1,n
E8,73,18/8/2018,jamie,6,0,n
E8,74,18/8/2018,jamie,5,0,n
E8,75,18/8/2018,jamie,7,0,n
E8,76,18/8/2018,jamie,4,0,n
E8,77,18/8/2018,jamie,5,1,n
E8,78,18/8/2018,jamie,1,1,y
E8,79,18/8/2018,jamie,4,0,n
E8,80,18/8/2018,jamie,4,0,n
E8,81,18/8/2018,jamie,3,0,n
E8,82,18/8/2018,jamie,6,1,n
E8,83,18/8/2018,jamie,12,2,y
E8,84,18/8/2018,jamie,9,2,n
E8,85,18/8/2018,jamie,2,0,n
E8,86,18/8/2018,jamie,11,0,n
E8,87,18/8/2018,jamie,6,0,n
E8,88,18/8/2018,jamie,8,2,n
E8,89,18/8/2018,jamie,5,3,n
E8,90,18/8/2018,jamie,6,0,n
E8,91,18/8/2018,jamie,5,4,y
E8,92,18/8/2018,jamie,9,2,y
E8,93,18/8/2018,jamie,7,0,n
E8,94,18/8/2018,jamie,8,1,n
E8,95,18/8/2018,jamie,5,1,n
E8,96,18/8/2018,jamie,7,1,n
E8,97,18/8/2018,jamie,2,0,n
E8,98,18/8/2018,jamie,7,1,n
E8,99,18/8/2018,jamie,9,5,n
E8,100,18/8/2018,jamie,2,1,y
E8,101,18/8/2018,jamie,5,0,n
E8,102,18/8/2018,jamie,6,0,n
E8,103,18/8/2018,jamie,7,4,y
E8,104,18/8/2018,jamie,5,2,y
E8,105,18/8/2018,jamie,4,1,y
E8,106,18/8/2018,jamie,5,1,n
E8,107,18/8/2018,jamie,3,0,n
E8,108,18/8/2018,jamie,2,0,n
E8,109,18/8/2018,jamie,3,1,n
E8,110,18/8/2018,jamie,7,1,n
E8,111,18/8/2018,jamie,1,1,y
E8,112,18/8/2018,jamie,6,1,n
E8,113,18/8/2018,jamie,3,1,y
E8,114,18/8/2018,jamie,2,0,n
E8,115,18/8/2018,jamie,11,4,n
E8,116,18/8/2018,jamie,3,0,n
E8,117,18/8/2018,jamie,6,3,n
E8,118,18/8/2018,jamie,6,3,y
E8,119,18/8/2018,jamie,2,0,n
E8,120,18/8/2018,jamie,4,3,y
E8,121,18/8/2018,jamie,3,0,n
E8,122,18/8/2018,jamie,3,0,n
E8,123,18/8/2018,jamie,5,0,n
E8,124,18/8/2018,jamie,1,0,n
E8,125,18/8/2018,jamie,3,2,n
E8,126,18/8/2018,jamie,1,0,n
E8,127,18/8/2018,jamie,1,0,n
E8,128,18/8/2018,jamie,7,5,y
E8,129,18/8/2018,jamie,4,0,n
E8,130,18/8/2018,jamie,8,6,y
E8,131,18/8/2018,jamie,6,4,y
E8,132,18/8/2018,jamie,2,1,n
E8,133,18/8/2018,jamie,5,1,n
E8,134,18/8/2018,jamie,4,0,n
E8,135,18/8/2018,jamie,6,1,n
E8,136,18/8/2018,jamie,5,2,n
E8,137,18/8/2018,jamie,4,0,n
E8,138,18/8/2018,jamie,4,0,n
E8,139,18/8/2018,jamie,2,1,n
E8,140,18/8/2018,jamie,4,0,n
E8,141,18/8/2018,jamie,1,0,n
E8,142,18/8/2018,jamie,7,1,n
E8,143,18/8/2018,jamie,3,0,n
E8,144,18/8/2018,jamie,5,3,y
E8,145,18/8/2018,jamie,5,1,n
E8,146,18/8/2018,jamie,2,0,n
E8,147,18/8/2018,jamie,7,1,n
E8,148,18/8/2018,jamie,4,0,n
E8,149,18/8/2018,jamie,3,0,n
E8,150,18/8/2018,jamie,3,1,n
E8,151,18/8/2018,jamie,1,0,n
E8,152,18/8/2018,jamie,2,0,n
E8,153,18/8/2018,jamie,1,0,n
E8,154,18/8/2018,jamie,1,0,n
E8,155,18/8/2018,jamie,6,1,n
E8,156,18/8/2018,jamie,6,1,n
E8,157,18/8/2018,jamie,3,1,n
E8,158,18/8/2018,jamie,7,1,n
E8,159,18/8/2018,jamie,4,0,n
E8,160,18/8/2018,jamie,8,1,n
E8,161,18/8/2018,jamie,2,0,n
E8,162,18/8/2018,jamie,1,0,n
E8,163,18/8/2018,jamie,4,0,n
E8,164,18/8/2018,jamie,5,1,n
E8,165,18/8/2018,jamie,2,2,y
E8,166,18/8/2018,jamie,5,1,n
E8,167,18/8/2018,jamie,6,1,n
E8,168,18/8/2018,jamie,4,1,n
E8,169,18/8/2018,jamie,2,1,y
E8,170,18/8/2018,jamie,7,0,n
E8,171,18/8/2018,jamie,3,2,n
E8,172,18/8/2018,jamie,4,0,n
E8,173,18/8/2018,jamie,3,0,n
E8,174,18/8/2018,jamie,2,0,n
E8,175,18/8/2018,jamie,6,1,n
E8,176,18/8/2018,jamie,2,0,n
E8,177,18/8/2018,jamie,5,1,n
E8,178,18/8/2018,jamie,4,0,n
E8,179,18/8/2018,jamie,2,0,n
E8,180,18/8/2018,jamie,3,0,n
E8,181,18/8/2018,jamie,3,0,n
E8,182,18/8/2018,jamie,5,5,n
E8,183,18/8/2018,jamie,4,0,n
E8,184,18/8/2018,jamie,3,1,n
E8,185,18/8/2018,jamie,1,1,y
E8,186,18/8/2018,jamie,4,2,n
E8,187,18/8/2018,jamie,2,0,n
E8,188,18/8/2018,jamie,10,5,n
E8,189,18/8/2018,jamie,2,1,n
E8,190,18/8/2018,jamie,1,1,y
E8,191,18/8/2018,jamie,1,1,y
E8,192,18/8/2018,jamie,4,0,n
E8,193,18/8/2018,jamie,8,3,y
E8,194,18/8/2018,jamie,3,0,n
E8,195,18/8/2018,jamie,3,0,n
E8,196,18/8/2018,jamie,5,0,n
E8,197,18/8/2018,jamie,1,1,n
E8,198,18/8/2018,jamie,7,0,n
E8,199,18/8/2018,jamie,3,1,y
E8,200,18/8/2018,jamie,3,0,n
E9,1,18/8/2018,jamie,10,4,n
E9,2,18/8/2018,jamie,4,2,y
E9,3,18/8/2018,jamie,8,4,n
E9,4,18/8/2018,jamie,9,2,n
E9,5,18/8/2018,jamie,6,0,n
E9,6,18/8/2018,jamie,5,0,n
E9,7,18/8/2018,jamie,4,2,n
E9,8,18/8/2018,jamie,8,2,n
E9,9,18/8/2018,jamie,5,2,n
E9,10,18/8/2018,jamie,10,6,y
E9,11,18/8/2018,jamie,6,3,y
E9,12,18/8/2018,jamie,5,2,n
E9,13,18/8/2018,jamie,11,2,n
E9,14,18/8/2018,jamie,6,2,n
E9,15,18/8/2018,jamie,3,0,n
E9,16,18/8/2018,jamie,3,0,n
E9,17,18/8/2018,jamie,7,1,n
E9,18,18/8/2018,jamie,4,2,y
E9,19,18/8/2018,jamie,4,1,n
E9,20,18/8/2018,jamie,7,5,y
E9,21,18/8/2018,jamie,missing,,
E9,22,18/8/2018,jamie,4,1,n
E9,23,18/8/2018,jamie,5,3,n
E9,24,18/8/2018,jamie,5,0,n
E9,25,18/8/2018,jamie,6,4,y
E9,26,18/8/2018,jamie,6,4,n
E9,27,18/8/2018,jamie,5,2,n
E9,28,18/8/2018,jamie,6,1,n
E9,29,18/8/2018,jamie,4,3,y
E9,30,18/8/2018,jamie,7,2,n
E9,31,18/8/2018,jamie,8,1,n
E9,32,18/8/2018,jamie,4,1,n
E9,33,18/8/2018,jamie,11,6,y
E9,34,18/8/2018,jamie,11,0,n
E9,35,18/8/2018,jamie,3,3,y
E9,36,18/8/2018,jamie,12,0,n
E9,37,18/8/2018,jamie,2,1,y
E9,38,18/8/2018,jamie,6,1,n
E9,39,18/8/2018,jamie,4,0,n
E9,40,18/8/2018,jamie,11,2,n
E9,41,18/8/2018,jamie,6,0,n
E9,42,18/8/2018,jamie,11,2,n
E9,43,18/8/2018,jamie,8,3,n
E9,44,18/8/2018,jamie,5,2,y
E9,45,18/8/2018,jamie,3,1,n
E9,46,18/8/2018,jamie,7,2,n
E9,47,18/8/2018,jamie,8,4,n
E9,48,18/8/2018,jamie,7,2,n
E9,49,18/8/2018,jamie,8,3,n
E9,50,18/8/2018,jamie,12,3,n
