Block,Pos,Weight,Measured_by,Date,Entered_by,Missing,,
e3,44,32.09,df,jan 8th 2020,DF,,,
e3,45,34.98,df,jan 8th 2020,DF,,,
e3,46,31.28,df,jan 8th 2020,DF,,,
e3,47,33.12,df,jan 8th 2020,DF,,,
e3,48,39.41,df,jan 8th 2020,DF,,,
e3,49,31.24,df,jan 8th 2020,DF,,,
e3,50,33.11,df,jan 8th 2020,DF,,,
E3,51,31.23,MF,2020-01-09,LW,0,,
E3,52,32.09,MF,2020-01-09,LW,0,,
E3,53,37.02,MF,2020-01-09,LW,0,,
E3,54,32.5,MF,2020-01-09,LW,0,,
E3,55,37.46,MF,2020-01-09,LW,0,,
E3,56,30.31,MF,2020-01-09,LW,0,,
E3,57,32.8,MF,2020-01-09,LW,0,,
E3,58,34.75,MF,2020-01-09,LW,0,,
E3,59,30.53,MF,2020-01-09,LW,0,,
E3,60,30.48,MF,2020-01-09,LW,0,,
E3,61,34.01,MF,2020-01-09,LW,0,,
E3,62,29.4,MF,2020-01-09,LW,0,,
E3,63,30.99,MF,2020-01-09,LW,0,,
E3,64,30.4,MF,2020-01-09,LW,0,,
E3,65,31.53,MF,2020-01-09,LW,0,,
E3,66,33.73,MF,2020-01-09,LW,0,,
E3,67,31.88,MF,2020-01-09,LW,0,,
E3,68,31.76,MF,2020-01-09,LW,0,,
E3,69,31.35,MF,2020-01-09,LW,0,,
E3,70,32.91,MF,2020-01-09,LW,0,,
E3,71,34.65,MF,2020-01-09,LW,0,,
E3,72,28.4,MF,2020-01-09,LW,0,,
E3,73,39.18,MF,2020-01-09,LW,0,,
E3,74,30.22,MF,2020-01-09,LW,0,,
E3,75,33.68,MF,2020-01-09,LW,0,,
E3,76,39.46,MF,2020-01-09,LW,0,,
E3,77,28.9,MF,2020-01-09,LW,0,,
E3,78,30.38,MF,2020-01-09,LW,0,,
E3,79,30.81,MF,2020-01-09,LW,0,,
E3,80,31.26,MF,2020-01-09,LW,0,,
E3,81,30.92,MF,2020-01-09,LW,0,,
E3,82,29.4,MF,2020-01-09,LW,0,,
E3,83,40.56,MF,2020-01-09,LW,0,,
E3,84,29.4,MF,2020-01-09,LW,0,,
E3,85,30.59,MF,2020-01-09,LW,0,,
E3,86,32.68,MF,2020-01-09,LW,0,,
E3,87,29.9,MF,2020-01-09,LW,0,,
E3,88,30.39,MF,2020-01-09,LW,0,,
E3,89,28.87,MF,2020-01-09,LW,0,,
E3,90,30.23,MF,2020-01-09,LW,0,,
E3,91,29.85,MF,2020-01-09,LW,1,,
E3,92,29.66,MF,2020-01-09,LW,0,,
E3,93,39.34,MF,2020-01-09,LW,0,,
E3,94,29.44,MF,2020-01-09,LW,0,,
E3,95,29.52,MF,2020-01-09,LW,0,,
E3,96,41.76,MF,2020-01-09,LW,0,,
E3,97,38.47,MF,2020-01-09,LW,0,,
E3,98,42.6,MF,2020-01-09,LW,0,,
E3,99,29.63,MF,2020-01-09,LW,0,,
E3,100,37.32,MF,2020-01-09,LW,0,,
E3,101,62.13,MF,2020-01-09,LW,0,,
E3,102,27.95,MF,2020-01-09,LW,1,,
E3,103,66.17,MF,2020-01-09,LW,0,,
E3,104,34.7,MF,2020-01-09,LW,0,,
E3,105,34.24,MF,2020-01-09,LW,0,,
E3,106,31.08,MF,2020-01-09,LW,0,,
E3,107,30.03,MF,2020-01-09,LW,0,,
E3,108,29.24,MF,2020-01-09,LW,0,,
E3,109,38.87,MF,2020-01-09,LW,0,,
E3,110,29.87,MF,2020-01-09,LW,0,,
E3,111,43.81,MF,2020-01-09,LW,0,,
E3,112,30.68,MF,2020-01-09,LW,0,,
E3,113,28.37,MF,2020-01-09,LW,0,,
E3,114,32.56,MF,2020-01-09,LW,0,,
E3,115,31.48,MF,2020-01-09,LW,0,,
E3,116,34.1,MF,2020-01-09,LW,0,,
E3,117,31.6,MF,2020-01-09,LW,0,,
E3,118,27.67,MF,2020-01-09,LW,0,,
E3,119,30.72,MF,2020-01-09,LW,0,,
E3,120,29.28,MF,2020-01-09,LW,0,,
E3,121,30.34,MF,2020-01-09,LW,0,,
E3,122,30.97,MF,2020-01-09,LW,0,,
E3,123,29.01,MF,2020-01-09,LW,0,,
E3,124,32.7,MF,2020-01-09,LW,0,,
E3,125,32.2,MF,2020-01-09,LW,0,,
E3,126,28.95,MF,2020-01-09,LW,0,,
E3,127,31.66,MF,2020-01-09,LW,0,,
E3,128,29.51,MF,2020-01-09,LW,0,,
E3,129,30.83,MF,2020-01-09,LW,0,,
E3,130,29.46,MF,2020-01-09,LW,0,,
E3,131,28.31,MF,2020-01-09,LW,0,,
E3,132,32.94,MF,2020-01-09,LW,0,,
E3,133,28.55,MF,2020-01-09,LW,0,,
E3,134,34.53,MF,2020-01-09,LW,0,,
E3,135,31.69,MF,2020-01-09,LW,0,,
E3,136,28.74,MF,2020-01-09,LW,0,,
E3,137,30.48,MF,2020-01-09,LW,0,,
E3,138,29.26,MF,2020-01-09,LW,0,,
E3,139,31.35,MF,2020-01-09,LW,0,,
E3,140,30.18,MF,2020-01-09,LW,0,,
E3,141,31.54,MF,2020-01-09,LW,0,,
E3,142,30.19,MF,2020-01-09,LW,0,,
E3,143,30.93,MF,2020-01-09,LW,0,,
E3,144,29.78,MF,2020-01-09,LW,0,,
E3,145,29.8,MF,2020-01-09,LW,0,,
E3,146,32.85,MF,2020-01-09,LW,0,,
E3,147,30.23,MF,2020-01-09,LW,0,,
E3,148,32.76,MF,2020-01-09,LW,0,,
E3,149,30.05,MF,2020-01-09,LW,0,,
E3,150,31.8,MF,2020-01-09,LW,0,,
E3,151,32.42,MF,2020-01-08,LW,0,,
E3,152,31.8,MF,2020-01-08,LW,0,,
E3,153,30.2,MF,2020-01-08,LW,0,,
E3,154,32.56,MF,2020-01-08,LW,0,,
E3,155,28.93,MF,2020-01-08,LW,0,,
E3,156,45.97,MF,2020-01-08,LW,0,,
E3,157,32.41,MF,2020-01-08,LW,0,,
E3,158,39.76,MF,2020-01-08,LW,0,,
E3,159,32.87,MF,2020-01-08,LW,0,,
E3,160,30.78,MF,2020-01-08,LW,0,,
E3,161,30.96,MF,2020-01-08,LW,0,,
E3,162,30.9,MF,2020-01-08,LW,0,,
E3,163,38.84,MF,2020-01-08,LW,0,,
E3,164,35.61,MF,2020-01-08,LW,0,,
E3,165,31.39,MF,2020-01-08,LW,0,,
E3,166,34.88,MF,2020-01-08,LW,0,,
E3,167,30.51,MF,2020-01-08,LW,0,,
E3,168,30.1,MF,2020-01-08,LW,0,,
E3,169,32.08,MF,2020-01-08,LW,0,,
E3,170,29.96,MF,2020-01-08,LW,0,,
E3,171,40.88,MF,2020-01-08,LW,0,,
E3,172,30.54,MF,2020-01-08,LW,0,,
E3,173,38.01,MF,2020-01-08,LW,0,,
E3,174,31.63,MF,2020-01-08,LW,0,,
E3,175,31.25,MF,2020-01-08,LW,0,,
E3,176,39.95,MF,2020-01-08,LW,0,,
E3,177,30.88,MF,2020-01-08,LW,0,,
E3,178,35.36,MF,2020-01-08,LW,0,,
E3,179,31.11,MF,2020-01-08,LW,0,,
E3,180,30.86,MF,2020-01-08,LW,0,,
E3,181,42.02,MF,2020-01-08,LW,0,,
E3,182,34.91,MF,2020-01-08,LW,0,,
E3,183,29.86,MF,2020-01-08,LW,0,,
E3,184,35.71,MF,2020-01-08,LW,0,,
E3,185,33.31,MF,2020-01-08,LW,0,,
E3,186,41.9,MF,2020-01-08,LW,0,,
E3,187,30.3,MF,2020-01-08,LW,0,,
E3,188,31.24,MF,2020-01-08,LW,0,,
E3,189,32.42,MF,2020-01-08,LW,0,,
E3,190,31.2,MF,2020-01-08,LW,0,,
E3,191,29.47,MF,2020-01-08,LW,0,,
E3,192,30.1,MF,2020-01-08,LW,0,,
E3,193,32.57,MF,2020-01-08,LW,0,,
E3,194,28.84,MF,2020-01-08,LW,0,,
E3,195,31.68,MF,2020-01-08,LW,0,,
E3,196,38.67,MF,2020-01-08,LW,0,,
E3,197,30.74,MF,2020-01-08,LW,0,,
E3,198,33.06,MF,2020-01-08,LW,0,,
E3,199,32.55,MF,2020-01-08,LW,0,,
E3,200,47.25,MF,2020-01-08,LW,0,,
E4,1,28.55,MF,2020-01-09,LW,1,,
E4,2,17.44,MF,2020-01-09,LW,1,,
E4,3,28.71,MF,2020-01-09,LW,0,,
E4,4,30.49,MF,2020-01-09,LW,0,,
E4,5,29.82,MF,2020-01-09,LW,0,,
E4,6,30.9,MF,2020-01-09,LW,0,,
E4,7,28.11,MF,2020-01-09,LW,0,,
E4,8,29.38,MF,2020-01-09,LW,0,,
E4,9,31.76,MF,2020-01-09,LW,0,,
E4,10,29.18,MF,2020-01-09,LW,0,,
E4,11,37.86,MF,2020-01-09,LW,0,,
E4,12,35.68,MF,2020-01-09,LW,0,,
E4,13,33.08,MF,2020-01-09,LW,0,,
E4,14,39.58,MF,2020-01-09,LW,0,,
E4,15,28.5,MF,2020-01-09,LW,0,,
E4,16,32.12,MF,2020-01-09,LW,0,,
E4,17,37.36,MF,2020-01-09,LW,0,,
E4,18,34.03,MF,2020-01-09,LW,0,,
E4,19,35.69,MF,2020-01-09,LW,0,,
E4,20,30.21,MF,2020-01-09,LW,0,,
E4,21,28.86,MF,2020-01-09,LW,0,,
E4,22,31.66,MF,2020-01-09,LW,0,,
E4,23,33.32,MF,2020-01-09,LW,0,,
E4,24,38.3,MF,2020-01-09,LW,0,,
E4,25,34.42,MF,2020-01-09,LW,0,,
E4,26,30.07,MF,2020-01-09,LW,0,,
E4,27,33.25,MF,2020-01-09,LW,0,,
E4,28,29.8,MF,2020-01-09,LW,0,,
E4,29,31.02,MF,2020-01-09,LW,0,,
E4,30,34.33,MF,2020-01-09,LW,0,,
E4,31,31.28,MF,2020-01-09,LW,0,,
E4,32,32.28,MF,2020-01-09,LW,0,,
E4,33,37.65,MF,2020-01-09,LW,0,,
E4,34,33.59,MF,2020-01-09,LW,0,,
E4,35,30.73,MF,2020-01-09,LW,0,,
E4,36,33.63,MF,2020-01-09,LW,0,,
E4,37,30.03,MF,2020-01-09,LW,0,,
E4,38,33.12,MF,2020-01-09,LW,0,,
E4,39,30.71,MF,2020-01-09,LW,0,,
E4,40,32.33,MF,2020-01-09,LW,0,,
E4,41,36.69,MF,2020-01-09,LW,0,,
E4,42,31,MF,2020-01-09,LW,0,,
E4,43,34.57,MF,2020-01-09,LW,0,,
E4,44,29.07,MF,2020-01-09,LW,0,,
E4,45,37.49,MF,2020-01-09,LW,0,,
E4,46,30.81,MF,2020-01-09,LW,0,,
E4,47,30.12,MF,2020-01-09,LW,0,,
E4,48,29.21,MF,2020-01-09,LW,0,,
E4,49,29.42,MF,2020-01-09,LW,0,,
E4,50,31.2,MF,2020-01-09,LW,0,,
E4,51,30.49,MF,2020-01-09,LW,0,,
E4,52,30.59,MF,2020-01-09,LW,0,,
E4,53,29.21,MF,2020-01-09,LW,0,,
E4,54,33.54,MF,2020-01-09,LW,0,,
E4,55,32.3,MF,2020-01-09,LW,0,,
E4,56,30.55,MF,2020-01-09,LW,0,,
E4,57,31.79,MF,2020-01-09,LW,0,,
E4,58,30.9,MF,2020-01-09,LW,0,,
E4,59,31.34,MF,2020-01-09,LW,0,,
E4,60,28.97,MF,2020-01-09,LW,0,,
E4,61,36.45,MF,2020-01-09,LW,0,,
E4,62,35.15,MF,2020-01-09,LW,0,,
E4,63,30.96,MF,2020-01-09,LW,0,,
E4,64,30.23,MF,2020-01-09,LW,0,,
E4,65,28.97,MF,2020-01-09,LW,0,,
E4,66,32.44,MF,2020-01-09,LW,0,,
E4,67,28.56,MF,2020-01-09,LW,0,,
E4,68,33.34,MF,2020-01-09,LW,0,,
E4,69,32.62,MF,2020-01-09,LW,0,,
E4,70,29.19,MF,2020-01-09,LW,0,,
E4,71,34.74,MF,2020-01-09,LW,0,,
E4,72,34.34,MF,2020-01-09,LW,0,,
E4,73,29.36,MF,2020-01-09,LW,0,,
E4,74,31.36,MF,2020-01-09,LW,0,,
E4,75,31.01,MF,2020-01-09,LW,0,,
E4,76,30.58,MF,2020-01-09,LW,0,,
E4,77,29.52,MF,2020-01-09,LW,0,,
E4,78,30.87,MF,2020-01-09,LW,0,,
E4,79,33.68,MF,2020-01-09,LW,0,,
E4,80,30.91,MF,2020-01-09,LW,0,,
E4,81,35.67,MF,2020-01-09,LW,0,,
E4,82,30.04,MF,2020-01-09,LW,0,,
E4,83,33.31,MF,2020-01-09,LW,0,,
E4,84,28.23,MF,2020-01-09,LW,0,,
E4,85,31.66,MF,2020-01-09,LW,0,,
E4,86,29.95,MF,2020-01-09,LW,0,,
E4,87,30.16,MF,2020-01-09,LW,0,,
E4,88,34.8,MF,2020-01-09,LW,0,,
E4,89,30.64,MF,2020-01-09,LW,0,,
E4,90,28.07,MF,2020-01-09,LW,0,,
E4,91,50.27,MF,2020-01-09,LW,0,,
E4,92,31.51,MF,2020-01-09,LW,0,,
E4,93,30.68,MF,2020-01-09,LW,0,,
E4,94,30.5,MF,2020-01-09,LW,0,,
E4,95,32.6,MF,2020-01-09,LW,0,,
E4,96,45.04,MF,2020-01-09,LW,0,,
E4,97,36.59,MF,2020-01-09,LW,0,,
E4,98,34.3,MF,2020-01-09,LW,0,,
E4,99,29.66,MF,2020-01-09,LW,0,,
E4,100,37.62,MF,2020-01-09,LW,0,,
E4,101,41.29,MF,2020-01-09,LW,0,,
E4,102,46.4,MF,2020-01-09,LW,0,,
E4,103,34.74,MF,2020-01-09,LW,0,,
E4,104,39.69,MF,2020-01-09,LW,0,,
E4,105,39.32,MF,2020-01-09,LW,0,,
E4,106,30.76,MF,2020-01-09,LW,0,,
E4,107,34.06,MF,2020-01-09,LW,0,,
E4,108,53.67,MF,2020-01-09,LW,0,,
E4,109,53.07,MF,2020-01-09,LW,0,,
E4,110,33.5,MF,2020-01-09,LW,0,,
E4,111,36.42,MF,2020-01-09,LW,0,,
E4,112,31.45,MF,2020-01-09,LW,0,,
E4,113,35.02,MF,2020-01-09,LW,0,,
E4,114,37.4,MF,2020-01-09,LW,0,,
E4,115,33.83,MF,2020-01-09,LW,0,,
E4,116,29.48,MF,2020-01-09,LW,0,,
E4,117,32.19,MF,2020-01-09,LW,0,,
E4,118,35.18,MF,2020-01-09,LW,0,,
E4,119,36.97,MF,2020-01-09,LW,0,,
E4,120,30.54,MF,2020-01-09,LW,0,,
E4,121,31.37,MF,2020-01-09,LW,0,,
E4,122,29.71,MF,2020-01-09,LW,0,,
E4,123,33.62,MF,2020-01-09,LW,0,,
E4,124,39.47,MF,2020-01-09,LW,0,,
E4,125,30.96,MF,2020-01-09,LW,0,,
E4,126,35.85,MF,2020-01-09,LW,0,,
E4,127,33.67,MF,2020-01-09,LW,0,,
E4,128,45.4,MF,2020-01-09,LW,0,,
E4,129,30.19,MF,2020-01-09,LW,0,,
E4,130,29.77,MF,2020-01-09,LW,0,,
E4,131,36.33,MF,2020-01-09,LW,0,,
E4,132,37.86,MF,2020-01-09,LW,0,,
E4,133,29.06,MF,2020-01-09,LW,1,,
E4,134,30.17,MF,2020-01-09,LW,0,,
E4,135,30.31,MF,2020-01-09,LW,0,,
E4,136,39.54,MF,2020-01-09,LW,0,,
E4,137,31.52,MF,2020-01-09,LW,0,,
E4,138,37.66,MF,2020-01-09,LW,0,,
E4,139,34.57,MF,2020-01-09,LW,0,,
E4,140,36.2,MF,2020-01-09,LW,0,,
E4,141,34.72,MF,2020-01-09,LW,0,,
E4,142,38.69,MF,2020-01-09,LW,0,,
E4,143,54.12,MF,2020-01-09,LW,0,,
E4,144,29.29,MF,2020-01-09,LW,0,,
E4,145,34.37,MF,2020-01-09,LW,0,,
E4,146,33.36,MF,2020-01-09,LW,0,,
E4,147,31.14,MF,2020-01-09,LW,0,,
E4,148,50.64,MF,2020-01-09,LW,0,,
E4,149,29.03,MF,2020-01-09,LW,0,,
E4,150,35.46,MF,2020-01-09,LW,0,,
E4,151,33.63,MF,2020-01-09,LW,0,,
E4,152,32.68,MF,2020-01-09,LW,0,,
E4,153,35.08,MF,2020-01-09,LW,0,,
E4,154,34.51,MF,2020-01-09,LW,0,,
E4,155,48.28,MF,2020-01-09,LW,0,,
E4,156,29.34,MF,2020-01-09,LW,0,,
E4,157,33.7,MF,2020-01-09,LW,0,,
E4,158,46.68,MF,2020-01-09,LW,0,,
E4,159,28.03,MF,2020-01-09,LW,0,,
E4,160,32.26,MF,2020-01-09,LW,0,,
E4,161,36.36,MF,2020-01-09,LW,0,,
E4,162,31.2,MF,2020-01-09,LW,0,,
E4,163,42.89,MF,2020-01-09,LW,0,,
E4,164,31.06,MF,2020-01-09,LW,0,,
E4,165,30.56,MF,2020-01-09,LW,0,,
E4,166,38.1,MF,2020-01-09,LW,0,,
E4,167,28.59,MF,2020-01-09,LW,0,,
E4,168,33.83,MF,2020-01-09,LW,0,,
E4,169,38.86,MF,2020-01-09,LW,0,,
E4,170,33.23,MF,2020-01-09,LW,0,,
E4,171,35.13,MF,2020-01-09,LW,0,,
E4,172,31.13,MF,2020-01-09,LW,0,,
E4,173,35.93,MF,2020-01-09,LW,0,,
E4,174,31.39,MF,2020-01-09,LW,0,,
E4,175,42.77,MF,2020-01-09,LW,0,,
E4,176,31.26,MF,2020-01-09,LW,0,,
E4,177,29.08,MF,2020-01-09,LW,0,,
E4,178,33.9,MF,2020-01-09,LW,0,,
E4,179,29.34,MF,2020-01-09,LW,0,,
E4,180,30.48,MF,2020-01-09,LW,1,,
E4,181,37.85,MF,2020-01-09,LW,0,,
E4,182,28.95,MF,2020-01-09,LW,0,,
E4,183,50,MF,2020-01-09,LW,0,,
E4,184,28.72,MF,2020-01-09,LW,0,,
E4,185,30.85,MF,2020-01-09,LW,0,,
E4,186,30.51,MF,2020-01-09,LW,0,,
E4,187,31.54,MF,2020-01-09,LW,0,,
E4,188,37.03,MF,2020-01-09,LW,0,,
E4,189,29.59,MF,2020-01-09,LW,0,,
E4,190,29.87,MF,2020-01-09,LW,0,,
E4,191,30.33,MF,2020-01-09,LW,0,,
E4,192,30.4,MF,2020-01-09,LW,0,,
E4,193,30.5,MF,2020-01-09,LW,0,,
E4,194,32.91,MF,2020-01-09,LW,0,,
E4,195,30.15,MF,2020-01-09,LW,0,,
E4,196,30.71,MF,2020-01-09,LW,0,,
E4,197,28.86,MF,2020-01-09,LW,0,,
E4,198,34.19,MF,2020-01-09,LW,0,,
E4,199,39.95,MF,2020-01-09,LW,0,,
E4,200,31.03,MF,2020-01-09,LW,0,,
E4,201,33.85,MF,2020-01-09,LW,0,,
e5,1,32.14,LW,jan 8th 2020,DF,0,,
e5,2,28.61,LW,jan 8th 2020,DF,0,,
e5,3,34.64,LW,jan 8th 2020,DF,0,,
e5,4,33.33,LW,jan 8th 2020,DF,0,,
e5,5,32.88,LW,jan 8th 2020,DF,0,,
e5,6,35.59,LW,jan 8th 2020,DF,0,,
e5,7,29.22,LW,jan 8th 2020,DF,0,,
e5,8,30.31,LW,jan 8th 2020,DF,0,,
e5,9,40.73,LW,jan 8th 2020,DF,0,,
e5,10,43.72,LW,jan 8th 2020,DF,0,,
e5,11,34.19,LW,jan 8th 2020,DF,0,,
e5,12,37.12,LW,jan 8th 2020,DF,0,,
e5,13,36.56,LW,jan 8th 2020,DF,0,,
e5,14,28.96,LW,jan 8th 2020,DF,0,,
e5,15,30.96,LW,jan 8th 2020,DF,0,,
e5,16,28.14,LW,jan 8th 2020,DF,0,,
e5,17,36.15,LW,jan 8th 2020,DF,0,,
e5,18,29.54,LW,jan 8th 2020,DF,0,,
e5,19,33.49,LW,jan 8th 2020,DF,0,,
e5,20,30.71,LW,jan 8th 2020,DF,0,,
e5,21,32.92,LW,jan 8th 2020,DF,0,,
e5,22,28.67,LW,jan 8th 2020,DF,0,,
e5,23,34.78,LW,jan 8th 2020,DF,0,,
e5,24,28.17,LW,jan 8th 2020,DF,0,,
e5,25,29.44,LW,jan 8th 2020,DF,0,,
e5,26,34.31,LW,jan 8th 2020,DF,0,,
e5,27,28.95,LW,jan 8th 2020,DF,0,,
e5,28,31.11,LW,jan 8th 2020,DF,0,,
e5,29,28.39,LW,jan 8th 2020,DF,0,,
e5,30,34.38,LW,jan 8th 2020,DF,0,,
e5,31,42.07,LW,jan 8th 2020,DF,0,,
e5,32,27.79,LW,jan 8th 2020,DF,0,,
e5,33,35.19,LW,jan 8th 2020,DF,0,,
e5,34,37.02,LW,jan 8th 2020,DF,0,,
e5,35,39.63,LW,jan 8th 2020,DF,0,,
e5,36,31.75,LW,jan 8th 2020,DF,0,,
e5,37,29.18,LW,jan 8th 2020,DF,0,,
e5,38,30.81,LW,jan 8th 2020,DF,0,,
e5,39,29.45,LW,jan 8th 2020,DF,0,,
e5,40,31.85,LW,jan 8th 2020,DF,0,,
e5,41,34.31,LW,jan 8th 2020,DF,0,,
e5,42,31.9,LW,jan 8th 2020,DF,0,,
e5,43,30.61,LW,jan 8th 2020,DF,0,,
e5,44,29.98,LW,jan 8th 2020,DF,0,,
e5,45,33.64,LW,jan 8th 2020,DF,0,,
e5,46,45.93,LW,jan 8th 2020,DF,0,,
e5,47,28.65,LW,jan 8th 2020,DF,0,,
e5,48,40.81,LW,jan 8th 2020,DF,0,,
e5,49,29.29,LW,jan 8th 2020,DF,0,,
e5,50,30.82,LW,jan 8th 2020,DF,0,,
e5,51,31.69,LW,jan 8th 2020,DF,0,,
e5,52,30.99,LW,jan 8th 2020,DF,0,,
e5,53,29.84,LW,jan 8th 2020,DF,0,,
e5,54,29.51,LW,jan 8th 2020,DF,0,,
e5,55,29.61,LW,jan 8th 2020,DF,0,,
e5,56,39.95,LW,jan 8th 2020,DF,0,,
e5,57,29.6,LW,jan 8th 2020,DF,0,,
e5,58,30.74,LW,jan 8th 2020,DF,0,,
e5,59,30.27,LW,jan 8th 2020,DF,0,,
e5,60,37.02,LW,jan 8th 2020,DF,0,,
e5,61,41.01,LW,jan 8th 2020,DF,0,,
e5,62,34.9,LW,jan 8th 2020,DF,0,,
e5,63,30.94,LW,jan 8th 2020,DF,0,,
e5,64,30.35,LW,jan 8th 2020,DF,0,,
e5,65,33.03,LW,jan 8th 2020,DF,0,,
e5,66,29.55,LW,jan 8th 2020,DF,0,,
e5,67,29.36,LW,jan 8th 2020,DF,0,,
e5,68,32.06,LW,jan 8th 2020,DF,0,,
e5,69,30.68,LW,jan 8th 2020,DF,0,,
e5,70,31.28,LW,jan 8th 2020,DF,0,,
e5,71,33.18,LW,jan 8th 2020,DF,0,,
e5,72,29.93,LW,jan 8th 2020,DF,0,,
e5,73,33.41,LW,jan 8th 2020,DF,0,,
e5,74,29.43,LW,jan 8th 2020,DF,0,,
e5,75,43.05,LW,jan 8th 2020,DF,0,,
e5,76,32.05,LW,jan 8th 2020,DF,0,,
e5,77,40.23,LW,jan 8th 2020,DF,0,,
e5,78,28.74,LW,jan 8th 2020,DF,0,,
e5,79,36.47,LW,jan 8th 2020,DF,0,,
e5,80,35.77,LW,jan 8th 2020,DF,0,,
e5,81,36.29,LW,jan 8th 2020,DF,0,,
e5,82,29.24,LW,jan 8th 2020,DF,0,,
e5,83,30.99,LW,jan 8th 2020,DF,0,,
e5,84,28.97,LW,jan 8th 2020,DF,0,,
e5,85,36.16,LW,jan 8th 2020,DF,0,,
e5,86,36.94,LW,jan 8th 2020,DF,0,,
e5,87,30.09,LW,jan 8th 2020,DF,0,,
e5,88,38.16,LW,jan 8th 2020,DF,0,,
e5,89,29.9,LW,jan 8th 2020,DF,0,,
e5,90,32.65,LW,jan 8th 2020,DF,0,,
e5,91,38.8,LW,jan 8th 2020,DF,0,,
e5,92,30.35,LW,jan 8th 2020,DF,0,,
e5,93,37.44,LW,jan 8th 2020,DF,0,,
e5,94,36.8,LW,jan 8th 2020,DF,0,,
e5,95,32.28,LW,jan 8th 2020,DF,0,,
e5,96,32.67,LW,jan 8th 2020,DF,0,,
e5,97,32.98,LW,jan 8th 2020,DF,0,,
e5,98,36.4,LW,jan 8th 2020,DF,0,,
e5,99,69.75,LW,jan 8th 2020,DF,0,,
e5,100,59.14,LW,jan 8th 2020,DF,0,,
e5,101,70.65,LW,jan 8th 2020,DF,0,,
e5,102,79.11,LW,jan 8th 2020,DF,0,,
e5,103,71.06,LW,jan 8th 2020,DF,0,,
e5,104,30.54,LW,jan 8th 2020,DF,0,,
e5,105,38.57,LW,jan 8th 2020,DF,0,,
e5,106,29.01,LW,jan 8th 2020,DF,0,,
e5,107,31.64,LW,jan 8th 2020,DF,0,,
e5,108,28.95,LW,jan 8th 2020,DF,0,,
e5,109,35.94,LW,jan 8th 2020,DF,0,,
e5,110,29.9,LW,jan 8th 2020,DF,0,,
e5,111,40.58,LW,jan 8th 2020,DF,0,,
e5,112,37.22,LW,jan 8th 2020,DF,0,,
e5,113,44.58,LW,jan 8th 2020,DF,0,,
e5,114,39.48,LW,jan 8th 2020,DF,0,,
e5,115,37.61,LW,jan 8th 2020,DF,0,,
e5,116,35.99,LW,jan 8th 2020,DF,0,,
e5,117,37.45,LW,jan 8th 2020,DF,0,,
e5,118,69.53,LW,jan 8th 2020,DF,0,,
e5,119,38.33,LW,jan 8th 2020,DF,0,,
e5,120,43.06,LW,jan 8th 2020,DF,0,,
e5,121,32.16,LW,jan 8th 2020,DF,0,,
e5,122,44.63,LW,jan 8th 2020,DF,0,,
e5,123,50.24,LW,jan 8th 2020,DF,0,,
e5,124,32.17,LW,jan 8th 2020,DF,0,,
e5,125,35.87,LW,jan 8th 2020,DF,0,,
e5,126,40.75,LW,jan 8th 2020,DF,0,,
e5,127,31.29,LW,jan 8th 2020,DF,0,,
e5,128,48.55,LW,jan 8th 2020,DF,0,,
e5,129,30.51,LW,jan 8th 2020,DF,0,,
e5,130,33.62,LW,jan 8th 2020,DF,0,,
e5,131,41.56,LW,jan 8th 2020,DF,0,,
e5,132,31.66,LW,jan 8th 2020,DF,0,,
e5,133,30.37,LW,jan 8th 2020,DF,0,,
e5,134,34.83,LW,jan 8th 2020,DF,0,,
e5,135,29.69,LW,jan 8th 2020,DF,0,,
e5,136,60.71,LW,jan 8th 2020,DF,0,,
e5,137,48.6,LW,jan 8th 2020,DF,0,,
e5,138,44.05,LW,jan 8th 2020,DF,0,,
e5,139,33.11,LW,jan 8th 2020,DF,0,,
e5,140,30.66,LW,jan 8th 2020,DF,0,,
e5,141,33.68,LW,jan 8th 2020,DF,0,,
e5,142,37.91,LW,jan 8th 2020,DF,0,,
e5,143,36.63,LW,jan 8th 2020,DF,0,,
e5,144,30.33,LW,jan 8th 2020,DF,0,,
e5,145,43.25,LW,jan 8th 2020,DF,0,,
e5,146,28.74,LW,jan 8th 2020,DF,0,,
e5,147,28.51,LW,jan 8th 2020,DF,0,,
e5,148,49.68,LW,jan 8th 2020,DF,0,,
e5,149,33.42,LW,jan 8th 2020,DF,0,,
e5,150,30.2,LW,jan 8th 2020,DF,0,,
e5,151,30.74,LW,jan 8th 2020,DF,0,,
e5,152,32.21,LW,jan 8th 2020,DF,0,,
e5,153,45.2,LW,jan 8th 2020,DF,0,,
e5,154,30.4,LW,jan 8th 2020,DF,0,,
e5,155,31.12,LW,jan 8th 2020,DF,0,,
e5,156,29.51,LW,jan 8th 2020,DF,0,,
e5,157,31.1,LW,jan 8th 2020,DF,0,,
e5,158,32.15,LW,jan 8th 2020,DF,0,,
e5,159,30.13,LW,jan 8th 2020,DF,0,,
e5,160,36.23,LW,jan 8th 2020,DF,0,,
e5,161,38.47,LW,jan 8th 2020,DF,0,,
e5,162,30.64,LW,jan 8th 2020,DF,0,,
e5,163,32.28,LW,jan 8th 2020,DF,0,,
e5,164,36.93,LW,jan 8th 2020,DF,0,,
e5,165,35.01,LW,jan 8th 2020,DF,0,,
e5,166,32.22,LW,jan 8th 2020,DF,0,,
