date,measurer,block,pos,veg,bud,flw,frt,abt,mer,sec,new,notes,,
2019-07-05,Evelyn,E6,73,110,111,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,74,NA,NA,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,75,98,101,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,76,92,96,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,77,108,110,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,78,107,112,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,79,115,116,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,80,101,108,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,81,110,122,116,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,82,121,127,121.5,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,83,129,130,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,84,127,133.5,129,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,85,141,146,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,86,91,NA,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,87,107,109,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,88,124,128,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,89,115,123,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,90,116,118,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,91,90,NA,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,92,94,95,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,93,74,83,74.5,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,94,96,102,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,95,125,127.5,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,96,98,99,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,97,102,105,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,98,135,136,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,99,126,127,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,100,125,126.5,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,101,123,133,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,102,124,138,127,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,103,NA,NA,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,104,100,104,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,105,127,130.5,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,106,102,105,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,107,85,111,100,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,108,102,113,106,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,109,103,108,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,110,99,104,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,111,82,NA,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,112,100,NA,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,113,84,85,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,114,116,118,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,115,114,124.5,117,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,116,87,88,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,117,97,104.5,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,118,95,100,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,119,123,126,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,120,104,105,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,121,114,115.5,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,122,110,112.5,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,123,106,107,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,124,122,138,129,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,125,116,137,125,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,126,93,97,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,127,97,102,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,128,94,95,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,129,100,108,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,130,133,136,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,131,129,133,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,132,141,143,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,133,108,110,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,134,NA,NA,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,135,103,108,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,136,95,96,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,137,86,101,95,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,138,117,120,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,139,NA,NA,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,140,111,120,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,141,96,99,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,142,63,64,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,143,108,110,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,144,97,102,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,145,110,112,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,146,112,122,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,147,123,125,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,148,110,115,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,149,88,89,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,150,104,108,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,151,70,71,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,152,77,78,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,153,110,123.5,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,154,65,66,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,155,102,103,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,156,146,150,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,157,107,110.5,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,158,116,136,128,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,159,108,110.5,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,160,97,98,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,161,103,107,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,162,72,NA,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,163,107,108.5,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,164,88,91.5,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,165,89,92,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,166,96,NA,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,167,99,101,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,168,92.5,112,102,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,169,106,107,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,170,90,100,93,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,171,98,99.5,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,172,110,111,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,173,112,114,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,174,91,92,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,175,137,141,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,176,84,85,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,177,109,110,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,178,105,106,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,179,107,109.5,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,180,86,89,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,181,117,121.5,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,182,92,92.5,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,183,126,127.5,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,184,82,83,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,185,95,118.5,111,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,186,113,114,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,187,84,86,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,188,120,131,125,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,189,109,113,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,190,79,80,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,191,87,91,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,192,119,121,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,193,98,99.5,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,194,91,NA,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,195,97,98,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,196,128,132.5,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,197,122,123,NA,NA,NA,1,0,0,,,
2019-07-05,Evelyn,E6,198,116,120,NA,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,199,96,127.5,118,NA,NA,0,0,0,,,
2019-07-05,Evelyn,E6,200,127,128,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,1,68,NA,NA,NA,NA,1,0,0,,,
2019-07-04,Claire,E7,2,95.5,99,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,3,93.5,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,4,80.5,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,5,98,107,103,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,6,95,97.5,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,7,84,84.5,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,8,52,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,9,96.5,98.5,NA,NA,NA,0,0,1,another stem taller,,
2019-07-04,Claire,E7,10,86,87.5,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,11,52,NA,NA,NA,NA,1,0,0,,,
2019-07-04,Claire,E7,12,97.5,104,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,13,93,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,14,87,99.5,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,15,65,65.5,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,16,51,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,17,57.5,58,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,18,67,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,19,84.5,NA,NA,NA,NA,0,0,1,another stem taller,,
2019-07-04,Claire,E7,20,75.5,76.5,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,21,63,64.5,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,22,82,85,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,23,80,81,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,24,93,95.5,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,25,95.5,96,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,26,55,55.5,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,27,61,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,28,84,86,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,29,68,70,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,30,98.5,100.5,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,31,88.5,95.5,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,32,75,76,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,33,74.5,76,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,34,35.5,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,35,76,77,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,36,62.5,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,37,64,64.5,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,38,80,80.5,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,39,89.5,91,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,40,79.5,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,41,87.5,95,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,42,54.5,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,43,NA,NA,NA,NA,NA,NA,NA,NA,,,
2019-07-04,Claire,E7,44,60,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,45,79,80,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,46,48.5,NA,NA,NA,NA,1,0,0,,,
2019-07-04,Claire,E7,47,42,45,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,48,80.5,82.5,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,49,77.5,79,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,50,82,93.5,85,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,51,100,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,52,89,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,53,66.5,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,54,95,95.5,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,55,82,82.5,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,56,61,64,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,57,75,75.5,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,58,61,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,59,74,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,60,112,112.5,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,61,86,86.5,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,62,95,96.5,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,63,91.5,92,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,64,77,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,65,66.5,67,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,66,78.5,81.5,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,67,67,NA,NA,NA,NA,1,0,0,,,
2019-07-04,Claire,E7,68,59,60.5,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,69,81,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,70,76.5,78.5,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,71,67.5,70,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,72,88,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,73,62,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,74,92,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,75,55,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,76,114.5,117,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,77,66,74,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,78,75,76,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,79,100,101,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,80,90.5,92,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,81,99,100,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,82,87.5,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,83,90,92.5,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,84,76,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,85,92,93,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,86,61,61.5,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,87,91,96.5,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,88,92,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,89,72.5,73.5,NA,NA,NA,0,0,1,another stem taller,,
2019-07-04,Claire,E7,90,83.5,86.5,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,91,91,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,92,68,77,72.5,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,93,61.5,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,94,91,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,95,76,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,96,87.5,93.5,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,97,120,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,98,70.5,71.5,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,99,95.5,97,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,100,96,97.5,NA,NA,NA,0,0,1,another stem taller,,
2019-07-04,Claire,E7,101,86,88,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,102,62,NA,NA,NA,NA,1,0,0,,,
2019-07-04,Claire,E7,103,80,82,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,104,67.5,68.5,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,105,82.5,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,106,78,78.5,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,107,40.5,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,108,74,74.5,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,109,89,91.5,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,110,60,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,111,49,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,112,67.5,76,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,113,54,55,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,114,NA,NA,NA,NA,NA,NA,NA,NA,,,
2019-07-04,Claire,E7,115,90,92,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,116,69,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,117,61,61.5,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,118,51.5,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,119,90.5,92.5,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,120,NA,NA,NA,NA,NA,NA,NA,NA,,,
2019-07-04,Claire,E7,121,75.5,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,122,64.5,65,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,123,68,77,71,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,124,48,NA,NA,NA,NA,1,0,0,,,
2019-07-04,Claire,E7,125,86.5,89,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,126,90,96.5,NA,NA,NA,0,0,1,another stem taller,,
2019-07-04,Claire,E7,127,71,73,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,128,61.5,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,129,66,71,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,130,78,79,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,131,64,64.5,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,132,73,73.5,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,133,96,97,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,134,80,81,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,135,83,83.5,NA,NA,NA,0,0,1,another stem taller,,
2019-07-04,Claire,E7,136,99,103.5,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,137,87,91.5,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,138,72.5,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,139,88.5,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,140,61,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,141,72,73,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,142,80,87.5,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,143,NA,NA,NA,NA,NA,NA,NA,NA,,,
2019-07-04,Claire,E7,144,67,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,145,76.5,80,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,146,72,72.5,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,147,62.5,63,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,148,69,70,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,149,60,60.5,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,150,78,79.5,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,151,59,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,152,46,NA,NA,NA,NA,0,0,1,another stem taller,,
2019-07-04,Claire,E7,153,85,86,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,154,54.5,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,155,NA,NA,NA,NA,NA,NA,NA,NA,,,
2019-07-04,Claire,E7,156,76,81,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,157,60,60.5,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,158,66,66.5,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,159,80.5,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,160,58,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,161,55,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,162,72,73,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,163,68,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,164,82,84,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,165,71,77.5,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,166,76.5,77,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,167,68.5,69.5,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,168,71,86.5,80,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,169,74,76,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,170,62,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,171,86.5,87,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,172,73,73.5,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,173,57,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,174,56,58,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,175,81.5,85,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,176,64,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,177,48,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,178,76.5,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,179,90.5,NA,NA,NA,NA,0,0,1,another stem taller,,
2019-07-04,Claire,E7,180,102,107.5,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,181,78.5,82.5,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,182,104,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,183,NA,NA,NA,NA,NA,NA,NA,NA,,,
2019-07-04,Claire,E7,184,65,65.5,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,185,28.5,NA,NA,NA,NA,1,0,0,,,
2019-07-04,Claire,E7,186,NA,NA,NA,NA,NA,NA,NA,NA,,,
2019-07-04,Claire,E7,187,47,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,188,91.5,96,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,189,83.5,84,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,190,79,79.5,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,191,80.5,84.5,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,192,58.5,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,193,62,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,194,59.5,63,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,195,62.5,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,196,59,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,197,55,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,198,73.5,NA,NA,NA,NA,1,0,0,,,
2019-07-04,Claire,E7,199,66,77,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,200,83,85,NA,NA,NA,0,1,1,another stem taller,,
2019-07-04,Claire,E7,201,67,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Claire,E7,202,72,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Mia,E8,1,94,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Mia,E8,2,107,108,NA,NA,NA,0,0,0,,,
2019-07-04,Mia,E8,3,94.5,99.5,NA,NA,NA,0,0,0,,,
2019-07-04,Mia,E8,4,94,101,NA,NA,NA,0,0,0,,,
2019-07-04,Mia,E8,5,89.5,91,NA,NA,NA,0,0,0,,,
2019-07-04,Mia,E8,6,79,101.5,90,NA,NA,0,0,0,,,
2019-07-04,Mia,E8,7,76.5,NA,NA,NA,NA,1,0,0,,,
2019-07-04,Mia,E8,8,114,118,NA,NA,NA,0,0,0,,,
2019-07-04,Mia,E8,9,52,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Mia,E8,10,100,107,NA,NA,NA,0,0,0,,,
2019-07-04,Mia,E8,11,109,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Mia,E8,12,90,92,NA,NA,NA,0,0,0,,,
2019-07-04,Mia,E8,13,80.5,82,NA,NA,NA,0,0,0,,,
2019-07-04,Mia,E8,14,98,101,NA,NA,NA,0,0,0,,,
2019-07-04,Mia,E8,15,43,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Mia,E8,16,73,78,NA,NA,NA,0,0,0,,,
2019-07-04,Mia,E8,17,95,NA,NA,NA,NA,0,0,0,,,
2019-07-04,Mia,E8,18,40,NA,NA,NA,NA,0,0,0,,,
