date,measurer,block,pos,veg,bud,flw,frt,abt,mer,sec,new,notes,,
2019-06-10,Mia,E8,168,43,NA,NA,NA,NA,0,0,0,,,
2019-06-10,Mia,E8,169,37,NA,NA,NA,NA,0,0,0,,,
2019-06-10,Mia,E8,170,44.5,NA,NA,NA,NA,0,0,0,,,
2019-06-10,Mia,E8,171,32,NA,NA,NA,NA,0,0,0,,,
2019-06-10,Mia,E8,172,45,NA,NA,NA,NA,0,0,0,,,
2019-06-10,Mia,E8,173,36,NA,NA,NA,NA,0,0,0,,,
2019-06-10,Mia,E8,174,34,NA,NA,NA,NA,0,0,0,,,
2019-06-10,Mia,E8,175,17.5,NA,NA,NA,NA,0,0,0,,,
2019-06-10,Mia,E8,176,45,NA,NA,NA,NA,0,0,0,,,
2019-06-10,Mia,E8,177,34,NA,NA,NA,NA,0,0,0,,,
2019-06-10,Mia,E8,178,54,NA,NA,NA,NA,0,0,0,,,
2019-06-10,Mia,E8,179,39,NA,NA,NA,NA,0,0,0,,,
2019-06-10,Mia,E8,180,50,NA,NA,NA,NA,0,0,0,,,
2019-06-10,Mia,E8,181,43,NA,NA,NA,NA,0,0,0,,,
2019-06-10,Mia,E8,182,60,NA,NA,NA,NA,0,0,0,,,
2019-06-10,Mia,E8,183,42,NA,NA,NA,NA,0,0,0,,,
2019-06-10,Mia,E8,184,35,NA,NA,NA,NA,0,0,0,,,
2019-06-10,Mia,E8,185,39,NA,NA,NA,NA,0,0,0,,,
2019-06-10,Mia,E8,186,54,NA,NA,NA,NA,0,0,0,,,
2019-06-10,Mia,E8,187,49,NA,NA,NA,NA,0,0,0,,,
2019-06-10,Mia,E8,188,49,NA,NA,NA,NA,0,0,0,,,
2019-06-10,Mia,E8,189,46,NA,NA,NA,NA,0,0,0,,,
2019-06-10,Mia,E8,190,63.5,NA,NA,NA,NA,0,0,0,,,
2019-06-10,Mia,E8,191,49.5,NA,NA,NA,NA,0,0,0,,,
2019-06-10,Mia,E8,192,42,NA,NA,NA,NA,0,0,0,,,
2019-06-10,Mia,E8,193,47,NA,NA,NA,NA,0,0,0,,,
2019-06-10,Mia,E8,194,25,NA,NA,NA,NA,0,0,0,,,
2019-06-10,Mia,E8,195,43,NA,NA,NA,NA,0,0,0,,,
2019-06-10,Mia,E8,196,47,NA,NA,NA,NA,0,0,0,,,
2019-06-10,Mia,E8,197,34,NA,NA,NA,NA,0,0,0,,,
2019-06-10,Mia,E8,198,52,NA,NA,NA,NA,0,0,0,,,
2019-06-10,Mia,E8,199,52,NA,NA,NA,NA,0,0,0,,,
2019-06-10,Mia,E8,200,41,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,1,52,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,2,57,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,3,60,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,4,33,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,5,43,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,6,53,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,7,38,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,8,58,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,9,43,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,10,54,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,11,35,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,12,32,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,13,30,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,14,40,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,15,9.5,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,16,26,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,17,50,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,18,36,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,19,40,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,20,45,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,21,NA,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,22,45,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,23,56,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,24,33,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,25,43,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,26,24,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,27,38,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,28,52,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,29,57,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,30,34,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,31,63,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,32,25,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,33,53,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,34,35,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,35,38,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,36,55,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,37,45,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,38,51,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,39,1.5,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,40,18.5,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,41,43,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,42,50,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,43,42,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,44,43,NA,NA,NA,NA,1,0,0,,,
2019-06-11,Evelyn,E9,45,19,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,46,37,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,47,43,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,48,63,NA,NA,NA,NA,1,0,0,,,
2019-06-11,Evelyn,E9,49,55,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,50,50,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,51,51,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,52,45,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,53,45,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,54,53,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,55,39,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,56,50,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,57,59,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,58,33,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,59,64,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,60,56.5,NA,NA,NA,NA,1,0,0,,,
2019-06-11,Evelyn,E9,61,37,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,62,52,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,63,72.5,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,64,42,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,65,49,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,66,NA,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,67,55,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,68,30,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,69,29,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,70,51,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,71,50,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,72,32,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,73,26,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,74,67,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,75,20,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,76,24,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,77,54,NA,NA,NA,NA,1,0,0,,,
2019-06-11,Evelyn,E9,78,54,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,79,NA,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,80,41,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,81,29,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,82,32,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,83,55,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,84,59,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,85,40,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,86,52,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,87,65,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,88,64,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,89,63,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,90,55,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,91,26,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,92,54,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,93,19,NA,NA,NA,NA,1,0,0,,,
2019-06-11,Evelyn,E9,94,64,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,95,40,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,96,70,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,97,50,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,98,52,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,99,52,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,100,56,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,101,53,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,102,61,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,103,74,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,104,65,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,105,47,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,106,64,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,107,34,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,108,60,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,109,62,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,110,65,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,111,68.5,NA,NA,NA,NA,1,0,0,,,
2019-06-11,Evelyn,E9,112,28,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,113,56,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,114,53,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,115,48,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,116,51,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,117,60,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,118,50,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,119,37,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,120,50,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,121,40,NA,NA,NA,NA,1,1,0,,,
2019-06-11,Evelyn,E9,122,47,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,123,60,NA,NA,NA,NA,1,0,0,,,
2019-06-11,Evelyn,E9,124,59,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,125,47,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,126,46,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,127,57,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,128,79.5,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,129,38,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,130,46,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,131,62,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,132,67,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,133,39,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,134,19,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,135,51,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,136,38,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,137,50,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,138,51,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,139,45,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,140,63,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,141,44,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,142,23,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,143,69,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,144,53,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,145,47,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,146,57,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,147,54,55.5,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,148,30,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,149,49,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,150,62,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,151,53,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,152,40,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,153,64,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,154,45,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,155,61,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,156,50,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,157,37,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,158,51,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,159,53,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,160,56.5,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,161,53,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,162,55,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,163,47,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,164,48,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,165,55,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,166,48,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,167,50,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,168,65,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,169,53,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,170,45,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,171,31,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,172,50,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,173,60,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,174,59,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,175,65,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,176,28,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,177,50,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,178,62,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,179,67,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,180,54,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,181,59,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,182,35,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,183,51,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,184,45,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,185,58,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,186,47,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,187,33,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,188,49,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,189,54,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,190,41,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,191,36,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,192,42,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,193,39,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,194,29,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,195,52,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,196,45,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,197,42,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,198,65,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,199,53,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,200,62,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,201,62,NA,NA,NA,NA,0,0,0,,,
2019-06-11,Evelyn,E9,202,62,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,1,74,NA,NA,NA,NA,1,1,0,,,
2019-06-17,Evelyn,E8,2,69,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,3,56,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,4,59,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,5,49,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,6,59,60,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,7,45,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,8,71,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,9,29,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,10,64,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,11,71,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,12,55,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,13,44,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,14,62,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,15,24,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,16,41,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,17,69,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,18,24,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,19,38,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,20,48,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,21,37,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,22,50,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,23,47,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,24,53,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,25,51,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,26,72,73,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,27,43,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,28,64,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,29,57,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,30,39,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,31,44,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,32,32,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,33,53,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,34,33,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,35,50,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,36,40,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,37,29,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,38,35,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,39,36,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,40,51,51.5,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,41,60,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,42,64,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,43,58,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,44,45,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,45,62,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,46,39,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,47,55,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,48,29,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,49,49,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,50,40,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,51,48,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,52,28,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,53,47,48,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,54,50,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,55,67,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,56,43,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,57,55,55.5,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,58,46,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,59,73,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,60,57,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,61,43,44,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,62,70,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,63,55,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,64,35,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,65,52,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,66,52,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,67,50,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,68,82,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,69,59,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,70,43,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,71,63,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,72,54,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,73,35,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,74,59,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,75,42,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,76,69,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,77,52,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,78,9,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,79,53,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,80,50,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,81,32,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,82,42,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,83,59.5,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,84,57,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,85,36,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,86,49,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,87,53,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,88,50,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,89,52,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,90,66,67,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,91,50,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,92,70,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,93,60,61,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,94,70,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,95,65,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,96,66,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,97,64,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,98,47,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,99,72,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,100,75,NA,NA,NA,NA,1,0,0,,,
2019-06-17,Evelyn,E8,101,63,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,102,68,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,103,72,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,104,78,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,105,53.5,NA,NA,NA,NA,0,0,0,,,
2019-06-17,Evelyn,E8,106,69.5,NA,NA,NA,NA,0,0,0,,,
